,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,brand_owner,traceability_code
39,Chips paprika - Denner,7610029160772,,,,['Denner'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,['Denner'],"['France', 'Suisse']",[],,,[],,?,,541,+6%,2264 kj(541 kcal),+6%,34,+15%,"3,5",+4%,54,-3%,"1,5",-57%,"3,5",-21%,2,+33%,"0,8",+33%,34 g,en quantité élevée,3.5 g,en quantité modérée,1.5 g,en faible quantité,2 g,en quantité élevée,15,+12%,D,+12%,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,
40,Denner Lasagne,7610029167764,,,,['Denner'],,,,['Denner'],"['France', 'Suisse']","['semoule de blé dur ', 'Italie', 'Grèce', 'France', 'Espagne']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,356,,1490 kj(356 kcal),,2,,"0,5",,71,,"2,5",,13,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
41,Erdnussöl Huile d’arachide - Denner - 2.0l,7610029174182,,2.0 l,['Produkt'],['Denner'],['Matières grasses'],,,['Denner'],"['France', 'Suisse']","['huile d’arachide ', 'Afrique']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,828,+3%,3464 kj(828 kcal),+3%,92,+4%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,92 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,10,-12%,C,-12%,,,,,,,,,,,,,
42,Ice tea lemon,7610029178487,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,['France'],[],,,[],,?,,32,,134 kj(32 kcal),,0,,0,,8,,8,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Croissants au beurre - Migros IP Suisse - 240g,7610029187083,,240g,['plastic bag tray'],['Migros IP Suisse'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']","['en:IP-Suisse', 'Fabriqué en Suisse', 'en:ProCert']",['Switzerland'],"['Migros', 'Denner']","['France', 'Suisse']","['Farine de froment', 'beurre 18%', 'eau', 'levure', 'farine de froment', 'lait écrémé en poudre', 'sel de cuisine iodé', 'sucre', 'lactose', ""émulsifiant: esters mono - et diacétyltartriques des mono - et diglycérides ď'acides gras"", 'acidifiant: acétates de sodium', ""farine de malt d'orge"", 'agent de traitement de la farine: acide ascorbique', 'épaississant: farine de graines de guar']","['E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E412 - Gomme de guar']","['Gluten', 'Lait']",['Non végétalien'],4,?,,369,-4%,1544 kj(369 kcal),-5%,16,-26%,10,-30%,45,+10%,"3,5",-50%,10,+33%,"1,3",+32%,"0,52",+32%,16 g,en quantité modérée,10 g,en quantité élevée,3.5 g,en faible quantité,1.3 g,en quantité modérée,16,-14%,D,-14%,C,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,
44,Dar Vida Sesam - Hug - 42.7g,7610032002397,,42.7 g,"['Plastique', 'Sachet']",['Hug'],"['Snacks', 'Snacks salés', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,,,"['France', 'Suisse']","['Froment complet égrugé 76%', 'sésame 12%', 'huile de colza', 'lait écrémé en poudre', 'sel marin', 'germes de froment', 'levure', 'extrait de mal d’orge', 'poudre à lever: carbonate de sodium']",['E500i - Carbonate de sodium'],['Graines de sésame'],['Non végétalien'],3,?,,434,-3%,1816 kj(434 kcal),-3%,15,-8%,2,-67%,56,-16%,"2,5",-92%,13,+77%,"1,6",+240%,"0,64",+240%,15 g,en quantité modérée,2 g,en quantité modérée,2.5 g,en faible quantité,1.6 g,en quantité élevée,8,-53%,C,-53%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
45,Willisauer Ringli - Hug - 290g,7610032066023,,290 g,,['Hug'],,,,,"['France', 'Suisse']","['Sucre', 'farine de froment', 'miel', 'zeste de citron ', 'avec arôme naturel', 'orange confite', 'poudres à lever: carbonate de sodium et acide citrique', 'huile essentielle de citron']","['E500i - Carbonate de sodium', 'E330 - Acide citrique']",['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1669,,391,,1669 kj(391 kcal),,"0,5",,"0,5",,88,,55,,7,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,
46,Larmes d'Absinthe Noir - Villars - 100g,7610036000658,Chocolat noir fourré à l'absinthe,100 g,"['Tablette', 'Carton', 'Aluminium', '82', 'C/PAP']",['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés', 'Chocolats à la liqueur', 'Chocolats suisses', ""Chocolats fourrés à l'alcool""]","['Sans arômes artificiels', 'EAC', 'Point Vert', 'Fabriqué en Suisse', 'Sans additifs', 'Sans additifs artificiels', 'Tidy man', ""en:Contient de l'alcool""]",['Suisse'],['Auchan'],"['France', 'Suisse']","['sucre', 'pâte de cacao', 'beurre de cacao', 'Absinthe* ', '8', '5%', 'poudre de cacao', 'beurre* fondu', 'lait* entier en poudre', 'lait* écrémé en poudre', 'petit lait* en poudre', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', ""\r* Ingrédients d'origine suisse""]",['E322i - Lécithine'],"['Lait', 'Soja']",['Non végétalien'],4,1985,+3%,?,,1985 kj(474 kcal),+2%,25,+6%,15,+4%,52,-6%,49,-3%,4,-9%,"0,05",-23%,"0,02",-23%,25 g,en quantité élevée,15 g,en quantité élevée,49 g,en quantité élevée,0.05 g,en faible quantité,20,-19%,E,-19%,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Suisse'],http://shop.chocolat-villars.com/tablette-de-chocolat-larmes-d-and-039;absinthe.html,,,
47,Chocolat au lait suisse fourré Génépi liquide - La route des Alpes - 100g,7610036000818,,100g,"['boîte en carton', 'papier aluminium']",['La route des Alpes'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés', ""Chocolats au lait fourrés à l'alcool"", 'Chocolats fourrés au génépi', ""Chocolats fourrés à l'alcool""]","[""Chocolat d'origine suisse"", ""Contient de l'alcool""]",,['Petit Casino'],['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'liqueur de Génépi 8', '5%', 'noisettes', 'lait écrémé en poudre', 'petit lait en poudre', 'lécithine de soja', 'arôme naturel de vanille\rCacao 31% minimum']",['E322i - Lécithine'],"['Fruits à coque', 'Soja']",['Non végétalien'],4,?,,490,-11%,2050 kj(490 kcal),-11%,25,-27%,14,-23%,56,+7%,56,+13%,"5,1",-21%,"0,355",+82%,"0,142",+82%,25 g,en quantité élevée,14 g,en quantité élevée,56 g,en quantité élevée,0.355 g,en quantité modérée,27,+6%,E,+6%,D,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Suisse'],,,,
48,Lait Noisettes - Villars - 200g,7610036002249,Chocolat au lait avec noisettes entières,200 g,"['Carton', 'Aluminium', 'C/PAP']",['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes', 'Chocolats suisses']","['EAC', 'Point Vert', 'Fabriqué en Suisse', 'Triman']",['Suisse'],"['Auchan', 'Super U', 'Carrefour']",['France'],"['Sucre', 'noisettes ', '27%', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lait écrémé en poudre', 'beurre fondu', 'petit lait en poudre', 'extrait de malt en poudre ', 'orge', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2395,+6%,576,+4%,2395 kj(576 kcal),+4%,42,+19%,"16,5",-18%,40,-18%,"37,5",-18%,"8,5",+28%,"0,21",+76%,"0,084",+76%,42 g,en quantité élevée,16.5 g,en quantité élevée,37.5 g,en quantité élevée,0.21 g,en faible quantité,22,-7%,E,-7%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,http://shop.chocolat-villars.com/lait-noisettes.html,,,
49,Villars Milk Chocolate Swiss Milk,7610036002904,,,,['Villars'],,,,,['France'],"['sucre*', 'beurre de cacao', 'pâte de cacao', 'lait* écrémé en oudre lait* entier en poudre', 'petit lait* en poudre', 'beurre* émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', ' Cacao : 33% minimum', ' Peut contenir des traces de noisette', 'amande', 'noix', 'noix de pécan', 'noix de cajou', 'pistache', 'œuf', 'blé et orge', "" *Ingrédients d'origine suisse""]",['E322i - Lécithine'],['Soja'],['Non végétalien'],4,?,,535,,2238 kj(535 kcal),,32,,19,,56,,54,,7,,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,
50,Villars Milk Chocolate Hazelnuts,7610036002911,,,,,,,,,['France'],[],,,[],,?,,545,,2280 kj(545 kcal),,34,,17,,52,,51,,7,,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,
51,Chocolats fins - DE VILLARS - 250g,7610036004267,,250 g,"['Boîte', 'Métal']",['DE VILLARS'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['Suisse'],['Leclerc'],['France'],"['Sucre', 'pâte de cacao', 'amandes', 'beurre de cacao', 'lait entier en poudre', 'noisettes', 'lait écrémé en poudre', 'gaufrettes ', 'farine de blé', 'sucre', 'oeuf', 'lécithine de soja', 'arômes', 'beurre fondu', 'éclats de biscuits amaretti ', 'sucre', 'beurre de cacao', ""amandons d'abricot"", ""blanc d'oeuf"", 'amandes douces', 'petit lait en poudre', ""extrait de malt d'orge en poudre"", 'émulsifiant ', 'lécithine de soja', 'arômes']",['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,?,,535,+1%,2238 kj(535 kcal),+1%,34,+6%,15,-14%,49,-6%,46,-3%,8,+36%,"0,23",+50%,"0,092",+50%,34 g,en quantité élevée,15 g,en quantité élevée,46 g,en quantité élevée,0.23 g,en faible quantité,23,-6%,E,-6%,,,,,,,,,,,,,
52,Munz Napolitains 250G Beutel,7610041026650,,,,['Munz'],,,,,['France'],"['Sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'noisettes', 'émulsifiant ', 'lécíthinE de soja', 'arôme', "" Cacao: 31% au moins dans le chocolat Peut contenir d'autres noix""]",['E322i - Lécithine'],"['Fruits à coque', 'Soja']",['Non végétalien'],4,?,,560,,2343 kj(560 kcal),,36,,21,,50,,48,,9,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
53,Kagi fret,7610046031659,,,,,,,,,['France'],[],,,[],,?,,560,,2343 kj(560 kcal),,35,,25,,57,,38,,"6,5",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,
54,Bière - Heineken - 33cl,7610055020651,,33 cl,['Bouteille'],['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,"['OKCon 2013', 'M!P restaurants at CICG']","['France', 'Suisse']","['Eau', ""malt d'orge"", 'houblon']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
55,Jus feelgood - Ramseier,7610057010834,,,,['Ramseier'],,,,,['France'],[],,,[],,?,,43,,180 kj(43 kcal),,0,,0,,10,,0,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Roland petite pause chocolat céréales - 148g,7610058213395,,148 g,,['Roland'],,,,,"['France', 'Suisse']","[""Flocons d'avoine "", '18%', 'graisse végétale ', 'palme', 'colza', 'farine complète de blé ', '17%', 'chocolat au lait 13% ', 'sucre', 'lait entier en poudre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithines de soja', 'arôme naturel de vanille', 'sucre', 'sirop de glucose', 'farine de blé', 'lactosérum en poudre', 'lait entier en poudre', 'fibres alimentaire ', 'inuline', 'pâte de cacao', 'concentré de minéraux de lait ', 'au calcium', 'beurre de cacao', 'poudre à lever ', 'carbonates de sodium', 'sel', 'émulsifiant ', 'lécithines de soja', ""Peut contenir des traces d'amandes"", 'de noisettes', ""d'œufs et de sésame""]","['E322i - Lécithine', 'E500 - Carbonates de sodium']","['Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,2008,,?,,2008 kj(480 kcal),,24,,11,,55,,28,,"8,3",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
57,Capucine - Wernli,7610062001902,,,,['Wernli'],,"['Agriculture durable', 'en:UTZ Certified']",,,"['France', 'Suisse']","['Sucre', 'graisse/huile végétale non hydrogénée ', 'coco', 'palme', 'arachide', 'amandes 9%', 'maltodextrine', 'pâte de cacao', 'beurre de cacao', 'amidon de maïs', 'lait entier en poudre', 'cacao maigre en poudre', 'la protéine de lactosérum', 'lait écrémé en poudre', ""blanc d'œuf en poudre"", 'beurre']",,"['Lait', 'Fruits à coque', 'Arachides']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2250,,?,,2250 kj(538 kcal),,31,,20,,59,,47,,5,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
58,Wernli Chocobelle 100G,7610062041809,,,['Produkt'],['Wernli'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,,['Woolworths'],"['Australie', 'France', 'Suisse']","['Sucre', 'graisse/huile végétale non hydrogénée ', 'palme', 'arachide', 'coco', 'colza', 'farine de froment', 'amidon de froment', 'amidon de riz', 'cacao maigre en poudre 4%', 'pâte de cacao', 'beurre de cacao', 'beurre', 'sérum de lait', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant: lécithines ', 'soja', 'beurre concentré', 'sucre caramélisé', 'sel de cuisine', 'arômes naturels', 'amidon de mais', ""blanc d'œuf en poudre*"", "" *œufs d'élevage au sol"", "" Peut contenir des traces d'amandes et de noisettes"", ' Tenir ou frois et ou sec']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,,556,+11%,2326 kj(556 kcal),+11%,35,+44%,22,+62%,55,-13%,28,-20%,"4,5",-33%,"0,175",-69%,"0,07",-69%,35 g,en quantité élevée,22 g,en quantité élevée,28 g,en quantité élevée,0.175 g,en faible quantité,22,-6%,E,-6%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,['Huile de palme'],,
59,Jura Gaufrette Mini - Wernli - 130g,7610062081065,,130 g,,['Wernli'],,,,,"['France', 'Suisse']","['Sucre', 'graisse/huile végétale non hydrogénée ', 'coco', 'palme', 'arachide', 'farine de froment', 'cacao maigre en poudre 5%', 'dextrose', 'sérum de lait amidon de froment', 'amidon de maïs gonflement', 'pâte de cacao 1%', 'émulsifiant: lécithines ', 'soja', 'beurre de cacao 0', '2%', 'amandes', 'anti-agglomérant: carbonate de magnésium', 'lait entier en poudre', 'noisettes', 'sel de cuisine', 'lait écrémé en poudre', 'amidon de maïs', 'amidon de riz', 'maltodextrine', ""blanc d'oeuf en poudre"", 'arômes naturels', 'poudres à lever: carbonates de sodium et diphosphates', 'sirop de glucose', 'beurre concentré', 'sucre caramélisé', 'oeuf en poudre']","['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,2170,,?,,2170 kj(519 kcal),,27,,23,,63,,38,,"4,5",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
60,Panna Cotta - Dr.Oetker - 238g,7610089005648,,238 g,,['Dr.Oetker'],"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour panna cotta']",['Contient du lait'],,,"['France', 'Suisse']","['58% Crèmepulver ', 'Zucker', 'Stärke', 'Stabilisator ', 'Xanthan', 'Geliermittel ', 'Carrageen', 'Aroma', '42% Waldfruchtsauce ', 'Zucker', '35% Waldfrüchte ', 'Himbeeren', 'Heidelbeeren', 'Brombeeren', 'Erdbeeren', 'Glukosesirup', 'Verdickungsmittel ', 'modifizierte Stärke', 'Carrageen', 'Aroma', '\rKann Spuren von Gluten', 'Milch', 'Eieren', 'Mandeln', 'Walnüssen', 'Haselnüssen un Pistazien enthalten']",,,[],,1042,,?,,1042 kj(249 kcal),+8%,17,+76%,11,+78%,20,-32%,19,-22%,"3,3",+21%,"0,14",+9%,"0,056",+9%,,,,,,,,,,,,,,,,,,,,,,,,,
61,Graneo - Zweifel,7610095110404,,,,['Zweifel'],,"['Végétarien', 'Végétalien', 'Sans lactose']",,,['France'],['Fett/graisses/grassi/fat davon gesâttigte Fettsâuren/'],,,"['Végétalien', 'Végétarien']",,?,,455,,1904 kj(455 kcal),,19,,"1,5",,61,,3,,7,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,,,,,
62,Chips Nature - Zweifel,7610095117205,,,,['Zweifel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,,,['France'],[],,,[],,?,,552,+3%,2310 kj(552 kcal),+3%,36,+8%,2,-33%,48,-6%,"0,8",-38%,6,+2%,1,-24%,"0,4",-24%,36 g,en quantité élevée,2 g,en quantité modérée,0.8 g,en faible quantité,1 g,en quantité modérée,11,+1%,D,+1%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
63,Kezz Extra Crunchy Chips Curry - Zweifel - 110g,7610095224200,,110 g,['sachet plastique'],['Zweifel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]",['Végétarien'],,,"['France', 'Allemagne', 'Suisse']","['Pommes de terre', 'huile de tournesol', 'condiment en poudre dextrose', 'maltodextrine', 'curry 1,3% ', 'curcuma', 'coriandre', 'cumin', 'poivre de Cayenne', 'fenugrec', 'gingembre', 'poivre', 'ail', 'sel', 'oignons', 'piment', 'noix de muscade', 'paprika', 'feuilles de laurier', 'sel', 'exhausteurs de goût ', 'E621', 'E631', 'E627', 'oignons', 'extrait en levure', 'ail', 'paprika', 'cumin', 'extrait de curcuma']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E100 - Curcumine']",,['Végétarien'],4,2059,-7%,?,,2059 kj(492 kcal),-7%,25,-22%,"1,9",-35%,58,+12%,"3,3",+42%,"6,8",+11%,"1,5",+5%,"0,6",+5%,25 g,en quantité élevée,1.9 g,en quantité modérée,3.3 g,en faible quantité,1.5 g,en quantité modérée,9,-21%,C,-21%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
64,Baked Pretzel - Zweifel - 180g,7610095225900,,180 g,['Alu'],['Zweifel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips à la moutarde']",,['UE'],['Migros partenaire Bière'],"['France', 'Suisse']","['farine de froment', 'huile de colza', ""préparation d'épices "", 'oignons', 'maltodextrine', 'sucre', 'arôme naturel ', 'contient moutarde', 'sel', 'miel', 'graines de moutarde', 'sauce au soja en pou - dre ', 'maltodextrine', 'sel', 'graines de soja', 'froment', 'ciboulette', 'acidifiant ', 'acide citrique', ""extrait de malt d'orge"", 'sel marin', 'poudre à lever ', 'bicarbonate de sodium', 'émulsifiant ', 'lécithine de soja']","['E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Gluten', 'Moutarde', 'Soja']",['Non végétalien'],4,?,,451,-17%,1887 kj(451 kcal),-17%,16,-52%,3,-1%,67,+34%,10,+426%,"8,6",+47%,"2,2",+42%,"0,88",+42%,16 g,en quantité modérée,3 g,en quantité modérée,10 g,en quantité modérée,2.2 g,en quantité élevée,16,+30%,D,+30%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
65,Pommes Chips Salt & Vinegar - Zweifel,7610095563002,,,,['Zweifel'],,"['en:gluten-free', 'Sans lactose']",,,"['France', 'Suisse']","['huile detodrnesoL', '33 ', 'maltodextrine,']",,,[],,2160,,?,,2160 kj(516 kcal),,33,,"2,5",,47,,1,,6,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
66,Rivella Rhubarbe - 0.5l,7610097119078,Boisson de table gazéifiée avec 35% de sérum de lait et aux arôme de rhubarbe.,0.5 l,['Bouteille en PET'],['Rivella'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté', 'Boisson de table gazéifiée']",['Fabriqué en Suisse'],['Rivella AG Neue Industriestrasse 10 4852 Rothrist  Suisse'],,"['France', 'Suisse']","['eau', 'sérum de lait', 'sucre', 'gaz carbonique', 'acidifiant:', 'acide lactique L', '+', 'sucre caramélisé', 'arôme naturels,']","['E290 - Dioxyde de carbone', 'E270 - Acide lactique']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,150,+40%,?,,150 kj(36 kcal),+29%,0,-100%,0,-100%,"8,4",+24%,"8,4",+27%,0,-100%,"0,03",+116%,"0,012",+116%,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0.03 g,en faible quantité,11,+19%,E,+19%,,,,,,,,,,,,,
67,Michel Pink Grapefruit - 200ml,7610097161268,,200 ml,,['Michel'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de pamplemousse rose']",,,,"['France', 'Suisse']",[],,,[],,?,,47,+21%,197 kj(47 kcal),+22%,0,-100%,0,-100%,11,+27%,11,+33%,0,-100%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,5,+162%,C,+162%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
68,Michel Cranberry - 500ml,7610097176071,,500 ml,,['Michel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Canneberges']",,,,"['France', 'Suisse']","['Eau', 'jus de cranberry à base de concentré', 'sucre', 'extraits de baies de genièvre ', '1g/l', 'vitamine C', 'édulcorants ', 'sucralose', ' Pasteurisé']",['E955 - Sucralose'],,[],4,?,,29,-59%,121 kj(29 kcal),-56%,0,-100%,0,-100%,7,-47%,7,-34%,0,-100%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité modérée,0 g,en faible quantité,-4,,A,,D,88.9%,0.0%,0.0%,7.8%,2.5%,0.8%,52,,,,,
69,Nescafé Gold de Luxe - 200g,7610100022302,"Café Solube, Café instantané.",200 g,['Bocal de verre'],"['Nescafé', 'Nestlé']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Petit-déjeuners', 'Boissons chaudes', 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Café solube']",,"['Nestlé Suisse SA 1350 Orbe  Suisse', 'Suisse']",['Migros'],"['France', 'Suisse']","['Est produit à partir de 100 % de café en grains', 'sans additifs', '100% Naturel']",,,[],,?,,122,-5%,510 kj(122 kcal),-17%,"0,7",-77%,"0,1",-96%,"3,1",-87%,"3,1",-78%,"7,8",+69%,"0,254",-19%,"0,102",-19%,,,,,,,,,,,,,D,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,
