,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,palm_ingredients,generic_name,link,manufacturing,traceability_code,ingredients_origins,brand_owner,origin_detail,producer_info
22,Kellogg's Cornflakes,5053827165853,,"[""Kellogg's""]",['France'],"['Maize', 'Sugar', 'Barley Malt Flavouring', 'Salt', ' Vitamins & Minerals: Niacin', 'Iron', 'Vitamin B6', 'Vitamin B2 ', 'Riboflavin', 'Vitamin BI ', 'Thiamin', 'Folic Acid', 'Vitamin D', 'Vitamin B12', ' For allergens see ingredients highlighted in bold', ' Servings! 26 Delicious This pack is sold by weight not volume', 'settling of contents may occur during transit', ' OUR NUTRITIONAL INFORMATION Typical value per 100g oper 30g serving']",[],3,?,378,1582 kj(378 kcal),"0,9","0,2",84,8,7,"1,13","0,452",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,,0.9 g,en faible quantité,0.2 g,en faible quantité,8 g,en quantité modérée,1.13 g,en quantité modérée,,+0%,+0%,-17%,-30%,+2%,-25%,-3%,-7%,-7%,3,-60%,C,-60%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,
23,Crunchy Nut Peanut Butter Clusters - Kellogg's,5053827166058,,"[""Kellogg's""]",['France'],[],[],,?,488,2042 kj(488 kcal),25,"6,7",49,12,14,"0,45","0,18",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Pépites de céréales croustillantes']",,,25 g,en quantité élevée,6.7 g,en quantité élevée,12 g,en quantité modérée,0.45 g,en quantité modérée,,+7%,+6%,+37%,+22%,-21%,-42%,+75%,+23%,+23%,15,+43%,D,+43%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,
24,Kellogg's Cornflakes,5053827166065,,"[""Kellogg's""]",['France'],"['ENERGY FAT of which saturates CARBOHYDRATE ofwhich sugars FIBRE PROTEIN SALT VITAMINS: VITAMIN D THIAMIN ', 'BI', ' RIBOFLAVIN ', '82', ' VITAMIN B6 FOLIC ACID VITAMIN B12 MINERALS: IRON']",[],,?,378,1582 kj(378 kcal),"0,9","0,2",84,8,7,"1,13","0,452",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,,0.9 g,en faible quantité,0.2 g,en faible quantité,8 g,en quantité modérée,1.13 g,en quantité modérée,,+0%,+0%,-17%,-30%,+2%,-25%,-3%,-7%,-7%,3,-60%,C,-60%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,
25,Frosties - kellogg's,5053827170017,,"[""kellogg's""]",['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Kellogg's Coco Pops Cereal,5053827172424,,"[""Kellogg's""]",['France'],"['Rice', 'Sugar', 'Fat Reduced Cocoa Powder', 'Maltodextrin', 'Cocoa Mass', 'Salt', 'Barley Malt Flavouring', 'Flavouring', 'Natural Flavouring', ' Vitamins & Minerals: Niacin', 'Iron', 'Vitamin B6', 'Vitamin B2', 'Riboflavin', 'Vitamin BI ', 'Thiamin', 'Folic Acid', 'Vitamin D', 'Vitamin BI 2']",[],4,?,382,1598 kj(382 kcal),"1,9","0,9",84,17,"6,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Coco pops - Kellogg's - 375g,5053827175777,375 g,"[""Kellogg's"", 'Coco Pops']",['France'],"['Riz', 'sucre', 'Cacao maigre en poudre', 'Maltodextrine', 'Pâte de cacao', 'Sel', ""Arômede malte d'orge"", 'arôme', 'arôme naturel', 'vitamines ', 'niacine', 'B6', 'B2', 'B1', 'acide folique', 'D', 'B12', 'fer']",[],4,?,382,1598 kj(382 kcal),"1,9","0,9",84,17,"6,3","0,7","0,28",C,"['Plastique', 'Sachet', 'Doypack', 'Sachet refermable']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Céréales au chocolat', 'Riz soufflé']",,['Gluten'],1.9 g,en faible quantité,0.9 g,en faible quantité,17 g,en quantité élevée,0.7 g,en quantité modérée,,0%,-1%,-20%,-12%,+2%,-22%,-4%,+56%,+56%,4,-40%,C,-40%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Point Vert'],['Magasins U'],,Riz soufflé au chocolat,,,,,,,
28,Rice Krispies - Kellogg’s,5053827176620,,['Kellogg’s'],['France'],"['Rice', 'Sugar', 'Salt', 'Barley Malt Flavouring', ' VITAMINS & MINERALS: Niacin', 'Iron', 'Vitamin B6', 'Vitamin B2', 'Ribofiavin', 'Vitamin BI ', 'Thiamin', 'Folic Acid', 'Vitamin D', 'Vitamin B12', ' Forallergens see ingredients highlighted in bold']",[],,?,383,1602 kj(383 kcal),1,"0,2",87,10,6,"1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Coco pops - Barres de céréales chocolat - Kellogg's - 4 * 36g,5053827179072,4 * 36 g,"[""Kellogg's"", 'Coco Pops']",['France'],"['Grains de riz soufflés et grillés ', '27%', 'Riz', 'Sucre', 'Sel', ""Arôme de malt d'orge"", 'Vitamines {Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12}', 'Fer', 'Sirop de glucose', 'Nappage au goût chocolat ', '12%', 'Sucre', 'Huiles végétales {Palmiste', 'Colza} en proportions variables', 'Petit-lait en poudre', 'Lait écrémé en poudre', 'Cacao maigre en poudre', 'Émulsifiant {Lécithine de soja}', 'Arôme', 'Morceaux de chocolat au lait ', '10%', 'Sucre', 'Beurre de cacao', 'Lait entier en poudre', 'Pâte de cacao', 'Émulsifiant {Lécithine de soja}', 'Fructose', 'Huile de palme', 'Chocolat au lait ', '5%', 'Sucre', 'lait entier en poudre', 'Pâte de cacao', 'beurre de cacao', 'Sirop de sucre inverti', 'Sucre', 'Cacao maigre en poudre', 'Humectant ', 'Glycérol', 'Gélatine de bœuf', 'Sel', 'Arômes', 'Antioxydant', 'E320']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,432,1807 kj(432 kcal),13,10,74,35,"4,5","0,63","0,252",,"['Plastique', 'Sachet']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées']","['E322i - Lécithine', 'E422 - Glycérol', 'E428 - Gélatine', 'E320 - Butylhydroxyanisol']","['Gluten', 'Lait', 'Soja']",13 g,en quantité modérée,10 g,en quantité élevée,35 g,en quantité élevée,0.63 g,en quantité modérée,,+2%,+2%,-18%,+68%,+23%,+29%,-40%,+61%,+61%,22,+67%,E,+67%,,,,,,,,"[""Fabriqué dans l'UE"", 'Nouveau']","['Leclerc', 'E.Leclerc', 'Auchan']",['Huile de palme'],,,['Union Européenne'],,,,,
30,Krave - Kellogg's,5053827179249,,"[""Kellogg's""]",['France'],"['Cereal Flours', 'Wheat{26%}', 'Oat{17%}', 'Rice{12%}', 'Milk Chocolate Flavoured Filling ', 'Sugar', 'Vegetable Oils{Palm', 'Sunflower', 'Rapeseed} in varying proportions', 'Milk Chocolate{8', '5%}{Sugar', 'Cocoa Mass', 'Milk Whey Powder', 'Milk Fat', 'Whole Milk Powder', 'Cocoa Butter}', 'Glucose Syrup', 'Fat Reduced Cocoa Powder', 'Whole Milk Powder', 'Skimmed Milk Powder', 'Emulsifier{Soy Lecithin}', 'Acid{Citric}', 'Sugar', 'Salt', 'Colour', 'Carotenes', 'Annatto', 'Antioxidants', 'Ascorbyl Palmitate', 'Alpha Tocopherol']",[],4,?,441,1845 kj(441 kcal),14,4,70,28,"7,2","0,95","0,38",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']","['E160 - Caroténoïdes', 'E160b - Rocou', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",,14 g,en quantité modérée,4 g,en quantité modérée,28 g,en quantité élevée,0.95 g,en quantité modérée,,+5%,+5%,+37%,+24%,-1%,+12%,-9%,+87%,+87%,18,+80%,D,+80%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Pur beurre de cacao'],,,,,,,,,,
31,Crunchy nut - Kellogg's,5053827185325,,"[""Kellogg's""]",['France'],"['Mais', 'Sucre', 'Cacahuètes', '7', '5%', ""Arôme de malt d'orge"", 'Mélasse', 'Miel', '196', 'Sel', 'Vitamines ', 'B2', 'Niacine', 'Acide folique', ' et Fer']",['Non végétalien'],4,?,398,1665 kj(398 kcal),"4,5","0,7",82,35,6,"0,75","0,3",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['Arachides'],4.5 g,en quantité modérée,0.7 g,en faible quantité,35 g,en quantité élevée,0.75 g,en quantité modérée,,-0%,-0%,-48%,-68%,+23%,+110%,-36%,+110%,+110%,14,+160%,D,+160%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,
32,Bacon bites,5053834290098,,,['France'],[],[],,?,527,2205 kj(527 kcal),"30,9",3,55,"4,7","6,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Hot chocolate - Smooth,5053834543910,,['Smooth'],['France'],"['Snooth-/nstant White Hot - ink Ingredien&: Whey Permeate Powder ', 'Milk', 'Sugar', 'Syrup', 'White Chocolate Powder ', '3%', ' ', 'Sugar', 'Milk Solids', 'Cocoa Butter,lactose ', 'Iffllk', 'Emulsifier: Soya Lecithin', ' Natural Flavourings', 'Stabilisers: E340ii', 'E412', 'fi,E452i', 'E339ii', ' Skimmed Milk Powder', 'Anti CakingAgentE551', 'Milk heins,salt', 'Emulsifier', ' E471 ', ' Colour: Beta Carotene', ' Flavouring,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,105,439 kj(105 kcal),"2,1","1,9","20,8","19,8","0,6","0,28","0,112",,,"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']","['E322i - Lécithine', 'E340ii - Phosphate dipotassique', 'E412 - Gomme de guar', 'E452i - Polyphosphate de sodium', 'E339ii - Phosphate disodique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160ai - Bêta-carotène']",['Lait'],2.1 g,en quantité modérée,1.9 g,en quantité modérée,19.8 g,en quantité élevée,0.28 g,en quantité modérée,,+139%,+123%,+527%,+1904%,+141%,+192%,+20%,+491%,+491%,22,+299%,E,+299%,,,,,,,,['Pur beurre de cacao'],,,,,,,,,,
34,Roasted and salted,5053834789905,,,['France'],[],[],,?,628,2628 kj(628 kcal),"52,8","4,5","19,3","6,1","22,3","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,6 Cumberland Pork Sausages,5053947858932,,,['France'],[],[],,?,338,1414 kj(338 kcal),"28,8",10,"1,7","0,2","17,1","1,1","0,44",,"['pet-tray', 'pp film-sleeve', 'card-sleeve']","['Viandes', 'Charcuteries', 'Saucisses']",,,28.8 g,en quantité élevée,10 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,,+33%,+32%,+38%,+26%,+19%,-73%,+13%,-44%,-44%,17,-3%,D,-3%,,,,,,,,['en:gluten-free'],,,,,,,,,,
36,Xtra kickin' sour cream & onion - Pringles - 175g,5053990101429,175 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'mais', 'farine de riz', 'amidon de blé', 'assaisonnement crème acidulée et oignon ', 'oignon en poudre', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'dextrose', 'créme acidulée en poudre {lait', 'Huile de tournesol partiellement hydtogénée', 'sucre', 'lactosérum doux en poudre ', 'lait', 'arômes', 'extrait de piment', 'fécule de pomme de terre', 'acidifiants {acide citrique', 'acide lactique', 'lactose ', 'lait', 'protéines da lait', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,508,2125 kj(508 kcal),32,"3,5",51,"3,2","4,3","1,9","0,76",B,"['Tube', 'Carton']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E270 - Acide lactique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],32 g,en quantité élevée,3.5 g,en quantité modérée,3.2 g,en faible quantité,1.9 g,en quantité élevée,,-0%,-0%,+8%,+4%,-8%,-8%,-2%,+27%,+27%,15,+12%,D,+12%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,
37,Xtra - Spicy Chilli Sauce - Pringles - 175g,5053990101443,175 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'assaisonnement sauce au chili piquant ', 'sauce au piment de Cayenne en poudre', 'sucre', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'oignon en poudre', 'paprika en poudre', 'huile de tournesol partiellement hydrogénée', 'tomate en poudre', 'arômes', 'levure en poudre', 'dextrose', 'lactose {lait}', 'épices', 'protéines de lait', 'acidifiant ', 'acide lactique', 'colorant [extrait de paprika]}', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,2122,?,2122 kj(507 kcal),31,"3,3",52,"3,2","4,3","2,1","0,84",B,['Tube'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E270 - Acide lactique', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",31 g,en quantité élevée,3.3 g,en quantité modérée,3.2 g,en faible quantité,2.1 g,en quantité élevée,-0%,,-0%,+5%,-2%,-6%,-8%,-2%,+40%,+40%,16,+19%,D,+19%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Végétarien', 'Fabriqué en Belgique']",['Leclerc'],,Snack salé goût sauce au chili piquant,,['Belgique'],,,,,
38,Snack salé goût poulet rôti aux herbes - Pringles - 165g,5053990101481,165 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'assaisonnement poulet aux herbes [petit lait en poudre ', 'lait', 'dextrose', 'exhausteur de goût', 'glutamate monosodique', 'extrait de levure', 'arômes', 'oignon en poudre', 'protéines de poulet', 'ail en poudre', 'graisse de poulet', 'herbes', 'colorant ', 'extrait de paprika', ']', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,2125,508,2125 kj(508 kcal),31,"3,2",52,"2,3","4,4","1,5","0,6",B,['boîte aluminium'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",31 g,en quantité élevée,3.2 g,en quantité modérée,2.3 g,en faible quantité,1.5 g,en quantité modérée,-0%,-0%,-0%,+5%,-5%,-6%,-34%,-0%,0%,0%,13,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Leclerc'],,Snack salé goût poulet rôti aux herbes,,['Belgique'],,,,,
39,Pringles Salt & Pepper - 165g,5053990101504,165 g,['Pringles'],"['Belgique', 'France']","['Pommes de terre déshydratées', 'huile végétale', 'graisse végétale', 'farine de riz', 'amidon de blé', 'arôme de sel et poivre ', 'sel', 'farine de blé', 'arômes', 'petit lait en poudre', 'exhausteurs de goût : glutamate monosodique', 'guanylate disodique', 'inosinate disodique', ' poivre', 'extrait de levure', 'sucre', 'protéines de lait', 'émulsifiant : E471', 'maltodextrine', 'amidon de riz modifié']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,511,2138 kj(511 kcal),33,5,50,"1,5","4,3",2,"0,8",B,"['Tube', 'Métal']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",33 g,en quantité élevée,5 g,en quantité modérée,1.5 g,en faible quantité,2 g,en quantité élevée,,+0%,+0%,+11%,+49%,-10%,-57%,-2%,+33%,+33%,18,+34%,D,+34%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Fabriqué en Belgique'],['Noz'],,Snack salé saveur Sel et Poivre,,['Belgique'],,,,,
40,Pringles - 190g,5053990101832,190 g,['Pringles'],"['Danemark', 'Finlande', 'France', 'Italie', 'Suisse']","['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",4,2161,516,2161 kj(516 kcal),33,"3,4",51,"1,4","3,8","1,4","0,56",B,"['Boîte', 'Karton']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Plats préparés', 'Chips', 'Entrées', 'Tuiles salées']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],33 g,en quantité élevée,3.4 g,en quantité modérée,1.4 g,en faible quantité,1.4 g,en quantité modérée,+1%,+1%,+1%,+11%,+1%,-8%,-60%,-14%,-7%,-7%,13,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Végétarien', 'Végétalien', 'Fabriqué en Belgique', 'Sans huile de palme']",,,,,['Belgique'],,,,,
41,Original - Pringles - 190g,5053990109869,190 g,['Pringles'],['France'],[],[],,?,516,2159 kj(516 kcal),33,"3,4",51,"1,4","3,8","1,4","0,56",B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,33 g,en quantité élevée,3.4 g,en quantité modérée,1.4 g,en faible quantité,1.4 g,en quantité modérée,,+1%,+1%,+11%,+1%,-8%,-60%,-14%,-7%,-7%,15,+12%,D,+12%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,
42,Snack salé au goût emmental - Pringles - 165g,5053990110872,165 g,['Pringles'],"['Autriche', 'Belgique', 'Danemark', 'France', 'Allemagne', 'Grèce', 'Irlande', 'Pays-Bas', 'Suède', 'Suisse', 'Royaume-Uni']","['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'assaisonnement emmental ', 'lactose en poudre ', 'lait', 'fromage en poudre ', 'lait', 'exhausteurs de goût ', 'glutamate monosodique', ""5'-ribonucléotide disodique"", 'babeurre en poudre ', 'lait', 'extrait de levure', ""correcteurs d'acidité "", 'acide lactique', 'acide citrique', 'arômes ', 'lait', 'oignon en poudre', 'huile de colza', 'colorants ', 'curcumine', 'extrait de paprika', 'poivre noir', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,2129,509,2129 kj(509 kcal),31,"3,5",52,"4,3","4,4","1,6","0,64",B,"['Tidyman wastebasket', 'Point vert', 'Carton', 'Atmosphère protectrice']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E270 - Acide lactique', 'E330 - Acide citrique', 'E100 - Curcumine', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",31 g,en quantité élevée,3.5 g,en quantité modérée,4.3 g,en faible quantité,1.6 g,en quantité élevée,-0%,0%,-0%,+5%,+4%,-6%,+24%,-0%,+7%,+7%,14,+4%,D,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Fabriqué en Belgique'],,,Snack salé au goût emmental,,,,,,,
43,Snack salé au goût pizza - Pringles - 165g,5053990113750,165 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'assaisonnement pizza ', 'biscotte en poudre ', 'blé', 'lactose ', 'lait', 'arômes', 'dextrose', 'épices', 'tomate en poudre', 'oignon en poudre', 'ail en poudre', 'extrait de levure', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'sucre', 'acidifiant {acide citrique}', ""correcteur d'acidité {diacétate de sodium}"", 'protéines de lait', 'colorant {extrait de paprika}', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,2125,508,2125 kj(508 kcal),31,"3,3",52,"3,3","4,2","1,5","0,6",B,"['Tube', 'Métal']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E262ii - Diacétate de sodium', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait']",31 g,en quantité élevée,3.3 g,en quantité modérée,3.3 g,en faible quantité,1.5 g,en quantité modérée,-0%,-0%,-0%,+5%,-2%,-6%,-5%,-5%,0%,0%,13,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Carrefour'],,Snack salé au goût pizza,,,,,,,
44,Pringles Ooooriginal - 210g,5053990114047,210 g,['Pringles'],['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2181,516,2181 kj(516 kcal),33,"3,4",51,"1,4","3,8","1,4","0,56",B,"['Carton', 'Tube']","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],33 g,en quantité élevée,3.4 g,en quantité modérée,1.4 g,en faible quantité,1.4 g,en quantité modérée,+2%,+1%,+2%,+11%,+1%,-8%,-60%,-14%,-7%,-7%,13,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,Snack salé,,,,,,,
