,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,labels,traceability_code,markets,allergens,nova_score,additives,eco_score,packaging,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,origin_detail,producer_info
49,Spar,9100000078700,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['Spar'],,,,,,,,,,,,,,,,,,,,,,
50,Sardinas con aceite de oliva RIBEIRA,8429583012644,['France'],[],[],?,171,715 kj(171 kcal),"8,7","1,5",0,0,23,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Bâtonnet en forme de fusée framboise orange citron - U - x8480g,3256228118035,['France'],"['Eau', 'sucre', 'jus de framboise à base de concentré 2,5%', ""jus d'orange à base de concentré 2%"", 'jus de citron à base de concentré 1,9%', 'acidifiant : acide citrique', 'stabilisants : gomme guar - farine de graines de caroube', 'gélifiant : pectines', 'arôme naturel de citron', 'extrait de paprika', 'arôme naturel de framboise', 'concentré de betterave rouge', ""arôme naturel d'orange"", 'arôme naturel', 'colorant : caroténoïdes', "" Traces éventuelles d'arachides et de fruits à coques""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",345,81,345 kj(81 kcal),0,0,20,20,"0,1","0,03","0,012",x8 480 g,,,,,,,,,,,,,,,,,,,,,,,,['U'],"['Sans arômes artificiels', 'Colorants naturels']",,['Magasins U'],,4,"['E330 - Acide citrique', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E440 - Pectines', 'E160c - Extrait de paprika', 'E160 - Caroténoïdes']",,"['Etui en carton', 'Surgelés']",,,,,,,,,,,,,,
52,Isolat de caséine micellaire 92%,2100020551020,['France'],[],[],?,363,1519 kj(363 kcal),0,0,"10,2",0,"78,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Assortiment gateau - Boni Selection - 500g,5400141357622,['France'],[],[],?,519,2171 kj(519 kcal),27,16,63,38,"6,2","0,4","0,16",500 g,,,,,,,,,,,,,,,,,,,,,,,,"['Boni Selection', 'Colruyt']","['Point Vert', 'Nutriscore']",,,,,,,,,,,,,,,,,,,,,
54,Tranchettes de Gouda au Cumin,6513513513553,['France'],[],[],?,366,1531 kj(366 kcal),30,22,0,0,23,"2,2","0,88",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",30 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,-2%,-2%,-3%,+5%,-100%,-100%,-3%,+21%,+21%,18,+9%,D,+9%,,,,,,,,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
55,Fromage Bocconcini (perle) - Saputo,0063549511642,['France'],[],[],?,266.6667,1116 kj(266 kcal),20,"11,667",0,0,20,0,0,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",20 g,en quantité modérée,11.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-19%,-19%,-25%,-34%,-100%,-100%,-2%,-100%,-100%,8,-42%,C,-42%,['Saputo'],,,,,,,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
56,Mini croissant all’albicocca,8001720445364,['France'],[],[],?,391,1636 kj(391 kcal),15,"7,2",57,23,"6,2","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Atún claro en aceite de oliva - Consorcio - 110g,8410628021240,"['France', 'Espagne']",['Atún claroAceite de olivaSal'],[],?,397,1661 kj(397 kcal),35,"5,2","0,4",0,20,"1,3","0,52",110g,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", ""Thons pales à l'huile d'olive""]",35 g,en quantité élevée,5.2 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+45%,+44%,+72%,+67%,+18%,,-10%,+43%,+43%,14,+133%,D,+133%,['Consorcio'],,,,,,,E,['cartón y lata'],66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,
58,Sorbet figue de Provence,3331480013097,['France'],[],[],?,120,502 kj(120 kcal),"0,5","0,1",28,28,"0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']","['EMB 32056', 'Blanquefort (Gers, France)', 'FR 32.056.040 CE', 'Blanquefort (Gers, France)']",,,,,,"['Pot en plastique', 'Etui en carton']",,,,,,,,,,,,,,
59,Couscous biologique de blé khorazan - Lazzaretti - 400g,3267460031112,['France'],['Farine de blé khorazan biologique'],[],?,364,1523 kj(364 kcal),2,"0,4",69,"4,1",16,0,0,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Plats préparés', 'Céréales en grains', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Blés', 'Couscous', 'Semoules de blé dur pour couscous', 'Blés khorasan', 'Couscous de blé khorasan', 'Semoule de blé khorasan']",2 g,en faible quantité,0.4 g,en faible quantité,4.1 g,en faible quantité,0 g,en faible quantité,,+23%,+22%,-21%,-24%,+30%,+51%,+51%,-100%,-100%,-5,,A,,['Lazzaretti'],"['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Cultivé en France', 'Riche en protéines', 'Fabriqué en France', 'AB Agriculture Biologique']",,['Biocoop'],"['Gluten', 'Blé khorazan']",,,B,"['Plastique', 'Sec']",46.6%,0.0%,15.2%,7.8%,4.0%,26.3%,99,"['France', 'Provence']","['France', '84320 Entraigues']",Couscous biologique de blé khorazan,https://www.lazzaretti.fr/product/couscous-de-ble-khorazan/,,,
60,Doce framboesa,5608516251043,['France'],[],[],?,235,983 kj(235 kcal),"0,6","0,3",55,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Apér'idées - Fromagerie Le Centurion - 320g,3060921505517,['France'],"[""Dés de d'emmental"", 'Fromage à pâte cuite', 'Ingrédients: LAIT pasteurisé de vache lorigine UE', 'sel', 'ferments LACTIQUES', 'enzymes coagulantes', ' Dés de gouda au cumin', 'Fromage à pate pressée non cuite', ' Ingrédients: LAIT pasteurisé de vache lorigine UE', 'sel', 'graines de cumin ', '0,9%', 'ferments LACTIQUES', 'enzymes coagulantes', 'colorant : E160a', 'Dés de gouda', 'Fromage à pate pressée non cuite', ' Ingrédients: LAIT pasteurisé de vache ', 'origine UE', 'sel', 'ferments LACTIQUES', 'enzymes coagulantes', 'colorant : E160a', 'conservateur : E251', 'Dés de mimolette ', 'Fromage à pate pressée non cuite', ' Ingrédients: LAIT pasteurisé de vache lorigine UE', 'sel', 'ferments LACTIQUES', 'enzymes coagulantes', 'colorant : E160a', 'E160b']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,64","0,256",320 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés', 'Fromage à pâte pressée Fromage apéritif en cube']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+21%,+21%,+15%,+18%,-55%,-34%,+45%,-56%,-56%,11,-23%,D,-23%,['Fromagerie Le Centurion'],,"['FR 62.907.002 CE', 'Libercourt (Pas-de-Calais, France)', 'FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",['Auchan'],['Lait'],4,"['E160a - Carotènes mélangés', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",C,['Plastique et film en plastique'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['U.E'],['France'],,,,,
62,Schokowurfel - Ritter Sport,4000417651709,['France'],[],[],?,576,2410 kj(576 kcal),39,22,49,47,"6,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,['Ritter Sport'],,,,,,,,,,,,,,,,,,,,,,
63,Protein muesli,4260426830339,['France'],[],[],?,426,1782 kj(426 kcal),"17,7",3,"17,4","5,3","44,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Propolia,3760001820522,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Donuts Milka,0202237024938,['France'],[],[],?,465,1946 kj(465 kcal),28,"13,8","46,3",18,6,"0,6","0,24",,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",28 g,en quantité élevée,13.8 g,en quantité élevée,18 g,en quantité élevée,0.6 g,en quantité modérée,,+14%,+14%,+23%,+30%,+3%,+7%,+1%,-37%,-37%,20,+3%,E,+3%,,,,,,,,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,
66,Jackfruit en morceaux,7061254935367,['France'],[],[],?,93,389 kj(93 kcal),"0,5","0,4","20,5",1,"1,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture non UE']",,,,,,,,,,,,,,,,,,,,,
67,Saucisson sec nature,3375220202334,['France'],[],[],?,446,1866 kj(446 kcal),"36,9","13,3","1,1","1,1","2,13","5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
68,Sweet as summer ice cream - Hema,8718537698530,['France'],[],[],?,328,1372 kj(328 kcal),"0,4","0,4","0,4","0,4","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,,,,,,,,,,
69,Wholes Heart -,5013665115359,['France'],[],[],?,645,2699 kj(645 kcal),"54,5","7,2","9,2","4,2","26,3",2,"0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",54.5 g,en quantité élevée,7.2 g,en quantité élevée,4.2 g,en faible quantité,2 g,en quantité élevée,,+8%,+8%,+13%,-13%,-36%,-34%,+7%,+275%,+275%,23,+109%,E,+109%,,,,,,,,C,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
70,Coca cola,0049000093261,['France'],[],[],?,140,586 kj(140 kcal),0,0,39,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Best Bräu Lager Beer,8017596057570,"['France', 'Italie']",[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Mixed nuts with raisins,8690787701041,['France'],[],[],?,10,42 kj(10 kcal),2,1,2,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Succo e polpa pesca - Sterilgarda,8002795001110,['France'],[],[],?,59,247 kj(59 kcal),0,0,14,13,0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pêche']",0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,,+16%,+14%,-100%,-100%,+15%,+14%,-100%,-100%,-100%,18,+22%,E,+22%,['Sterilgarda'],,,,,,,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
74,Anchoas Ortiz,8411320102107,['France'],[],[],?,215.5,902 kj(215 kcal),"11,5","1,6",0,0,28,"11,4","4,56",,,,,,,,,,,,,,,,,,,,,,,,,['Ortiz'],,,,,,,,,,,,,,,,,,,,,,
75,Huile d’olive extra vierge,8002448875594,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",13,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",91.6 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-3%,-5%,,,,,,6,-1%,C,-1%,,,,,,,,D,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
76,Biscuits fourrés au cacao - Simplement Bon Et Bio,26081212,['France'],[],[],?,453,1895 kj(453 kcal),15,"3,7",72,32,"6,7","0,56","0,224",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",15 g,en quantité modérée,3.7 g,en quantité modérée,32 g,en quantité élevée,0.56 g,en quantité modérée,,-4%,-5%,-28%,-63%,+12%,+8%,+3%,-5%,-5%,17,-14%,D,-14%,['Simplement Bon Et Bio'],"['Bio', 'Agriculture durable', 'en:UTZ Certified']",,,,,,B,['Film en plastique'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
77,Panzani fusilli bio qualite superieure 3kg - 3000g,3038355202906,['France'],"[""100% semoule de BLE dur issue de l'agriculture biologique"", ' Contient du GLUTEN']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0,0,0 kj(0 kcal),0,0,0,0,0,0,0,3000 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades', 'Fusilli de blé dur']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,,B,,['Panzani +'],"['Bio', 'Bio européen', 'IT-BIO-009', 'AB Agriculture Biologique']",,,['Gluten'],1,,B,['Sac'],65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,pâtes alimentaires de qualité supérieure,,,,
78,Ananas extra sweet,2868501019680,['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,9,"7,1","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Draineur ultra cassis Milical,4247855,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['Milical'],,,,,,,,,,,,,,,,,,,,,,
80,Miel de Romero - Spar - 350g,8480013104582,['France'],[],[],?,?,,?,0,?,,?,,,350 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de romarin']",,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,['Spar'],,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
81,Mélange bien etre,2600289030316,['France'],[],[],?,482,2017 kj(482 kcal),28,"2,4",43,41,12,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Morilles,3112309996995,['France'],[],[],?,26,109 kj(26 kcal),"0,8",0,"0,5","0,1","4,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Baguette à l'ancienne E.LECLERC 250g,3700581204916,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Blanc de poulet,7613039024836,['France'],[],[],?,101,423 kj(101 kcal),"1,5",0,"0,4","0,4",21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,N Gourmet Pepper Mix Grinder,0837038000067,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Les Pruneaux d’Estelle -  - 500g,3760204900007,['France'],[],[],992,234,992 kj(234 kcal),"0,3","0,08",61,54,2,"0,002","0,001",500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",0.3 g,en faible quantité,0.08 g,en faible quantité,54 g,en quantité élevée,0.0025 g,en faible quantité,-3%,-2%,-1%,-19%,-35%,+15%,+49%,+6%,-84%,-84%,1,-55%,B,-55%,,,,,,,,E,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
87,Brûleur de graisses,3760265840441,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Saucisson sec ail des ours,3375220200958,['France'],[],[],?,384,1607 kj(384 kcal),"29,5",11,4,2,26,5,2,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",29.5 g,en quantité élevée,11 g,en quantité élevée,2 g,en faible quantité,5 g,en quantité élevée,,+41%,+40%,+32%,+29%,+264%,+180%,+62%,+137%,+137%,24,+24%,E,+24%,,"['Sans colorants', ""Saucisson à l'ail""]",,,,,,E,,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,
89,Les Galettes de Pont-Aven à la pomme - Traou Mad - 100g,3106130001256,['France'],"['Farine de bié 49%', 'beurre ', 'lait', ' 27%', 'sucre', 'œufs 5', '8%', ' pommes deshydratées 2', '6% ', 'UE - équivalent fruits frais 15%', 'arôme naturel de pomme', 'sei de Guérande 0,9%', 'poudres à lever : carbonates de sodium']",['Non végétalien'],?,488,2042 kj(488 kcal),24,15,62,28,"5,8",1,"0,4",100 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",24 g,en quantité élevée,15 g,en quantité élevée,28 g,en quantité élevée,1 g,en quantité modérée,,+3%,+3%,+15%,+49%,-3%,-5%,-11%,+70%,+70%,26,+31%,E,+31%,['Traou Mad'],,,,"['Œufs', 'Lait']",4,['E500 - Carbonates de sodium'],C,['Carton'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,
90,Vino Blanco,5601142192476,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,,,,,
91,Cereccino,3560467791769,['France'],[],[],?,362,1515 kj(362 kcal),"0,2","0,1",80,"0,2",4,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sauce tomate aux 5 legumes - Sélection des comptoirs,3760239184717,['France'],[],[],?,61,255 kj(61 kcal),"3,3","0,3","5,2","4,3","1,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,['Sélection des comptoirs'],,,,,,,,,,,,,,,,,,,,,,
93,Feta - Mavrommatis,3700286925864,['France'],"['Lait biologique pasteurisé ', 'origine Grèce', ' de brebis et de chèvre ', '<30%', 'sel de mer de Messolonghi - 43% de matières grasses sur extrait sec', "" Pas de présure d'origine animale"", "" Taux d'humidité 56% maximum""]",['Non végétalien'],?,276,1155 kj(276 kcal),23,"13,8",0,0,16,"2,3","0,92",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fetan']",23 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,,-2%,-2%,-2%,-10%,-100%,-100%,-1%,-3%,-3%,18,+5%,D,+5%,['Mavrommatis'],"['Bio', 'Bio européen', 'AOP']",['GR 41.303 EC'],,,,,C,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,
94,Bio soja dessert vanilla,8019428009054,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
95,Del Monte Premium Pitted Prunes,8887333110130,['France'],[],[],?,275,1151 kj(275 kcal),"0,1",0,"56,8","55,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Gourdes Compotes/Brassés,5900852045554,['France'],[],[],?,79,331 kj(79 kcal),"2,1","0,9","12,9",9,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Romarin,4027900567675,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Romarin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,
98,Dietox 7_9,8437015905617,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Gâteau au chocolat saveur d'antan,3027030013746,['France'],[],[],?,469,1962 kj(469 kcal),30,18,41,33,"6,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Boîte en carton'],,,,,,,,,,,,,,
100,Croquants à l'orange,3665220220118,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Durra Flower Water -,6210243471794,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Monster energie ultra red - Monster Energy - 500ml,5060517884925,['France'],"['Eau gazéifiée\racidifiant ', 'acide citrique', '\rtaurine ', '0', '4%', ""\rcorrecteur d'acidité "", 'citrate de sodium', '\rextrait de racine de ginseng ', '0', '08%', '\rconservateurs ', 'sorbate de potassium', 'benzoate de sodium', '\rédulcorants ', 'sucralose', 'acésulfame K', '\rarômes\rcaféine ', '0', '03%', '\répaississant ', 'pectine', '\rstabilisants ', 'gomme arabique', 'esters glycériques de résine de bois', '\rL-tartrate de L-carnitine ', '0', '015%', '\rvitamines [B3 ', 'nicotinamide', 'B5 ', 'D-pantothénate de calcium', 'B6 ', 'chlorhydrate de pyridoxine', 'B12 ', 'cyanocobalamine', ']\rchlorure de sodium\rcolorant ', 'E120', '\rD-glucuronolactone\rextrait de graine de guarana ', '0', '002%', '\rinositol']","['Non végétalien', 'Non végétarien']",?,16,67 kj(16 kcal),0,0,"4,8",1,"0,19",1,"0,4",500 ml,"['Boissons', 'Boissons énergisantes']",0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1 g,en quantité élevée,,-56%,-55%,-100%,-100%,-40%,-86%,+31%,+770%,+770%,8,-26%,D,-26%,['Monster Energy'],,,,,4,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E440 - Pectines', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', 'E120 - Acide carminique']",,['Canette'],,,,,,,,,,,,,,
103,Mélange chou carotte,3442610004035,['France'],[],[],?,35,146 kj(35 kcal),0,0,"6,2","2,1","1,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Carre de chocolat au lait,2080250200052,['France'],[],[],?,553,2314 kj(553 kcal),34,21,53,52,"6,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,La Maryleine aux noix du Périgord AOC,3286631220001,['France'],[],[],?,587,2456 kj(587 kcal),39,12,"49,83","26,72","8,35",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Délice à tartiner,3760304870644,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Prostitution cotto,3760014490859,['France'],[],[],?,151,632 kj(151 kcal),7,"2,5",1,1,21,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Coca light - Coca-Cola,5740700985317,['France'],[],[],?,0.20000000298023,1 kj(0 kcal),0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,['Coca-Cola'],,,,,,,,,,,,,,,,,,,,,,
109,Palmiers with parmesan pasto - Snack Day - 90g,4056489202073,"['France', 'Allemagne']","['Weizenmehl', '27% Butter', '10% geriebener Grana Padano g', 'U', ' [Milch', 'Trennmittel: Kartoffelstärke', 'tierisches Lab', 'Speisesalz', 'Lysozym ', 'aus Ei', ']', '5% geriebener Parmigiano Reggiano g', 'U', ' ', 'Milch', 'Speisesalz', 'Käsereikulturen', 'tierisches Lab', '4% Pesto mit Kräutern [Käsepulver ', 'Milch', 'Speisesalz', 'Käsereikulturen', 'tierisches Lab', 'Konservierungsmittel: Natriumnitrat', 'Farbstoff: Annatto', 'Knoblauch', '11,3% Basilikum', 'Zwiebel', 'Dextrose', 'Aroma ', 'enthält Milch', 'Speisesalz', 'Petersilie', 'Majoran', 'Verdickungsmittel: Guarkernmehl', ' Magermilchpulver', 'Speisesalz', 'Magermilchpulver']","['Non végétalien', 'Non végétarien']",?,547,2289 kj(547 kcal),"35,3","25,4","39,7","2,6","15,9","1,75","0,7",90 g,"['Biscuits et gâteaux', 'Pâtisseries']",35.3 g,en quantité élevée,25.4 g,en quantité élevée,2.6 g,en faible quantité,1.75 g,en quantité élevée,,+45%,+46%,+110%,+212%,-17%,-91%,+197%,+323%,+323%,23,+35%,E,+35%,['Snack Day'],,,['Lidl'],"['Œufs', 'Gluten', 'Lait']",4,"['E1105 - Lysozyme', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E412 - Gomme de guar']",,['Papier'],,,,,,,,,,,,,,
110,Thym - En Cuisine,3184830057148,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['En Cuisine'],,,,,,,,,,,,,,,,,,,,,,
