,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,labels,markets,traceability_code,additives,nova_score,ingredients_origins,generic_name,allergens,brand_owner,palm_ingredients,link,manufacturing
81,Choco Hazelnuts,7610209064715,['France'],[],[],?,569,"36,7","49,8","8,2",2381 kj(569 kcal),"15,8","46,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Filets de poulet - Le Gaulois,2449376037728,['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Le Gaulois'],,,,,,,,,,,,
83,Tournedos - Charal,0292451063233,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,8",0,"0,17","0,068",,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,['Charal'],"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,
84,Pousses épinards Espagne - Priméale - 125g,3613460007907,['France'],[],[],?,?,?,?,?,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Épinards', 'Épinards frais', 'en:raw-spinach-young-leaves']",,,,,,,,,,,,,,,,,,,,,,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,125 g,,['Priméale'],,,"['EMB 13027Y', 'Châteaurenard (Bouches-du-Rhône, France)']",,,['Espagne'],,,,,,
85,Bruschetta - Leimer,4000186036950,['France'],[],[],?,478,"12,3","65,3","12,6",2000 kj(478 kcal),2,"4,9",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leimer'],,,,,,,,,,,,
86,Halva with Dark Chocolate - 250g,20482589,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,
87,Purée de pomme de terre en flocons - Biocoop,16012790,['France'],[],[],?,360,"0,6",77,"7,7",1506 kj(360 kcal),"0,3","0,7","0,07","0,028",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,,,,,,,,+15%,+14%,-62%,-68%,+22%,-74%,+10%,-90%,-90%,,,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,['Biocoop'],"['Bio', 'Bio européen']",,,,,,,,,,,
88,Plant kitchen,00377225,['France'],[],[],?,434,"16,6","59,2","8,2",1816 kj(434 kcal),"3,7","8,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Crema elabora con cereza,8421401005081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Couronne briochee,0205905038701,['France'],[],[],?,302,"9,6",44,"8,6",1264 kj(302 kcal),"5,7",11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Calamares en su tinta,8410149161043,['France'],[],[],?,140,10,1,"10,4",586 kj(140 kcal),4,1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Velouté de courgette à la menthe -,3760253591553,['France'],[],[],?,28,"1,4","2,1",0,117 kj(28 kcal),"0,8","1,8","0,228","0,091",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de courgettes']",1.4 g,en faible quantité,0.8 g,en faible quantité,1.8 g,en faible quantité,0.228 g,en faible quantité,,-12%,-11%,-15%,+77%,-22%,+43%,-100%,-59%,-59%,1,-45%,B,-45%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans conservateurs']",,,,,,,,,,,
93,Crème chantilly,0201623007227,['France'],[],[],?,0,24,11,"2,5",0 kj(0 kcal),16,"9,7","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Chocolat noir extra bitter,3439495102895,['France'],[],[],?,567,40,40,"7,2",2372 kj(567 kcal),25,37,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pinot Gris d'Alsace,3478886799740,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Nems de porc,3661945812218,['France'],[],[],?,477,"20,7","61,1","11,2",1996 kj(477 kcal),"3,4","24,2","0,9","0,36",C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",20.7 g,en quantité élevée,3.4 g,en quantité modérée,24.2 g,en quantité élevée,0.9 g,en quantité modérée,,+116%,+115%,+82%,+27%,+182%,+656%,+58%,-35%,-35%,16,+123%,D,+123%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,,,,
97,Figues Protoben Cal 1 250G Turquie Rec. - 250g,3378730103955,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,
98,Banane bio equitable,2228463010109,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,,,
99,Lot de 2 pates feuilletees -,3560070928033,['France'],[],[],?,395,23,37,"5,9",1653 kj(395 kcal),11,"0,8","0,96","0,384",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",23 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,0.96 g,en quantité modérée,,+4%,+4%,+6%,-3%,-4%,-47%,+1%,-5%,-5%,18,+9%,D,+9%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,,,,,,,,,Pâte Feuilletée avec de la matière grasse végétale,,,,,
100,Lot de 2 pates feuilletees -,3560070928033,['France'],[],[],?,395,23,37,"5,9",1653 kj(395 kcal),11,"0,8","0,96","0,384",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",23 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,0.96 g,en quantité modérée,,+4%,+4%,+6%,-3%,-4%,-47%,+1%,-5%,-5%,18,+9%,D,+9%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,,,,,,,,,Pâte Feuilletée avec de la matière grasse végétale,,,,,
101,Nems au poulet,0202014036734,['France'],[],[],?,?,?,?,?,,,,,,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",,,,,,,,,,,,,,,,,,,,,,,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,,,,,
102,Foie de veau,2666271027092,['France'],[],[],?,135,"4,8","2,9",20,565 kj(135 kcal),"1,6",0,"0,19","0,076",E,"['Viandes', 'Viandes de veau', 'Foie de veau']",4.8 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,,+2%,+3%,+6%,+4%,-8%,-100%,+4%,+3%,+3%,-3,,A,,96.9%,0.5%,1.0%,0.9%,0.5%,0.1%,16,,,,,,,,,,,,,,,
103,Riz rond complet de Méditerranée - Moulin des Moines - 1kg,3347435013111,['France'],['Riz rond complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,347,"0,52","79,15","6,5",1452 kj(347 kcal),"0,14",0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz complet', 'Riz à grain court']",0.52 g,en faible quantité,0.14 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-1%,-1%,-36%,-31%,+2%,-100%,-7%,-100%,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1 kg,['sachet plastique'],['Moulin des Moines'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture Italie']",,,,1,['Italie'],,,,,,
104,Miel de printemps,3770002916155,['France'],[],[],?,?,?,?,?,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
105,Cuisses de poulet,2600132039558,['France'],[],[],?,?,?,?,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
106,Comte aop juraflore 20,2096203053590,['France'],[],[],?,?,?,?,?,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
107,Fumet crustacés,3760279860015,['France'],[],[],?,290,"1,4",60,"7,5",1213 kj(290 kcal),"0,4","4,5","15,1","6,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Saucisse de francfort,2422360029459,['France'],[],[],?,313,29,"1,2",13,1310 kj(313 kcal),"8,9","0,9","2,1","0,84",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses allemandes', 'Saucisses de Francfort']",29 g,en quantité élevée,8.9 g,en quantité élevée,0.9 g,en faible quantité,2.1 g,en quantité élevée,,+22%,+21%,+34%,+11%,+6%,+24%,-8%,+7%,+7%,20,+8%,E,+8%,84.3%,9.6%,1.8%,1.2%,0.7%,2.5%,23,,,,,,,,,,,,,,,
109,Biere Brune Cerelor 5 Cereales,3347439089310,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Huile d'olive vierge AOP,3760056270150,['France'],[],[],?,900,"99,8",0,0,3766 kj(900 kcal),"15,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Chausson pommes,0201428012464,['France'],[],[],?,?,?,?,?,,,,,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,,,,,,,,,,,,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,
112,Perles d'Orange - Weiss,3595180660467,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Weiss'],,,,,,,,,,,,
113,Rosette,2632092005588,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Jambonneau de porc cuit,2224659024011,['France'],[],[],?,189,13,0,18,791 kj(189 kcal),"4,4",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
115,Torta gorgo/mascarponne,0200013013916,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Hypocras La Gelée,3489100013016,['France'],[],[],?,248,0,60,0,1038 kj(248 kcal),0,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sablés myrtille,3760135235872,['France'],[],[],?,500,25,59,"8,4",2092 kj(500 kcal),17,21,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Baguette quinograin,0209580005584,['France'],[],[],?,235,"2,8",42,"8,5",983 kj(235 kcal),"0,5","0,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Jambon à l'ancienne,2252519039882,['France'],[],[],?,123,"3,1","0,5",23,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,,
120,Mirabelles au sirop - Materne,5410046031565,['France'],[],[],?,69,"0,5",16,"0,5",289 kj(69 kcal),"0,1",16,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Materne'],,,,,,,,,,,,
121,Portes des graves grand vin de bordeaux,3291890046125,['France'],[],[],?,?,?,?,?,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,['France'],,,,,,
122,Pavé graines de lin,0202515011155,['France'],[],[],?,247,"2,8",45,"8,6",1033 kj(247 kcal),"0,3","1,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Peanuts & raisins - Kaufland,4335896584928,['France'],[],[],?,515,29,57,"5,3",2155 kj(515 kcal),18,55,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kaufland'],,,,,,,,,,,,
124,Emmental Grand Cru,2456319009971,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Compote pomme abricot - Les Confitures Du Vieux Chérier,3760010231241,['France'],[],[],?,50,0,12,0,209 kj(50 kcal),0,11,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0.02 g,en faible quantité,,-77%,-77%,-100%,-100%,-77%,-78%,-100%,-9%,-9%,1,-89%,B,-89%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,['Les Confitures Du Vieux Chérier'],,,,,,,,,,,,
126,Cacao poudre,3760085320239,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Poitrine de porc sans os demi sel,2669195042240,['France'],[],[],?,229,17,1,18,958 kj(229 kcal),"8,6","0,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 23002', 'Ajain (Creuse, France)']",,,,,,,,,
128,Chocolats au praliné et ganache,2010052600019,['France'],[],[],?,531,"33,9",45,"8,8",2222 kj(531 kcal),"15,4","40,3","1,67","0,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Pienninska - Kinga - 330mL,5901268004494,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 mL,,['Kinga'],,,,,,,,,,,,
130,Worcester Sauce,6009699411306,['France'],[],[],?,?,?,?,?,,,,,,,"['Epicerie', 'Sauces', 'Sauces Worcestershire']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Dragée bébé,3322217593029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13211N', 'Marseille 11e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,
132,Noir éclatant,3265960306112,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Jus de pomme et poire pétillant,3507291237414,['France'],[],[],?,44,"0,12","10,1","0,24",184 kj(44 kcal),"0,1","9,9","0,015","0,006",,['Jus de pomme poire'],0.12 g,en faible quantité,0.1 g,en faible quantité,9.9 g,en quantité modérée,0.015 g,en faible quantité,,0%,+1%,-41%,+43%,-6%,+0%,-23%,-22%,-22%,2,0%,B,0%,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Sans conservateurs']",,,,,,,,,,,
134,Nougat Amandes - Chabert & Guillot,3105560302506,['France'],[],[],?,411,8,"79,3","4,4",1720 kj(411 kcal),"0,7","68,8","0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",8 g,en quantité modérée,0.7 g,en faible quantité,68.8 g,en quantité élevée,0.02 g,en faible quantité,,-7%,-7%,-47%,-50%,+17%,+19%,-35%,-73%,-73%,15,-4%,D,-4%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,['Chabert & Guillot'],,,,,,,,,,,,
135,Vinaigre blanc TAF,6139019900279,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,,,
136,Saucisson de veau,2252647002574,['France'],[],[],?,210,26,"4,4",11,879 kj(210 kcal),"9,7","1,3","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Fromage blanc battu - GAEC de la Font du Loup,2743013000008,['France'],"['Lait de vache*', 'ferments', 'présure', ""sel *produit isu de l'agriculture biologique""]",['Non végétalien'],?,?,?,?,?,,,,,,B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de vache', 'Fromages blancs natures']",,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,['GAEC de la Font du Loup'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'Agriculture France']",,,,3,['France'],,['Lait'],,,,
138,Huile de noix - Durand Batiparc - 50cl,3322010030011,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),"9,87",0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",100 g,en quantité élevée,9.87 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+2%,+3%,+2%,+5%,-100%,-100%,-100%,-100%,-100%,5,-7%,C,-7%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,50 cl,,['Durand Batiparc'],,,,,,,,,,,,
139,Saint-Nectaire,3492847626005,['France'],[],[],?,335,27,1,22,1402 kj(335 kcal),19,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Côté de porc échine,2496606020470,['France'],[],[],?,?,?,?,?,,,,,,E,"['Viandes', 'Porc', 'Côtes de porc']",,,,,,,,,,,,,,,,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,,,,"['FR 42.305.004 CE', 'Talaudière (Loire, France)']",,,,,,,,,
141,Flocon d'avoine,3360040503846,['France'],[],[],?,360,"5,4","60,9","11,9",1506 kj(360 kcal),"1,5","1,1","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",5.4 g,en quantité modérée,1.5 g,en quantité modérée,1.1 g,en faible quantité,0.01 g,en faible quantité,,-2%,-3%,-24%,+20%,+3%,-33%,-3%,-67%,-67%,0,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,['Bio'],,,,,,,,,,,
142,Comté,2200235004943,['France'],[],[],?,207,"33,5",0,28,866 kj(207 kcal),20,0,"0,4","0,16",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",33.5 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.4 g,en quantité modérée,,-48%,-48%,+2%,-8%,-100%,-100%,+11%,-59%,-59%,8,-40%,C,-40%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
143,Crème de Châtaigne,3770009971003,['France'],[],[],?,207,"0,99","45,6",0,866 kj(207 kcal),"0,19","27,2","0,054","0,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Huile d olive vierge extra,3760056270112,['France'],[],[],?,?,?,?,?,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,['AOP'],,,,,,,,,,,
145,Margarine végétale,8028642000983,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'paquet']",,,,,,,,,,,,,
146,Captain morgan,0087000006904,['France'],[],[],?,?,?,?,?,,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,,
147,Thé gazeux bio vert,8007885761820,['France'],[],[],?,33,0,"8,3",0,138 kj(33 kcal),0,"8,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
148,Calo il a Cl10 - Éléments or Islay - 50cl,5060532803116,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50cl,,['Éléments or Islay'],,,,,,,,,,,,
149,Le craquant au caramel beurre salé,3555081101438,['France'],[],[],?,463,17,70,"6,5",1937 kj(463 kcal),"1,4",62,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
150,Préparation de miel et de gelée royale - Gabriel Perronneau,3263628883265,['France'],[],[],?,319,0,79,1,1335 kj(319 kcal),0,76,0,0,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",0 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0 g,en faible quantité,,-1%,-1%,-100%,-100%,-1%,+4%,+42%,-100%,-100%,13,-4%,D,-4%,,,,,,,,,,"['Gabriel Perronneau', 'Apidis']",,,,,,,,,,,,
151,Clos Floridene grand vin de graves - Dénis du Bourdieu - 75cl,3760036912254,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75cl,,['Dénis du Bourdieu'],,,,,,,,,,,,
152,Magret crus de canard gras,2434960058050,['France'],[],[],?,?,?,?,?,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,
153,Crepes bio - La Crêpe de Brocéliande,3326120003156,['France'],[],[],?,271,"9,4",38,"6,7",1134 kj(271 kcal),"2,1",20,"0,31","0,124",B,"['Crêpes et galettes', 'Crêpes']",9.4 g,en quantité modérée,2.1 g,en quantité modérée,20 g,en quantité élevée,0.31 g,en quantité modérée,,-11%,-12%,-5%,-42%,-16%,-6%,-6%,-62%,-62%,6,-50%,C,-50%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,['La Crêpe de Brocéliande'],['Bio'],,"['FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",,,,,,,,,
154,Magret de canard du Sud-ouest,2210124005906,['France'],[],[],?,366,33,"0,6",16,1531 kj(366 kcal),11,"0,6","0,1","0,04",E,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard', 'Magrets de canard du sud-ouest']",33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,+13%,+10%,-52%,-10%,-11%,-94%,-94%,14,-24%,D,-24%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,
