,name,bar_code,eco_score,quantity,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,brand,allergens,nova_score,ingredients_origins,manufacturing,additives,markets,link,palm_ingredients,producer_info,brand_owner
41,Crème de marrons - L Atelier Du Marron,3770007018014,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']","['en:gluten-free', 'Fabriqué en France']",,['France'],[],[],1.2 g,en faible quantité,0.3 g,en faible quantité,49 g,en quantité élevée,0.01 g,en faible quantité,?,,265,+6%,1109 kj(265 kcal),+6%,"1,2",+60%,"0,3",+107%,62,+3%,49,-2%,1,-9%,"0,01",-47%,"0,004",-47%,13,+13%,D,+13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,['L Atelier Du Marron'],,,,,,,,,,
42,"Granola Maman Bobo Sans Gluten, Bananes Et Coco - La mere mimosa",3770007109033,,,,"['Bio', 'en:gluten-free', 'Sans colorants']",,['France'],"[""MÈRE MIMOSA TOUCH GR AN OLA La Mère Mimosa offre aux petits et aux grands Frenchies l'occasion de découvrir le vrai granola venu des USA"", ""revisité de façon artisanale dans son petit atelier parisien avec des Produits entièrement naturels pour retrouver le plaisir d'un petit-déjeuner sain"", 'copieux et savoureux', ' Toutes nos recettes sont 100% bio', 'sans colorants ni C Onservateurs', ' MAMAN BOBO sarrasin* ', '26,4%', 'Amandes* ', '1 3,2%', 'Graines de tOUrnesol* Noix* ', '7,9%', 'Graines de courge* ', '6,6%', 'Bananes déshydratées* ', '6,2%', 'Graines de chia* ', '5,3%', 'Graines de sésame* ', '5,3%', 'Miel* ', '5,3%', 'Noix de coco* ', '5,3%', ""Sirop d'agave* "", '5,3%', "" * INGREDIENTS ISSUS DE L'AGRICULTURE BIOLOGIQUE"", ' LES ALLERGÈNES SONT INSCRITS EN GRAS', "" PEUT CONTENIR DES TRACES D'AUTRES VALEURS Energie""]",['Non végétalien'],,,,,,,,,?,,477,,1996 kj(477 kcal),,"29,1",,"6,3",,"36,5",,"13,5",,"14,5",,"0,02",,"0,008",,,,,,,,,,,,,,,['La mere mimosa'],"['Fruits à coque', 'Graines de sésame']",,,,,,,,,
43,Granola - 450g,3770007109088,,450 g,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,"23,4",,"2,7",,"42,3",,"15,6",,"12,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
44,Jus Pomme Framboise,3770007299239,,,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,2",,0,,"11,2",,"10,6",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
45,Pur jus de pomme - Interlude Ardechois,3770007299246,C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,['France'],"[""Pur Jus de Pommes d'Ardèche""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.14 g,en faible quantité,0.05 g,en faible quantité,9.6 g,en quantité élevée,0.01 g,en faible quantité,185,-2%,43.6,-5%,185 kj(43 kcal),-3%,"0,14",-22%,"0,05",+48%,10,-9%,"9,6",-8%,"0,17",-22%,"0,01",-20%,"0,004",-20%,4,-4%,C,-4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,['Interlude Ardechois'],,1,,,,,,,,
46,Mezzé Carotte Nouba - Les 3 Chouettes - 100g,3770007341525,,100g,['Mezzé'],['Bio'],,['France'],"['carotte 73%', 'purée de sésame 13%', 'jus de citron 6,5%', ""huile d'olive"", 'eau', 'sel', 'ail', 'cumin 0,4%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",11 g,en quantité modérée,1.7 g,en quantité modérée,2 g,en faible quantité,1.1 g,en quantité modérée,567,,137,,567 kj(137 kcal),,11,,"1,7",,3,,2,,"3,3",,"1,1",,"0,44",,-1,,A,,,,,,,,,,['Bocaux'],['Les 3 Chouettes'],,3,,['France'],,,,,,
47,Mad west Energy Drink,3770007446046,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,5,,5,,"0,5",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,
48,Le Ketchup Français Aux tomates de Provence,3770007466068,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Fabriqué en France']",,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"0,2",,0,,"24,5",,"21,1",,"1,9",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
49,Granola chocolat et graines,3770007543257,,,,['Bio'],,['France'],[],[],,,,,,,,,?,,438,,1833 kj(438 kcal),,21,,11,,50,,21,,"8,6",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,
50,Unaju citron verveine - Manufacture Bordeaux,3770008059337,,,['Boissons'],"['Bio', 'Sans colorants', 'Sans conservateurs']","['EMB 79049', 'Bressuire (Deux-Sèvres, France)']",['France'],[],[],0.16 g,en faible quantité,0 g,en faible quantité,2.76 g,en quantité modérée,0 g,en faible quantité,?,,18,-68%,75 kj(18 kcal),-69%,"0,16",-54%,0,-100%,"4,26",-62%,"2,76",-71%,"0,03",-94%,0,-100%,0,-100%,5,-35%,C,-35%,,,,,,,,,,['Manufacture Bordeaux'],,,,,,,,,,
51,Abricot thym - Unaju,3770008059740,,,,"['Agriculture UE', 'Sans conservateurs']","['EMB 79049', 'Bressuire (Deux-Sèvres, France)']",['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,0,,0,,"5,7",,"5,7",,0,,0,,0,,,,,,,,,,,,,,,['Unaju'],,,,,,,,,,
52,Chips - Mr Goot & Mme Kracq - 125g,3770008133037,B,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",['Pommes de terre de France'],"['EMB 80677B', 'Roisel (Somme, France)']",['France'],"['Pomme de terre 72%', 'huile de tournesol 25%', 'sel de Guérande 3%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",24.5 g,en quantité élevée,2.92 g,en quantité modérée,0.3 g,en faible quantité,2.18 g,en quantité élevée,?,,477,-11%,1996 kj(477 kcal),-11%,"24,5",-26%,"2,92",-2%,"55,5",+9%,"0,3",-77%,"6,1",+4%,"2,18",+65%,"0,872",+65%,11,+1%,D,+1%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Sachet', 'Plastique']",['Mr Goot & Mme Kracq'],,3,['France'],['France'],,['Leclerc'],,,,
53,Les paletas mexicaines(glace) - Los Pistloleros,3770008444010,B,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['en:gluten-free', 'Sans lactose']",,['France'],"['Eau', 'Jus de Citron ', '30%', 'Sucre', 'Glucose', 'Acide Citrique', 'Gomme de Guar', 'Émulsifiant ', 'E412']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,23.2 g,en quantité élevée,0 g,en faible quantité,?,,104,-55%,435 kj(104 kcal),-55%,0,-100%,0,-100%,26,-7%,"23,2",-1%,0,-100%,0,-100%,0,-100%,6,-55%,C,-55%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,['Los Pistloleros'],,4,,,"['E330 - Acide citrique', 'E412 - Gomme de guar']",,,,,
54,Los pistoleros - 20cl,3770008444225,,20 cl,,['Fabriqué en France'],,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,"13,8",,"5,6",,37,,"32,3",,"3,8",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
55,Los pistoleros,3770008444355,,,,,,['France'],[],[],,,,,,,,,?,,169,,707 kj(169 kcal),,"0,1",,0,,26,,24,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Lospistoleros,3770008444362,,,,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,"14,4",,"7,4",,"62,6",,"23,7",,"7,4",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,
57,l'étoile de la bergère au Chocolat,3770008553019,,,,['Bio'],,['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"9,4",,"5,8",,21,,20,,"5,3",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,
58,glace à la myrtille,3770008553248,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],[],,,,,,,,,?,,164,,686 kj(164 kcal),,5,,"3,4",,25,,24,,"3,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
59,"Jus Fraise,Framboise,Dulse",3770008708082,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,0,,0,,"9,4",,"8,9",,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Lait équitable sarthois - Equilait - 1L,3770009061032,D,1 L,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,,['France'],[],[],1.6 g,en faible quantité,0.9 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,?,,46,-2%,192 kj(46 kcal),-3%,"1,6",-5%,"0,9",-13%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,['Equilait'],,,,,,,,,,
61,Gaspacho vert - Sains et Saufs,3770009733007,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Réfrigérés', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']","['Nutriscore', 'Fabriqué en France', 'Nutriscore B']",,['France'],"['Concombre ', '40 %', 'courgette ', '19 %', 'eau', 'poivron vert ', '9 %', 'oignon ', '9 %', ""huile d'olive"", 'vinaigre de vin', 'citron', 'ail', 'sel', 'cumin', 'coriandre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2.6 g,en faible quantité,0.3 g,en faible quantité,1.6 g,en faible quantité,0.4 g,en quantité modérée,?,,40,-2%,167 kj(40 kcal),-3%,"2,6",+6%,"0,3",-22%,"2,7",-20%,"1,6",-37%,1,+27%,"0,4",-40%,"0,16",-40%,-2,-268%,A,-268%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,"['Bouteille', 'Plastique', 'Frais']",['Sains et Saufs'],,3,,['France'],,,,,,
62,Dessert de fruit Pomme Fraise - Sains et Saufs - 400g (4x100g),3770009733342,B,400 g (4x100 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']","['Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,['France'],"['Pomme ', '79%', 'fraise ', '13%', 'sucre blond de canne ', '8%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité modérée,0 g,en faible quantité,?,,53,-13%,222 kj(53 kcal),-14%,"0,1",-71%,0,-100%,"10,7",-21%,"8,6",-31%,"0,4",+6%,0,-100%,0,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,['Sains et Saufs'],,3,,,,,,,,
63,Kombucha - Jubiles - 75cL,3770010589327,B,75cL,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']","['Bio', 'Bio européen', 'Commerce équitable', 'Commerce équitable Bio', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],"['Eau filtrée', 'culture de kombucha', 'sucre blond de canne', 'thé vert Sencha', 'jus frais : jus de betterave ', '0,6%', 'jus de citron ', '0,2%']",[],,,,,,,,,?,,18,0%,75 kj(18 kcal),0%,"0,1",+108%,"0,1",+258%,4,+5%,4,+17%,"0,2",+175%,"0,1",+400%,"0,04",+400%,6,+5%,D,+5%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Jubiles'],,3,,,,"['Biocoop', 'La vie Claire', 'Naturalia']",https://jubiles.bio/,,,
64,Pâtes Nature,3770010768005,,,,,,['France'],[],[],,,,,,,,,?,,366.79998779297,,1535 kj(366 kcal),,"1,2",,"0,53",,"76,1",,"3,3",,"11,8",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
65,Krusti'Koeur Carotte - Paprika,3770011148042,,,,['Bio'],,['France'],[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,"35,1",,"3,9",,"9,9",,2,,"19,7",,"2,48",,"0,992",,,,,,,,,,,,,,,,,,,,,,,,,
66,Nougat,3770011407002,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",['Bio'],,['France'],[],[],25.7 g,en quantité élevée,1.9 g,en quantité modérée,51.7 g,en quantité élevée,0.1 g,en faible quantité,?,,491.89999389648,+10%,2058 kj(491 kcal),+10%,"25,7",+56%,"1,9",-4%,53,-19%,"51,7",-5%,"9,5",+33%,"0,1",+33%,"0,04",+33%,17,+6%,D,+6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
67,Bolero apple,3800048200885,,,"['Boissons', 'Boissons édulcorées']",,,['France'],"['ACIDIFIANTS: ACIDE CITRIQUE', 'ACIDE MALIQUE', ' AGENT DE CHARGE MALTODEXTRINE', ' ARÔMES', ' ARÔMES NATURELS', ' ÉDULCORANTS: ACÉSUIFAME SUCUIOSE', 'GLYCOSIDES DE STÉVIOI ', ""EXTRAITS DE CORRECTEUR D'ACIDITÉ?"", ' CITRATE TRISODIQUE', ' PÀNT: PHOSPHATE TRICALCIQUE', ' ÉPAISSISSANTS: GOMME GOMME ARABIQUE', ' ACIDE LASCORBIQUE ', 'VITAMINE C', ' COLORANT: CONCENTRÉ COLORANT DE POMME NUTRITION N,IOIJNT PER ME ENERGY 7,73 KJ / KCAI', ' FAT O G', 'OF WHICH SATURÂTES O G', ' CARBOHYDRATE 0,25 GI OF WHICH SUGARS G', ' FIBRE G', ' O G', ' SAIT 030025 G', ' PRO ML ERTIGES GETüNK: 773 KJ / FErr O G', 'DAVON 0 G', ' KOHIENHYDRATE 0,25 G', 'DAVON ZUCKER <001 BAIIASTSTOFFE 0015 G', ' O G', ' 0,0025 G', ' NijmnONAl PER ML', ' ENERGETICO 773 KJ / 1,']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-87%,8 kj(2 kcal),-86%,0,-100%,0,-100%,"0,2",-93%,0,-100%,0,-100%,0,-100%,0,-100%,1,-77%,B,-77%,,,,,,,,,,['Bolero'],,4,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique']",,,,,
68,Bolero Ice Tea Fruit De La Passion - 8g,3800048203077,,8 g,"['Boissons', 'Boissons édulcorées', 'Boissons instantanées']","['Arômes naturels', 'Entrepreneurs + Engagés', 'en:Natürliche Aromen']",,"['France', 'Espagne']","['ACIDULANTE: ACIDO CÍTRICO', ' EXTRACTO DE TE NEGRO ', '22,5%', ' FIBRA INULUNA', ' AROMAS', ' EDULCORANTES: ACESULFAMO K', 'SUCRALOSA', 'GLICÓSIDOS DE ESTEVIOL ', 'EXTRACTOS DE STEVIA', ' CORRECTOR DE ACIDEZ: CITRATO DE SODIO', ' ANTIAGLOMERANTE FOSFATO DE AICIDO: ESPESANTES: GOMA GUAR', 'GOMA ARABIGA', ' ACIDO L-ASCÓRBICO ', 'VITAMINA C']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,5,-98%,21 kj(5 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,['Bolero'],,4,,,"['E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E331 - Citrates de sodium', 'E412 - Gomme de guar', ""E414 - Gomme d'acacia""]",,,,,
69,Roo Bar Chia Et Spirulina,3800232731546,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,['France'],"['dattes* de cajou*', 'protéine de riz* ', 'de de roco*', 'grains de ? gingembre*', 'beurre de * Bio et cru', ' ** bio', ' Peut contenir dès traces de noyau', 'de fruits à ccque et de Corserver un endroit ecepr C BVICOKO cbAbpxawe Ha np0Tev1H C crii,lWlVIHa', ' CbCTaB: cbypw*', 'Kauuy*', 'opnaoa ', 'rKTMHa ', '3% ', 'TIVIMOHOBO Macno**', ' * cypoB0,? 6910', ' Bb3MOHHO e Aa koT*inBarHmed chiq och spimlina', 'olngredoienser: cashewnOtter*', 'rispro', 'tein*', 'Ha ja taatelit*', 'cashewpâhkinât*', 'riisiproteiini*', 'kookospalmuh kukkien nektan*', 'chia ', ' ** luomu', ' Saattaa sisâltââ ajoittan hedelmân kivistà', 'pâhkinàn kuoristaja muutpahklnat', 'Sà\\ ', 'asâ', ' Okologisk raw bar Nied hajt proteinindhold med chia og spirulina', ' Ingredienser: dadler*', 'cashewnodder*', 'risprotein*', 'kokosb\\ spirulina*', '3%', 'ingefer*', 'citronolie**', ' * Okologisk og raw', ' ** akologisk', ' Kan indeholde spor af frugtstykker', 'noddeskaller OQ andre natter', ' Opbevare,s ko} ,-orkt iologische rauwereep met hoge proteïnpehalte met chia en spirulina', ' Ingrediënten: dadels* cashewnoten*', 'Biologisch en Raw ** Bioloalsch', ' Kan kleine stukjes notendop', 'fruitpitten en andere noten beva7en', ' Kod', 'donker en it Chia und Spirulina', ' iutaten: 13atteln* Cashewkemen*', 'Reisprotein*', 'Kokosblütensir> samen SaMa * RO kost?', '** Bio', ' Kann Spuren von Nussschaldn', ' Fruchtkerne und andere Nüsse j auf?wanren']","['Végétalien', 'Végétarien']",,,,,,,,,?,,386.66666666667,,1618 kj(386 kcal),,"13,333",,"1,667",,"41,667",,"26,667",,25,,0,,0,,,,,,,,,,,,,,,['Roo’Bar'],,,,,,,,,,
70,Brown rice cake - Rice Up!,3800233070026,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans OGM', 'Sans conservateurs']",,"['France', 'Espagne']","['riz brun à grais enfes F 95%', 'riz impérial noir', 'riz rouge', ""le sel de l'Himalaya 19%,""]","['Végétalien', 'Végétarien']",2.7 g,en faible quantité,0.5 g,en faible quantité,1 g,en faible quantité,1.3 g,en quantité modérée,?,,385,-11%,1611 kj(385 kcal),-11%,"2,7",-77%,"0,5",-92%,79,+11%,1,-92%,"8,1",+10%,"1,3",+614%,"0,52",+614%,-1,-112%,A,-112%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,['Rice Up!'],,3,,,,,,,,
71,Brochette,3800500099415,,,,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"0,1",,"0,1",,81,,70,,"4,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
72,Bolero orange sanguine - 9g,38026140,,9g,['Sachet individuel'],"['en:gluten-free', 'Entrepreneurs + Engagés']",,['France'],"['faine de blé', 'eau ', 'sucre', 'de tournesol', 'huile de cola', '2,9% farine de qluten de blé', '1,3% graines de lin', ""1,3% faine d'épa utre"", 'levure', 'sel', '0,1% son de blé', '0,4% faine fforge', 'de riz', '02% fame de grrasin', ""mono - et diglycérides d'acides gras"", ""esters des monoacétyltarbiques et des mono - et diglycérides d'acides gras conseNateur : propionate de calcium "", ' agent de traitement de la fatine : acide ascoffiquee Traces éventuelles de lait', ' e,/oaaeed eonaetapmofi& Jean-Pierre vcys conseille da rannor ln']","[""Pourrait contenir de l'huile de palme""]",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,,8 kj(2 kcal),,0,,0,,0,,0,,0,,0,,0,,-3,,A,,,,,,,,,,,['Boléro'],,4,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium']",,,,,
73,Pat'patouille batonnet - Leone,3830053872197,,,,"['Sans arômes artificiels', 'Sans colorants']",,['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,"9,7",,"8,6",,24,,21,,3,,"0,14",,"0,056",,,,,,,,,,,,,,,['Leone'],,,,,,,,,,
74,Huile de courge - Sweet Pumpkin,3830069320033,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",,,['France'],['cations : 100% huile de pépins de courge'],[],100 g,en quantité élevée,82 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,900,+10%,3766 kj(900 kcal),+10%,100,+9%,82,+382%,"0,5",+15874%,"0,5",,0,-100%,0,,0,,20,+63%,E,+63%,,,,,,,,,,['Sweet Pumpkin'],,2,,,,,,,,
75,Bajadera - Kras - 200g,3850102230044,D,200 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['en:Chocolate'],,"['Croatie', 'France', 'Serbie', 'Slovénie']",[],[],33 g,en quantité élevée,11 g,en quantité élevée,54 g,en quantité élevée,0 g,en faible quantité,?,,564,+58%,2360 kj(564 kcal),+57%,33,+1674%,11,+938%,58,-30%,54,-7%,"5,7",+169%,0,-100%,0,-100%,27,+88%,E,+88%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Kras'],,,['Croatie'],,,,,,,
76,Eukalyptus Menthol Original Bonbons - Candymex,4000281165500,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,"['Finlande', 'France', 'Nouvelle-Calédonie']","['glucose syrup', 'sugar', 'eucalyptus oil 0', '5%', 'menthol 0', '2%', 'caramelised sugar syrup']",['Sans huile de palme'],62 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,?,,392,+10%,1640 kj(392 kcal),+9%,62,+3233%,0,-100%,0,-100%,0,-100%,"0,01",-100%,"0,01",-92%,"0,004",-92%,4,-72%,C,-72%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Candymex'],,4,,,,,,,,
77,Sopa juliana pasta bio - Natur Compagnie - 50g,4000345051848,,50g,"['Plats préparés', 'Soupes']","['Bio', 'Bio européen', 'CH-BIO-004']",,['France'],"['Pâtes* ', '70%', ' ', 'semoule de blé dure*', 'sel marin', 'farine de riz*', 'extrait de levure', 'carottes* ', '2,7%', 'oignons* ', '2,4%', 'huile de tournesol*', 'sucre de canne brut*', 'amidon de maïs*', 'poireaux* ', '0,6%', 'persil*', 'céleri* ', '0,3 %', 'curcuma*', "" *issu de l'agriculture biologique contrôlée"", ' Certifié par CH-BlO-004', ' Conserver au sec', ' Peut contenir des traces de lait', 'de soja', ""de moutarde et d'œuf""]",[],0.3 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en quantité modérée,?,,35,-39%,146 kj(35 kcal),-38%,"0,3",-85%,"0,1",-83%,"6,5",+13%,"0,5",-71%,"1,3",-41%,"0,6",-31%,"0,24",-31%,2,+22%,B,+22%,,,,,,,,,['Sachet'],['Natur Compagnie'],['Céleri'],3,,,,['Arcadie'],http://www.natur-compagnie.de,,,
78,Isostar Powerplay High Protein 25 Erdbeere - 1,4000425073388,,1,,,,['France'],[],[],,,,,,,,,?,,383,,1602 kj(383 kcal),,"8,9",,"4,7",,51,,40,,25,,"0,55",,"0,22",,,,,,,,,,,,,,,['Powerplay'],,,,,,,,,,
79,Spagettini Sour - Trolli,4000512776604,,,,,,['France'],"['Sirop de glucose-fructose', ' sucre', ' farine de blé', ' acidifiants: acide malique', 'acide citrique', ' dextrose', ' arôme', ' antioxydant* acide ascorbique', 'extraits riches en tocophérols', ' colorants: gsvâ curcumine', 'bleu brillant FCE']",[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,4",,"0,1",,82,,58,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,['Trolli'],['Gluten'],4,,,"['E296 - Acide malique', 'E330 - Acide citrique', 'E306 - Extrait riche en tocophérols', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,
80,Chio - 125g,4000522061752,,125 g,"['Snacks', 'Snacks salés']",,,"['France', 'Serbie']","['wheat flour', 'salt ', '5,5%', 'palm oil', 'acidity regulator ', 'sodium hydroxide', 'wheat malt', 'emulsifier ', 'mono - and diglycerides of fatty acids']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",3.67 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,10 g,en quantité élevée,?,,380,-18%,1590 kj(380 kcal),-18%,"3,667",-85%,2,-53%,"3,333",-93%,1,-69%,11,+29%,10,+549%,4,+549%,15,+23%,D,+23%,,,,,,,,,"['Plastic', 'Tray']",['Chio'],"['Gluten', 'hr:Pšenično', 'hr:pšeničnog']",4,,['Hungary'],"['E524 - Hydroxyde de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,
81,Fromage de chèvre frais mariné au piment - Bio -verde - 100g,4000915107067,D,100 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']","['Bio', 'Bio européen', 'DE-ÖKO-007']",['DE BY 14051 EG'],['France'],[],[],28 g,en quantité élevée,13 g,en quantité élevée,1.2 g,en faible quantité,1.2 g,en quantité modérée,?,,314,+11%,1314 kj(314 kcal),+11%,28,+23%,13,-19%,"4,6",+175%,"1,2",+24%,11,-36%,"1,2",-11%,"0,48",-11%,13,-2%,D,-2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,['Bio -verde'],,,,,,,,,,
