,name,bar_code,eco_score,quantity,brand,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,labels,ingredients_origins,manufacturing,nova_score,additives,palm_ingredients,allergens,generic_name,link,producer_info,origin_detail,brand_owner
48,Compote pommes - Natreen - 355g,4008122268021,A,355 g,['Natreen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,"['France', 'Allemagne']",[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,7.7 g,en quantité modérée,,,?,,42,-35%,176 kj(42 kcal),-36%,"0,4",+22%,"0,1",+15%,"8,5",-41%,"7,7",-41%,"0,3",-20%,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Glas'],,,,,,,,,,,,,
49,Cuisse de poulet - Maître Coq,3230890757259,D,,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']","['FR 85.084.001 CE', 'Essarts (Vendée, France)']",['France'],[],[],15 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0.21 g,en faible quantité,?,,203,+6%,849 kj(203 kcal),+6%,15,+21%,"4,3",+28%,0,-100%,0,-100%,17,-8%,"0,21",-72%,"0,084",-72%,1,-72%,B,-72%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Nutriscore'],,,,,,,,,,,
50,Purée de Chataignes,3700983601054,,,,,,['France'],[],[],,,,,,,,,?,,94,,393 kj(94 kcal),,"0,9",,"0,06",,"21,42",,3,,"1,4",,"0,01",,"0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
51,"Ta riz etuve 10' 1,8kg - Taureau Ailé - 1800g",3038359008665,B,1800 g,['Taureau Ailé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,['France'],"['Riz long grain étuvé', ' Peut contenir du soja', 'sésame', 'gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,1508,+3%,355,+6%,1508 kj(355 kcal),+6%,"0,9",-15%,"0,2",-16%,79,+8%,"0,5",+74%,7,-4%,"0,01",-47%,"0,004",-47%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,"['Film', 'Etui en carton']",,,,,1,,,,Riz long grain étuvé,,,,
52,Bâtonnet saucisson - Dulano - 90g,20984311,,90 g,"['Dulano', 'Lidl']","['Viandes', 'Charcuteries', 'Saucissons']",['AT 30743 EC'],"['France', 'Allemagne']","['Schweinefleisch', 'Speck', 'Speisesalz', 'Dextrose', 'Gewürze ', 'enthält Senfmehl', 'Würze', 'Aroma', 'Säureregulator: Calciumlactat', ' Antioxidationsmittel: Ascorbinsäure', ' Gewürzextrakte', 'Konservierungsstoff: Natriumnitrit', ' Hefeextrakt', 'Verdickungsmittel: Natriumalginat', 'Cellulose', ' Stabilisator: Calciumchlorid', ' Buchenholzrauch']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",45 g,en quantité élevée,19 g,en quantité élevée,0.8 g,en faible quantité,4.9 g,en quantité élevée,?,,517,+34%,2163 kj(517 kcal),+34%,45,+47%,19,+60%,"1,1",-49%,"0,8",-40%,27,+7%,"4,9",+17%,"1,96",+17%,26,+11%,E,+11%,,,,,,,,['Plastik'],['Lidl'],"['Sans gluten', 'Sans lactose']",,,4,"['E327 - Lactate de calcium', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E460 - Cellulose']",,['Moutarde'],,,,,
53,Soja Sauce - Lien Ying - 250ml,4013200881702,,250ml,['Lien Ying'],,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,
54,Fraise bio,3760264927051,,,,,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,0,,0,,60,,60,,"0,5",,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
55,Olio di oliva,20051297,,,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"14,1",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sauerkirschen - 185g,4012712011188,,185 g,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,"0,1",,"0,1",,"7,7",,"7,6",,"0,4",,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,
57,Eckige Back Oblaten 120x200mm - Küchle - 10pcs,40356228,,10pcs,"['Küchle', 'Küchle']",,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"1,1",,,,78,,2,,9,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,
58,Glaçage au cacao - Dr.Oetker - 125g,4000521006884,,125 g,['Dr.Oetker'],,,"['France', 'Allemagne', 'Suisse']","['Graisse de palme', 'sucre', '4,8% de poudre de cacao allégée', 'poudre de lait entier', 'poudre de crème', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de tournesol', 'Peut contenir: noisettes']","['Huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,619,,2590 kj(619 kcal),,46,,37,,46,,45,,4,,"0,12",,"0,048",,,,,,,,,,,,,"['tüte(n)', 'kunststoff']",,,,,4,,,['Lait'],,,,,
59,"Le feuilleté Choco Coco - Carrefour - 1×650ml   336,5g",3560071099503,,"1×650ml   336,5g",['Carrefour'],['Glace Surgelėe'],"['EMB 86092A', 'Dangé-Saint-Romain (Vienne, France)']",['France'],"['Eau', 'lait écrémé reconstitué', 'sucre', 'graisse végétale de coprah', 'sirop de glucose-fructose', 'lactose et protéines de lait', 'cacao maigre en poudre 2,9%', 'lait de noix de coco en poudre 2,3%', 'sirop de glucose', 'noix de coco râpée', 'chocolat 1 % ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithines de soja', 'pâte de cacao', ""émulsifiants mono - et diglycérides d'acides gras - esters lactiques des mono - et diglycérides d'acides gras - lécithines de soja"", 'gélifiants farine de graines de caroube et gomme quar', 'arôme naturel de noix de coco', 'caséinate de sodium ', 'contient lait', ' Peut contenir des traces de gluten', ""d'oeufs"", ""d'arachides et de fruits à coque""]",['Non végétalien'],17 g,en quantité modérée,15 g,en quantité élevée,23 g,en quantité élevée,0.09 g,en faible quantité,?,,270,,1130 kj(270 kcal),,17,,15,,27,,23,,"2,6",,"0,09",,"0,036",,17,,D,,,,,,,,,['carton + pvc'],['Carrefour'],,,['France'],4,"['E322i - Lécithine', 'E410 - Gomme de caroube']",,"['Lait', 'Soja']","Glace au chocolat 52,1 %, glace à la noix de coco 33,9%, feuilletage et décor de pâte à glacer au cacao maigre 12,5%, avec en décor de la noix de coco râpée 1,5%.",,,,
60,Pommes séchées Bio - JusteBio - 80g,3700146202104,C,80 g,['JusteBio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pommes séchées']",,['France'],"['Pommes séchées*', "" Produits issus de l'agriculture biologique"", ' Allergènes signalés en gras', "" Peut contenir des traces d'arachides"", 'fruits a coque et graines de sésame']",[],0.8 g,en faible quantité,0.3 g,en faible quantité,70 g,en quantité élevée,0.08 g,en faible quantité,?,,358,+9%,1498 kj(358 kcal),+9%,"0,8",+68%,"0,3",+156%,80,+9%,70,+9%,"2,2",+12%,"0,08",+34%,"0,032",+34%,3,-39%,C,-39%,34.2%,54.5%,4.5%,3.5%,3.2%,0.1%,54,['Sachet'],['Leclerc'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Import'],['France'],1,,,,,http://www.justebio.bio,,,
61,Hamburgers,0061077771644,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",,"['Canada', 'France']","['FARINE DE BLÉ ENRICHIE', 'EAU', 'LEVURE GRAINES DE SÉSAME', 'GLU EN UE BLE*', 'SEL', 'VINAIGRE THOPIONATE DE CALCIUM', 'STÉAROYL-2-1 TYLATE DE SODIUM', 'ACIDE SORBIQUE', 'ESTERS TARTRIQUES DES MONO ET DIGLYCÉRIDES ACETYLES', 'MONOGLYCÉRIDES VÉGÉTAUX', 'CARBONATE DE CALCIUM', 'LORDRE PEUT VARIER EUT CONTENIR DU SOYA', 'AAVA TLA DArE INDIQUÉE SUR LE FERMOIR POURIA TIERE D R ECYCLAGE BI E A TRAVERS E BLE DAaNS VOTRE R PAS Vten Vem']",[],4.1 g,en quantité modérée,0.82 g,en faible quantité,4.92 g,en faible quantité,0.902 g,en quantité modérée,?,,262.29508196721,-9%,1097 kj(262 kcal),-9%,"4,098",-29%,"0,82",-21%,"45,902",-6%,"4,918",-21%,"9,836",+10%,"0,902",-21%,"0,361",-21%,3,+34%,C,+34%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,,,,,,4,"['E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', ""E472d - Ester tartrique de mono- et diglycérides d'acides gras""]",,,,,,,
62,Tacos al estilo pulpo,8412604982552,,,,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,12,,"1,2",,0,,0,,22,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pain au chocolat - Sicard,3608734748822,D,,['Sicard'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']","['EMB 85233A', 'Saint-Jean-de-Beugné (Vendée, France)']",['France'],[],[],23 g,en quantité élevée,15 g,en quantité élevée,14 g,en quantité élevée,1.1 g,en quantité modérée,?,,433,+9%,1812 kj(433 kcal),+9%,23,+5%,15,+13%,47,+11%,14,+17%,"7,9",+10%,"1,1",+22%,"0,44",+22%,22,+12%,E,+12%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,['Fabriqué en France'],,,,,,,,,,,
64,pain hamburger sans additif bio - Franprix,3263858879915,,,['Franprix'],,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,"7,6",,"0,9",,55,,"5,3",,"7,5",,"1,1",,"0,44",,,,,,,,,,,,,,['Franprix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,
65,Barilla 023 Puntine GR. 500,8076800315233,,,['Barilla'],,,"['France', 'Italie']","['semola di grano duro', 'acqua', 'Barilla G', 'e R Fratelli - Società per DI Azioni - Via Mantova 166', 'Parma - Italia', 'Prodotto nello stabilimento indicato con la lettera fra parentesi vicino alla data', 'A', ' Parma ', 'Italia', ' - Via Mantova', '166/ ', 'F', ' Foggia ', 'Italia', ' - S,S', '16 km 684•300 / ', 'E', ' Marcianise ', 'Caserta Italia', ' - S,S', '87 km 20-500 / ', 'GG', ' Tebe ', 'Grecia', ' S,N', 'Atene - Lamia km 75', 'Può contenere tracce di uova se prodotto nello stabilimento indicato con la lettera ', 'A', '50 Sele UCy notre']",[],,,,,,,,,?,,359,,1502 kj(359 kcal),,2,,"0,5",,"72,2",,"3,5",,"11,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Saucisse Inci Party X 12 Arev,4017979053001,,,,,,['France'],[],[],,,,,,,,,?,,202,,845 kj(202 kcal),,16,,"5,1",,1,,1,,"13,5",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
67,Infusion Bio Cherry Detox,3554740100522,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"0,1",,0,,2,,"0,05",,"0,05",,0,,0,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-020-CV', 'Agriculture UE/Non UE']",,,,,,,,,,,
68,Filets de Thon Listao Pêché à la canne - Carrefour,3560071094492,D,,['Carrefour'],"['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Filets de thon']","['EMB 92026O', 'Courbevoie (Hauts-de-Seine, France)']",['France'],"['Filets de thon listao ', 'Katsuwonus pelamis', ""huile d'olive vierge extra 28%"", 'sel']","['Non végétalien', 'Non végétarien']",6 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,0.69 g,en quantité modérée,?,,170,-26%,711 kj(170 kcal),-24%,6,-55%,1,-53%,0,-100%,0,-100%,29,+19%,"0,69",-31%,"0,276",-31%,0,-100%,B,-100%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,['Carrefour'],['Pêché à la ligne'],,,3,,,,,,,,
69,Nocciole tostate sgusciate,8001735006116,,,,,,['France'],[],[],,,,,,,,,?,,675,,2824 kj(675 kcal),,61,,"5,5",,15,,4,,14,,"0,008",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,
70,Haribo Katinchen,4001686208076,,,['Haribo'],,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,"0,5",,"0,1",,84,,49,,"0,5",,"0,6",,"0,24",,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,,
71,Sauce de poisson NUOC-MÂM,8858768015932,,,,,,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,0,,0,,0,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
72,Pure Apple Juice - Tesco,5000119010674,C,,['Tesco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",,"['France', 'Royaume-Uni']",['Apple juice from concentrate'],[],0 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité élevée,0 g,en faible quantité,?,,46,+5%,192 kj(46 kcal),+4%,0,-100%,0,-100%,"11,1",+6%,"11,1",+10%,"0,1",-56%,0,-100%,0,-100%,5,+30%,C,+30%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['composite-carton', 'hdpe-cap']",,,,,,,,,,,,,
73,Minestrina Primavera GR90 Firm,8010205004392,,,,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"3,2",,"0,9",,62,,9,,13,,9,,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,
74,Eos Bio Apfelsaft,4021829000411,,,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,1",,0,,11,,11,,"0,1",,0,,0,,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,
75,Gazzosa,8032919465016,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Coffret petits feuilletés - Blini,3760197635733,,,['Blini'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,['France'],"[""Mini-feuilleté garni d'une préparation à base de tomates"", 'décoré de graines de sésame ', '17%', ' : Pâte feuilletée ', '69%*', '- Garniture ', '31%*', ' : Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'tomates en poudre 2%""', 'amidon modifié', ""blanc d'œuf"", 'lait entier en poudre', ""jus concentré d'oignons"", 'sel', 'graines de sésame 0,9%*', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levures', 'ail', 'arôme naturel', 'ceuf entier en poudre', 'herbes de Provence ', 'thym', 'basilic', 'origan', 'marjolaine', 'serpolet', 'romarin', 'sariette', 'piment de Cayenne', "" Allumette feuilletée garnie d'une préparation à base de poireaux et de saumons "", '14,7%', ': Pâte feuilletée ', '61%', '-Garniture ', '39%', ': Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycerides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'poireaux 7,3%', 'préparation déshydratée pour sauce type béchamel ', 'lactosérum', 'amidon modifié', 'graisse végétale de colza', 'amidon de blé', 'lait écrémé en poudre', 'sirop de glucose', 'épaississant : alginate de sodium', 'proteines de lait', 'arômes naturels', 'poivre noir', 'muscade', 'saumon atlantique 2,6%* ', 'salmo salan', ""saumon Atlantique fumé 2,6%' "", 'salmo salan ', 'saumon', 'sel', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', 'sel', 'cœuf entier en poudre', 'lait entier en poudre', 'poivre noir', 'estragon', "" Allumette feuilletée garnie d'une préparation à base de chorizo "", '14,7%', ': Pâte feuilletée ', '61%*', '- Garniture ', '39%*', ': Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'purée de tomates', 'chorizo pur porc précuit 4,9%* ', 'viande de porc', 'épices et plantes aromatiques', 'sel', 'dextrose', 'émulsifiant: diphosphates', 'arômes naturels', 'conservateurs: acide ascorbique', 'nitrite de sodium', ' jambon cuit choix [jambon de porc', 'eau', 'sel', 'arômes naturels', 'légumes en poudre ', 'carottes', 'blettes', 'ferments', 'champignons ', 'champignons', 'antioxydant: sulfite acide de sodium', 'fromage emmental râpé', 'sel', 'amidon modifié', 'arômes naturels ', 'contient blé', 'sucre', 'œuf entier en poudre poivrons rouges', 'poivre noir', "" Mini-feuilleté garni d'une préparation à base de fromage "", '10,8%', ': Pâte feuilletée ', '64%*', '- Garniture ', '36%*', ' : Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant: mono - et diglycérides d'acides gras correcteur d'acidité : acide citrique"", 'fromage emmental râpé 8,1%*', 'amidon modifié de blé', 'œuf entier concentré salé ', 'euf entier concentré', 'sel', 'lait entier en poudre', 'sel', 'crème ', 'crème', 'stabilisant: carraghénanes', 'cœuf entier en poudre', 'épaississants: gomme guar', 'gomme xanthane arôme naturel', "" Mini-feuilleté garní d'une préparation à base de champignons "", '10,8%', ': Pâte feuilletée ', '64%*', '-Garniture ', '36%*', ' : Farine de blé', 'eau', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycerides d'acides gras"", ""correcteu d'acidité: acide citrique"", 'champignons de Paris 16%*', 'crème ', 'crème', 'stabilisant: carraghénanes', 'échalotes', 'beurre', 'amidon modifié de blé', 'sel', 'æuf entier en poudre', "" Mini-feuilleté garni d'une préparation à base de fromage de chèvre "", '10,7%', ':Pâte feuilletée ', '63%*', '- Garniture ', '37%', ': Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'fromage de chèvre 16%*', 'préparation déshydratée pour sauce ', 'lactosérum', 'amidon modifié', 'la entier en poudre', 'sel', 'épaississant: gomme xanthane', 'poivre noir', 'muscade', 'graines de pavot', 'sel', 'euf entier en poudre', "" Mini-feuilleté garni d'une préparation à base de tomates"", 'décoré de graines de pavot ', '10,7%', ': Pâte feuilletée ', '63%*', '- Garniture ', '37%*', ': Eau', 'farine d= blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant: mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'préparation déshydratée pour sauce ', 'lactosérum', 'amidon modifié', 'lait entier en poudre', 'sel', 'épaississant :gomme xanthane poivre noir', 'muscade', 'tomates en poudre 2,1%', 'graines de pavot 1,1%', 'sel', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levures', 'oignons', 'cœuf entier en poudre', 'arôme naturel', ""blanc d'œuf"", 'ail', 'herbes de Provence ', 'thym', 'basilic', 'origan', 'marjolaine', 'serpolet', 'romarin', 'samette', ""poivre noim Mini-feuilleté garni d'une préparation à base de jambon cuit choix et de graines de sésame "", '10,6%', ' : Pâte feuilletée ', '69%*', '– Garniture ', '31%*', ' : Eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales de palme et de colza', 'eau', 'sel', ""émulsifiant: mono-et diglycérides d'acide gras"", ""corecteur d'acidité : acide citrique"", 'jambon cuit choix 5,7% ljambon de porc', 'eau', 'sel', 'arômes naturels', 'légumes en poudre ', 'carottes', 'blettes', 'ferments', 'préparation déshydratée pour sauce ', 'lactosérum', 'amidon modifié', 'lait entier en poudre', 'sel', 'épaississant: gomme xanthane poivre noir', 'muscade', 'beurre', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levures', 'graines de sésame 0,9%', 'sel', 'arôme naturel ', 'contient blé', 'œuf entier en poudre', ""blanc d'euf"", 'ail', 'persil', 'poivre noir', 'muscade', ' ""Pourcentages exprimés sur chaque mini-feuilleté', ' Les informations soulignée dans la liste des ingrédients et reprises ci-dessous sont destinées aux personnes allergiques: CONTIENT :céréales contenant du gluten', 'eufs', 'poissons', 'lait et graines de sésame', ' PEUT CONTENIR DES TRACES DE:crustacés', 'soja', 'fruits à coque ', 'noix', 'noisettes', 'amandes', 'pistaches', 'céleri', 'moutarde', 'mollusques et anhydride sulfureux']","['Huile de palme', 'Non végétalien', 'Non végétarien']",16 g,en quantité modérée,8.9 g,en quantité élevée,2.3 g,en faible quantité,1.6 g,en quantité élevée,?,,269,+81%,1125 kj(269 kcal),+79%,16,+128%,"8,9",+242%,25,+91%,"2,3",+10%,"5,4",-20%,"1,6",+110%,"0,64",+110%,18,+644%,D,+644%,,,,,,,,,,,,,4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Huile de palme'],"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Graines de sésame']",,,,,
77,Original Prawn Cracker - Calbee - 25g,8851016002067,B,25 g,['Calbee'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,['France'],"['Farine de Ble', 'Huile Vegetale', 'Crevettes Fraiches', 'Sel', 'Monosodium de Glutamate', ' away']","[""Pourrait contenir de l'huile de palme""]",20 g,en quantité modérée,8 g,en quantité élevée,4 g,en faible quantité,0.8 g,en quantité modérée,?,,480,+3%,2008 kj(480 kcal),+2%,20,+1%,8,+48%,72,+21%,4,+2%,8,-19%,"0,8",-60%,"0,32",-60%,15,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Plastique'],,,,,4,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,['Gluten'],,,,,
78,Frucht Liebe Cranberry - Edeka,4311501322628,C,,['Edeka'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons à la canneberge']",,['France'],"['Wasser', 'Cramberrysaft aus Cranberrysaftkonzentrat', 'Zucker', 'Antioxidatiomsmittrl: Ascorbinsäure']",[],0.03 g,en faible quantité,0.003 g,en faible quantité,12.8 g,en quantité élevée,0.01 g,en faible quantité,?,,54,+54%,226 kj(54 kcal),+55%,"0,03",-75%,"0,003",-87%,"12,8",+56%,"12,8",+68%,"0,03",-79%,"0,01",-30%,"0,004",-30%,17,+56%,E,+56%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,['PET-Flasche'],,,,,,,,,,,,,
79,Chili Mix - Delica - Migros - 35g,7613269363286,,35g,['Delica - Migros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,"['France', 'Allemagne', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sachet'],,,['en:Frankreich'],,,,,,,,,,
80,Cayennepfeffer,7617014134169,,,,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,55,,31,,1,,0,,5,,0,,0,,,,,,,,,,,,,['Pot'],,,,,,,,,,,,,
81,Raclette Délice,7610071472663,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,['Flacon'],,,,,,,,,,,,,
