,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
45,Soya-free Vegenaise - Follow Your Heart,0049568063409,['Follow Your Heart'],,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],"['Expeller-Pressed High-01eic Safflower Oil ', '62%', 'Filtered Water', 'Brown Rice Syrup', 'Apple Cider Vinegar', 'Pea Protein ', 'l %', 'Sea Salt', 'Mustard Flour', 'Lemon Juice Concentrate', ' ALLERGY ADVICE: For allergens see ingredients in bold']",,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,580,,2427 kj(580 kcal),,62,,"4,7",,"3,4",,"2,3",,"1,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,
46,Vegan Honey Mustard Salad Dressing - Follow Your Heart - 355ml,0049568091358,['Follow Your Heart'],,['Boissons'],"['Végétarien', 'Sans gluten', 'Végétalien', 'Arômes naturels', 'Sans cholestérol', 'Sans conservateurs']",['France'],"['Vegenaise ', 'Expeller-Pressed Rapeseed Oil', 'Filtered Water', 'Brown Rice Syrup', 'Apple Cider Vinegar', 'Soya \rProtein', 'Sea Salt', 'Mustard Flour', 'Lemon Juice Concentrate', '\rVegan Honey Alternative ', '24%', ' ', 'Brown Rice Syrup', 'Agave Nectar', '\rMaple Syrup', 'Natural Flavors', 'Filtered Water', 'Expeller-Pressed \rRapeseed Oil', 'Prepared Mustard ', '4%', ' ', 'Vinegar', 'Water', 'Mustard \rSeeds', 'Salt', 'Turmeric', 'Spices', 'Natural Flavors', 'White Wine\rVinegar', 'Organic Dijon Mustard ', '3%', ' ', 'Organic Apple Cider \rVinegar', 'Water', 'Organic Mustard Seed', 'Salt', 'Organic Spices', '\rOnion', 'Whole Mustard Seeds ', '1%', 'Sea Salt', 'Xanthan Gum', 'Spices']",['E415 - Gomme xanthane'],,"['Végétalien', 'Végétarien']",4,34 g,en quantité élevée,2.4 g,en quantité modérée,20 g,en quantité élevée,0.9 g,en quantité élevée,?,,404,+621%,1690 kj(404 kcal),+601%,34,+9698%,"2,4",+1934%,23,+104%,20,+112%,"1,7",+243%,"0,9",+2069%,"0,36",+2069%,25,+226%,E,+226%,,,,,,,,,355 ml,,,,,,,,
47,Heart Organic Vegenaise - Follow Your Heart,0049568183404,['Follow Your Heart'],,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],"['organic Expeller-Pressed ', '67%', 'ered Water', 'Organic Brown Rice Syrup', 'Organic Apple Cider Organic Soya Milk Powder ', 'Soya Sea Organic Mustard Flour', 'Organic Lemon Juice Concentrate', ' ALLERGY ADVICE: For allergens see ingredients in bold']",,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,611,,2556 kj(611 kcal),,67,,5,,"3,6",,"2,4",,"0,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,
48,Vegan ranch sauce - Follow Your Heart,0049568401355,['Follow Your Heart'],,['Boissons'],"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,50 g,en quantité élevée,3.9 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité élevée,?,,465,+730%,1946 kj(465 kcal),+707%,50,+14309%,"3,9",+3205%,"2,4",-79%,"1,6",-83%,"1,7",+243%,1,+2310%,"0,4",+2310%,19,+148%,E,+148%,,,,,,,,,,,,,,,,,
49,Follow Your Heart Vegan Blue Cheese - 355ml,0049568421353,['Follow Your Heart'],,,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,463,,1937 kj(463 kcal),,50,,"3,6",,"2,4",,"1,6",,"1,3",,"1,1",,"0,44",,,,,,,,,,,,,,355 ml,,,,,,,,
50,Veganegg - Follow Your Heart,0049568460147,['Follow Your Heart'],,,['en:gluten-free'],['France'],"[""farine complète d'algues"", ""protéines d'algues complètes"", 'stabilisants ', 'cellulose modifié', 'cellulose', 'gomme gellane', 'carrageenan', 'lactate de calcium végétal', 'levure alimentaire', 'sel noir']","['E460 - Cellulose', 'E418 - Gomme gellane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E327 - Lactate de calcium']",,[],4,,,,,,,,,?,,326,,1364 kj(326 kcal),,17,,"3,2",,"6,1",,"1,2",,15,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,
51,Style Parmensan - Earth Island,0049568601427,['Earth Island'],,,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,30,,10,,40,,0,,0,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,
52,Organic vegan caesar -,0049568681351,,,"['Epicerie', 'Sauces', 'Sauces caesar']","['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,24 g,en quantité élevée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.6 g,en quantité élevée,?,,230,-39%,962 kj(230 kcal),-39%,24,-38%,"1,8",-55%,"2,5",-56%,"0,7",-81%,"0,6",-70%,"1,6",-5%,"0,64",-5%,10,-32%,C,-32%,,,,,,,,,,,,,,,,,
53,China Green Caffeine Free Dieter's Tea (30 Tea Bags),0049606306031,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Toastes fregola pasta & greens,00400008,,,,,['France'],[],,,[],,,,,,,,,,?,,68,,285 kj(68 kcal),,"1,4",,"0,4",,7,,"1,5",,"4,7",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
55,Acerola Bowl,00400688,,,,,['France'],[],,,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,5,,3,,16,,5,,2,,"0,142",,"0,057",,,,,,,,,,,,,,,,,,,,,,
56,"8 Walnut, Cinnamon & Honey Baklava - Marks & Spencer - 160g e",00400985,"['Marks & Spencer', 'M&S']",,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Baklava']","['Végétarien', 'Point Vert', 'Nouveau']","['France', 'Royaume-Uni']","['sucre inverti', 'farine de blé ', 'contient gluten', 'noix ', '19%', 'huile de colza', 'ghee ', 'lait', 'fécule de maïs', 'beurre concentré ', 'lait', 'sirop de glucose', 'sel', 'sucre', 'dextrose', 'miel', 'cannelle moulue', 'émulsifiant : lécithine de soja', ""correcteur d'acidité : acide ascorbique"", 'colorant : bêta-carotène']","['E322i - Lécithine', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,30.9 g,en quantité élevée,7.9 g,en quantité élevée,26.1 g,en quantité élevée,0.65 g,en quantité modérée,2130,,?,,2130 kj(509 kcal),+28%,"30,9",+126%,"7,9",+109%,"50,9",-15%,"26,1",-14%,"5,7",-1%,"0,65",+149%,"0,26",+149%,17,+14%,D,+14%,D,89.5%,5.3%,2.1%,2.0%,1.1%,0.0%,35,160 g e,"['Plastique', 'boîte', 'Carton']","Feuilles de pâte fillo sucrées superposées fourrées de noix, de miel et de cannelle","['Croatia', 'Croatie']",['HR 3395 EC'],['Marks & Spencer'],,,
57,Wood fired pizza - MandS,00401012,['MandS'],,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,['France'],"['à pizza recouverte de sauce tomate', 'de fromage mozzarella et de tomates cerises avec des sachets de roquette et de jambon de Parme Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', ""Thiamil A'„arella "", 'Lait', ' ', '17%', ' • Eau • Tomates • Tomates cerises semi-séchées ', '6%', ' ', ""Tomates cerises • Huil déshydraté • Sel • Origan • Correcteur d'acidité : Acide citrique"", ' • Jambon de Parme ', '5%', ' ', 'Viand Sel', ' • Concentré de tomate • Roquette ', '3%', "" • Huile d'olive vierge extra • Farine complète de blé Gluten"", ' • Sel • Levure • Farine de blé malté ', 'contient Gluten', "" • Basilic • Fécule de maïs Sucre • Puré d'ail Fécule de pomme de terre • Huile de tournesol""]",['E330 - Acide citrique'],"['Gluten', 'Lait']",['Non végétalien'],3,8.6 g,en quantité modérée,3.2 g,en quantité modérée,2.7 g,en faible quantité,1.3 g,en quantité modérée,?,,232,+1%,971 kj(232 kcal),+1%,"8,6",+3%,"3,2",-19%,"25,7",-4%,"2,7",-8%,"11,8",+15%,"1,3",+4%,"0,52",+4%,3,-61%,C,-61%,,,,,,,,,,,,,,,,,
58,Food Fired Pizza - M&S,00404068,['M&S'],,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,"['France', 'Royaume-Uni']","['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niac:ne', 'Tniamine', ' Eau Fromage mozzarella ', 'Lait', ' ', '13%', ' • Tomates • Blanc de poulet ', '8%', ' • Hauts de cuisses de pcu!et ', '594', ' • Pures de tomate • Piments roquito ', '2,5%', ' ', 'Piments rouges • Eau • Sucre • Vinaigre', ' • Huile de colza - Huile vierge extra Fromage parmesan ', 'contient Lait non pasteurisé', ' ', '1 %', ' • Huile de tournesol Farine ccmpiete de blé i Contient Gluten', ' • Piments rouges • Sel • Levure • Bouillon de poulet ', 'Eau • Extrait de poulet', ' FttCCCt7S de paprika Epices moulues ', 'Piment • Paprika fumé • Cumin • Coriandre • Paprika', ' • Semoule de blé ', 'contient Gluten', ' Basilic Farine de blé malté ', 'contient Gluten', "" • Fécule de maïs • Poivrons rouges grillés au feu • Sucre Piments rouges écrasés • Purée d'ail • Concentré de tomate • Huile d'olive • Jus de citron concentré Piments rouges fumes Coriandre en feuille • Fécule de pomme de terre • Vinaigre de vin blanc • Graines de carvi Poivre noir grossièrement moulu"", ' : Pour les allergènes', 'voir les ingrédients indiqués en gras', ' CUISSON FOUR Cuisson au four du produit frais conseillée', ' Préchauffer le four', "" Retirer la totalite de l'embailage y compris le plateau en carton"", ' Placer directement sur la grille centrale du four', ' 2200C 10-12 min', ' CHALEUR TOURNANTE 2000C 10-12 min', ' Ne pas réchauffer après utilisation', ' CONSERVATION']",,"['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",3,22.8 g,en quantité élevée,7.5 g,en quantité élevée,2.8 g,en faible quantité,2.38 g,en quantité élevée,?,,572,+150%,2393 kj(572 kcal),+150%,"22,8",+172%,"7,5",+91%,"6,8",-75%,"2,8",-5%,"13,5",+31%,"2,38",+90%,"0,952",+90%,23,+196%,E,+196%,,,,,,,,,,,,,,['Marks & Spencer'],,,
59,Sweet Sour Chicken,00404785,,,,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,129,,540 kj(129 kcal),,"1,3",,"0,2",,"22,3",,"9,1",,"6,1",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,
60,25 Belgian Chocolaté TRIPLE CHOCOLATE Cookie Bites,00404914,,,,,['France'],[],,,[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,"25,4",,"15,4",,"59,7",,"28,6",,"6,2",,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,
61,330g,00406093,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,330 g,,,,,,,,
62,Biscuits - Marks and Spencer,00406642,['Marks and Spencer'],,"['Snacks', 'Snacks salés', 'Apéritif']",,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
63,rhubarbe crumble - Marks & Spencer,00406901,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,259,,1084 kj(259 kcal),,"11,4",,"6,7",,"35,6",,"17,4",,"2,7",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,
64,500ml,00407243,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,500 ml,,,,,,,,
65,Château Gillet - Bordeaux,00408783,['Bordeaux'],,['Boissons'],,['France'],"['fruity S black fruits ', 'oested meets', 'cheeses']",,['Lait'],[],,0.01 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,0.01 g,en faible quantité,?,,2,-96%,8 kj(2 kcal),-97%,"0,01",-97%,"0,01",-92%,"0,2",-98%,"0,01",-100%,"0,01",-98%,"0,01",-76%,"0,004",-76%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
66,Butter chicken et riz pilaf - Marks And Spencer,00409728,['Marks And Spencer'],,,,['France'],"['un curry légèrement épicé élaboré avec des morceaux de blanc de poulet marinés et cuits au gril', 'dans une sauce onctueuse au beurre et au miel', 'aarémenté de coriandre et servi avec du riz pilaf au safran INGREDIENYS Riz basmati cuit ', '41 %', ' ', 'Eau • Riz basmati', ' • Crème it 21 %', ' • Blanc de poulet cuit ', '20%', ' • Concentré de tomate • Beurre it 2%', "" • Huile de colza • Gingembre • Purée d'ail • Miel • Corian re• el • Yaourt britannique à faible teneur en matières grasses "", 'Lait', ' • Jus de citron • Fécule de maïs • Purée de piment rouae • Garam • masala moulu ', 'Coriandre grillée • Macis • Poivre noir grillé • Cumin arillé • Graines de fenouil arillées • Gingembre • Poivre noir • Cannelle de Chine • arillée • Cannelle Clous de girofle • Graines de cardamome verte grillées • Fenouil • Noix de muscade • Feuilles de laurier', ' • Graines de cumin • Fenugrec moulu • Colorant : Extrait de paprika • Coriandre moulue • Graines de cardamome noire entières • Graines de fenouil • Paprika fumé : moulu • Cannelle moulue • Curcuma • Clous de girofle • Safran', ' Pour les : allergènes', 'voir les en gras', ' IMPORTANT Peut']",['E160c - Extrait de paprika'],['Lait'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,155,,649 kj(155 kcal),,"6,1",,"3,1",,"15,9",,"2,3",,"8,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
67,Loaded Lemon Dribble Cake - Marks And Spencer - 950g,00415002,['Marks And Spencer'],,,,['France'],"['0 au citron et de crème au be«gre au citr«t', 'avec du glaçage', 'du chocolat blanc et des décorations on sucre tNGRÉDlENTSSucte Beurre ', 'Lait', ' Œufs de poules élevées on plein air pasteurrsés Fécule de mals Jus de citron catMfrO Gluten ', 'avx Fanne de blé', 'de camgn', ' Fer', 'Niacine', 'Thtamine', "" Acidifiant Acido catrique Corrocteur d'acidstô E331 Arôme Géhfiant Cokyant Œufs demAes éievéesen atr pasteurisés Farinede blé contient Gluten "", 'avec Fannede Carbonate decaicium', ' Beurre', 'tait', "" Huileéeco\\za Lanent« h%'iiedepaime Jus de citron Chocolat blanc "", 'Sucre Beurre docacao Lait en poudreentg Lact0$en', 'rnetpoudreii', 'ait', ' trnu}sifiant Lait en poudre écrémé Arôme vanille', ' Humectant Glycérol Lactosérum on poudre ', 'Lait', ' E450', ' B', 'rbonateciestoude Sel Arômes • Huile de kartté Amidon de blé ', 'contient Gtuten', "" Blanc d'œufs de Lutéine aneçgèocs"", 'todtqués art gras', ""Na conviot>t pas aux personnes fruits à coque aux des IMPORTANT Ses enfants peuvent s'étouffer avec les petites décorations dures"", ' INFORMATION Les décorabons cotmestçbloa', "" CONSERVATION A 6e avant le votr sur dessus de l'emballage""]",,"['Gluten', 'Lait']",['Non végétalien'],,,,,,,,,,?,,471,,1971 kj(471 kcal),,"27,7",,"14,6",,"51,9",,"44,1",,3,,"0,55",,"0,22",,,,,,,,,,,,,,950 g,,,,,['Marks & Spencer'],,,
68,Pure squeezed florida orange juice - M&S,00416696,['M&S'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,"['France', 'Royaume-Uni']",[],,,[],,0.1 g,en faible quantité,0.08 g,en faible quantité,9.2 g,en quantité élevée,0 g,en faible quantité,?,,42,-9%,176 kj(42 kcal),-8%,"0,1",-41%,"0,08",+185%,"9,2",-13%,"9,2",-5%,"0,5",+28%,0,-100%,0,-100%,3,-21%,C,-21%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,['Marks & Spencer'],,,
69,Onion Rings - Marks & Spencer - 30g e,00419024,['Marks & Spencer'],,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés']",['Point Vert'],"['France', 'Royaume-Uni']","['Fécule de pomme de terre • Huile de tournesol • Farine de blé ', 'contient Gluten', ' • Farine de seigle ', 'contient Gluten', ' • Farine de pomme de terre ', 'Assaisonnement saveur oignon frit ', 'Oignons déshydratés • Sucre - Sel • Extrait de levure • Arômes ', 'contiennent Lait', ' • Ail déshydraté • Acidifiant : Acide citrique • Colorant : Extrait de paprika • Antioxydant : ', 'Extrait de romarin', ' • Oignons déshydratés • Sel ', 'Colorant : Curcumine,']","['E330 - Acide citrique', 'E160c - Extrait de paprika', 'E392 - Extrait de romarin', 'E100 - Curcumine']","['Gluten', 'Lait']",[],4,27 g,en quantité élevée,2.2 g,en quantité modérée,4 g,en faible quantité,3.93 g,en quantité élevée,?,,499,+2%,2088 kj(499 kcal),+2%,27,+12%,"2,2",-30%,"58,7",-1%,4,+17%,"3,7",-50%,"3,93",+96%,"1,572",+96%,15,+1%,D,+1%,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,30 g e,"['Sachet', 'Plastique']",,['Royaume-Uni'],,"['Marks & Spence', 'Marks & Spencer']",,,
70,Iced raspberry soft buns,00419598,,,,,['France'],[],,,[],,,,,,,,,,?,,314,,1314 kj(314 kcal),,"6,7",,"3,3",,"57,3",,"31,5",,"5,5",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,
71,2 garlic bread - Marks & Spencer,00422703,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,['France'],"['Farine de blé ', 'contient Gluten', ' ', ' Beurre ', 'Lait', "" • Eau Purée d'ail • Fibre de betterave sucrière Levure Sel • Jus de citron • Persil • Agent de traitement de la farine : Acide ascorbique""]",['E300 - Acide ascorbique'],"['Gluten', 'Lait']",['Non végétalien'],3,15.8 g,en quantité modérée,10.2 g,en quantité élevée,3.1 g,en faible quantité,1.05 g,en quantité modérée,?,,330,+1%,1381 kj(330 kcal),+0%,"15,8",+157%,"10,2",+772%,"38,6",-30%,"3,1",-21%,"6,8",-29%,"1,05",-18%,"0,42",-18%,15,+194%,D,+194%,,,,,,,,,,,,,,['Marks & Spencer'],,,
72,00423564,00423564,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Ballotin de mousse au saumon d'Ecosse -,00427586,,,"['Viandes', 'Produits à tartiner', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Plats préparés au poisson', 'Plats au saumon', 'Mousses salées']",,['France'],[],,,[],,16.7 g,en quantité modérée,6.6 g,en quantité élevée,0.7 g,en faible quantité,1.98 g,en quantité élevée,?,,228,+53%,954 kj(228 kcal),+56%,"16,7",+135%,"6,6",+176%,"2,3",-81%,"0,7",-61%,"17,1",+144%,"1,98",+172%,"0,792",+172%,16,+624%,D,+624%,,,,,,,,,,,,,,,,,
74,Xprt Satin - M&S,00429504,"['M&S', 'Tesco']",,,,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,574,,2402 kj(574 kcal),,"39,7",,"22,7",,"47,9",,"44,5",,"4,4",,"0,1",,"0,04",,,,,,,,,,,,,,,['wrapper'],,,,['Marks & Spencer'],,,
75,SWISS Chocolate Extra Fine Milk - Marks & Spencer - 125g,00433990,['Marks & Spencer'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['Fabriqué en Suisse'],['France'],"['Sucre • Beurre de cacao • Lait en poudre entier Masse de cacao • Noisettes moulues ', '1 %', ' • Emulsifiant : Lécithine de soja • Arôme vanille', ' Chocolat au lait contient cacë 35% minimum', 'matière sèche de lait 21 % minimum', ' Pour les allergènes', 'voir les ingrédients indiqués en gras', ' Ne convient pas aux personnes allergiques aux fruits à coque en,raison méthodes de fabrication utilisées', ' CONSERVATION']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,36.8 g,en quantité élevée,22.5 g,en quantité élevée,50.2 g,en quantité élevée,0.15 g,en faible quantité,?,,570,+3%,2385 kj(570 kcal),+3%,"36,8",+7%,"22,5",+15%,51,-2%,"50,2",+2%,"7,4",+3%,"0,15",-36%,"0,06",-36%,25,-2%,E,-2%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,125 g,,,['Switzerland'],,"['M&S', 'Marks & Spencer']",,,
76,brioche tranche familiale - vendee - 600g,00434138,['Vendee'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,600 g,,,,,,,,
77,Cornish pasties - Marks And Spencer,00436281,['Marks And Spencer'],,['Cornish pasties'],,['France'],"['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine,Thiamine', "" • Huile de palme • Bœuf haché d'origine britannique "", '20%', ' • Pommes de terre ', '14%', ' • Oignons ', '9%', ' • Rutabaga ', '6%', ' • Eau • Œufs • pasteurisés • Huile de colza • Fécule de maïs • Sel • Bouillon de bœuf ', 'Eau • Os de bœuf • Purée de tomate • Oignons • Carottes', ' • : \\ Lait entier • Poivre noir moulu • Farine de moutarde']",,"['Gluten', 'Moutarde']","['Huile de palme', 'Non végétalien', 'Non végétarien']",3,19.8 g,en quantité modérée,9.1 g,en quantité élevée,1.9 g,en faible quantité,1.03 g,en quantité modérée,?,,285,,1192 kj(285 kcal),,"19,8",,"9,1",,"18,1",,"1,9",,"7,2",,"1,03",,"0,412",,14,,D,,,,,,,,,,,,,,,['Marks & Spencer'],['Huile de palme'],,
78,Arbroath Lochmuir Honey Roast Salmon Slices - Marks & Spencer - 125g (4tranches),00437622,['Marks & Spencer'],,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Mild Smoke', 'Tastes of Scotland']","['Belgique', 'France', 'Pays-Bas', 'Royaume-Uni']","['Saumon fumé à chaud ', '97%', ' ', 'Saumon ', 'Poisson', ' ', '99%', ' - Sel', ' - Sucre Demerara - Miel déshydraté - Maltodextrine']",,['Poisson'],"['Non végétalien', 'Non végétarien']",3,12.2 g,en quantité modérée,3.2 g,en quantité modérée,2.1 g,en faible quantité,1.06 g,en quantité modérée,?,,220,+19%,920 kj(220 kcal),+19%,"12,2",+16%,"3,2",+55%,"3,1",+528%,"2,1",+529%,"24,6",+11%,"1,06",-62%,"0,424",-62%,4,-69%,C,-69%,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,125 g (4 tranches),"['Barquette', 'Plastique', 'Carton']","saumon fumé à chaud traité en salaison avec du sucre, du sel et du miel","['Royaume Uni', 'Ecosse']",['UK AB008FE EC'],['Marks & Spencer'],,"['Royaume-Uni', 'Ecosse']",http://marksandspencer.com
79,Chips de Pita - Marks & Spencer,00439220,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,473,,1979 kj(473 kcal),,"16,4",,"1,3",,"69,4",,"2,3",,"10,7",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,
80,Chocolate chunk cookies,00439558,,,,,['France'],[],,,[],,,,,,,,,,?,,512,,2142 kj(512 kcal),,"27,1",,"16,7",,"60,2",,"37,5",,"5,5",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,
81,Shortbread,00439565,,,,,['France'],[],,,[],,,,,,,,,,?,,516,,2159 kj(516 kcal),,"28,2",,16,,"58,5",,"14,7",,"5,7",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,
