,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,nova_score,markets,additives,allergens,generic_name,brand_owner,palm_ingredients
74,Vinagre Balsámico de Módena,8411831500119,,['France'],[],[],?,72,0,13,"0,7",,,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.07 g,en faible quantité,,-51%,301 kj(72 kcal),-51%,-100%,0,-100%,-59%,13,-55%,+5%,"0,07",-1%,"0,028",-1%,,,,,B,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,
75,gigolette de lapin - env 430g,2489228047161,,['France'],['GIGOLETTE DE LAPIN X4'],[],?,?,?,?,?,env 430g,,,"['Viandes', 'Viandes fraîches', 'Viandes fraîches de lapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Special Baklava,8697451010393,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ha-cao crevette,3700992600499,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Raclette - Ermitage,3250550021209,"['Nourri sans OGM', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,?,?,?,?,,['Frais'],['Ermitage'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Franche-Comté', 'France']",,,,,,,,,,
79,Mais - Avril,3435649842501,,['France'],[],[],?,120,"1,6","21,8","3,1",,,['Avril'],,,,,,,,,,,,502 kj(120 kcal),,,"0,3",,,"3,3",,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,
80,Yaourt citron - Ferme des peupliers - 125g,337427040859,,['France'],[],[],?,?,?,?,?,125 g,,['Ferme des peupliers'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Chocolat noir oranges amères - 30g,074037,,['France'],[],[],?,158,10,13,2,30 g,,,,,,,,,,,,,,661 kj(158 kcal),,,6,,,12,,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
82,Domaine terres blanches,3770004469017,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Kelp 325mcg of natural iodine,0733739026750,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Ananas,5050372130350,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Pur Ketch'up,3361779995483,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,112,0,26,"1,2",,,,,,,,,,,,,,,469 kj(112 kcal),,,0,,,24,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,
86,Mélange exotique,2600129028992,,['France'],[],[],?,387,11,"68,8","1,9",,,,,,,,,,,,,,,1619 kj(387 kcal),,,"10,1",,,"57,2",,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,
87,Cubes de gingembre confit - my organic ginger - 125g,3760161791441,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],['Gingembre confitSucre de canne'],[],?,338,"0,5","80,29","3,5",125 g,,['my organic ginger'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Epices', 'Gingembre', 'Fruits confits', 'Gingembre confit']",0.5 g,en faible quantité,0 g,en faible quantité,79.3 g,en quantité élevée,0.04 g,en faible quantité,,-1%,1414 kj(338 kcal),-0%,+100%,0,-100%,-1%,"79,3",+10%,+409%,"0,04",-31%,"0,016",-31%,,,,,B,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,,,,,,,,,,
88,BIO Pâte de Curry vert BIO - Albert Ménès - 85g,3234750032623,['Bio'],['France'],"['Piment vert*', 'huile de tournesol*', 'oignon*', 'ail*', 'épices curry vert poudre* ', '9% dont coriandre*', 'cumin*', 'épices * ', '0,5%', 'sel', 'citronnelle*', 'gingembre*', ""vinaigre d'alcool*"", 'jus de citron*', 'citron vert*', "" * Produit issu de l'agriculture biologique""]",[],959,232,20,"8,8","2,7",85 g,,['Albert Ménès'],"['Epicerie', 'Sauces', 'Pâtes de curry', 'Pâtes de curry verte']",20 g,en quantité modérée,2 g,en quantité modérée,2.8 g,en faible quantité,6.4 g,en quantité élevée,,+81%,959 kj(232 kcal),+79%,+200%,2,+28%,-19%,"2,8",-50%,+10%,"6,4",-4%,"2,56",-4%,10,-8%,C,-8%,,,,,,,,,,,,,3,,,,BIO Pâte de Curry vert BIO 85 g,,
89,Oignons jaunes,3306540009648,,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,
90,Saint-Pouçain Rouge,3257731211701,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Organix Mini Cheese Cracker Baby Food,5024121626609,,['France'],[],[],?,449,14,67,13,,,,,,,,,,,,,,,1879 kj(449 kcal),,,"3,3",,,"4,3",,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
92,Nems aux légumes,5999886459109,,['France'],[],[],?,189,"1,3","35,6","2,5",,,,"['Plats préparés', 'Nems', 'Nems aux légumes']",1.3 g,en faible quantité,0.2 g,en faible quantité,8.4 g,en quantité modérée,0.38 g,en quantité modérée,,+11%,791 kj(189 kcal),+11%,-74%,"0,2",-67%,+36%,"8,4",+168%,-38%,"0,38",-64%,"0,152",-64%,3,-15%,C,-15%,C,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,
93,Vinaigre de framboise - Huilerie Beaujolaise,3760108451148,,['France'],[],[],?,130,0,27,"1,8",,"['Bouteille', 'Verre']",['Huilerie Beaujolaise'],,,,,,,,,,,,544 kj(130 kcal),,,0,,,27,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
94,Chassenay D'arce Cuvée Première Brut,3296810030109,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,San Michel,5352201005885,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Snack Organic Tamari Roasted Soya - Clearspring,5021554000396,"['Bio', 'en:gluten-free']",['France'],[],[],?,427,22,10,40,,,['Clearspring'],,,,,,,,,,,,1787 kj(427 kcal),,,"3,4",,,"2,6",,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
97,Chanoine Champagne Blanc De Blanc 12.5° 75cl,3416180012578,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Fideuá casera - Precoan,8425324500272,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,147,"4,76",3,"6,81",,,['Precoan'],,,,,,,,,,,,615 kj(147 kcal),,,"0,8",,,"1,58",,,"1,28",,"0,512",,,,,,,,,,,,,,,,,,,,,,,,
99,Prunes gustatives - Mon Marché Plaisir,3250392870225,,['France'],[],[],?,?,?,?,?,,,['Mon Marché Plaisir'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Sucre cristallisé 5 kg,3251541025510,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Confiture Marmottier sauvage-poire,3760055835060,,['France'],[],[],?,179,0,"44,8","0,6",,,,,,,,,,,,,,,749 kj(179 kcal),,,0,,,"44,6",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
102,Amandes blanchies effilées - Walima - 250g,3760197946433,,['France'],[],[],?,?,?,?,?,250g,,['Walima'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,
103,Picantina - Chef’s Best - 60g,3800003302623,,['France'],"['neta/ Хранителна и енергийна стойност / Valoare energeticӑ si nutritiva Хранлива и енергетска вредност / Hranljiva vrednost Енергийна стойност / Valoare energetica / Енергетска вредност / Energetska vrednost Белтьчини / Proteine /Белковини / Belancevine Мазнини / Grasimi / Maсти / Мasti Въглехидрати / Glucide / Jaгленхидрати /Ugljeni hidrati 100 g 517 kJ/123,']",[],?,123.6,3,21,"3,15",60g,,['Chef’s Best'],"['Epicerie', 'Sauces', 'Sauces pimentées']",3 g,en quantité modérée,,,,,,,,+2%,517 kj(123 kcal),+5%,-3%,,,+21%,,,+172%,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,8051773820045,8051773820045,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Pain campagrain,0254281011815,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Houmous,3760098451364,,['France'],[],[],?,259,18,16,"9,3",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",18 g,en quantité modérée,2.2 g,en quantité modérée,2.8 g,en faible quantité,0.74 g,en quantité modérée,,-2%,1084 kj(259 kcal),-1%,-11%,"2,2",-11%,+51%,"2,8",+109%,+43%,"0,74",-29%,"0,296",-29%,3,-40%,C,-40%,B,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,
107,Happy muesli,3700181513104,,['France'],[],[],?,348,"8,8",54,"6,8",,,,,,,,,,,,,,,1456 kj(348 kcal),,,"6,4",,,18,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
108,Gilbert - 250ml,3518646041945,,['France'],[],[],?,?,?,?,?,250ml,,['Gilbert'],['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"roulés au fromage - toque du chef - 1,300g",08060884,,"['Belgique', 'France']","['46,2% sauce blanche ', 'eau', 'farine de blé', 'margarine ', 'huiles et graisses végétales ', 'palme', 'eau', ""émulsifiant mono - et diglycerides d'acides gras "", ' acidifiant: acide citrique', 'lac', 'protéines de lait', 'crème ', 'lait', 'sel', 'arôme ', 'contient lait', ',']","['Huile de palme', 'Non végétalien']",?,266,15,27,"4,6","1,300g",['Emballage'],['toque du chef'],['Roulés au fromage'],15 g,en quantité modérée,7.3 g,en quantité élevée,3.9 g,en faible quantité,1.1 g,en quantité modérée,,,1113 kj(266 kcal),,,"7,3",,,"3,9",,,"1,1",,"0,44",,14,,D,,,,,,,,,,['fr.42300 mably'],,,"['FR 42.127.001 CE', 'Mably (Loire, France)']",4,['Lidl'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']","['Gluten', 'Lait']",,,
110,Jambon traditionnel - Saint Alby,2205881002305,,['France'],[],[],?,125,"4,5",1,20,,,['Saint Alby'],,,,,,,,,,,,523 kj(125 kcal),,,"1,5",,,"0,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,
111,Chamberyzette - Dolin - 70cl,3274510004682,,['France'],"['vin', 'sucre', 'alcool', 'substance végétale naturelle', 'infusion de fraises', 'colorant naturel : concentré de carotte et de cassis', ' Contient des sulfites']",[],?,?,?,?,?,70cl,,['Dolin'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,['Anhydride sulfureux et sulfites'],,,
112,PEDIAKID - INELDEA - 125ml,7936710,,['France'],[],[],?,?,?,?,?,125ml,,['INELDEA'],"['Compléments alimentaires', 'Vitamines']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Dreiser Medium,4001246031045,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amande entiere - 700g,8412669012393,,['France'],[],[],?,644,50,21,21,700 g,,,,,,,,,,,,,,2694 kj(644 kcal),,,"3,8",,,"4,4",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
115,oranges à jus - Espagne - 2kgs,8718546538315,,['France'],[],[],?,?,?,?,?,2 kgs,['Filet'],['Espagne'],['Cat 1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Extrait sec Rhodiola,3760203790258,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Mini Biscuits - 100g,5201360711017,,['France'],[],[],?,497,25,60,7,100 g,,,,,,,,,,,,,,2079 kj(497 kcal),,,16,,,30,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
118,Coeur de filet de saumon élève en ecosse,2869654054443,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Le moelleux - Fleury Michon - 384g,3302748491027,"['Sans arômes artificiels', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B']",['France'],[],[],?,?,?,?,?,384g,,['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Surimi']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,"['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']",,,,,,,
120,"Ravioli Ricotta, Chèvre frais, Epinard - L'assiette d'Antoine",3562420002882,,['France'],[],[],?,191,"3,9",30,"8,5",,,"[""L'assiette d'Antoine""]","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Tortellini', 'Ravioli ricotta & épinards']",3.9 g,en quantité modérée,2.3 g,en quantité modérée,1.4 g,en faible quantité,0.57 g,en quantité modérée,,-11%,799 kj(191 kcal),-11%,-38%,"2,3",-24%,+0%,"1,4",-51%,+2%,"0,57",-45%,"0,228",-45%,1,-82%,B,-82%,B,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,,,,,,,,
121,Filets de maquereaux grillés aux 3 poivres - Casino,3222477162648,,['France'],[],[],?,215,15,0,20,,,['Casino'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux grillés']",15 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.93 g,en quantité modérée,,-5%,900 kj(215 kcal),-6%,-10%,"3,3",-15%,-100%,0,-100%,+13%,"0,93",-5%,"0,372",-5%,4,-30%,C,-30%,D,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,['Casino'],,,,,
122,Eau minérale naturelle source prince noir - Casino - 6x 1l,3222475750960,,['France'],['Eau minérale naturelle'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,6 x 1 l,,['Casino'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,,,,,,,,,,,,,,,,,,"0,022",,"0,009",,0,-100%,A,-100%,,,,,,,,,,,,,1,['Casino'],,,Eau minérale naturelle - source Prince Noir,,
123,Charolais pur bœuf façon bouchere - Auchan,2803326003353,,['France'],[],[],?,213,15,"0,2",19,,,['Auchan'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",15 g,en quantité modérée,5.4 g,en quantité élevée,0.2 g,en faible quantité,0.15 g,en faible quantité,,+14%,891 kj(213 kcal),+14%,+21%,"5,4",+3%,-2%,"0,2",+45%,-1%,"0,15",-32%,"0,06",-32%,2,-27%,B,-27%,E,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,['Auchan'],,,,,
124,4x 75cl,3455180049283,,['France'],[],[],?,?,?,?,?,4 x 75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Vin: Marquis de Sublet,3149070030726,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Chorizo s. Luid,8401002003259,['en:gluten-free'],['France'],[],[],?,365,"24,8","0,22","35,1",,,,,,,,,,,,,,,1527 kj(365 kcal),,,"5,6",,,"0,18",,,"2,37",,"0,948",,,,,,,,,,,,,,,,,,,,,,,,
127,Le poulet filets - Ronsard,3276723524049,,['France'],[],[],?,?,?,?,?,,,['Ronsard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"Biscuits d'apéritif, saveur mexicaine - 250g",3518370200113,,['France'],[],[],?,?,?,?,?,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Domaine la goujonne,3770011282005,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Aceite De Oliva Virgen Extra Oleum Arbequina,8437012216006,,['France'],[],[],?,900,100,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,3766 kj(900 kcal),+5%,+5%,13,-7%,,0,,,0,-100%,0,-100%,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
131,Moutarde aux brisures de truffe noire - Savor & Sens,3760194213453,,['France'],[],[],?,?,?,?,?,,,['Savor & Sens'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Knacker's Dinde - Hod Lavan,7290000155869,,['France'],[],[],?,217,17,6,10,,,['Hod Lavan'],,,,,,,,,,,,908 kj(217 kcal),,,7,,,"0,5",,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
133,Delizioso - L'or,8711000450680,,['France'],[],[],?,?,?,?,?,,,"[""L'or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Mozart Kugeln,9001508084760,,['France'],[],[],?,510,28,58,"5,5",,,,,,,,,,,,,,,2134 kj(510 kcal),,,12,,,54,,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,
135,Riscossa Farfalle (105B) 1 x 500G (Single) - 1x 500g,8011780810521,,['France'],[],[],?,355,"1,5",75,"12,5",1 x 500 g,,['Riscossa'],,,,,,,,,,,,1485 kj(355 kcal),,,"0,3",,,"3,5",,,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,
136,Mes sources de ontmirail,3263810143993,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Pâte coquillettes -,6130837000196,,"['Algérie', 'France']",[],[],?,354,2,72,12,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Coquillettes']",2 g,en faible quantité,0.3 g,en faible quantité,3 g,en faible quantité,0.01 g,en faible quantité,,-1%,1481 kj(354 kcal),-1%,+8%,"0,3",-22%,+2%,3,-4%,+1%,"0,01",-52%,"0,004",-52%,-1,,A,,,,,,,,,,,,,,,,,,,,
138,Liquorce mix - Hema,8718161633983,['Point Vert'],['France'],[],[],?,328,"1,8","74,5","3,4",,,['Hema'],,,,,,,,,,,,1372 kj(328 kcal),,,"1,5",,,"59,4",,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,
139,Bio Mandelmus - Stengel Bio,4039076087222,"['Bio', 'Végétarien', 'Végétalien']","['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,['Glas'],['Stengel Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Frucht Pur 75% Rote Johannisbeere & Sauerkirsche - Allos - 250g,4016249139407,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien']","['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",?,?,?,?,?,250 g,['Glas'],['Allos'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
141,Spinat & Kichererbse Bio-Sauce indisch - Alnavit,42332114,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,['Glas'],['Alnavit'],"['Epicerie', 'Sauces']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Pruneaux - Maison Guinguet - 500g,3760052691034,['Sans conservateurs'],['France'],[],[],?,218,"0,2","55,9","1,5",500 g,,['Maison Guinguet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']",0.2 g,en faible quantité,0 g,en faible quantité,34.8 g,en quantité élevée,0 g,en faible quantité,,-9%,912 kj(218 kcal),-9%,-46%,0,-100%,+5%,"34,8",-4%,-20%,0,-100%,0,-100%,4,+80%,C,+80%,E,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,
143,Rote Grütze,5701116201095,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Grafschafter Heller Sirup - 450g,4000412050101,,"['France', 'Allemagne']",[],[],?,?,?,?,?,450 g,['Becher'],['Grafschafter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Kokosmilch - Asia,23140028,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,['Dose'],['Asia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,,,,,,,,,
146,Pinienkerne Natur - Metro Chef - 1000g,4337182045731,['Produits destinés aux professionnels'],"['France', 'Allemagne']",['Pinienkerne'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,1000 g,,['Metro Chef'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pignons de pin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,1,,,,,,
147,Vin,3175529647078,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Kinoko no yama - Meiji,4902777009988,,['France'],[],[],?,348,7,"35,7",0,,,['Meiji'],,,,,,,,,,,,1456 kj(348 kcal),,,7,,,"35,7",,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
149,Warsteiner Pils (1 x 5 L),4000856003275,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Not guilty low sugar strawberry jam,5060614800491,"['Sans sucre ajouté', 'Sans conservateurs']",['France'],[],[],?,37,0,"24,3","0,3",,,,,,,,,,,,,,,155 kj(37 kcal),,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Miel de lavande -,3770008250321,,['France'],[],[],?,?,?,?,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
152,Mühlen Kölsch,4044164101339,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Mini palets citron,3488433130087,,['France'],[],[],?,529,27,64,"6,7",,,,,,,,,,,,,,,2213 kj(529 kcal),,,16,,,40,,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
154,Windhoek Lager Beer 4% 6 X,6001760005490,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
