,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,manufacturing,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,markets,allergens,traceability_code,link,additives,generic_name,palm_ingredients
1645,Noir tanzanie,3514280109454,['France'],[],[],?,584,"46,9","25,1","8,1",2443 kj(584 kcal),"28,2","21,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Street fries,8710278118094,['France'],[],[],?,155,5,"22,5","3,5",649 kj(155 kcal),1,"1,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Classeur,3045050307324,['France'],[],[],?,404,4,"90,7",0,1690 kj(404 kcal),"1,5",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Baguette dans sel,3523024353220,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Reblochon,2287850003599,['France'],[],[],?,326,"27,1","0,2","20,4",1364 kj(326 kcal),"17,6","0,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Filet poulet blanc extra tendre x2,2276746044679,['France'],[],[],?,95,"0,6","1,2",21,397 kj(95 kcal),0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Bouchée au porc minut',3474930400884,['France'],[],[],?,100,"20,6","11,6","13,2",418 kj(100 kcal),"6,4","2,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,5400141383591,5400141383591,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,CrunchyFruits,5413612140517,['France'],[],[],?,400,"5,7",76,10,1674 kj(400 kcal),"1,3","4,3","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Boisson Au Soja Cappuccino Bio Swiss Soya-drink - 500ML - Soyana,7610612010255,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,00357204000321001549,00357204000321001549,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,8414359140331,8414359140331,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Filet mignon de porc,2277680008802,['France'],[],[],?,117,36,"0,5",21,490 kj(117 kcal),"1,4","0,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Lardon fumés,0250088019351,['France'],[],[],?,364.5,"33,7","1,2","15,7",1525 kj(364 kcal),"13,41","0,66","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Coussins à la pâte à tartiner Bio - La Vie Claire,3266191080635,['France'],[],[],?,?,?,?,?,,,,,,,['Vrac'],['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,,,,,,,,,,,,,,,,,,,,,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['La Vie Claire'],,,,,,
1660,Édulcorant,03345835,['France'],[],[],?,4,"0,5","0,5","0,5",17 kj(4 kcal),"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Pasta Di Acciughe Tubo GR 60,8002341060097,['France'],[],[],?,168,10,0,19,703 kj(168 kcal),2,0,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Grenade,2868640018247,['France'],[],[],?,75.9,"0,74","14,2","1,29",318 kj(75 kcal),"0,12","13,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Tapionice,3770008364134,['France'],[],[],?,468.53,"18,09","76,43","2,39",1960 kj(468 kcal),"18,09",70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,4260654783346,4260654783346,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,8437017673088,8437017673088,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,8429073019290,8429073019290,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,5 Nems au porc,3366760044775,['France'],[],[],?,240,15,20,"5,7",1004 kj(240 kcal),"3,5","2,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Daube bearnaise au vin de madiran,3272931009071,['France'],[],[],?,122,"2,4","4,3",18,510 kj(122 kcal),1,"0,8","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Bloc de foie gras de canard,3272931009538,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Beignets choco noisettes,0201252025913,['France'],[],[],?,404,20,50,"5,2",1690 kj(404 kcal),"2,4",20,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Pâté piquant au piment d’espelette,3272931003512,['France'],[],[],?,374,35,"2,1",13,1565 kj(374 kcal),11,"0,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Plenny Pot - Vegetable Korma,8720165350216,['France'],[],[],?,132,"3,6",17,"2,1",552 kj(132 kcal),1,"1,7","6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Fromage blanc demi écrémé lissé bio,3760207420038,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Sel de guerande,3770002032046,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Fraise déshydratée,5450540410756,['France'],[],[],?,345,"0,3",85,"0,8",1443 kj(345 kcal),0,73,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Haricots rouges demeter - Prosain,3335880004327,['France'],[],[],?,93,"0,5",14,"8,4",389 kj(93 kcal),"0,1","0,9","0,51","0,204",,,['Prosain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'Haricots rouges en conserve']","['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'AB Agriculture Biologique']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en faible quantité,0.51 g,en quantité modérée,,+4%,+5%,-21%,-26%,+19%,+12%,+48%,-28%,-28%,-2,,A,,B,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,,,,,,
1677,Turkish Delight,8697436523436,['France'],[],[],?,352,0,88,0,1473 kj(352 kcal),0,77,0,0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0 g,en faible quantité,,-1%,-0%,-100%,-100%,+8%,+22%,-100%,-100%,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,,,
1678,Japchae sauce,3229820801186,['France'],[],[],?,204,"3,3",38,"4,4",854 kj(204 kcal),"0,6",32,"8,2","3,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Pave 6 tranches,0210830017653,['France'],[],[],?,367,31,"1,1",21,1536 kj(367 kcal),12,"0,5","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Jus de Grenade - Prosain,3335880007939,['France'],[],[],?,55,"0,5","13,1","0,5",230 kj(55 kcal),"0,1","12,7",,,,,['Prosain'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Flan patissier,0200926012464,['France'],[],[],?,171,6,25,3,715 kj(171 kcal),4,16,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Aliment. Omplet pour lapin,3343680050017,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Croissants aux amandes,0202740011814,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Puree pommes figues - Prosain,3335880001913,['France'],[],[],?,50,"0,5","11,1","0,7",209 kj(50 kcal),"0,1","10,8",,,,,['Prosain'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Repas sepcial lapin nain,3343680047215,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Supreme light soy sauce,0078024008975,['France'],[],[],?,45,0,"8,9","2,3",188 kj(45 kcal),0,"8,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Purée pommes myrtille - Prosain,3335880001937,['France'],[],[],?,59,"0,5","13,4","0,5",247 kj(59 kcal),"0,1","13,2",,,,,['Prosain'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,0637793024823,0637793024823,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Cookie cranberries avoine,3760124880052,['France'],[],[],?,411.9,"17,5",57,"6,25",1723 kj(411 kcal),11,30,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Sablés thé citron,3229580024054,['France'],[],[],?,475,20,66,"7,1",1987 kj(475 kcal),13,27,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Aceite de Oliva Virgen Extra,8414606313136,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),"15,06",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,4 pilons de poulet VOLAE,2406729014768,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Tablette De Chocolat Excellence Avec 70 % Cacao,0037466012988,['France'],[],[],?,514.2857,40,"34,286","8,571",2152 kj(514 kcal),"22,857","28,571","0,143","0,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Red bull,90435119,['France'],[],[],?,45,0,"10,7",0,188 kj(45 kcal),0,"10,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,spichlomath - 60gél,3440819972063,['France'],"['Poudre de spiruline"" ', 'Arthrospire platensis', "" gélule d'origine végétale: pun chlorelle* "", 'Chlorella vulgaris - contient naturellement des sulfites', ' poudre de klamat ', 'Aphanizomenon flos aquae', ' ""Ingrédient issu de l\'agriculture biologique hydroxypropylméthylcellulose ', ' poudre de']",[],?,?,?,?,?,,,,,,60 gél,,,,"['Contient des sulfites', 'Contient naturellement des sulfites']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Abricot sec,2600110025450,['France'],[],[],?,283,"0,5","62,6","3,4",1184 kj(283 kcal),"0,02","53,4",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,,,,,,,D,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,
1697,Pains aux raisins,26043654,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Molitor,3701302100029,['France'],[],[],?,564,"23,3","3,7","44,2",2360 kj(564 kcal),5,"0,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Karaneige,2608102019098,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Fruit-tella,8713600020553,['France'],[],[],?,401,"6,9",55,"6,9",1678 kj(401 kcal),"0,8",55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Meli-melo de courgettes et pois chiches,3770007164377,['France'],[],[],?,54,"2,8","4,4","1,8",226 kj(54 kcal),"0,4",1,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Ruban Adhésif (invisible) - Casino - 2,3222476292001,['France'],[],[],?,?,?,?,?,,,,,,2,['Plastique'],['Casino'],,,['Chine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1703,Infusion bio,3564884022680,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Bethmale vache,0202748011380,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Patte d'ours,48740036,['France'],[],[],?,489,27,56,"5,4",2046 kj(489 kcal),14,27,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Princesse Pale Ale,3760268370013,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Regenerate after training,3662072017330,['France'],[],[],?,255,2,2,5,1067 kj(255 kcal),2,2,"6,3","2,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,cuisses de poulet roti,0217637042703,['France'],[],[],?,168,10,0,19,703 kj(168 kcal),"2,6",0,"1,4","0,56",,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,,-12%,-12%,-19%,-22%,-100%,-100%,+3%,+84%,+84%,5,+42%,C,+42%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1709,Les escalopes,0212700011419,['France'],[],[],?,114,"1,3","0,5",25,477 kj(114 kcal),"0,4","0,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Perles Argousier au Miel de Lavande,3760299240163,['France'],[],[],?,402.4,"0,05","98,9","0,06",1684 kj(402 kcal),0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Vodka sauce,0097249802151,['France'],[],[],?,100,"6,667","6,667","2,5",418 kj(100 kcal),"4,167",5,"0,958","0,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Petits pois et carottes,3380380090943,['France'],[],[],?,37,"0,5","3,9","2,6",155 kj(37 kcal),"0,1","1,9","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Schmand,4062800001287,['France'],[],[],?,241,24,"3,2","3,1",1008 kj(241 kcal),"15,8","3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Crème d'ail à la truffe noire,3770015899308,['France'],[],[],?,444,"42,3","10,7",4,1858 kj(444 kcal),"1,7","0,46","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Coca carton,5449000283900,['France'],[],[],?,42,0,10,0,176 kj(42 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Fregula sarda tostata,8010341009770,['France'],[],[],?,180,"0,5",42,2,753 kj(180 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Longe de porc,2661435033582,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Kit Kat source chaude,4902201177092,['France'],[],[],?,540,31,61,"0,4",2259 kj(540 kcal),"12,5","58,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Ma tablette de chocolat noir,5060463493509,['France'],[],[],?,565,"40,2","41,8","5,8",2364 kj(565 kcal),"22,3","39,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Raise Palm Oil Regular 500ML,6034000115161,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Graines de Lin brun - Biocoop,3760121215789,['France'],[],[],?,506,37,"6,6",24,2117 kj(506 kcal),"3,2","1,6","0,06","0,024",,,['Biocoop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graines de lin brun']",,,,37 g,en quantité élevée,3.2 g,en quantité modérée,1.6 g,en faible quantité,0.06 g,en faible quantité,,+2%,+2%,-1%,-2%,-30%,+65%,+17%,-23%,-23%,-1,-262%,A,-262%,D,87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,,,,,,,,
1722,Ragoût petit pois,6191535801188,['France'],[],[],?,?,?,?,?,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Spa Bruisend & Munt Pet 50cl 6-pack,5410013153139,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Guimauve Artisanale,3770005070267,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Omega 3 Vegan,3701407701800,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Marrons entiers,3558370000153,['France'],[],[],?,129,"0,9",25,23,540 kj(129 kcal),"0,2","6,8","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Fine aiguettes de poulet grillé,53995018,['France'],[],[],?,114,"1,7","2,6",22,477 kj(114 kcal),"0,4","2,3","1,8","0,72",,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Amande violette,8437016354773,['France'],[],[],?,638,"54,98","15,3","20,57",2669 kj(638 kcal),"19,21","6,27","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Punch melon,3107460006720,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Escalopes de dinde,0287556022506,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,
1731,Triple alliance,0206075009058,['France'],[],[],?,273,"3,3",47,11,1142 kj(273 kcal),"0,5",1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Emmental,0297394023887,['France'],[],[],?,112,87,0,"8,4",469 kj(112 kcal),29,0,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Sour candy dipper,8719831324378,['France'],[],[],?,395,0,97,0,1653 kj(395 kcal),0,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Saucisson a l’ail,2629792028733,['France'],[],[],?,228,16,"0,9",20,954 kj(228 kcal),"0,9","0,9","2,2","0,88",,,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]","[""Saucisson à l'ail""]",,,16 g,en quantité modérée,0.9 g,en faible quantité,0.9 g,en faible quantité,2.2 g,en quantité élevée,,-16%,-17%,-28%,-89%,-18%,+26%,+25%,+4%,+4%,11,-43%,D,-43%,E,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,
1735,Diots de Savoie natures,2309640004361,['France'],[],[],?,289,24,0,18,1209 kj(289 kcal),"9,7",0,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 74.104.001 CE', 'Doussard (Haute-Savoie, France)']",,,,
1736,Mini Fripon,0204212022960,['France'],[],[],?,465,25,51,"7,5",1946 kj(465 kcal),12,23,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Bière Caniche IPA La débauche,3760055362627,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Pop corn poivre du sichuan,3770004896226,['France'],[],[],?,473,"16,3","78,8","2,8",1979 kj(473 kcal),"10,3","37,3","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Lindt Goldstücke Trüffel Herz Duo - Lindt & Sprüngli,4000539742705,['France'],[],[],?,481,27,51,5,2013 kj(481 kcal),17,47,"0,14","0,056",,,"['Lindt & Sprüngli', 'Lindt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Marshmallows,5425035700902,['France'],[],[],?,214,"0,5",80,"3,9",895 kj(214 kcal),"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Crevettes,0201027047362,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Eingelegte Gurken,5904645009372,['France'],[],[],?,33,0,"7,1",0,138 kj(33 kcal),0,"5,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Dalton,7290004494636,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Chips de légumes,47992498,['France'],[],[],?,487,28,46,"5,3",2038 kj(487 kcal),"2,4",33,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Confiture fraise et Cardamome,100001636,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Yonca Pickled Cucumber,8697406270667,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,La dent du chat,2488840025328,['France'],[],[],?,411,"33,5","1,34","26,11",1720 kj(411 kcal),"20,51","0,2","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,
1748,Pain Kamut,3770018865065,['France'],[],[],?,203,"1,2",32,10,849 kj(203 kcal),"0,1","1,4","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Houmous à l’avocat,3560071267599,['France'],[],[],?,268,23,"6,3","5,3",1121 kj(268 kcal),"3,1","1,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Jarret de porc braisé,2231423043826,['France'],[],[],?,158,"5,1","0,2","27,9",661 kj(158 kcal),"2,1","0,2","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Jambon cru,2454483048871,['France'],[],[],?,230,"12,6","0,433","28,7",962 kj(230 kcal),"4,99","0,333","5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Madelaine spiri+,0816623021656,['France'],[],[],?,25,56,6,0,105 kj(25 kcal),35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Riz Thai,3299760110600,['France'],[],[],?,363,12,79,"7,3",1519 kj(363 kcal),"0,4","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Jus de poire,3447870111127,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Courgettes au basilic,03343661,['France'],[],[],?,69,"3,9","5,9","1,6",289 kj(69 kcal),"0,6","4,8","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Kamut farfalline n°,8009385138287,['France'],[],[],?,358,"1,7",70,14,1498 kj(358 kcal),"0,4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
