,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,quantity,markets,additives,link,palm_ingredients
875,Poulet cuit fumér - L'etal Du Volailler,2209629004910,,"[""L'etal Du Volailler""]",,,['France'],[],,[],,,,,,,,,,?,,170,,711 kj(170 kcal),,"9,6",,"2,8",,1,,"0,9",,20,,0,,0,,,,,,,,,,,,,,,,,,,,,,
876,Poulet cuit fumé au bois de hêtre - L'etal Du Volailler,2209629005030,,"[""L'etal Du Volailler""]",,,['France'],"['poulet ', 'origine francc', 'eau', 'sel', 'simp de glucose', 'dextrose', 'protéines de pois', 'atémes', 'stabilisants : triphosphatcs ', ' conser?zateur : nitrite de sodium ', ' épaississant : carraghénanes']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,170,,711 kj(170 kcal),,"9,6",,"2,8",,1,,"0,9",,20,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,
877,Poulet fermier jaune label rouge - L'étal Du Volailler,2209663557595,,"[""L'étal Du Volailler""]","['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],"['100% poulet fermier ', 'origine france', ' Produit frais • classe A']",,"['Non végétalien', 'Non végétarien']",,6 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.18 g,en faible quantité,?,,148,+6%,619 kj(148 kcal),+5%,6,-8%,"1,8",+10%,"0,5",+23%,"0,5",+53%,23,+14%,"0,18",+7%,"0,072",+7%,-3,,A,,,,,,,,,,,,,,,,,,
878,Ppulet,2209670007786,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",['France'],[],,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,8,,"2,2",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
879,Poulet Fermier Élevé en plein air Label Rouge,2209670007960,,,,,['France'],[],,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,8,,"2,2",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,['Label Rouge'],,,,,,,
880,Poulet fermier,2209670008035,,,,,['France'],[],,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,8,,"2,2",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,['Label Rouge'],,,,,,,
881,Poulet fermier jaune label rouge,2209670008042,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,10 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,172,+23%,720 kj(172 kcal),+23%,10,+54%,"2,9",+78%,"0,5",+23%,"0,5",+53%,20,-0%,"0,17",+1%,"0,068",+1%,-1,,A,,,,,,,,,,,['Label Rouge'],,,,,,,
882,Poulet entier fermier,2209670008301,D,,"['Viandes', 'Volailles', 'Poulets', 'Poulets entiers', 'Poulets fermiers']",,['France'],[],,[],,8 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,?,,156,+7%,653 kj(156 kcal),+5%,8,+9%,"2,2",+7%,0,-100%,0,-100%,21,-2%,"0,13",-65%,"0,052",-65%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
883,Poulet fermier jaune,2209672005957,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,7 g,en quantité modérée,0.49 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,?,,625,+346%,2615 kj(625 kcal),+345%,7,+8%,"0,49",-70%,"0,4",-2%,"0,4",+22%,21,+4%,"0,2",+18%,"0,08",+18%,2,,B,,,,,,,,,,,['Label Rouge'],,,,,,,
884,Poulet - L'étal du Volailler,2209672006664,C,"[""L'étal du Volailler""]","['Viandes', 'Volailles', 'Poulets']",,['France'],"['INGRÉDIENT 100% poulet fermier ', 'origine France', ' Produit frais - classe A CONSERVATION À conserver entre OOC et +40C', ' Non ouvert,']",,[],,6.2 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,142,-6%,594 kj(142 kcal),-6%,"6,2",+7%,2,+33%,"0,5",-75%,"0,5",+14%,21,+3%,"0,1",-88%,"0,04",-88%,-3,-313%,A,-313%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Viande Française', 'Volaille-francaise']",,,,,,,
885,Poulet fermier jaune,2209673007417,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,149,+6%,623 kj(149 kcal),+6%,7,+8%,"0,5",-69%,"0,5",+23%,"0,5",+53%,21,+4%,"0,2",+18%,"0,08",+18%,-4,,A,,,,,,,,,,,,,,,,,,
886,Poulet fermier jaune - L Etal Du Volailler,2209674008550,,['L Etal Du Volailler'],"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],"['100% poulet fermier ', 'origine France']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,149,+6%,623 kj(149 kcal),+6%,7,+8%,"0,5",-69%,"0,5",+23%,"0,5",+53%,21,+4%,"0,2",+18%,"0,08",+18%,-4,,A,,,,,,,,,,,,,,,,,,
887,Poulet fermier,2209675008207,,,,,['France'],[],,[],,,,,,,,,,?,,595,,2489 kj(595 kcal),,"6,2",,2,,"0,5",,"0,5",,21,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
888,Poulet jaune fermier,2209675008894,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']","['FR 53.014.002 CE', 'Azé (Mayenne, France)']",['France'],[],,[],,6.2 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,0.1 g,en faible quantité,?,,142,+1%,594 kj(142 kcal),+1%,"6,2",-4%,2,+23%,"0,4",-2%,"0,4",+22%,21,+4%,"0,1",-41%,"0,04",-41%,-3,,A,,,,,,,,,,,,,,,,,,
889,Poulet jaune fermier (Label Rouge) - L'étal Du Volailler,2209675009167,C,"[""L'étal Du Volailler""]","['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],"['100 % poulet fermier ', 'origine France', 'éviscéré sans abat', ' Produit frais : Classe A']",,"['Non végétalien', 'Non végétarien']",,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+31%,766 kj(183 kcal),+30%,11,+69%,"3,7",+127%,"0,5",+23%,"0,5",+53%,21,+4%,"0,17",+1%,"0,068",+1%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Label Rouge'],,,,,,,
890,Poulet fermier jaune,2209676005571,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']","['FR 14.509.030 CE', 'Plumetot (Calvados, France)']",['France'],[],,[],,7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,149,+6%,623 kj(149 kcal),+6%,7,+8%,"0,5",-69%,"0,5",+23%,"0,5",+53%,21,+4%,"0,2",+18%,"0,08",+18%,-4,,A,,,,,,,,,,,,,,,,,,
891,Poulet jaune fermier - elevé en pleine air.,2209676006677,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+31%,766 kj(183 kcal),+30%,11,+69%,"3,7",+127%,"0,5",+23%,"0,5",+53%,21,+4%,"0,17",+1%,"0,068",+1%,0,,B,,,,,,,,,,,,,,,,,,
892,Poulet,2209676007063,D,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],,[],,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+21%,766 kj(183 kcal),+21%,11,+89%,"3,7",+147%,"0,5",-75%,"0,5",+14%,21,+3%,"0,17",-80%,"0,068",-80%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
893,Poulet,2209676008503,,,,,['France'],[],,[],,,,,,,,,,?,,149,,623 kj(149 kcal),,7,,"0,5",,"0,5",,"0,5",,21,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
894,Poulet jaune fermier,2209676008879,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+31%,766 kj(183 kcal),+30%,11,+69%,"3,7",+127%,"0,5",+23%,"0,5",+53%,21,+4%,"0,17",+1%,"0,068",+1%,0,,B,,,,,,,,,,,,,,,,,,
895,Poulet fermier jaune - L'étal du volailler,2209676009265,,"[""L'étal du volailler""]","['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],"['100% poulet fermier ', 'origine France', ' cri Produit frais - classe A viÉ']",,"['Non végétalien', 'Non végétarien']",,6.2 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,0.1 g,en faible quantité,?,,142,+1%,594 kj(142 kcal),+1%,"6,2",-4%,2,+23%,"0,4",-2%,"0,4",+22%,21,+4%,"0,1",-41%,"0,04",-41%,-3,,A,,,,,,,,,,,,,,,,,,
896,Poulet fermier jaune,2209678005371,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,6 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.18 g,en faible quantité,?,,148,+6%,619 kj(148 kcal),+5%,6,-8%,"1,8",+10%,"0,5",+23%,"0,5",+53%,23,+14%,"0,18",+7%,"0,072",+7%,-3,,A,,,,,,,,,,,,,,,,,,
897,Poulet fermier,2209678005401,,,,,['France'],[],,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,6,,"1,8",,0,,0,,23,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,
898,L étal du volailler,2209678006026,,,,,['France'],[],,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,6,,"1,8",,"0,5",,"0,5",,23,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,
899,Poulet fermier l’orleanais - L’etal Du Volailler,2209678006231,,['L’etal Du Volailler'],,,['France'],"['INGRÉDIENT 100% poulet fermier ', 'origine France', ' Eviscéré sans abats', ' Produit frais - Classe A']",,[],,,,,,,,,,?,,183,,766 kj(183 kcal),,11,,"3,7",,"0,5",,"0,5",,21,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,
900,Poulet fermier l’orleanais - L’etal Du Volailler,2209678006231,,['L’etal Du Volailler'],,,['France'],"['INGRÉDIENT 100% poulet fermier ', 'origine France', ' Eviscéré sans abats', ' Produit frais - Classe A']",,[],,,,,,,,,,?,,183,,766 kj(183 kcal),,11,,"3,7",,"0,5",,"0,5",,21,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,
901,Poulet fermier jaune,2209678006873,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+31%,766 kj(183 kcal),+30%,11,+69%,"3,7",+127%,"0,5",+23%,"0,5",+53%,21,+4%,"0,17",+1%,"0,068",+1%,0,,B,,,,,,,,,,,,,,,,,,
902,Poulet fermier jaune - L'etal Du Volailler,2209678007856,,"[""L'etal Du Volailler""]","['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,6 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.18 g,en faible quantité,?,,148,+6%,619 kj(148 kcal),+5%,6,-8%,"1,8",+10%,"0,5",+23%,"0,5",+53%,23,+14%,"0,18",+7%,"0,072",+7%,-3,,A,,,,,,,,,,,,,,,,,,
903,Poulet,2209678008563,D,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],,[],,11 g,en quantité modérée,3.7 g,en quantité modérée,0.5 g,en faible quantité,0.17 g,en faible quantité,?,,183,+21%,766 kj(183 kcal),+21%,11,+89%,"3,7",+147%,"0,5",-75%,"0,5",+14%,21,+3%,"0,17",-80%,"0,068",-80%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
904,Poulet fermier jaune label rouge,2209678009218,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,149,+6%,623 kj(149 kcal),+6%,7,+8%,"0,5",-69%,"0,5",+23%,"0,5",+53%,21,+4%,"0,2",+18%,"0,08",+18%,-4,,A,,,,,,,,,,,['Label Rouge'],,,,,,,
905,Poulet Fermier Jaune - Piquebroche,2209678009928,,['Piquebroche'],"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,,,1.8 g,en quantité modérée,0.2 g,en faible quantité,0.18 g,en faible quantité,?,,147,+5%,615 kj(147 kcal),+5%,?,,"1,8",+10%,?,,"0,2",-39%,23,+14%,"0,18",+7%,"0,072",+7%,,,,,,,,,,,,,,,,,,['Lidl'],,,
906,Poulet jaune fermier label rouge,2209678445979,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers', 'Poulets fermiers jaunes']",,['France'],[],,[],,6 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,0.18 g,en faible quantité,?,,148,+6%,619 kj(148 kcal),+5%,6,-8%,"1,8",+10%,"0,5",+23%,"0,5",+53%,23,+14%,"0,18",+7%,"0,072",+7%,-3,,A,,,,,,,,,,,['Label Rouge'],,,,,,,
907,Poulet fermier - L'etal Du Volailler,2209680008025,,"[""L'etal Du Volailler""]",,,['France'],"[""Cet emballage n'est pas micro-ondable"", "" La date limite de corurnmation indiquée n'et vafabje que Si le produit est conservé cn permanence à +40C maximum"", "" Si 'a "", '„fiaîoc du froid cot interrompue ', 'transport non réfrigéré en voiture ou conservation au réfrigérateur à une température supérieure à •46C', 'il et recommandé de consommer']",,[],,,,,,,,,,?,,142,,594 kj(142 kcal),,"6,2",,2,,"0,4",,"0,4",,21,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
908,Poulet fermier blanc,2209681006433,,,,"['FR 14.509.030 CE', 'Plumetot (Calvados, France)']",['France'],[],,[],,,,,,,,,,?,,117,,490 kj(117 kcal),,"2,5",,"0,8",,"0,5",,"0,5",,23,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
909,Poulet,2209681007140,D,,"['Viandes', 'Volailles', 'Poulets']","['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",['France'],[],,[],,7 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,616,+308%,2577 kj(616 kcal),+308%,7,+20%,2,+33%,"0,5",-75%,"0,5",+14%,21,+3%,"0,2",-77%,"0,08",-77%,3,+113%,C,+113%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
910,Poulet fermier blanc,2209682006418,,,,"['FR 28.201.002 CE', 'Jouy (Eure-et-Loir, France)']",['France'],[],,[],,,,,,,,,,?,,147,,615 kj(147 kcal),,7,,2,,"0,5",,"0,5",,21,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
911,Poulet fermier blanc,2209683009470,,,,,['France'],[],,[],,,,,,,,,,?,,117,,490 kj(117 kcal),,"2,5",,"0,8",,"0,5",,"0,4",,23,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
912,Poulet jaune,2209683009869,,,,,['France'],[],,[],,,,,,,,,,?,,149,,623 kj(149 kcal),,7,,"0,5",,"0,5",,"0,5",,21,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
913,Poulet fermier,2209684009202,,,,,['France'],[],,[],,,,,,,,,,?,,117,,490 kj(117 kcal),,"2,5",,"0,8",,"0,5",,"0,5",,23,,"0,1",,"0,04",,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",,,,,,,
914,poulet fermier blanc létal du volailler,2209688005897,,,,"['FR 28.201.002 CE', 'Jouy (Eure-et-Loir, France)']",['France'],[],,[],,,,,,,,,,?,,147,,615 kj(147 kcal),,7,,2,,"0,5",,"0,5",,21,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
915,Poulet fermier de l’orleanais - Ronsard,2209688007266,,['Ronsard'],,"['FR 28.201.002 CE', 'Jouy (Eure-et-Loir, France)']",['France'],"['Poulet larc famlep Labei Rouge', ' PRêt à c']",,[],,,,,,,,,,?,,147,,615 kj(147 kcal),,7,,2,,"0,5",,"0,5",,21,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
916,Poulet fermier blanc,2209689007111,,,,,['France'],[],,[],,,,,,,,,,?,,134,,561 kj(134 kcal),,"5,5",,"1,7",,1,,1,,21,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,
917,Lapin,2209738010192,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Filet mignon de porc - Lidl,2209770004081,,['Lidl'],"['Viandes', 'Porc']",,['France'],"['do la vlanoe', 'Hespecter les regies o ot do', 'séClIljté dos Séparer la viande crue des autres alt ic jos de viande', ' So lover soigneusement les nains et netto de cuisine après chaque Utilisation', 'Ne pas consomm A cuit à cœur', ""93 Elabo '{Valettlìii"", 'ltlitionnellesmoyemies 011?1000 Belgiq Energie omm Mattefesgràsses 0,8g west9', 'dont acides gassatutés Glucides dont sucres']",,[],,3.1 g,en quantité modérée,0.8 g,en faible quantité,0.5 g,en faible quantité,0.14 g,en faible quantité,?,,120,-38%,502 kj(120 kcal),-37%,"3,1",-72%,"0,8",-81%,"0,5",-44%,"0,5",-19%,23,+16%,"0,14",-93%,"0,056",-93%,-4,-136%,A,-136%,,,,,,,,,,,,,,['Lidl'],,,
919,2209770005842,2209770005842,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Filet mignon porc,2209771005407,,,,,['France'],[],,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"1,6",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
921,Filet mignon,2209773005924,,,,,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,3,,"1,2",,0,,0,,23,,"0,2",,"0,08",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
922,Filet mignon de porc,2209774005763,,,"['Viandes', 'Porc', 'Filets mignons de porc']",,['France'],[],,[],,3 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-6%,498 kj(119 kcal),-6%,3,-20%,"1,2",-20%,0,-100%,0,-100%,23,+6%,"0,15",-61%,"0,06",-61%,-3,,A,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
923,Filet mignon de porc,2209776004795,,,"['Viandes', 'Porc']",,['France'],[],,[],,3.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,?,,116,-40%,485 kj(116 kcal),-39%,"3,5",-69%,"1,6",-63%,0,-100%,0,-100%,21,+6%,"0,13",-93%,"0,052",-93%,-3,-127%,A,-127%,,,,,,,,,,,,,,,,,
924,Filet mignon de porc,2209777005081,,,"['Viandes', 'Porc']",,['France'],[],,[],,3.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,?,,116,-40%,485 kj(116 kcal),-39%,"3,5",-69%,"1,6",-63%,0,-100%,0,-100%,21,+6%,"0,13",-93%,"0,052",-93%,-3,-127%,A,-127%,,,,,,,,,,,,,,,,,
925,Filet mignon de porc,2209777005548,,,,,['France'],[],,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"1,6",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
926,Filet mignon de porc - L’etal Du Boucher,2209778003185,,['L’etal Du Boucher'],"['Viandes', 'Porc', 'Filets mignons de porc']",,['France'],"['FIIet mlgnon de PORC entlem â culRe INGRÉDIENT 100% liande de porc ', 'origine Allemagne']",,[],,3.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,?,,116,-8%,485 kj(116 kcal),-8%,"3,5",-6%,"1,6",+7%,0,-100%,0,-100%,21,-3%,"0,13",-66%,"0,052",-66%,-3,,A,,,,,,,,,,,,,,,,,,
927,Filet mignon de porc - Lidl,2209778005455,,['Lidl'],,,['France'],"['INGRÉDIENT 100% viande de porc ', 'origine Allemagne', 'CONSERVATION Conditionné sous atmosphère protectice,']",,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"1,6",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,['Lidl'],,,
928,Filet mignon de Porc - L' Etal Du Boucher,2209778005646,,"[""L' Etal Du Boucher""]","['Viandes', 'Porc', 'Filets mignons de porc']",,['France'],['INGRÉDIENT 100\\ viande CONSERVATION'],,[],,3.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.13 g,en faible quantité,?,,116,-8%,485 kj(116 kcal),-8%,"3,5",-6%,"1,6",+7%,0,-100%,0,-100%,21,-3%,"0,13",-66%,"0,052",-66%,-3,,A,,,,,,,,,,,,,,,,,,
929,Filet mignon de porc - L'étal Du Boucher,2209778006117,,"[""L'étal Du Boucher""]","['Viandes', 'Porc', 'Filets mignons de porc']",,['France'],"['filet mignon de PORC INGRÉDIENT 100% viande de porc', 'Viande de porc origine France', 'CONSERVATION']",,"['Non végétalien', 'Non végétarien']",,3 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-6%,498 kj(119 kcal),-6%,3,-20%,"1,2",-20%,0,-100%,0,-100%,23,+6%,"0,15",-61%,"0,06",-61%,-3,,A,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
930,Filet mignon de porc,2209779004389,,,,,['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,3,,"1,2",,0,,0,,23,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
931,Filet Mignon,2209779004525,,,"['Viandes', 'Porc', 'Filets mignons de porc']",,['France'],[],,[],,3 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-6%,498 kj(119 kcal),-6%,3,-20%,"1,2",-20%,0,-100%,0,-100%,23,+6%,"0,15",-61%,"0,06",-61%,-3,,A,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
932,kumquat - kemyra,2209779006727,,['Kemyra'],['Kumquats'],,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,83.1 g,en quantité élevée,3.2 g,en quantité élevée,?,,363,,1519 kj(363 kcal),,0,,0,,"87,4",,"83,1",,"1,9",,"3,2",,"1,28",,24,,E,,,,,,,,,,,,,,,,,,
933,Rôti de porc,2209820005457,E,,"['Viandes', 'Porc', 'Rôtis de porc']","['EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",['France'],[],,[],,8.5 g,en quantité modérée,3.3 g,en quantité modérée,0.4 g,en faible quantité,0.12 g,en faible quantité,?,,709,+392%,2966 kj(709 kcal),+398%,"8,5",+69%,"3,3",+58%,"0,4",-51%,"0,4",-36%,23,+3%,"0,12",-93%,"0,048",-93%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
934,Roti de porc,2209820005921,E,,"['Viandes', 'Porc', 'Rôtis de porc']","['EMB 38341', 'Rochetoirin (Isère, France)']",['France'],[],,[],,8.5 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.12 g,en faible quantité,?,,169,+17%,707 kj(169 kcal),+19%,"8,5",+69%,"3,3",+58%,"0,5",-39%,"0,5",-20%,23,+3%,"0,12",-93%,"0,048",-93%,0,-100%,B,-100%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
935,Rôti de porc,2209822006414,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,3 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-17%,498 kj(119 kcal),-16%,3,-40%,"1,3",-38%,0,-100%,0,-100%,23,+3%,"0,15",-91%,"0,06",-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
936,Lahouratate,2209967060548,,,,,['France'],[],,[],,,,,,,,,,?,,225,,941 kj(225 kcal),,17,,"6,6",,"0,9",,"0,7",,17,,"2,24",,"0,896",,,,,,,,,,,,,,,,,,,,,,
937,Nata - Milsani,22006264,,['Milsani'],,,['France'],[],,[],,,,,,,,,,?,,206,,862 kj(206 kcal),,20,,12,,"3,8",,"3,8",,"2,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
938,Chá de frutos,22013521,,,,,['France'],[],,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Hüftsteak - 200g,22018885,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['stück'],,,,200 g,,,,
