,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,additives,eco_score,quantity,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,generic_name,markets,traceability_code,ingredients_origins,link,brand_owner,origin_detail,producer_info
40,Panettone - Delizie Cavani,8001123089066,['Delizie Cavani'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],"['farine de BLÉ/ sucre', 'eau', 'raisins secs', ""écorce d'orange confits "", ""écorce d'orange"", 'sirop de glucose-fructose', 'sucre', ""régulateur d'acidité: acide citrique"", 'BEURRE', ""émulsifiant: mono - et diglycérides dlles acides gras,' levain "", 'farine de BLÉ', 'eau', 'jaune dl ŒUF sirop de glucose-fructose', 'sel', 'arômes naturels', ' PEUT CONTENIR DES TRACES DE NOIX ', 'NOISEITES', 'AMANDES', 'PISTACHES', 'LES ARACHIDES ET LE SOJA']",['Non végétalien'],4,?,,354,-5%,1481 kj(354 kcal),-5%,"9,4",-37%,"6,3",-30%,60,+17%,32,+24%,"7,2",+5%,"0,7",+59%,"0,28",+59%,['E330 - Acide citrique'],C,,,9.4 g,en quantité modérée,6.3 g,en quantité élevée,32 g,en quantité élevée,0.7 g,en quantité modérée,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",,,,,,,,,,
41,Antica Ricetta Panettone By Albertengo (2.2 Pounds),8001172021048,['Albertengo'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],['France'],"['farine de blé', 'raisins secs 17%', ""jaune d'œuf,écorces d'orange confite 10% "", ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'beurre', 'sucre de canne', 'levain naturel ', 'farine de blé', 'sirop de glucose-fructose', 'sirop de sucre inverti', 'émulsifiants: mono et di-glycérides des acides gras', 'lécithine de tournesol', "" malt d'orge"", 'sel', 'arômes']",['Non végétalien'],4,?,,360,-4%,1506 kj(360 kcal),-3%,13,-13%,"7,9",-12%,53,+3%,25,-3%,"6,6",-3%,"0,3",-32%,"0,12",-32%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']",C,,,13 g,en quantité modérée,7.9 g,en quantité élevée,25 g,en quantité élevée,0.3 g,en quantité modérée,17,-9%,D,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,
42,Gran Bon Oro Panettone By Albertengo,8001172021055,['Albertengo'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],['France'],"['farine de blé', 'raisins secs 17%', ""•aune d'œuf,écorces d'orange confite 10% "", ""écorces d'orange"", 'sirop de glucose-fructose', 'sucre', 'beurre', 'sucre je canne', 'levain naturel ', 'farine de blé', 'sirop de glucose-fructose', 'sirop de sucre inverti', 'émulsifiants: mono et di-glycérides des acides gras', 'lécithine de toumesol', ' nalt dorge', 'sel', 'arômes', ' GLAÇAGE ET DÉCORATION: sucre', ""blanc d'œuf"", '""Noisette du Piemont""', 'amandes', ""amandes d'abricot"", 'farine de iz']",['Non végétalien'],4,?,,370,-1%,1548 kj(370 kcal),-1%,14,-7%,8,-11%,53,+3%,35,+35%,7,+2%,"0,35",-21%,"0,14",-21%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']",C,,,14 g,en quantité modérée,8 g,en quantité élevée,35 g,en quantité élevée,0.35 g,en quantité modérée,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,,,,,
43,De Cecco Riso Arborio Box,8001250008503,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour risotto', 'Riz à grain court', 'Riz arborio', 'en:Riso Arborio']",,['France'],[],[],,?,,352,-1%,1473 kj(352 kcal),-0%,0,-100%,0,-100%,80,+7%,0,-100%,"6,7",-5%,0,-100%,0,-100%,,C,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
44,Fedelini n° 10 - De Cecco - 500g,8001250120106,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires']",['Fabriqué en Italie'],"['Belgique', 'France', 'Allemagne', 'Luxembourg']",['Teigwaren aus Hartweizengrieß - kann Soja enthalten'],[],,?,,351,+17%,1469 kj(351 kcal),+17%,"1,5",-78%,"0,3",-90%,69,+41%,"3,4",+64%,14,+84%,0,-100%,0,-100%,,,500g,['Kunststoff'],1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0 g,en faible quantité,-4,-916%,A,-916%,,,,,,,,['Soja'],,,,['Delhaize'],,,,,,
45,Gramigna n31 - De Cecco - 500g,8001250120311,['De Cecco'],,['Fabriqué en Italie'],['France'],[],[],,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,0,,0,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P. de Cecco Mezzi tubeti Rigatoni,8001250120656,['De Cecco'],,['Fabriqué en Italie'],['France'],[],[],,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,"69,2",,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Pasta mista n°120 - De Cecco,8001250121202,['De Cecco'],,,['France'],[],[],,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,De Cecco 241 Penne Mezzane Rigate GR. 500,8001250122414,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,['France'],[],[],,?,,351,-0%,1469 kj(351 kcal),-1%,"1,5",-11%,"0,3",-20%,69,-1%,"3,4",+16%,14,+17%,,,,,,,,,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,
49,Fusilli Corti Bucati - F.LLI DE CECCO di FILIPPO,8001250485984,['F.LLI DE CECCO di FILIPPO'],,,['France'],"[""usare 6 litri d'acqua per 500 g"", ' Salare e', ""quando l'acqua bolle"", 'ver - sare la pasta', ' Rimescolare di tanto in tanto', ' A cottura ultimata scolare e condire a piacimento']",[],,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Latte Piu Parzialmente Scremato - Despar - 1L,8001300632702,"['Despar', 'nöm']","['Produits laitiers', 'Laits']",['Point Vert'],"['France', 'Italie']",[],[],,?,,46,-30%,192 kj(46 kcal),-30%,"1,5",-27%,"0,9",-24%,"4,7",-22%,"4,7",-13%,"3,3",-7%,"0,1",-19%,"0,04",-19%,,C,1 L,['HDPE'],1.5 g,en faible quantité,0.9 g,en faible quantité,4.7 g,en faible quantité,0.1 g,en faible quantité,-1,-274%,A,-274%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,['AT 30 960 EC'],,,,,
51,Pesto aux truffles et parmesan - Polli,8001310003264,['Polli'],,,['France'],[],[],,?,,210,,879 kj(210 kcal),,"2,8",,0,,"5,1",,"4,2",,"4,9",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Grissini Torinesi Friabili e Sottili,8001405021005,,,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],,?,,421,,1761 kj(421 kcal),,11,,"1,6",,70,,"3,5",,"9,9",,"2,542",,"1,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Riso Arborio Gallo 1 KG,8001420001624,['Gallo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour risotto', 'Riz à grain court', 'Riz arborio']",,"['France', 'Allemagne', 'Italie']",[],[],,?,,348,-1%,1456 kj(348 kcal),-1%,1,+40%,"0,3",+64%,"77,3",-1%,"0,2",-7%,"6,9",-2%,0,-100%,0,-100%,,C,1 kg,,1 g,en faible quantité,0.3 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
54,Gallo Risotti Da Chef Asparagi GR. 175 - Riso gallo,8001420005837,['Riso gallo'],,,['France'],"['Risotto aux asperges 175G Inqrédients: Riz étuvé', 'arômes ', 'contient du lait', 'fromage fondu', 'protéines de lait', 'fécule de pommes de terre', 'sel', 'asperges hachées 0,8%', 'asperges en poudre maltodextrine sucre', 'oignon', 'extrait de levure', 'persil 0,13% ciboulette', 'curcuma Produit dans une usine qui utilise lait', 'gluten', 'poissons', 'crustacés mollusques et ses dérivés Conserver dans un endroit frais et sec']",['Non végétalien'],4,?,,347,,1452 kj(347 kcal),,"1,3",,"0,6",,"74,5",,0,,"8,5",,"2,275",,"0,91",,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,,
55,Mais italiano - Valfrutta - 285gr. sgocciolato,8001440001680,['Valfrutta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve']",,"['France', 'Italie']","['Mais dolce', 'acqua', 'sale']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,83,-6%,347 kj(83 kcal),-7%,"1,8",+12%,"0,4",+29%,"12,2",-13%,"6,3",+30%,"2,6",-5%,"0,8",+77%,"0,32",+77%,,A,285 gr. sgocciolato,['Latta'],1.8 g,en faible quantité,0.4 g,en faible quantité,6.3 g,en quantité modérée,0.8 g,en quantité modérée,-5,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,['Alsena PC'],,,['Paghipoco'],,['Italie'],,,,
56,Amor di piada,8001551020068,,,,['France'],[],[],,?,,315,,1318 kj(315 kcal),,11,,"4,1",,47,,"0,5",,"6,9",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Quinoa et Amaranth - Cereal Vit,8001563002106,['Cereal Vit'],,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,?,,384,,1607 kj(384 kcal),,"2,7",,"0,7",,74,,6,,9,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Balconi Wafers Cacao,8001585008070,['Balconi'],,,['France'],[],[],,?,,517,,2163 kj(517 kcal),,"26,2",,"23,6",,62,,"32,5",,"6,7",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Anchiotto - Ruggeri,8001618991713,['Ruggeri'],"['Snacks', 'Snacks sucrés', 'Viennoiseries']","['Fabriqué en Italie', 'Pur beurre de cacao', ""À l'huile de tournesol""]",['France'],"['farine de froment', 'pépites de chocolat 13% ', 'sucre', ' pâte de cacao 46%', 'beurre de cacao', 'émulsifiant: lécithine de tournesol', 'arôme', 'sucre', 'levure naturelle ', 'farine de froment eau', 'eau', 'œuf', 'margarine ', 'huiles et matières grasses végétales-palme', 'tournesol', 'eau', 'arômes', ""correcteur d'acidité acide citrique"", 'huile de tournesol', 'fibre alimentaire', 'lait écrémé en poudre', 'émulsifiants: E471', 'E481', 'E472e', 'sel', 'arômes']","['Huile de palme', 'Non végétalien']",4,?,,364,-0%,1523 kj(364 kcal),-0%,12,-23%,6,-32%,55,+15%,16,0%,8,+10%,"0,7",-12%,"0,28",-12%,"['E322i - Lécithine', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",,,,12 g,en quantité modérée,6 g,en quantité élevée,16 g,en quantité élevée,0.7 g,en quantité modérée,15,-13%,D,-13%,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,['Carrefour'],,,,,,
60,Pompelmo,8001620202029,,,,['France'],[],[],,?,,22,,92 kj(22 kcal),,"0,2",,0,,"13,1",,"5,1",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Activia 0,1% Biancox4 Danone",8001630005740,['Activia'],,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,?,,47,,197 kj(47 kcal),,"0,1",,0,,6,,6,,"4,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Danone yogurt con fragola frullata super mario - 2x100g,8001630007973,['Danone'],,,"['France', 'Italie']",[],[],,?,,139,,582 kj(139 kcal),,"4,8",,3,,"20,5",,20,,"3,3",,"0,15",,"0,06",,,,2x100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sfogliagrezza tagliatelle - Rana,8001665114592,['Rana'],,,['France'],[],[],,?,,288,,1205 kj(288 kcal),,"2,8",,"0,8",,"53,3",,"1,3",,"11,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Ravioli - Rana - 250g,8001665128261,['Rana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes aux œufs', 'Pates farcies aux légumes', 'Ravioli', 'Ravioli aux champignons', 'en:Truffle ravioli']",['Sans conservateurs'],"['France', 'Allemagne', 'Suisse']","['Farce 57%', ' ricotta ', 'sérum de lait', 'lait', 'Champignon de Paris ', 'Agaricus bisps mascarpone', 'fromage râpé 6%', 'chapelure ', 'farine de blé tendre', 'sel de cuisine', 'levure', 'séma lait en poudre', 'arômes naturels ', 'contiennent du lait', ""blé et d'orge"", 'sel de cuisine', 'protéinesd ciboulette', 'oignon', 'extrait de levure', 'ail', 'lait écrémé en poudre', 'truffe blanche ', 'Tuber magn pico', ' 0', '05%', 'poivre', ' Pâte 43%: farine de blé tendre', ' oeufs 30%', 'semoule de ble dui', ' Al voir ingrédients en gras', ' Produit dans une usine qui utilise aussi crustacés', 'poissons coque', 'céleri et mollusques']","['Non végétalien', 'Non végétarien']",4,?,,292,+28%,1222 kj(292 kcal),+27%,16,+135%,8,+195%,27,-11%,4,+74%,"8,4",-3%,"1,4",+32%,"0,56",+32%,,,250g,,16 g,en quantité modérée,8 g,en quantité élevée,4 g,en faible quantité,1.4 g,en quantité modérée,16,+272%,D,+272%,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,
65,Pernigotti Gianduiotto - 150gr,8001675006498,['Pernigotti'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['en:gluten-free'],"['Autriche', 'France', 'Italie']","['VALORES NUTRIC10NALEs MEDIOS Energia / Energy Energie / Valor energético Gassi / Fat ', 'FEtt/ Grasas Di cui acidi grassi saturi Cf which saturates Dax:n gesitti9te Fegt$uren Delas cuales giasossaturados Câboidrati Carbohydrates Kohlennydraté Hidratosdécarbono Di cui zuccheri Ofwhich sugars DavonZucker ne ', 'os cuales azücares Protein Proteinas']",[],,?,,580,+10%,2427 kj(580 kcal),+10%,41,+28%,15,-14%,45,-14%,44,-7%,"5,5",-6%,0,-100%,0,-100%,,,150 gr,"['Sacchetto', 'Stück', 'Stück']",41 g,en quantité élevée,15 g,en quantité élevée,44 g,en quantité élevée,0 g,en faible quantité,26,+7%,E,+7%,,,,,,,,,['Italia'],,,['Coop'],,,http://www.pernigotti.it,,,
66,Pernigotti - 300g e,8001675008140,['Pernigotti'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['en:gluten-free'],['France'],"['Sucre', 'noisettes', 'beurre de cacao', 'pâte de cacao,Poudre de lait entier', 'Poudre de lait écrémé', 'Beurre', 'matière grasse anhydre', 'Lactose', 'émulsifiant: lécithine de soja', 'Arômes naturels']",['Non végétalien'],4,?,,590,+12%,2469 kj(590 kcal),+12%,42,+31%,18,+3%,44,-16%,43,-9%,"7,1",+21%,"0,1",-35%,"0,04",-35%,['E322i - Lécithine'],,300 g e,"['Plastique', 'Sachet']",42 g,en quantité élevée,18 g,en quantité élevée,43 g,en quantité élevée,0.1 g,en faible quantité,26,+7%,E,+7%,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']","['Novi Ligure', 'Italie']",,Bonbons chocolatés,['Noz'],['F.315.P.T.215'],,http://www.pernigotti.it,,,
67,Pernigotti gianduia nero,8001675552391,['Pernigotti'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['en:gluten-free'],['France'],"['t spreaàabte cream -- Ingredientëzglahduia nut chocolate ', '42%: sugar', 'fat ', ' min', ' sugar', ""hazelnuts '"", '18%', 'anhydrous butteroil ', 'milk', 'h Gluten free', ' / AVERAGE NUTRITIONAtVALUES Per 100 g n:rates', '• 8,6 g - Carboidrati! Carbohydratest 50 g - Di cui zucche', 'iQf']",[],,?,,528,+1%,2209 kj(528 kcal),+1%,32,-1%,"8,6",+6%,50,-1%,50,+14%,"6,5",+5%,"0,02",-89%,"0,008",-89%,,,,,32 g,en quantité élevée,8.6 g,en quantité élevée,50 g,en quantité élevée,0.02 g,en faible quantité,24,+17%,E,+17%,,,,,,,,"['Lait', 'Fruits à coque']",,,,,,,,,,
68,Pand. ciocosoffice GR750 Bauli.,8001720414346,['Bauli'],,['Sans conservateurs'],['France'],['product represents a serving suggestion NUTRIZIONALI - NUTRITIONAL INFORMATION - INFORMATIONS i - INFORMACIÔN NUTRICIONAL VOEDINGSWAARDE - HRANJIVE VRIJEDNOSTI - HRANILNE VREDNOSTI - INFORMATII valoimedi-Average values -'],[],,?,,413,,1728 kj(413 kcal),,20,,13,,50,,28,,"7,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Gâteau au levain avec pépites de chocolat panettone - Bauli - 750g,8001720424901,['Bauli'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Sans conservateurs'],['France'],"['farine de blé', 'chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arômes', 'oeufs', 'sucre', 'beurre', 'levure naturelle ', 'blé', ""émulsifiant: mono - et diglycérides d'acides gras"", 'sel', 'lait écrémé en poudre', 'arômes', ' Peut contenir fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,,418,+12%,1749 kj(418 kcal),+12%,20,+33%,13,+45%,50,-3%,29,+12%,"7,8",+14%,"0,46",+4%,"0,184",+4%,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",C,750 g,,20 g,en quantité modérée,13 g,en quantité élevée,29 g,en quantité élevée,0.46 g,en quantité modérée,23,+24%,E,+24%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,,,,,
70,190G Sce Pasta Leg. grille Piet - Pietro castelli - 190g,8001770061088,['Pietro castelli'],,,['France'],[],[],,?,,57,,238 kj(57 kcal),,"3,2",,"0,4",,"4,8",,"4,3",,"1,6",,3,,"1,2",,,,190 g,['Nudeln'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Riso italiano Roma - Scotti - 1kg,8001860040016,['Scotti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz Roma']",,['France'],[],[],,?,,339,+1%,1418 kj(339 kcal),-0%,1,-17%,"0,2",-26%,74,+2%,"0,4",+15%,"7,7",+6%,0,-100%,0,-100%,,C,1 kg,,1 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
72,Mascarpone bio - castelli - 250g,8001868001149,['Castelli'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à la crème', 'Mascarpone']","['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],[],,?,,355,-7%,1485 kj(355 kcal),-7%,"35,5",-9%,"24,9",-8%,3,-4%,3,-1%,"5,8",+17%,"0,007",-93%,"0,003",-93%,,C,250 g,,35.5 g,en quantité élevée,24.9 g,en quantité élevée,3 g,en faible quantité,0.007 g,en faible quantité,11,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['IT 03 74 CE'],,,,,
73,Olio extra vergine di olive - Colavita,8001876020019,['Colavita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],,?,,822,-4%,3439 kj(822 kcal),-4%,91,-5%,12,-14%,0,,0,,0,,0,-100%,0,-100%,,D,,,91 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
74,Polenta,8001918000115,,,,"['Belgique', 'France']",[],[],,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,77,,"0,8",,"6,3",,0,,0,,,,,['boîte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Paquìta tortilla blanca,8002183013572,,,['en:gluten-free'],['France'],[],[],,?,,485,,2029 kj(485 kcal),,21,,"1,6",,66,,"0,6",,"6,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,La Patatina Metodo Artigianale,8002183015330,,,['en:gluten-free'],['France'],[],[],,?,,482,,2017 kj(482 kcal),,23,,"2,1",,61,,"0,5",,"5,4",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Pata Patatine Artigian. grigliata GR. 150 - Pata Snack - 130g,8002183015347,['Pata Snack'],"['Chips et frites', 'Frites']",['Sans gluten'],"['France', 'Italie']","['PATATE FRITTE Ingredienti: patate', 'olio di semi di girasole alto oleico 30%', 'sale iodato 1%', ' Senza glutine']",[],3,?,,516,+229%,2159 kj(516 kcal),+223%,30,+464%,"2,3",+217%,51,+117%,"0,4",-30%,"7,9",+210%,1,+237%,"0,4",+237%,,,130 g,,30 g,en quantité élevée,2.3 g,en quantité modérée,0.4 g,en faible quantité,1 g,en quantité modérée,7,,C,,,,,,,,,,,,,,,,,,,
78,Ancora Uno,8002190006086,,,,['France'],[],[],,?,,479,,2004 kj(479 kcal),,21,,9,,"61,6",,"25,2",,"7,9",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Extra Virgin Olive Oil - Filippo Berio - 2000ml,8002210112599,['Filippo Berio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],"[""Huile d'olive""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,3378,-4%,822,-4%,3378 kj(822 kcal),-6%,"91,3",-4%,"15,5",+11%,0,,0,,0,,0,-100%,0,-100%,,D,2000 ml,,91.3 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
80,Spadoni Farina Premium Pasta Sacch. kg 1,8002213000800,,,,['France'],[],[],,?,,339,,1418 kj(339 kcal),,"0,9",,"0,1",,70,,"1,8",,"11,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Gran mugnaio - Molino Spadoni,8002213002132,['Molino Spadoni'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",,"['France', 'Italie']","['GRAN MUGNAIO Mo LINO padonr PROFESSIONALE INGREDIENTI•', ' Farina di GRANO tenero tipo 00 Può contenere tracce Ni SOIA INGRÉDIENTS•', ' Fa', 'rine de BLE tendre tRpe OO INGREDIENTS•', ' Soft WHEAT flour type OO May contain traces of SOY  INGREDIENTES: Harina de TRIGO blando 00 Puede contener trazas de SOJA 05 Kg e umidità max 15,50% VALORI NUTRIZIONALI MEDI PER 100g Dl PRODOTTO AVERAGE NUTRITIONAL VALUES FOR 100g OF']",[],,?,,344,-9%,1439 kj(344 kcal),-9%,"1,1",-85%,"0,4",-50%,"69,5",+15%,"1,3",-42%,13,+10%,0,-100%,0,-100%,,,,,1.1 g,en faible quantité,0.4 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,-2,,A,,,,,,,,,"['Gluten', 'Soja']",,,,,,,,,,
