,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,brand_owner,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,producer_info
62,Chips olive et herbes de Provence - La Vie Claire,3266191013794,['La Vie Claire'],['France'],"['Pommes de terre 56,2%', 'huile de tournesol 35%', 'maltodextrine de maïs', 'sel 2,1%', 'olive 1,2%', 'levure', 'herbes de Prouence 0,36% ', 'thym', 'romarin', 'sarriette*', 'marjolaine', 'origan', 'hysope', 'oignon']",[],?,546,2284 kj(546 kcal),35,"2,8",50,1,5,"2,1","0,84","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,+2%,+5%,-2%,-15%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,['La Vie Claire'],,3,35 g,en quantité élevée,2.8 g,en quantité modérée,1 g,en faible quantité,2.1 g,en quantité élevée,+2%,-6%,-22%,+59%,+59%,12,+10%,D,+10%,,,,,,,,
63,Himbeer Reiswaffeln - Hipp - 30g,4062300348325,['Hipp'],"['Autriche', 'France']",[],[],?,376,1573 kj(376 kcal),"0,6","0,1",87,"8,3","5,1","0,05","0,02",['en:gluten-free'],B,30 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,-13%,-95%,+22%,-31%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['Tüte', 'stück', 'Stück']",,,,,0.6 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité modérée,0.05 g,en faible quantité,-13%,-98%,-35%,-73%,-73%,1,-88%,B,-88%,,,,,,,,
64,Nougat de Montelimar - Arnaud Soubeyran,3217662901652,['Arnaud Soubeyran'],['France'],[],[],?,499,2088 kj(499 kcal),"21,8","2,3",68,"67,7","7,6","0,03","0,012",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Saumon sauvage au naturel,3474608772107,,['France'],[],[],?,115,481 kj(115 kcal),"2,6","0,6",1,"0,1",22,"0,83","0,332","['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,['MSC-C-50276'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Finn Crisp Garlic,6410500090403,,['France'],[],[],?,350,1464 kj(350 kcal),"2,3","0,5",65,"1,2",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"President Cremă de brânză - 1kg,",5941192110335,['President'],"['France', 'Roumanie', 'Arabie saoudite', 'Émirats arabes unis', 'Royaume-Uni']","['Lapte', 'smântână ', 'lapte', 'sare', 'stabilizatori E407', 'E410', 'culturi lactice', 'conservant E202', 'cheag']",['Non végétalien'],1031,?,1031 kj(246 kcal),24,15,"2,7","2,5","5,5","1,5","0,6",,D,"1 kg,","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'ro:Cremă brânză']",-18%,,-10%,+123%,-73%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Găletușă plastic'],['RO L25 EC'],,"['E410 - Gomme de caroube', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,24 g,en quantité élevée,15 g,en quantité élevée,2.5 g,en faible quantité,1.5 g,en quantité modérée,-25%,-16%,+237%,+15%,+15%,16,+17%,D,+17%,['Lait'],,,['România'],"President Cremă de brânză, 1kg,",,,
68,Limonade,3249290448650,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Anchois marinés à la provençale - 470g,3175690418538,,['France'],[],[],?,131,548 kj(131 kcal),"5,7","0,9",0,0,"19,9","1,8","0,72",,,470 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Moutarde corse aux eclats de noisettes - 100g,3770002427279,,['France'],[],[],?,?,,?,,?,,?,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Mélange de noix & fruits secs - Alesto,92334366,['Alesto'],['France'],[],[],?,500,2092 kj(500 kcal),"31,7",3,"39,6","37,3","10,7","0,06","0,024",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",,-11%,-27%,+108%,-33%,,,,,,,,,,,,,31.7 g,en quantité élevée,3 g,en quantité modérée,37.3 g,en quantité élevée,0.06 g,en faible quantité,-11%,-46%,+307%,-82%,-82%,16,+149%,D,+149%,,,,,,,,
72,Villa Pereire 2014 Côtes De Provence Vin Rosé,3433330060074,,['France'],[],[],?,?,,?,,?,,?,0,0,,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,
73,2 Carottes / 1 Epinard / 1 Haricots Verts 4x130g - bledina - 520g,3041091472724,['Bledina'],['France'],"['BLEDINA POTS SALES Carottes : Carottes 78,0 % - Eau de cuisson - SANS GLUTEN', 'BLEDINA POTS SALES Epinards : Épinards 40,0 % - Eau de cuisson - Pommes de terre 29,0 %', 'SANS GLUTEN', 'BLEDINA POTS SALES Haricots Verts : Haricots verts 40,0 % - Eau de cuisson - Pommes de terre 29,9 % - SANS GLUTEN']",[],135,32,135 kj(32 kcal),"0,1","0,04","5,9",1,"1,1","0,01","0,004",['Sans gluten'],,520 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denrée alimentaire pour bébé,,,
74,Oliven - King’sCrown - 205g,5202423200035,['King’sCrown'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,A,205 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Purée Panais - La marmite bretonne,3760249864081,['La marmite bretonne'],['France'],[],[],?,66,276 kj(66 kcal),0,0,13,"4,6","1,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Le liégeois au yaourt lit de cerises - Nestlé - 6x 100g,3023290030929,['Nestlé'],['France'],[],[],?,136,569 kj(136 kcal),"5,8","3,8","16,6","16,6","3,3","0,13","0,052","['Sans colorants', 'Sans conservateurs', 'Sans arômes artificiels']",,6 x 100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Encornet géant à la portugaise,5603344641011,,['France'],[],[],?,145,607 kj(145 kcal),"6,1","0,8","2,5",0,20,"1,2","0,48",,,,['Encornet géant'],,,,,,,,,,,,,,,,,,6.1 g,en quantité modérée,0.8 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,,,,,,1,,B,,,,,,,,,
78,Poulet curry rouge et riz basmati - Carrefour - 450g,5400101025721,['Carrefour'],"['Belgique', 'France']",[],[],?,158,661 kj(158 kcal),"8,8","1,9",13,"1,9","6,1","0,83","0,332",,D,450 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet']",,+2%,+93%,-32%,-6%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,['Carrefour'],,,8.8 g,en quantité modérée,1.9 g,en quantité modérée,1.9 g,en faible quantité,0.83 g,en quantité modérée,+4%,+24%,+28%,+4%,+4%,2,+17%,B,+17%,,,,,,,,
79,3 Crunchy cups - Mucci,26040523,['Mucci'],['France'],[],[],?,274,1146 kj(274 kcal),18,16,24,22,"2,9","0,09","0,036","['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Skyr - Danone,2033496445756,['Danone'],['France'],[],[],?,57,238 kj(57 kcal),"0,2","0,1","3,9","3,9",10,"0,09","0,036",,,,,,,,,,,,,,,,,,"['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Semoule kalamata au curcuma,3770013496004,,['France'],[],[],?,191,799 kj(191 kcal),"7,7","2,5","24,5","3,4","6,1","1,2","0,48",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Jambon supérieur sans couenne,2273695026176,,['France'],[],[],?,111,464 kj(111 kcal),3,"1,2",1,"0,5",20,"2,1","0,84",,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon sans couenne']",,-35%,-61%,+51%,-15%,,,,,,,,,"['EMB 14752', 'Villers-Bocage (Calvados, France)']",,,,3 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,-34%,-59%,-6%,-27%,-27%,11,+4%,D,+4%,,,,,,,,
83,Bacon burger - Auchan,3596710472420,['Auchan'],['France'],[],[],?,284,1188 kj(284 kcal),15,"5,1",21,"3,3",15,"0,99","0,396",,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Glace Allégée - 80g,3770006750199,,['France'],[],"['Végétalien', 'Végétarien']",?,65,272 kj(65 kcal),"0,146","0,014","8,718","1,735","0,406","0,015","0,006","['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,80 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Pizza Crust bords gratinés - Sodebo - 600g,32422730505550,['Sodebo'],['France'],"['Pâte moelleuse à pizza ', 'farine de blé', 'eau', ""huile d'olive"", 'levain de germe de blé', 'levure boulangère', 'farine de blé malté', 'sel', 'purée de tomates', 'mozzarella', 'viande de poulet', 'poivrons grillés 6%', 'eau', 'olives noires avec noyau', 'oignons grillés', 'huile de tournesol', 'vinaigre de vin', 'moût de raisin', 'farine de blé', 'amidon de maïs', 'fécule de manioc', 'sucre', 'mélasse de canne à sucre', 'colorant: E150d', 'sel', 'arome naturel', 'arome de fumée', 'poivre', 'épices', 'plantes aromatiques', ' olives avec noyau Informations en gras destinées aux personnes allergiques', "" Ce produit peut contenir des traces d'ceuf et de moutarde"", ' Poulet: origine UE LA TRACABILITE ET LA QUALITE AVANT TOUT! Depuis plus de 40 ans', 'tous nos produits sont cuisinés à Saint-Georges-de-Montaigu', ' 86% de nos ingrédients sont fabriqués par nos GEOBGES-DE-MONTAIGU']","['Non végétalien', 'Non végétarien']",821,195,821 kj(195 kcal),"5,2","2,6",25,"4,6","9,7","1,3","0,52","['Nutriscore', 'Nutriscore B']",,600g,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",-14%,-15%,-38%,-7%,-6%,,,,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium""]",4,5.2 g,en quantité modérée,2.6 g,en quantité modérée,4.6 g,en faible quantité,1.3 g,en quantité modérée,-14%,-34%,+56%,+4%,+4%,1,-87%,B,-87%,"['Gluten', 'Lait']",,['Europe'],,,,,
86,Amandes décortiquées - Grand frais - 600g,2609849049799,['Grand frais'],['France'],[],[],?,?,,?,,?,,?,,,,E,600g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Pizza Reine - LA PIZZA DE NICO - 520g,,['LA PIZZA DE NICO'],['France'],"['Pâte à pizza ', 'eau', 'farine_multi-céréales_,levure', 'sel', ""huile d'olive"", 'mozzarella ', '_lait_de vache', 'sel', 'ferments lactiques', ""enzyme coagulante d'origine microbienne"", 'sauce tomate ', 'purée de tomates', 'sel', 'origan', 'basilic', 'champignons de Paris', 'jambon blanc ', 'jambon de porc 83%', 'eau', 'sel', 'dextrose', 'bouillon de porc déshydraté ', 'eau', 'os', 'viande de porc', 'stabilisants : triphosphates et diphosphates', 'sirop de glucose ', 'maïs', 'antioxydants : ascorbate de sodium', 'érythorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']","698,4",?,"698,4 kj(167 kcal)","5,94","2,85","19,17","1,38","9,44","1,23","0,492",,C,520 g,"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas au jambon', 'Pizza au jambon']",-23%,,-16%,-27%,-10%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,['pizza cuite en restaurant'],,['La Pizza de Nico'],"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,5.94 g,en quantité modérée,2.85 g,en quantité modérée,1.38 g,en faible quantité,1.23 g,en quantité modérée,-23%,-18%,-48%,-10%,-10%,3,-55%,C,-55%,"['Gluten', 'Lupin', 'Lait', 'Soja']",,,['France'],Reine,https://lapizzadenico.com/restaurants/,,
88,Chilli Tortillas,00471398,,['France'],[],[],?,472,1975 kj(472 kcal),"19,7","2,3","64,9","3,9","5,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,3538394000179,3538394000179,,['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en France'],,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Sel rose de l'Himalaya - Service plus - 250g,3760177745087,['Service plus'],['France'],"[""Sel Rose de l'himalaya Origine: Cashemire 3 760177745087 Ce sel gemme "", 'en cristaux', ' est trés riche en fer ', 'ce qui lui donne sa couleur rose par oxydation', 'il est trés doux et non iodé']",[],?,?,,?,,?,,?,,,,,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,['Boite'],"['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,['en:Cachemire'],,,,,
91,Biscottes - Girard - 225g,3107468801594,['Girard'],['France'],[],['Sans huile de palme'],?,389,1628 kj(389 kcal),9,"2,2",62,"5,1",11,1,"0,4",['en:palm-oil-free'],,225 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Bicarbonate & fluor  - Email Diamant - 50 ml - 50.0g,3125300000059,['Email Diamant'],['France'],[],[],?,?,,?,,?,,?,,,,,50.0g,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Pan burger gluten free - Gerblé - 4x 75g,3175681164222,['Gerblé'],['France'],[],[],?,247,1033 kj(247 kcal),"4,9","1,9",45,"6,8","3,8","0,97","0,388",['en:gluten-free'],,4 x 75 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Moutarde à l’ancienne - Edmond Fallot - 5kg,3230140003433,['Edmond Fallot'],['France'],[],[],?,619,2590 kj(619 kcal),11,1,4,3,8,,,,C,5 kg,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",,+282%,-3%,-13%,+10%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,"['Seau', 'Plastique']",,,,,11 g,en quantité modérée,1 g,en faible quantité,3 g,en faible quantité,,,+283%,+25%,+22%,,,,,,,,,,,,,,
95,Vita citral soin TR - Laboratoires ASEPA - 100ml - 100.0g,3323037370272,['Laboratoires ASEPA'],['France'],[],[],?,?,,?,,?,,?,,,,,100.0g,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Gourmandises viennoises au café - Monoprix,3350030139322,['Monoprix'],['France'],[],[],?,125,523 kj(125 kcal),"5,1","3,6",17,13,"2,8","0,21","0,084",,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Vigne rouge bio - Romon nature,3388742800186,['Romon nature'],['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3401040503488 -  - 200.0g,3401040503488,,['France'],[],[],?,?,,?,,?,,?,,,,,200.0g,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Les Sablés de La Mére Poulard,3472860405603,['La mère poulard'],['France'],[],[],?,486,2033 kj(486 kcal),20,13,"68,1","25,6","7,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Les Sablés de La Mére Poulard,3472860405603,['La mère poulard'],['France'],[],[],?,486,2033 kj(486 kcal),20,13,"68,1","25,6","7,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Gainer Max - D’agit,3518681009658,['D’agit'],['France'],[],[],?,358,1498 kj(358 kcal),"1,1","0,6",70,46,17,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Flocon d’avoine - Rapunzel,3520390061407,['Rapunzel'],['France'],[],[],?,377,1577 kj(377 kcal),7,1,61,1,12,,,"['Bio', 'Bio européen', 'FR-BIO-01']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,+2%,-1%,+3%,-2%,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,7 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,,,+2%,-20%,-39%,,,,,,,,,,,,,,
103,Beurre de karité - Le petit olivier - 200.0g,3549620006315,['Le petit olivier'],['France'],[],[],?,?,,?,,?,,?,,,,,200.0g,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Complément alimentaire - Aptonia,3608419212051,['Aptonia'],['France'],[],[],?,387,1619 kj(387 kcal),2,,75,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Céréales Fitness chocolat noir - Nestle,3654045443338,['Nestle'],['France'],[],[],?,400,1674 kj(400 kcal),8,4,69,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Guimauves - Les gourmandises de Sophie,3700345901792,['Les gourmandises de Sophie'],['France'],[],[],?,334,1397 kj(334 kcal),0,0,79,71,"3,6",,,,B,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,-5%,-100%,+3%,-1%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,,,,0 g,en faible quantité,0 g,en faible quantité,71 g,en quantité élevée,,,-6%,-100%,+11%,,,,,,,,,,,,,,
107,Crème lavante au citron - soin lavant cheveux - christophe robin  - 250 ml - 250.0g,3760041753101,['Christophe robin'],['France'],[],[],?,?,,?,,?,,?,,,,,250.0g,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Protéine pêche yoghourt 33g - 33.0g,3760056250251,,['France'],[],[],?,400,1674 kj(400 kcal),"12,121",,40,,"32,727",,,,,33.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Talc poudre - Anae - 300g - 300.0g,3760138836434,['Anae'],['France'],[],[],?,?,,?,,?,,?,,,,,300.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Nonna Carlotta Aceto Balsamico,8007178144385,,['France'],[],[],?,130,544 kj(130 kcal),0,0,27,27,1,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Infusion moment détente - La Maison du Thé,3760270400173,['La Maison du Thé'],['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Origan feuilles BIO - Sainte Lucie - 10g,3162050030073,['Sainte Lucie'],['France'],"[""Origan feuilles issu de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,10 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Origan']",,,,,,43.4%,0.0%,30.7%,8.2%,17.7%,0.0%,93,['Flacon verre'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Cannelle moulue des îles - Sainte Lucie - 50g,3162050040003,['Sainte Lucie'],['France'],['Cannelle moulue des îles'],[],?,?,,?,,?,,?,,,,B,50 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,['Flacon verre'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Harissa en poudre - Sainte Lucie - 55g,3162050040874,['Sainte Lucie'],['France'],"['Epices et plante aromatique ', 'piment extra-fort et doux', 'curcuma', 'ail ', 'sulfites', 'sel', ""extrait  d'épices""]",[],?,?,,?,,?,,?,,,,C,55 g,"['Epicerie', 'Sauces', 'Harissas']",,,,,,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,['Flacon verre'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,3,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,
115,Dolce vita vanille,3297560129358,,['France'],[],[],?,115,481 kj(115 kcal),"2,3","1,5","19,3","15,9","4,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Gingembre moulu BIO - Sainte Lucie - 36g,3162050130155,['Sainte Lucie'],['France'],['Gingembre moulu biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,36 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,['Flacon verre'],"['EMB 60282A', 'Gouvieux (Oise, France)']",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
117,Fond de tarte sale,3770002297575,,['France'],[],[],?,358,1498 kj(358 kcal),"3,9","0,5",66,2,12,"1,8","0,72",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mélange Tandoori - Éric Bur,3144550011264,['Éric Bur'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"Double glace poire,sauce chocolat & chocolat noir - Auchan - 302g",3596710471843,['Auchan'],['France'],[],[],?,308,1289 kj(308 kcal),17,11,36,29,"2,7","0,12","0,048","['Nutriscore', 'Nutriscore D']",B,302 g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés au chocolat']",,-5%,-18%,+19%,-27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Surgelé'],,['Auchan'],,,17 g,en quantité modérée,11 g,en quantité élevée,29 g,en quantité élevée,0.12 g,en faible quantité,-6%,-21%,+7%,-30%,-30%,17,-10%,D,-10%,,,,,,,,
120,"G Aquarade Naranja Botella 1,5L - Gatorade",8410408014172,['Gatorade'],['France'],[],[],?,32,134 kj(32 kcal),0,0,"7,9","7,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Côte D'or Pralinette 100 Pièces 1KG,7622210150981,"[""Côte d'Or""]",['France'],[],[],?,23,96 kj(23 kcal),35,20,52,49,"6,4","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sucredulcor,7296937,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,CB12 boost,5430000642019,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Limonade Artisanale - Lorina,3551720042216,['Lorina'],['France'],[],[],?,36,151 kj(36 kcal),0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Bio Village - 625g,3564700445679,['Bio Village'],['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté']",,625 g,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Aquarius Limon Bipack,5449000188137,['Aquarius'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
