,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,markets,ingredients_origins,traceability_code,packaging,additives,allergens,nova_score,generic_name,manufacturing,brand_owner,link,palm_ingredients,producer_info
93,Apple,2804663003679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Purée pomme pruneau - 100g,26095110,['France'],[],[],?,82,343 kj(82 kcal),"0,5","0,1",18,15,"0,5","0,01","0,004",,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,
95,Filet de poulet,0226487062380,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
96,Court Bouillon,3033710046973,['France'],[],[],?,214,895 kj(214 kcal),50,"0,1",50,"8,5","1,2","42,5",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Cashew Clusters - Kirkland,0096619620913,['France'],[],[],?,575,2406 kj(575 kcal),"39,3","5,3","39,3","14,3","14,3","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kirkland'],,,,,,,,,,,,,
98,Rooibos Relax,8435380603268,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Poivron ""piquillo"" farcis au thon",8411317400681,['France'],[],[],?,127,531 kj(127 kcal),"6,8","1,3","4,1","3,5",12,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Viennoiserie,0208539019023,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Stroopwafels,8710739493074,['France'],[],[],?,486,2033 kj(486 kcal),"23,9","12,5","63,5",38,"3,8","0,7","0,28",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au caramel']",,23.9 g,en quantité élevée,12.5 g,en quantité élevée,38 g,en quantité élevée,0.7 g,en quantité modérée,,+6%,+6%,+18%,+11%,-1%,+6%,+2%,+18%,+18%,27,+12%,E,+12%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,,,,,,,,,
102,Moussaka,3512030016984,['France'],[],[],?,112,469 kj(112 kcal),"7,5","2,7","4,5","2,9","5,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Doonuts,13497385,['France'],[],['Sans huile de palme'],?,433,1812 kj(433 kcal),24,"4,6",55,32,"5,6","0,39","0,156",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['en:palm-oil-free'],24 g,en quantité élevée,4.6 g,en quantité modérée,32 g,en quantité élevée,0.39 g,en quantité modérée,,+6%,+6%,+5%,-57%,+23%,+90%,-5%,-59%,-59%,17,-13%,D,-13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,
104,Mélange peps,2600697035682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Tomates sechées,2600102023426,['France'],[],[],?,114,477 kj(114 kcal),0,0,25,21,0,"4,06","1,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Terrine de campagne,2227112015618,['France'],[],[],?,338,1414 kj(338 kcal),30,12,"2,9","1,6",15,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,30 g,en quantité élevée,12 g,en quantité élevée,1.6 g,en faible quantité,1.5 g,en quantité modérée,,+5%,+5%,+6%,+11%,+27%,+84%,+7%,-6%,-6%,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,,,,,
107,Sirop de Grenade,3217690045984,['France'],[],[],?,303,1268 kj(303 kcal),"0,1","0,1","75,8","73,5","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Castillo De Canena Family Reserve Picual 250Ml - 250ml,8437005095229,['France'],[],[],?,899,3761 kj(899 kcal),"99,9",14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 ml,,,,,,,,,,,,,,
109,Miel de lavande -,3368041812448,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
110,Pain tourbillon aux raisins et à la cannelle - 510.3g,3351700072550,['France'],[],[],?,328,1372 kj(328 kcal),"9,5","2,5","56,2","22,6","5,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.3 g,,,,,,,,,,,,,,
111,Menu Crema Con Tartufo 750G Senza Glutine Senza Lattosio,8002960505320,['France'],[],[],?,?,,?,,?,,?,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Tomme de vache,2480292017258,['France'],[],[],?,390,1632 kj(390 kcal),27,21,"1,8",0,23,"2,38","0,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pains francais x10 625g Fe,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Saumon label rouge fumé deux tranches,3700326000209,['France'],[],[],?,?,,?,,?,,?,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Sans conservateurs', 'Label Rouge']",,,,,,,,,,,,,,,,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,
115,"Assortiment de guimauves au chocolat noir, au choc",2609713044745,['France'],[],[],?,404,1690 kj(404 kcal),"10,6","6,6","73,7","56,7","3,6","0,05","0,02",,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Éclair café,0201098011811,['France'],[],[],?,?,,?,,?,,?,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",,,,,,,,,,,,,,,,,,,,,,,,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,,,
117,Choux rouge,3760192499491,['France'],[],"['Végétalien', 'Végétarien']",?,13,54 kj(13 kcal),"0,4","0,2","1,2","0,2",1,"1,1","0,44",,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Mélange canadien,2600706049266,['France'],[],[],?,472,1975 kj(472 kcal),29,"2,6",38,36,10,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Bleu d'Auvergne,2237162015155,['France'],[],[],?,342,1431 kj(342 kcal),28,20,"1,5","0,5",21,"2,6","1,04",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",,28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.6 g,en quantité élevée,,-1%,-1%,-2%,-0%,+108%,+67%,+2%,-3%,-3%,19,0%,E,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
120,Beurre de cacahuete avec des fruits à coque - Prozis,5600499504833,['France'],[],[],?,616,2577 kj(616 kcal),48,"6,2",17,"5,3",23,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",,48 g,en quantité élevée,6.2 g,en quantité élevée,5.3 g,en quantité modérée,0 g,en faible quantité,,+3%,+3%,-0%,-25%,+18%,-17%,-7%,-100%,-100%,14,+27%,D,+27%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,['Prozis'],,,,,,,,,,,,,
121,Pâtes fraîches ricotta et épinards - Saint Jean,3266140061029,['France'],[],[],?,257,1075 kj(257 kcal),"6,8","2,2",38,"2,8",9,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saint Jean'],,,,,,,,,,,,,
122,Singapore Noodles,8716584601619,['France'],[],[],?,161,674 kj(161 kcal),"5,7","0,6",22,"2,9","4,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Tome des Pyrénées,0207878014690,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Coppa piacentina -,8007660886908,['France'],"['echine de porc', 'sel', 'arômes naturels', 'épices', 'conservateurs: nitrate de potassium et nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,410,1715 kj(410 kcal),34,14,1,1,25,"3,9","1,56",E,"['Viandes', 'Charcuteries', 'Coppa']",['AOP'],34 g,en quantité élevée,14 g,en quantité élevée,1 g,en faible quantité,3.9 g,en quantité élevée,,+36%,+38%,+67%,+78%,+63%,+208%,-6%,-13%,-13%,25,+24%,E,+24%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,,,,
125,Saucisson bleu de chevre,3434100077667,['France'],[],[],?,539,2255 kj(539 kcal),47,17,"0,9","0,9",28,"4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Lasagne sauce parmesan,10220580,['France'],[],[],?,?,,?,,?,,?,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Tourton,0203932016334,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Les produits de la Meuse,2200761018438,['France'],[],[],?,157,657 kj(157 kcal),"8,2","2,7","0,5","0,5","20,8","1,48","0,592",,,"['Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Filet mignon de porc,2209251006436,['France'],[],[],?,116,485 kj(116 kcal),"3,5","1,6",0,0,21,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Chateau aigues vives,3514120105301,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Asperges blanches/violettes,3760292490299,['France'],[],[],?,20,84 kj(20 kcal),"0,32",0,"0,81",0,"2,53",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Purée d'ail - Amanhecer - 200g,5601227022186,['France'],[],[],?,71,297 kj(71 kcal),"0,3","0,2","13,2","2,3","3,7","12,5",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,['Amanhecer'],,,,,,,,,,,,,
133,Sucre pure canne bio - Daddy,3165433859452,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Daddy'],,,,,,,,,,,,,
134,Truite aux haricots tarbais,3547110000348,['France'],[],[],?,97,406 kj(97 kcal),"3,5","1,3","7,2","1,7","7,5","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Eiswaffeln - Manner,9000331695044,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Manner'],,,,,,,,,,,,,
136,Jambon supérieur en croute - Muller,2415700059698,['France'],[],[],?,227,950 kj(227 kcal),"9,8","5,8","21,2","0,7","13,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Muller'],,,"['FR 67.411.002 CE', 'Rosheim (Bas-Rhin, France)']",,,,,,,,,,
137,Chateau beaulieu,3364610049055,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Noix de cajou non salé,9448630010142,['France'],[],[],?,616,2577 kj(616 kcal),51,"9,6",20,"8,1",20,"0,02","0,008",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,51 g,en quantité élevée,9.6 g,en quantité élevée,8.1 g,en quantité modérée,0.02 g,en faible quantité,,+3%,+3%,+11%,+13%,-22%,+25%,+7%,-97%,-97%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,
139,Creme Auberginen Baba Ganoush,4260155027161,['France'],[],"['Végétalien', 'Végétarien']",?,164,686 kj(164 kcal),"15,5","2,3","3,5","1,4","2,7","1,5","0,6",,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-037']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Valor chocolates 1881,8410109111156,['France'],[],[],?,561,2347 kj(561 kcal),37,21,48,44,"6,1","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Weight Watchers British Favourites,3329770056596,['France'],[],[],?,49,205 kj(49 kcal),"0,1","0,1","7,1","6,5","4,1","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Langue de bœuf - Tendre & Plus,2498786033783,['France'],[],[],?,156,653 kj(156 kcal),10,"3,6","3,8","1,7",12,1,"0,4",E,"['Viandes', 'Plats préparés', 'Bœuf', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Langues de bœuf']",,10 g,en quantité modérée,3.6 g,en quantité modérée,1.7 g,en faible quantité,1 g,en quantité modérée,,+1%,+2%,-3%,-13%,-6%,+16%,+11%,+2%,+2%,3,-38%,C,-38%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,['Tendre & Plus'],,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,
143,Poulet fermer bio terre d'oc,2657958082060,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.547.003 CE', 'Terrasson-Lavilledieu (Dordogne, France)']",,,,,,,,,,
144,Reflex nutrition,5033579000411,['France'],[],[],?,383,1602 kj(383 kcal),"6,7","1,5","8,4","1,3",72,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Chef to go Select Pâtes et crudités - 250g,20948634,['France'],[],[],?,117,490 kj(117 kcal),"4,9","0,8",13,"3,1","4,3","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,
146,Boule noisette lait,3389750018402,['France'],[],[],?,557,2330 kj(557 kcal),38,12,43,41,9,"0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Assortiment de 4 thé parfumés - 105g,3259920033033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 g,,,,,,,,,,,,,,
148,Crispy cuit,2238099030761,['France'],[],[],?,392,1640 kj(392 kcal),27,11,"1,2","0,9",36,"3,7","1,48",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Luxury chocolate easter mix - Hema,8717763721814,['France'],[],[],?,519,2171 kj(519 kcal),"29,3","13,5","56,9","54,8","5,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,
150,Chorizo à frire,2204496025914,['France'],[],[],?,401,1678 kj(401 kcal),37,"15,7",5,5,17,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Griss d'or,8002333464407,['France'],[],[],?,447,1870 kj(447 kcal),14,4,68,"2,9",10,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Ventrèche De Thon à L'huile D'olive,5600409200411,['France'],[],[],?,210,879 kj(210 kcal),"12,3","1,2",0,0,25,1,"0,4",E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,12.3 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-17%,-16%,-29%,-60%,-100%,-100%,+5%,+2%,+2%,2,-63%,B,-63%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,,,,
153,Jésuites à la crème,0209317017712,['France'],[],[],?,275,1151 kj(275 kcal),14,"6,6",33,13,"3,7","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,English Tea Shop - White Tea - Loose Leaf Tea,0680275036333,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Complexe D+ Phase 1,3760266040147,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Sucre de fleur de coco au gingembre d'Indonésie - Ethnoscience,3760087361360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Ethnoscience', 'Ecoidées']",,,,,,,,,,,,,
157,Total Protein Bar,5601607072817,"['France', 'Espagne']",[],[],?,318,1331 kj(318 kcal),11,"3,6",10,"2,4",35,"0,36","0,144",,['es:Suplemento alimentación'],,11 g,en quantité modérée,3.6 g,en quantité modérée,2.4 g,en faible quantité,0.36 g,en quantité modérée,,,,,,,,,,,2,,B,,,,,,,,,,,,,,,,,,,,,,,
158,Vin,8052190630651,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Black cherry,0727413005438,['France'],[],[],?,50,209 kj(50 kcal),0,0,13,11,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Banane,2161130000594,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,
161,Thé n°25  Super Fruits - Whittard,5022032124504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Whittard'],,,,,,,,,,,,,
162,Nut mix,8711292024484,['France'],[],[],?,627,2623 kj(627 kcal),55,"4,7","8,5","4,3","20,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Garni de biscuit pur beurre - 300g,0654479007307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,,
164,Saucisson sec,3529351072506,['France'],[],[],?,390,1632 kj(390 kcal),31,11,"0,5","0,5",25,"3,9","1,56",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,31 g,en quantité élevée,11 g,en quantité élevée,0.5 g,en faible quantité,3.9 g,en quantité élevée,,-3%,-3%,-2%,-11%,-78%,-64%,-9%,-16%,-16%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,,
165,Une sélection de Thés & de tisane bio - 72g,3434380023071,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72 g,,,,,,,,,,,,,,
166,Biover Bio Dépuratif Infusion De Plantes,5412141200457,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Comté,2671346030839,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,+5%,+6%,+7%,+6%,-100%,-100%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
168,Bleu d'auvergne au lait cru - 0.228kg,0278535019884,['France'],[],[],?,380,1590 kj(380 kcal),30,20,0,0,22,"2,5",1,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,+10%,+10%,+5%,-0%,-100%,-100%,+7%,-7%,-7%,19,0%,E,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0.228 kg,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,,,
169,Salami danois - 500g,3345856803014,['France'],[],[],?,447,1870 kj(447 kcal),42,17,1,"0,5","16,3",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,,
170,Grießnockerl Suppe - 62g,9000275771811,"['Autriche', 'France']",[],[],?,30,126 kj(30 kcal),"1,5","0,8","3,5","0,6","1,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62 g,,,,,"['Stück', 'stück', 'stück', 'stück']",,,,,,,,,
171,Dark chocolate - 80g,7709817231968,['France'],[],[],?,580,2427 kj(580 kcal),43,24,46,24,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,,,,
172,Condiment à base de balsamique blanc vieilli,3700662760416,['France'],[],[],?,284,1188 kj(284 kcal),"0,1",0,66,66,"0,06","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Huile d'olive extra vierge première récolte -,3700662716116,['France'],[],[],1579,377,1579 kj(377 kcal),?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
174,compote peche de vigne,3448550010235,['France'],[],[],?,73,305 kj(73 kcal),"0,25","0,002","25,26","23,73","0,92",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Albert Heijn Rabarbercompote,8710400017493,['France'],[],[],?,81,339 kj(81 kcal),"0,1","0,1",18,18,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Albert Heijn'],['Albert Heijn'],,,,,,,,,,,,
176,Filets de poulet roti - Le Gaulois,2431628044158,['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4","0,01","0,01",24,"1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Sans conservateurs'],5.8 g,en quantité modérée,1.4 g,en faible quantité,0.01 g,en faible quantité,1.4 g,en quantité modérée,,+15%,+16%,+101%,+88%,-98%,-96%,+5%,+87%,+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Le Gaulois'],,,,,,,,,,,,,
