,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
39,Mini cookies -,8436547640997,D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Produits sous license']",['France'],[],[],14.8 g,en quantité modérée,1.7 g,en quantité modérée,26.5 g,en quantité élevée,0.63 g,en quantité modérée,?,,448,+18%,1874 kj(448 kcal),+19%,"14,8",+10%,"1,7",-76%,"70,4",+30%,"26,5",-26%,"6,7",+54%,"0,63",+173%,"0,252",+173%,13,-14%,D,-14%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,"['Sachet', 'Plastique']",,,,,,,,,,,,,
40,Zalea Lentils,8436549520143,,,['Zalea'],,['France'],[],[],,,,,,,,,?,,117,,490 kj(117 kcal),,"1,8",,"0,9",,"14,7",,"1,8",,"7,9",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Soja kit - Leroy,8436550541557,B,,['Leroy'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']","['France', 'Espagne']",[],[],0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,?,,60,-45%,251 kj(60 kcal),-45%,"0,6",+388%,0,-100%,"5,6",-69%,0,-100%,"8,7",+36%,12,0%,"4,8",0%,5,-55%,C,-55%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,,,,,,,,,
42,Snack Calabaza Crujiente 24GR Bio - Vitasnack,8436551952062,,,,,['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,"1,1",,"0,6",,"51,8",,"10,4",,"2,7",,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté', 'Sans additifs']",,,,,,,,,,,,
43,Remolacha Crujiente 28GR. Vitasnacks - vitasnack,8436551952109,,,['Vitasnack'],"['Snacks', 'Snacks salés']","['France', 'Espagne']",[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,53.1 g,en quantité élevée,1.31 g,en quantité modérée,?,,327,-29%,1368 kj(327 kcal),-29%,"0,3",-99%,"0,1",-98%,"59,8",+25%,"53,1",+1524%,"11,5",+35%,"1,31",-15%,"0,524",-15%,19,+56%,E,+56%,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,
44,Iactics llivia - Lactics Llivia,8437000063018,,,['Lactics Llivia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['France', 'Espagne']",[],[],3.5 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.08 g,en faible quantité,?,,70.300003051758,-24%,294 kj(70 kcal),-23%,"3,5",+7%,"2,2",+7%,"5,1",-54%,0,-100%,"4,29",+14%,"0,08",-30%,"0,032",-30%,0,-100%,B,-100%,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
45,Yogur Griego Ecológico de Cabra - Cantero de Letur,8437000140580,B,,['Cantero de Letur'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de chèvre']",['France'],[],[],9 g,en quantité modérée,6.6 g,en quantité élevée,2.1 g,en faible quantité,0.2 g,en faible quantité,?,,105,+18%,439 kj(105 kcal),+17%,9,+114%,"6,6",+131%,"2,1",-74%,"2,1",-71%,"3,8",-6%,"0,2",+111%,"0,08",+111%,5,+140%,C,+140%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,"['Bio', 'Bio européen', 'ES-ECO-002-CM']",,,,,,,,,,,,
46,Patatas fritas ecológicas bolsa 125 g - Añavieja,8437000299615,B,125 g,['Añavieja'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",['France'],"['Pommes de terre', ""huile d'olive vierge extra "", '34%', 'sel marin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",38.7 g,en quantité élevée,6 g,en quantité élevée,0.2 g,en faible quantité,0.4 g,en quantité modérée,?,,568,+7%,2377 kj(568 kcal),+7%,"38,7",+19%,6,+94%,"46,6",-9%,"0,2",-86%,"7,4",+24%,"0,4",-69%,"0,16",-69%,13,+15%,D,+15%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,['Sachet'],"['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-016-CL']",,,,3,,,,,,,,
47,Chips bio - Añavieja - 125g,8437000299639,,125g,['Añavieja'],,['France'],"['Pommes de terre * ', 'huile de Tournesol* ', ""*lssus de l'agriculture biologique""]",[],,,,,,,,,?,,537,,2247 kj(537 kcal),,37,,4,,46,,"0,3",,5,,"0,07",,"0,028",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-016-CL']",,,,,,,,,,,,
48,"Chips bio paprika - Añavieja - 125g ℮, 4.41oz",8437000299646,B,"125 g ℮, 4.41 oz",['Añavieja'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Fritures', 'Fritures végétales', 'Chips au paprika', ""Chips de pommes de terre à l'huile de tournesol"", 'Chips de pommes de terre lisses']","['France', 'Espagne']","['pommes de terre*', 'huile de tournesol*', 'arôme paprika ', 'cayenne*', 'oignon*', 'ail*', 'tomate séchée*', 'maltodextrine*', 'sucre de canne*', 'sel de mer', 'extrait de levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",41 g,en quantité élevée,4.39 g,en quantité modérée,0.38 g,en faible quantité,0.4 g,en quantité modérée,?,,582,+17%,2435 kj(582 kcal),+18%,41,+26%,"4,39",-63%,45,+20%,"0,38",-95%,"7,23",+63%,"0,4",-29%,"0,16",-29%,12,+11%,D,+11%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Bolsa', 'Aluminio', 'Envasado en atmósfera protectora', 'Point vert', 'Respetemos el entorno', 'Tidyman wastebasket']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Label de qualité espagnol', 'Végétalien', 'ES-ECO-016-CL', 'Agriculture UE', 'Point Vert', 'en:Tierra de Sabor', 'es:RGSEAA 26.05479/SO']","['Muro', 'Soria (provincia)', 'Castilla y León', 'España']",['ES 26.05479/SO CE'],,3,,Patatas fritas lisas ecológicas,http://anavieja.com/Productos/patatas-ecologicas-fritas-en-aceite-de-girasol-sabor-paprika/,"['Espagne', 'es:Castilla y León', 'es:Soria (provincia)']",,,,
49,Huile d'olive -,8437000318095,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",[],[],93.3 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,867,+1%,3630 kj(867 kcal),+1%,"93,3",-2%,"13,3",-5%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Bio'],,,,,,,,,,,,
50,Olive oil - Fuenroble - 500mL,8437000606017,D,500 mL,['Fuenroble'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",[],[],100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+5%,900,+5%,3700 kj(900 kcal),+3%,100,+5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['AOP'],,,,,,,,,,,,
51,Ametlles Catã Nies Estoig Cudié,8437000889021,,,,,['France'],[],[],,,,,,,,,?,,576,,2410 kj(576 kcal),,"40,25",,"14,89",,"40,32",,"29,2",,"10,45",,"0,125",,"0,05",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
52,Aceite de oliva virgen extra - Luque,8437002696054,D,,['Luque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",['Valores medios/Typical values/'],[],100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,"['Bio', 'Fabriqué en Espagne']",,,,,,,,,,,,
53,Postre de Almendra - Naturgreen,8437002932473,,,['Naturgreen'],"['Desserts', 'Desserts végétaliens']","['France', 'Espagne']","['Eau', 'sucre de canne*', 'amandes* ', '9%', 'maltodextrine de maïs*', 'amidon de mais*', 'amidon de tapioca*', 'épaississant: farine de graine de caroube*', ""'arôme naturel d'amande*"", "" \r *Issus de l'agriculture  biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4.7 g,en quantité modérée,0.3 g,en faible quantité,10.1 g,en quantité modérée,0.3 g,en quantité modérée,?,,107,+13%,448 kj(107 kcal),+15%,"4,7",+38%,"0,3",-81%,"13,5",+10%,"10,1",+9%,2,-28%,"0,3",+183%,"0,12",+183%,3,+73%,C,+73%,,,,,,,,"['Céleri', 'Fruits à coque', 'Graines de sésame', 'Soja']",,['Bio'],,,['E410 - Gomme de caroube'],4,,,,,,,,
54,Barra Tradición - Ahorramas,8437003469312,,,['Ahorramas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['France', 'Espagne']","['Harina de trigo', 'agua', 'masa madre ', '9,9%', 'sal y levadura']",['Sans huile de palme'],1 g,en faible quantité,0.3 g,en faible quantité,2.1 g,en faible quantité,0.81 g,en quantité modérée,?,,239,-27%,1000 kj(239 kcal),-28%,1,-84%,"0,3",-74%,"50,6",-8%,"2,1",-46%,8,-16%,"0,81",-37%,"0,324",-37%,-1,-120%,A,-120%,,,,,,,,['Gluten'],,,,,,3,,,,,,,,
55,Lait fermenté avec couscous,8437005045491,,,,,['France'],[],[],,,,,,,,,?,,62.200000762939,,260 kj(62 kcal),,"3,5",,"2,3",,44,,"2,2",,3,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Délices d'avoine à la cannelle - Bio-Darma,8437005927162,C,,['Bio-Darma'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",21 g,en quantité élevée,2.8 g,en quantité modérée,23 g,en quantité élevée,0.4 g,en quantité modérée,?,,477,+1%,1996 kj(477 kcal),+0%,21,+1%,"2,8",-72%,63,-2%,23,-22%,"5,6",-14%,"0,4",-32%,"0,16",-32%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-020-CV']",,,,,,,,,,,,
57,Silicium G5 Siliplant - 1 L - Silicium Espana Laboratorios - Leribeau - 1litre,8437006679107,,1litre,['Leribeau'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,,,
58,Miel thym - Oroney,8437007560459,B,,['Oroney'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,82.3 g,en quantité élevée,0 g,en faible quantité,?,,330,+6%,1381 kj(330 kcal),+6%,0,-100%,0,-100%,"82,3",+10%,"82,3",+20%,"0,3",+6%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Bio'],,,,2,,,,,,,,
59,Bonarbe,8437007651065,D,,['Bonarbe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",[],[],99 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,983,+15%,4113 kj(983 kcal),+15%,99,+4%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
60,Bornarbe - Risi,8437007651089,,,['Risi'],,['France'],[],[],,,,,,,,,?,,983,,4113 kj(983 kcal),,99,,14,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
61,Azteca Dürüm Tortillas,8437008915661,,,['Azteca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains blancs']","['France', 'Espagne']","['Farine de BLE ', '60%', 'eau', 'sel', 'graisse végétale ', 'palme', ' stabilisants: E422', 'E412', 'E466', 'poudres à lever: E450', 'E500', 'dextrose', ' émulsifiants E471', 'farine de riz', 'acidifiant: E296', 'conservateurs: E 281 E202']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",7.3 g,en quantité modérée,3.5 g,en quantité modérée,2.2 g,en faible quantité,2.7 g,en quantité élevée,?,,311,+6%,1301 kj(311 kcal),+5%,"7,3",+25%,"3,5",+173%,52,+3%,"2,2",-6%,"7,8",-8%,"2,7",+114%,"1,08",+114%,16,+257%,D,+257%,,,,,,,,['Gluten'],,,,,"['E422 - Glycérol', 'E412 - Gomme de guar', 'E466 - Carboxyméthylcellulose', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E296 - Acide malique', 'E281 - Propionate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,['Huile de palme'],,,
62,Aceite de oliva virgen extra Arbequina botella 500 ml - Oro Bailen,8437009466131,D,,['Oro Bailen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],91.6 g,en quantité élevée,16.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,6",-4%,"16,08",+15%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
63,Framboises - Borja - 125g,8437009757260,B,125 g,"['Borja', 'Frutas Borja']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",['France'],"['Framboises', 'variété Adelita']",[],0.36 g,en faible quantité,0.012 g,en faible quantité,4.26 g,en faible quantité,,,?,,43,+10%,180 kj(43 kcal),+8%,"0,36",+11%,"0,012",-29%,"4,26",-26%,"4,26",+26%,"1,28",+31%,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,"['Barquette', 'Plastique']",['Catégorie I'],,,,1,['Intermarché'],,,['Espagne'],,,,
64,Bio Zumo Pera - Ékolo,8437010011030,D,,['Ékolo'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']","['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,0 g,en faible quantité,?,,49,-4%,205 kj(49 kcal),-2%,0,-100%,0,-100%,"12,2",+5%,"9,9",-1%,0,-100%,0,-100%,0,-100%,4,-12%,C,-12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,['Bio'],,,,,,,,,,,,
65,Compote de Pomme Ekolo,8437010011320,,,,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,"12,3",,"10,4",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Chorizo extra fume - entrepeñas,8437010093012,,,['entrepeñas'],"['Viandes', 'Charcuteries']","['France', 'Espagne']",[],[],37.5 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,3 g,en quantité élevée,?,,440,+69%,1841 kj(440 kcal),+70%,"37,5",+94%,12,+65%,0,-100%,0,-100%,30,+60%,3,+26%,"1,2",+26%,25,+56%,E,+56%,,,,,,,,,,"['Sans gluten', 'Sans additifs']",,,,,,,,,,,,
67,Fuet paprika,8437010376047,,,,,['France'],[],[],,,,,,,,,?,,462,,1933 kj(462 kcal),,38,,14,,16,,"2,6",,26,,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Pan De Pipas - Farinetes,8437010719028,,,['Farinetes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']","['France', 'Espagne']",[],[],32 g,en quantité élevée,4.5 g,en quantité modérée,4 g,en faible quantité,2 g,en quantité élevée,?,,522,+79%,2184 kj(522 kcal),+79%,32,+526%,"4,5",+403%,48,-2%,4,-10%,9,-3%,2,+64%,"0,8",+64%,18,+379%,D,+379%,,,,,,,,,,,,,,,,,,,,,,
69,Citrons Bio - Sans marque - 500g,8437010721038,,500 g,['Sans marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Citrons', 'Citrons frais']",['France'],['Citrons Bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Plastique', 'Filet']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'ES-ECO-024-MU', 'Agriculture UE', 'FR-BIO-10']",['Espagne'],,,1,,,,['Espagne'],,,,
70,Pan de molde clásico - Dulia - 500g e,8437011972736,B,500 g e,['Dulia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['France', 'Espagne']","['Farine de blé', 'eau', 'levure', 'sucre', 'sel', ""huile d'olive raffinée"", 'conservateurs ', 'E228 ', 'E200', ""vinaigre d'alcool"", 'gluten', 'farine de haricots', 'émulsifiants ', 'E481', 'E471', 'agents de traitement de la farine : E300', 'enzymes']","[""Pourrait contenir de l'huile de palme""]",2.3 g,en faible quantité,0.6 g,en faible quantité,3.8 g,en faible quantité,0.9 g,en quantité modérée,?,,246,-8%,1029 kj(246 kcal),-8%,"2,3",-49%,"0,6",-7%,46,+0%,"3,8",-27%,"9,1",+8%,"0,9",-21%,"0,36",-21%,-1,-169%,A,-169%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,['Gluten'],"['Sachet', 'Plastique', '04', 'LDPE']","[""Fabriqué dans l'UE""]",['Union Européenne'],,"['E228 - Sulfite acide de potassium', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",4,,,,,,,,
71,Colines de sésamo - Zealia,8437011986542,,,['Zealia'],,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,"10,9",,"3,9",,"67,1",,"1,1",,"3,4",,2,,"0,8",,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,
72,Quinoa Real Noir Bio Equitable - Quinua Real,8437012461710,,,['Quinua Real'],,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"5,6",,"0,7",,66,,6,,"12,3",,"0,02",,"0,008",,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,
73,Hamburguesas - Bio Organic,8437012905627,,,['Bio Organic'],"['Sandwichs', 'Hamburgers']","['France', 'Espagne']","['HAMBURGUER boeuf écologique Ingredientes: Carne de vacuno ecolôgica m Al', 'especias - 016gicas', ' Producto sin gluten ni lactosa ', 'contenido de lactosa: < 0,01%']",[],15 g,en quantité modérée,5.8 g,en quantité élevée,0.8 g,en faible quantité,0.9 g,en quantité modérée,?,,218,-12%,912 kj(218 kcal),-13%,15,+20%,"5,8",+23%,"0,8",-96%,"0,8",-75%,"20,2",+54%,"0,9",-23%,"0,36",-23%,5,-50%,C,-50%,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-019-CT']",,,,,,,,,,,,
74,Bizcocho de La Abuela,8437013239042,,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,"20,1",,"2,8",,"53,8",,32,,"5,3",,"0,5",,"0,2",,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,
75,Paté Espárragos Almendras - 50g,8437014342239,,50 g,,,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,"23,85",,"2,9",,"7,62",,"0,4",,"4,92",,"1,27",,"0,508",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-024-MU']",,,,,,,,,,,,
76,Natural Zero Mostaza,8437015195032,C,,['Natural Zero'],"['Epicerie', 'Sauces', 'Sauces moutarde']","['France', 'Espagne']","['Eau', 'vinaigres']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.7 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,2.5 g,en quantité élevée,?,,141,-41%,590 kj(141 kcal),-40%,"0,7",-96%,0,-100%,"5,8",-41%,1,-85%,1,-63%,"2,5",+3%,1,+3%,11,-5%,D,-5%,60.9%,25.9%,6.0%,4.2%,2.4%,0.6%,66,,,,,,,1,,,,,,,,
77,Framboise - Green Valley,8437015383002,B,,['Green Valley'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,,,,,,['Espagne'],,,,
78,Guindillas agina,8437015771038,,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,0,,0,,0,,0,,"0,9",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Ajo & perejil -,8437015912202,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']","['France', 'Espagne']",[],[],27.6 g,en quantité élevée,2.54 g,en quantité modérée,2.2 g,en faible quantité,1.35 g,en quantité modérée,?,,511,+26%,2138 kj(511 kcal),+26%,"27,6",+227%,"2,54",+57%,"55,1",-18%,"2,2",-62%,"8,8",-16%,"1,35",+17%,"0,54",+17%,13,+143%,D,+143%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,,,,,,,,,,,,
80,Avocat Biologique variété Hass - Socomo,8437016554845,B,,['Socomo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Avocats']",['France'],['ODUIT: AVOCAT BIOLOGIQUE \\RIÉTÉ: HASS T: Il AL: 22 RIGINE: ESPAGNE'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.4%,0.0%,0.0%,8.7%,3.8%,3.1%,50,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,['Espagne'],,,,
81,Tomate cerise bio - Dynaverde - 250g,8437017779018,B,250 g,['Dynaverde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-001-AN', 'ES-ECO-002-AN', 'Agriculture UE']",,,,,,,,['Espagne'],,,,
82,Galletas Rellenas - Spar,8480013085539,,,['Spar'],,['France'],[],[],,,,,,,,,?,,482,,2017 kj(482 kcal),,20,,11,,68,,28,,"5,7",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,['Spar'],,,,,,,
83,Mueli con frutos - Spar - 500g,8480013095187,B,500 g,['Spar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['France'],[],[],12.7 g,en quantité modérée,5.8 g,en quantité élevée,25.3 g,en quantité élevée,0.37 g,en quantité modérée,?,,429,+8%,1795 kj(429 kcal),+7%,"12,7",+20%,"5,8",+114%,68,+11%,"25,3",+41%,"8,2",-14%,"0,37",+155%,"0,148",+155%,16,+366%,D,+366%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Gluten'],"['Cardboard box', 'Plastic bag']",,,,,,,Muesli con frutos secos,,,,,,
