,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
82,"Fitoform Distillat D'Algues, Fucus Et Laminaires ampoule",3510130010024,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Moutarde mi-forte tomate / basilic,2020000419273,['France'],[],[],?,491,2054 kj(491 kcal),"6,1","0,4","10,2","4,2","5,5","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Loyd the magic experience,5900396028761,['France'],[],[],?,2,8 kj(2 kcal),2,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Purée pomme-rhubarbe,0602561482624,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Assortiment de chocolats,0031290729647,['France'],[],[],?,526,2201 kj(526 kcal),33,18,49,45,"6,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Poulet roti fermier,3430110001036,['France'],[],[],?,186,778 kj(186 kcal),"6,2","2,6","7,6","5,7",26,"6,2","2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Salade Caesar,6206120601453,['France'],[],[],?,185,774 kj(185 kcal),11,2,10,"1,4",12,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Decaffeinato,8002530115423,['France'],[],[],?,295.08,1235 kj(295 kcal),"10,63","2,48","38,63","0,15","18,95","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Poitrine cuite supérieure 3 tranches VPF 263gr,2478872024734,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,
91,Nutella,45554445,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,
92,Choux-fleurs en fleurettes surgelés,3184034286443,['France'],[],[],?,18,75 kj(18 kcal),"0,2","0,03","1,1",1,"1,61",,,,,['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Petits pois and jeunes carottes,3061435002950,['France'],[],[],?,62,259 kj(62 kcal),"0,6","0,1","8,1","3,4","3,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,8411027004643,8411027004643,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Muffin con gocce di cioccolato,8003130844096,['France'],[],[],?,462,1933 kj(462 kcal),26,"3,5",50,32,"6,2","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Rich et smooth,5060123607178,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Barre de cereales cockpop’s - Kellogg's,5059321001789,['France'],[],[],?,420,1757 kj(420 kcal),13,"9,5",69,27,"5,3","0,38","0,152",,,,"[""Kellogg's""]","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,,,,13 g,en quantité modérée,9.5 g,en quantité élevée,27 g,en quantité élevée,0.38 g,en quantité modérée,,-1%,-1%,-18%,+59%,+15%,-1%,-29%,-3%,-3%,16,+21%,D,+21%,,,,,,,,,,,,,
98,Mini sucettes aux goûts assortis,8723400790532,['France'],[],[],?,388,1623 kj(388 kcal),0,0,96,83,0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Tomato & onion couscous,7840055633913,['France'],[],[],?,146,611 kj(146 kcal),"2,1","0,8","26,3","3,1",5,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Vinaigrette nature,3760269910522,['France'],[],[],?,242,1013 kj(242 kcal),25,"2,9",3,"1,8","0,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Lentilles,0094922263520,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Kuvvet Macunu Aphrodisakum,8681221701055,['France'],[],[],?,474,1983 kj(474 kcal),"19,1",0,"65,03",58,"19,59",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Huile de toutnesol - Maurel,3075711350000,['France'],[],[],?,900,3766 kj(900 kcal),20,11,11,0,11,0,0,,,,['Maurel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Tu casa,8435065300505,['France'],[],[],?,?,,?,,?,,?,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Tartare de Cornichons Bio,3275550700015,['France'],[],[],?,61,255 kj(61 kcal),"0,1","0,1",14,12,"0,3","1,8","0,72",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,1.8 g,en quantité élevée,,+126%,+138%,-66%,+46%,+307%,+360%,-70%,+5%,+5%,4,+84%,C,+84%,,,,,,,,,,,,['Bio'],
106,Yuzu jelly tea,3760299912466,['France'],[],[],?,52,218 kj(52 kcal),0,0,65,12,"0,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Fromage fort,0207109030376,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2000000119703,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Colombo des Antilles,3760177740624,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Cerneaux de noix,2600184029392,['France'],[],[],?,688,2879 kj(688 kcal),"63,8","5,7","10,8",3,"14,07",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,,,63.8 g,en quantité élevée,5.7 g,en quantité élevée,3 g,en faible quantité,,,,+0%,+0%,-0%,-3%,+11%,-6%,-6%,,,,,,,D,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,
111,Ygugub,9782853001427,['France'],[],[],?,61,255 kj(61 kcal),"0,69","0,2",0,,60,8,"3,2",,,,,['Non alimentaire'],,,,,,0.69 g,en faible quantité,0.2 g,en faible quantité,,,8 g,en quantité élevée,,-71%,-71%,-94%,-94%,-100%,,+755%,+790%,+790%,,,,,,,,,,,,,,,,,
112,Liqueur de gingembre,3339340000072,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Thé,3700809363784,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Noix de Cajou,4031446850290,['France'],[],[],?,626,2619 kj(626 kcal),50,"9,1",24,"7,5",20,1,"0,4",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,50 g,en quantité élevée,9.1 g,en quantité élevée,7.5 g,en quantité modérée,1 g,en quantité modérée,,+5%,+5%,+8%,+7%,-6%,+16%,+7%,+59%,+59%,11,+45%,D,+45%,E,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,
115,Poivrons grillés à l huile d'olive 40 %,2006050017904,['France'],[],[],?,109,456 kj(109 kcal),"9,6","1,5","3,5","3,4","0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Pâte Blé Sarrasin,3770010768104,['France'],[],[],?,363.3,1520 kj(363 kcal),"1,9","0,4","73,5",5,"10,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Guimauve fantaisie,3395503090298,['France'],[],[],?,355,1485 kj(355 kcal),0,0,86,52,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,40564689110118,40564689110118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"Farine Blé ancien "" Khorasan """,3770008282759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
120,Orge Floconnee Sac 18KG,3701330500037,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Olives verte,8690804142888,['France'],[],[],?,137,573 kj(137 kcal),13,"2,5","1,8",0,"3,6","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Aachi Mango Avakkai 300Gm,8906021122054,['France'],[],[],?,117.2,490 kj(117 kcal),"10,53","4,33","3,47","0,5","2,13",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Le Gruyère switzerland - Emmi,7610900032761,['France'],[],[],?,400,1674 kj(400 kcal),32,19,"0,1","0,1",27,"1,5","0,6",,,,['Emmi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5053744470412,5053744470412,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Donuts chocolat X 4 décongelés,0287324019615,['France'],[],[],?,412,1724 kj(412 kcal),21,"9,7",49,21,"5,5","0,89","0,356",,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,,21 g,en quantité élevée,9.7 g,en quantité élevée,21 g,en quantité élevée,0.89 g,en quantité modérée,,-5%,-5%,-19%,-23%,+15%,+34%,-15%,-14%,-14%,21,-2%,E,-2%,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,
126,"2 Triangles (Camembert, Oignon confit, Bacon) - Picard - 220g",3270160891832,['France'],"['Camembert 31,8 % ', 'contient lait', 'oignon confit 24,4% ', 'oignon 17,4%', 'sucre de canne', 'vinaigre de Xérès', 'caramel aromatique ', 'sucre', 'eau', 'oignon grillé en poudre 0,4%', 'amidon de maïs', 'sel', 'poivre', 'eau', 'bacon cuit fumé au bois de hêtre 13,8% [poitrine de porc ', 'origine : France*', 'eau', 'sel', 'sirop de glucose', 'arômes naturels', ""extraits d'épices"", 'antioxydant : extrait de romarin', 'ferments]', 'farine de blé ', 'gluten', 'fécule de pomme de terre', 'huile de tournesol', ""blanc d'œuf en poudre issu de poule élevée en plein air"", 'fibres végétales', 'œuf entier en poudre issu de poule élevée en plein air', 'sel']","['Non végétalien', 'Non végétarien']",975,256,975 kj(256 kcal),14,"8,2",18,"5,9",13,"1,4","0,56",,220 g,,['Picard'],"['Plats préparés', 'Crêpes au fromage']",,,['Picard'],"['Gluten', 'Lait']",4,14 g,en quantité modérée,8.2 g,en quantité élevée,5.9 g,en quantité modérée,1.4 g,en quantité modérée,+48%,+50%,+39%,+101%,+213%,-2%,+77%,+80%,+43%,+43%,15,+250%,D,+250%,B,,57.1%,15.7%,5.5%,6.6%,3.2%,11.9%,79,,['E392 - Extrait de romarin'],"['Nutriscore', 'Nutriscore D', 'en:Viande Française', 'en:Viande Porcine Française']",
127,Galettes,3700923601977,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Caille fermière jaune des Landes,0221335048615,['France'],[],[],?,175,732 kj(175 kcal),10,"2,9","0,5","0,5",21,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Cocktail 4 fruits au sirop léger,8012309130502,['France'],[],[],?,66,276 kj(66 kcal),"0,1",0,15,13,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Sac nougat montelimar tendre+noir,3760129549992,['France'],[],[],?,489,2046 kj(489 kcal),"24,3","1,75","56,3","51,25","9,73",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Treats,0065633511682,['France'],[],[],?,100,418 kj(100 kcal),3,1,18,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Pains au chocolat,0230023016072,['France'],[],[],?,398,1665 kj(398 kcal),22,15,42,12,6,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Mango pulp,3760137918933,['France'],[],[],?,98,410 kj(98 kcal),"0,12","0,1","24,21","22,22","0,82","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Chirlata Almendras,8437016914038,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Risotto,8171281307001299,['France'],[],[],?,356,1490 kj(356 kcal),"1,2","0,3","77,3","0,6","7,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Jambon blanc,0200111027297,['France'],[],[],?,124,519 kj(124 kcal),"5,1","1,7","0,8","0,5",19,"2,1","0,84",,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,5.1 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-6%,-5%,+6%,-8%,+20%,-16%,-10%,+12%,+12%,11,+56%,D,+56%,E,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,
137,Galetto,2818578005055,['France'],[],[],?,114,477 kj(114 kcal),"3,9","1,36","0,4",0,"19,3","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alfredo’s chips,8008714000837,['France'],[],[],?,480,2008 kj(480 kcal),"23,8",3,"55,7","0,5","7,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Crêpe bretonnes fraîches,2600360013511,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No Chicken Nuggets,8718692787827,['France'],[],[],?,237,992 kj(237 kcal),"12,7","0,9","18,8","0,7","9,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Domaine de bresse,2488010022560,['France'],[],[],?,434,1816 kj(434 kcal),42,29,1,"0,5",13,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Salted caramel & nut selection,29086344,['France'],[],[],?,574,2402 kj(574 kcal),"41,3","10,4","32,8","23,5","13,4","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Boucher aux ris de veau,0205453038055,['France'],[],[],?,195,816 kj(195 kcal),13,"7,6",12,"0,6","7,1","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Mélange apéritif salé,2609906046518,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,9",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Thai sweet chilli,5021039024039,['France'],[],[],?,154,644 kj(154 kcal),"0,2","0,1","37,1","34,2","0,2","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Kitkat menthe,7613287127662,['France'],[],[],?,506,2117 kj(506 kcal),"25,2","13,8","61,9","51,2","6,8","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Poivron bicolore,3700542800348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",
148,Fromage au lait de vache,3373960009534,['France'],[],[],?,219,916 kj(219 kcal),18,14,"1,3","1,1",13,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Jambon superieur tradtionnel cuit avec son os,2653869034372,['France'],[],[],?,189,791 kj(189 kcal),11,1,"0,5","0,3",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Filet de poulet,2487391023685,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Nutriscore', 'Nutriscore A']",
151,Filet de poulet fermier,2435199067769,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
152,Roti saurmenté,2245024060090,['France'],[],[],?,129,540 kj(129 kcal),"4,4","1,7","0,5","0,4","3,4","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Cookie balls Eclats de chocolat,3770005222475,['France'],[],[],?,402,1682 kj(402 kcal),22,"2,8",42,12,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",
154,Harissa,6191537700571,['France'],[],[],?,71,297 kj(71 kcal),22,"0,61","10,88","5,24","2,1","1,89","0,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Moutarde de dijon forte bio,0397868,['France'],[],[],?,171,715 kj(171 kcal),"12,6","0,8","3,5","2,1","7,5","6,75","2,7",,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,,,,12.6 g,en quantité modérée,0.8 g,en faible quantité,2.1 g,en faible quantité,6.75 g,en quantité élevée,,+8%,+7%,+10%,+5%,-4%,-7%,+4%,+14%,+14%,12,+11%,D,+11%,B,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Bio'],
156,Rilette de sanglier,3760168111457,['France'],[],[],?,383,1602 kj(383 kcal),35,14,"0,3",0,16,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 08.180.009 CE', 'Francheville (Ardennes, France)']",,,
157,Cerise Ratafia,3580010002005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,GRANOLA JUNIOR CHOCO -,3770005222758,['France'],[],[],?,356,1490 kj(356 kcal),"9,6","2,4",55,10,9,"0,07","0,028",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,9.6 g,en quantité modérée,2.4 g,en quantité modérée,10 g,en quantité modérée,0.07 g,en faible quantité,,-11%,-11%,+10%,+9%,-18%,-40%,-4%,-80%,-80%,-2,-137%,A,-137%,B,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,"['Bio', 'Bio européen', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A']",
159,Parlentier de boeuf,18361988,['France'],[],[],?,117,490 kj(117 kcal),"4,3","2,9","6,3",1,"12,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Tomates roties au four aux olives noires,8034063246817,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",
161,Tubes aux fruits aromatises,3222477533783,['France'],[],[],?,86,360 kj(86 kcal),2,"1,3",11,10,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],
162,GRANOLA JUNIOR COCO BANANE -,3770005222765,['France'],[],[],?,352,1473 kj(352 kcal),"9,4",3,55,11,"8,5","0,09","0,036",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,9.4 g,en quantité modérée,3 g,en quantité modérée,11 g,en quantité modérée,0.09 g,en faible quantité,,-12%,-12%,+8%,+36%,-18%,-34%,-9%,-75%,-75%,-2,-137%,A,-137%,C,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,"['Fabriqué en France', 'Nutriscore', 'Nutriscore A']",
163,Laetitia,3360190047849,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Morbier,2481235027815,['France'],[],[],?,343,1435 kj(343 kcal),"28,1","19,6","0,5",0,22,"1,76","0,704",,,['Film en plastique'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,28.1 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.76 g,en quantité élevée,,-3%,-3%,-2%,+1%,-36%,-100%,-3%,+23%,+23%,16,+7%,D,+7%,C,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
165,Rable de lapin Loeul et Piriot Tranche 5 morceaux,3277820071047,['France'],[],[],?,?,,?,,?,,?,,,,,,['Loeul et Piriot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Caramel au beurre salé,3770003694243,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Huile d'olive vierge extra,3547130095546,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,,,,,99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+6%,+6%,+5%,+10%,,,,,,6,-1%,C,-1%,D,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,
168,Fromage pont l eveque,0201152045653,['France'],[],[],?,305,1276 kj(305 kcal),24,16,"0,5","0,5",21,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Liebig,112302699,['France'],[],[],?,?,,?,,?,,?,,,,,,['Liebig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Carte Casino,9212490230299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,La familizza boeuf à la provençale - Carrefour,3700009274125,['France'],[],[],?,212,887 kj(212 kcal),"7,3","2,6",26,"2,8","9,2","1,3","0,52",,,,['Carrefour'],,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],
172,Rigatoni au curcuma,3760313560093,['France'],[],[],?,335,1402 kj(335 kcal),1,0,65,3,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Noix,3335770001566,['France'],[],[],?,700,2929 kj(700 kcal),"67,3","6,45","6,88",3,"15,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Fromage tete tradilege,2804973009125,['France'],[],[],?,136,569 kj(136 kcal),"8,6","3,1",2,0,13,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Pot de Vleesch,3563800002980,['France'],[],[],?,139,582 kj(139 kcal),"7,7","2,98","0,51","0,51","16,8","1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)']",,,
176,Tablette de chocolat blanc Maltitol,3760268915986,['France'],[],[],?,509,2130 kj(509 kcal),38,23,53,"8,2","5,8","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,La barre de coeur,3575410869174,['France'],[],[],?,434,1816 kj(434 kcal),24,6,"32,3","20,5",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
