,name,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,allergens,link,traceability_code,palm_ingredients,bar_code,brand_owner
59,"Lasagne Bolognese - Come a Casa - 1,6kg",D,,"1,6 kg","['Plastique', 'Frais']",['Come a Casa'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,,['Belgique'],,['France'],"['Lait partiellement écrémé', 'viande de porc ', '16%', 'tomates', 'semoule de blé dur', 'fromage', 'concentré de tomates', 'lard ', 'viande de porc', 'sel', 'sucre', 'dextrose', 'antioxydant: ascorbate de sodium', 'extrait de romarin', 'conservateur: nitrite de sodium', 'mascarpone ', 'contient lait', 'amidon modifié de maïs', 'huile de colza', 'champignons', 'carottes', 'céleri', 'courgettes', ""œufs d'élevage au sol"", 'oignons', 'farine de blé', 'sel', 'vin rouge', 'bouillon de porc', 'beurre concentré', 'épices et plantes aromatiques', 'ail', 'sucre', 'fécule', 'arômes ', 'contient lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,,?,,?,,,,?,,,,?,,,,,,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,,,,,,,,,"['E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Céleri', 'Œufs', 'Gluten', 'Lait']",,,,,
60,Tablette N°1 Côte d'Ivoire Noir 70% - Jeff de Bruges - 80g e,D,Chocolat noir 70% cacao de Côte d'Ivoire,80 g e,"['Carton', 'Plastique', 'Métal']",['Jeff de Bruges'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Point Vert', 'Fabriqué en France', 'Pur beurre de cacao', 'Triman', 'Quality Program Partner']","[""Côte d'Ivoire""]",['France'],['Jeff de Bruges'],['France'],"['Pâte de cacao *', 'sucre', 'beurre de cacao *', 'cacao maigre en poudre*', 'émulsifiant : lécithine de soja ', 'sans OGM', 'arôme naturel de vanille', ' Cacao :  70% minimum', ' Peut contenir des traces de lait', 'de gluten', 'd’œuf', 'de graines de sésame', ""de fruits à coque et d' arachides""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,2360,+4%,564,+1%,"42,5",+8%,"25,5",+10%,"30,5",-21%,"26,6",-16%,"7,8",+2%,"0,02",-57%,"0,008",-57%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,42.5 g,en quantité élevée,25.5 g,en quantité élevée,26.6 g,en quantité élevée,0.02 g,en faible quantité,2360 kj(564 kcal),+2%,22,+4%,E,+4%,['E322i - Lécithine'],['Soja'],http://www.jeff-de-bruges.com/fr/collections/tablettes/n-1-cote-d-ivoire-noir-70,,,,
61,Coeur De Celeri - Casino - 265g,,,265 g,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",,,,['Casino'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,nestlé bebe p'tit gourmand crème de riz des 6 mois 4x100g - 4x 100g,,Aliment pour bébés,4 x 100g,,['nestlé bebe'],,"['Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,?,,88,,"2,5",,1,,"12,7",,"8,3",,"3,3",,0,,0,,,,,,,,,,,,,,,,,368 kj(88 kcal),,,,,,,,,,,,
63,Saveurs Bio au Chaudron Friases Pommes - Lucien Georgelin,B,,,"['Pot', 'Plastique']",['Lucien Georgelin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']","['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",,['France'],['Max Plus'],['France'],"['FRAISES* 50%', 'POMMES* 42%', 'SUCRE DE CANNE*', 'JUS DE CITRON CONCENTRE*']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,?,,?,,,,?,,24,+94%,?,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,24 g,en quantité élevée,,,,,,,,,,,,,,,
64,Harvest Basket - Pommes Noisettes - 1000gr  - 1kg,C,"Boulettes de pomme de terre précuites dans de l'huile de tournesol, surgelées.",1 kg,"['Sachet', 'Plastique', 'Pochon']","['Harvest Basket', 'Lidl']","['Surgelés', 'Pommes de terre préfrites surgelées', 'Pommes noisettes surgelées']","[""À l'huile de tournesol""]",,,['LIDL'],['France'],"['Pomme de terre ', '88%', 'huile de tournesol ', '5', '5%', ""blanc d'oeuf de poules élevées au sol "", '3', '4%', 'poudre de lactosérum', 'dextrose', 'sel', 'émulsifiants ', ""mono- et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,171,-3%,"5,5",-19%,"0,7",-25%,"26,5",+6%,"2,5",+250%,"2,5",+2%,"0,9",-5%,"0,36",-5%,69.0%,13.1%,5.2%,4.3%,6.1%,2.2%,61,5.5 g,en quantité modérée,0.7 g,en faible quantité,2.5 g,en faible quantité,0.9 g,en quantité modérée,715 kj(171 kcal),-4%,4,+32%,C,+32%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Lait']",,['NL2017005'],,,
65,Pain de Campagne - Pains Maritimes - Poids à la coupe,,Pain de Campagne Biologique,Poids à la coupe,"['Sachet', 'Papier']",['Pains Maritimes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne', 'Pains au levain']","['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']","['France', 'Minoterie Giraudineau', 'Vendée']","['France', 'Saint-Nazaire']",['Pains Maritimes'],['France'],"['Farine de blé T80', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,
66,Pomme Bio - Charles et Alice - 100g,A,Compote de pomme bio,100 g,"['Coupelle', 'Métal', 'Aluminium']",['Charles et Alice'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Origine France']",['France'],['France'],['Restaurant scolaire'],['France'],['Pomme'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,?,,?,,,,?,,,,?,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,,,,,,,,
67,Cidre d'Ici - La Cidrerie du Golfe - 75cl,B,,75 cl,"['Verre', 'Bouteille']",['La Cidrerie du Golfe'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Déconseillé aux femmes enceintes', 'Agriculture France', 'Sans sulfites ajoutés']",,"['France', 'Bretagne']",,['France'],['Cidre'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,?,,?,,?,,,,?,,,,?,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,,
68,Miko Swedish Glace Smooth Vanilla - Unilever - 750ml,B,Crème glacée vegan à base de soja aromatisée vanille,750ml,"['Bac', 'Plastique']","['Unilever', 'Miko', 'Swedish Glace']","['Desserts', 'Surgelés', 'Desserts végétaliens', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Desserts au soja', 'Crèmes glacées en pot', 'Glaces à la vanille']","['Végétarien', 'en:gluten-free', 'Sans lactose', 'Sans produits laitiers']",['Lituanie'],['Lituanie'],['Noz'],['France'],"['Eau', 'sucre', 'dextrose', 'huiles végétales ', 'palme', 'noix de coco', 'farine de soja ', '6,6%', 'arômes de synthèse', 'émulsifiants ', ""Mono- et diglycérides d'acides gras"", ""esters d' acide citrique de mono et diglycérides d'acides gras"", ' ', 'sel', 'stabilisateurs ', 'gomme de caroube', 'gomme de guar', 'carraghénane', 'gousse de vanille en poudre', 'colorant ', 'carotènes']","['Huile de palme', 'Végétarien']",4,?,,210,+139%,11,+426%,6,+1239%,24,+76%,24,+118%,3,-12%,"0,28",+135%,"0,112",+135%,24.3%,36.0%,14.5%,14.8%,8.1%,2.2%,96,11 g,en quantité modérée,6 g,en quantité élevée,24 g,en quantité élevée,0.28 g,en faible quantité,879 kj(210 kcal),+135%,13,+1703%,D,+1703%,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",['Soja'],,,['Huile de palme'],,
69,Mélange de noix et fruits séchés - Gula - 40g,D,Mélange de noix et fruits séchés,40 g,['Plastique'],['Gula'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix', 'Aliments à base de plantes séchés']",,,['75009 PARIS'],['Gula'],['France'],"['Rondelle de pomme ', '40%', ' -Mûre enrobée au chocolat blanc ', '40%', ' : chocolat blanc ', 'sucre', 'beurre de cacao', 'lactosérum en poudre', 'lait entier en poudre', 'émulsifiants : lécithine de soja', 'arôme naturel de vanille', 'mûre', 'arôme', ""agents d'enrobage : sirop de glucose"", 'sucre - Vinette ', '20%']",['Non végétalien'],4,?,,272,-17%,7,-10%,4,+217%,55,+13%,46,+24%,2,-64%,"0,25",+21%,"0,1",+21%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,7 g,en quantité modérée,4 g,en quantité modérée,46 g,en quantité élevée,0.25 g,en faible quantité,1140 kj(272 kcal),-16%,6,+131%,C,+131%,['E322i - Lécithine'],,,,,,
70,Pain - Leclerc,,,,,['Leclerc'],,,,,,['France'],[],[],,?,,274,,"1,3",,"0,2",,66,,"1,6",,"9,2",,"1,7",,"0,68",,,,,,,,,,,,,,,,,1146 kj(274 kcal),,,,,,,,,,,,
71,"Pain complet ""maison"" - Leclerc",,,,,['Leclerc'],,,,,,['France'],[],[],,?,,298,,"2,1",,"0,3",,51,,"1,4",,13,,"2,9",,"1,16",,,,,,,,,,,,,,,,,1247 kj(298 kcal),,,,,,,,,,,,
72,All Bran Chocolat - Kellogg's - 375g,A,Céréales de blé complet au cacao fourrées à la poudre de cacao maigre sucrée enrichies en vitamines et fer,375 g,"['Carton', 'Sachet']","[""Kellogg's"", 'All Bran']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Son', 'Sons de céréales', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées', 'Sons de blé']",['Riche en fibres'],,,,['France'],"['Blé complet', 'chocolat ', '23%', ' [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme]', 'chocolat en poudre ', '9%', ' [sucre', 'cacao en poudre]', 'arôme', 'antioxydants ', ""palmitate d'ascorbyle"", 'alpha-tocophérols', ',lait', 'vitamines ', 'PP', 'B6', 'B2', 'B1', 'B9', 'B12', 'fer']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,397,+45%,9,+106%,6,+659%,64,+123%,19,+396%,10,-32%,"0,02",+35%,"0,008",+35%,33.7%,17.7%,17.8%,10.7%,20.1%,0.0%,98,9 g,en quantité modérée,6 g,en quantité élevée,19 g,en quantité élevée,0.02 g,en faible quantité,1661 kj(397 kcal),+44%,8,,C,,"['E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']","['Gluten', 'Lait', 'Soja']",,,"[""E304 - Palmitate d'ascorbyle""]",,
73,Les P'tits Dodus Chocolat au Lait - Sémilia - 250g,B,Coussinets de céréales sans gluten au biscuit croustillant fourrés au chocolat au lait issu du commerce équitable,250 g,"['Carton', 'Sachet']",['Sémilia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']","['Bio', 'Bio européen', 'en:gluten-free', 'Fabriqué en France']",,['France'],,['France'],"['Fourrage 50 % : chocolat au lait ', 'cacao 39 % minimum et sans lécithine', ' : sucre de canne* ', '38,9 %', 'beurre de cacao* ', '28,7 %', 'poudre de lait entier*  ', '21,7 %', 'masse de cacao* ', '10,7 %', 'extrait de vanille* ', '0,03 %', ' ', ' Biscuit 50 % : farine de riz*', 'farine de maïs*', 'sucre de canne* // * ingrédients issus de l’agriculture Biologique']",['Non végétalien'],3,?,,469,+8%,"20,5",+49%,"12,2",+223%,"63,7",-6%,"26,1",-9%,"6,5",-13%,"0,01",-98%,"0,004",-98%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,20.5 g,en quantité élevée,12.2 g,en quantité élevée,26.1 g,en quantité élevée,0.01 g,en faible quantité,1962 kj(469 kcal),+7%,19,+46%,E,+46%,,['Lait'],http://semilia.fr/ptits-dodus-au-chocolat-au-lait,,,,
74,Céréales fourrées Fraise - Gedis - 200g,D,Coussins de céréales fourrées au bon goût de Fraise,200 g,['Sachet'],['Gedis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']",,,,,['France'],"['Fourrage saveur fraise 50% ', 'sucre', 'huile de colza', 'poudre de lactosérum allégée en protéines ', 'contient du lait', 'poudre de lactosérum ', 'contient du lait', 'matière grasse végétales ', 'palme', 'noyau de karité', ' émulsifiant ', 'lécithine de colza', 'saveur fraise', 'farine de blé ', 'contient du gluten', 'sucre', 'son de blé ', 'contient du gluten', 'farine de riz', ' sel']","['Huile de palme', 'Non végétalien']",4,?,,391,-10%,3,-78%,"0,5",-87%,83,+22%,24,-16%,"7,1",-5%,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,3 g,en quantité modérée,0.5 g,en faible quantité,24 g,en quantité élevée,,,1636 kj(391 kcal),-11%,,,,,['E322i - Lécithine'],"['Gluten', 'Lait']",http://www.gedis.dz/cereales/cereales-fourrees-fraise/,,['Huile de palme'],,
75,Mon Jus de Pomme Bio - McDonald's - 30cl,B,Pur jus de Pomme,30 cl,"['Brik', 'Tetrapak']","[""McDonald's"", 'Pressade']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,['France'],"[""McDonald's""]",['France'],['100 % pur jus de pomme'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,201,+6%,?,,0,-100%,0,-100%,12,+10%,12,+17%,0,-100%,0,-100%,0,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,201 kj(48 kcal),+5%,5,+21%,C,+21%,,,,,,,
76,Farine pour Pain de Tradition Française Type 65 - Paulic Minotiers - 25kg,A,Farine de tradition française issue de blés soigneusement sélectionnés et écrasés en Bretagne.,25 kg,"['Sac', 'Papier']",['Paulic Minotiers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65', 'Préparations de boulangerie']","['Certifié par Certipaq', 'Fabriqué en France', 'Produits destinés aux professionnels', 'Label Rouge']",['France'],"['France', 'Bretagne']",,['France'],"['Farine de blé type 65', 'gluten de blé', 'farine de blé malté 0,3%', 'enzymes : alpha-amylases']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,?,,?,,,,?,,,,?,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,,['E1100 - Amylases'],['Gluten'],http://paulic-minotiers.com/index.php?page=froment-label-rouge,,,,
77,Grilled Cheese & Bacon - McDonald's - 203g,,"Sandwich chaud au steaks hachés 100% pur bœuf, cheddar fondu et bacon croustillant.",203 g,"['Carton', 'PAP', '21']","[""McDonald's""]","['Sandwichs', 'Hamburgers']","['Point Vert', 'Pur bœuf', 'Triman']",,['France'],"[""McDonald's""]",['France'],"['Un pain toasté', 'deux steaks hachés 100% pur bœuf', 'deux tranches de cheddar fondu', 'du bacon croustillant', 'des oignons frits', 'un peu de salade et une sauce onctueuse,\rAllergènes présents : gluten ', 'de blé', 'lait', 'oeufs', 'soja']",['Non végétalien'],4,1150,+10%,?,,18,+44%,"7,9",+68%,11,-46%,3,-5%,17,+30%,"1,2",+3%,"0,48",+3%,,,,,,,,18 g,en quantité modérée,7.9 g,en quantité élevée,3 g,en faible quantité,1.2 g,en quantité modérée,1150 kj(275 kcal),+10%,15,+50%,D,+50%,,"['Œufs', 'Gluten', 'Lait', 'Soja']",https://www.mcdonalds.fr/produits/burgers/le-grilled-cheese-bacon,,,,
78,Pepitas - Pernigotti - 250g,,Glándula al latte con nocciole interesa - Gianduia milk chocolate with whole hazelnuts,250 g,['Caja'],['Pernigotti'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats aux noisettes']","['Sans gluten', 'es:Cioccolato Factory']",['Italie'],['Italia'],,"['France', 'Italie', 'Espagne']","['Azúcar', 'avellanas ', '34% de los ingredientes totales', 'pasta de cacao', 'manteca de cacaco', 'leche en polvo', 'elmusionate: legítima de soja', 'aroma natural', 'Puede contener otros frutos secos con cáscara', 'Sin gluten']",['Non végétalien'],4,2433,+4%,?,,42,+8%,14,-21%,41,-7%,40,-2%,"8,1",-1%,"0,1",-29%,"0,04",-29%,,,,,,,,42 g,en quantité élevée,14 g,en quantité élevée,40 g,en quantité élevée,0.1 g,en faible quantité,2433 kj(582 kcal),+3%,25,+6%,E,+6%,,['Fruits à coque'],http://www.pernigotti.it/it/,,,,
79,Abricots moelleux - Carrefour - 50g,D,"Abricots secs entiers dénoyautés, réhydratés à 35% d'humidité maximum, pasteurisés",50 g,"['sous vide', 'Plastique']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs', 'Aliments à base de plantes séchés']",,['Turquie'],['France'],['Carrefour'],['France'],"['Abricots secs', 'eau', 'antioxydant: anhydride sulfureux']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1063,-21%,?,,0,-100%,0,-100%,49,+1%,21,-44%,"2,1",-62%,"0,06",-71%,"0,024",-71%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,0.06 g,en faible quantité,1063 kj(254 kcal),-22%,-4,-254%,A,-254%,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,"['EMB 47049B', 'Casseneuil (Lot-et-Garonne, France)']",,,
80,Sauce Big Mac - McDonald's - Inconnu,,Sauce Big Mac pour hamburgers,Inconnu,"['Carton', 'Plastique']","[""McDonald's""]","['Epicerie', 'Sauces', 'Sauces pour hamburgers']",,,,"[""McDonald's""]",['France'],"['Eau', 'Huile de colza', ""vinaigre d'alcool"", 'cornichons', 'sirop de glucose-fructose', 'sucre', 'amidon de maïs modifié', ""jaune d'œuf"", 'épices ', 'dont moutarde', 'sel de cuisine', 'épaississant ', 'E415', 'arômes naturels', 'extrait de levure', 'affermissant ', 'E509']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']","['Œufs', 'Moutarde']",,,,,
81,Sauce Mc Deluxe - McDonald's - 750ml e,,Sauce à la moutarde à l'ancienne,750 ml e,"['Plastique', 'Carton']","[""McDonald's""]","['Epicerie', 'Sauces', 'Sauces pour hamburgers']",['Point Vert'],,"['Allemagne', 'France']","[""McDonald's""]",['France'],"['Huiles végétales ', 'huile de colza', 'huile de soja', 'eau', ""moutarde à l'ancienne "", 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'sel', 'sucre', 'épices', ' 14%', ""vinaigre d'alcool"", ""jaune d'œuf"", 'sucre', 'sel', 'épices', 'amidon de maïs modifié', 'sirop de sucre caramelisé', 'arôme naturel', 'épaississant E415']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,['E415 - Gomme xanthane'],"['Œufs', 'Moutarde']",,,,,
82,6 Raisin & Maple Pancakes - Marks & Spencer - 210g e,B,6 Pancakes élaborés avec des raisins secs saveur sirop d'érable et au sirop d'érable. Code-barres à intégrer.,210 g e,"['Sachet', 'Plastique', 'Carton']",['Marks & Spencer'],"['Crêpes et galettes', 'Crêpes', 'Pancakes']",['Point Vert'],,,['Marks & Spencer'],['France'],"['Farine de blé contient Gluten ', 'avec farine de blé', 'Carbonate Niacine', 'Thiamine', "" - Eau • Raisins secs saveur sirop d'érable "", '13%', ' ', 'Raisins secs - Arôme - Eau - huile de tournesol', ' - Sucre - Œufs de poules élevées en plein air • Babeurre déshydraté ', 'Lait', "" • Huile de colza• sirop d'érable "", '2,5%', ' • Humectant : Glycérol • Sirop de sucre inverti • farine de blé fermenté déshydraté ', 'contient gluten', ' - Poudre à lever : E450', 'Bicarbonate de soude - arôme']",['Non végétalien'],4,?,,?,,?,,,,?,,,,?,,,,,,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,,,,,,,"['E502 - Carbonates', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait']",,,,,
83,Poêlée de légumes grillés Casino Bio - 600g,,Poêlée de légumes grillés,600 g,"['surgelé', 'Plastique']",['Casino Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Mélanges de légumes surgelés', 'Mélange de légumes', 'Produits végétaux surgelés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Italie'],"['64026 Roseto degli Abruzzi', 'Italie']",['Casino'],['France'],"[""Courgettes grillées* 38% - aubergines grillées* 26% - oignons grillés* 14% - poivrons rouges grillés* 7% - poivrons jaunes grillés* 7% - oignons* - huile d'olive vierge extra* - huile de tournesol* - sel - amidon de riz*"", ""\r * Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,232,+322%,"2,1",+41%,"0,3",+1%,6,+4%,6,+130%,"1,7",-16%,"0,48",+127%,"0,192",+127%,,,,,,,,2.1 g,en faible quantité,0.3 g,en faible quantité,6 g,en quantité modérée,0.48 g,en quantité modérée,973 kj(232 kcal),+331%,-4,,A,,,,,,,,
84,Biscuits Frollini au Yaourt et Miel - alce nero - 350g,,,350 g,,['alce nero'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Italie'],,['France'],[],[],,1943,+4%,?,,16,-16%,"3,7",-57%,71,+24%,20,-31%,"7,3",+23%,"0,88",+56%,"0,352",+56%,,,,,,,,16 g,en quantité modérée,3.7 g,en quantité modérée,20 g,en quantité élevée,0.88 g,en quantité modérée,1943 kj(464 kcal),+8%,13,-30%,D,-30%,,,,,,,
