,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,allergens,nova_score,quantity,packaging,traceability_code,generic_name,ingredients_origins,manufacturing,link,brand_owner,palm_ingredients
92,"La rieuse, bière blanche",3760042920083,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Pain biologique de seigle,,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
94,La baguette,2040170000002,,,['France'],[],[],?,281,1176 kj(281 kcal),21,14,2,2,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,saucisse de viande,0286024023298,,,['France'],[],[],?,279,1167 kj(279 kcal),"25,6","10,3","0,5","0,4",12,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,IRN BRU SUGAR FREE,5000382005551,,,['France'],[],[],?,7,29 kj(7 kcal),0,0,0,0,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,baguette traditionnelle,3700581202561,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,thé à l.immortelle Corse - 75g,3760176992505,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,75 g,,,,,,,,
99,Baguette céréales - 250g,0212555005250,,,['France'],[],[],?,225,941 kj(225 kcal),"3,5","0,5",38,1,"8,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,
100,Baguette céréales - 250g,0212555005250,,,['France'],[],[],?,225,941 kj(225 kcal),"3,5","0,5",38,1,"8,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,
101,Biscuit breton,3663350086673,,,['France'],[],[],?,500,2092 kj(500 kcal),23,16,66,25,"5,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Fol Epi,0284906024012,,,['France'],[],[],?,354,1481 kj(354 kcal),28,23,"0,5","0,5","22,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Abricots 1kg,3000030130071,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Museau de porc nature,2438348026631,,,['France'],[],[],?,238,996 kj(238 kcal),"19,8","7,3","0,4","0,2","14,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
105,Framboisette pâte de fruits enrobée de chocolat noir - Cruzilles,3339901002507,['Cruzilles'],,['France'],[],[],?,452,1891 kj(452 kcal),20,12,62,58,"3,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Olives cocktail kemia oriental,2635405014963,,,['France'],[],[],?,195,816 kj(195 kcal),18,"2,3","3,6",0,"1,8","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Muscle mix - Hema,8718161040705,['Hema'],,['France'],[],[],?,328,1372 kj(328 kcal),"1,8","1,5","74,5","59,4","3,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Pralin - Jean Hervé,2390396446109,['Jean Hervé'],,['France'],[],[],?,?,,?,,?,,?,,,,"['Aides culinaires', 'Aide culinaire sucrée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,
109,Tortellini al prosciutto crudo,8006827000584,,,['France'],[],[],?,296,1238 kj(296 kcal),"7,94","4,01","40,19","1,64","14,9","1,4","0,56",,['it:Tortellini al prosciutto'],7.94 g,en quantité modérée,4.01 g,en quantité modérée,1.64 g,en faible quantité,1.4 g,en quantité modérée,,,,,,,,,,,12,,D,,,,,,,,,,,,,,,,,,,,,
110,Pur jus de pomme,,,,['France'],[],[],?,43,180 kj(43 kcal),0,0,11,10,1,0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,-7%,-6%,-100%,-100%,0%,-4%,+357%,-100%,-100%,3,-28%,C,-28%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,
111,8710497440013,8710497440013,,,['France'],[],[],?,329,1377 kj(329 kcal),"0,2","0,2",76,57,"4,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,viande hachée - Leclerc - 566g,0200130018177,['Leclerc'],['Leclerc'],"['France', 'Suisse']","['PARCE A LEGUMES CAISSETTE Inoredents :poe n aN s deitrose 00 ee Taua oa0d:84802/00 ESC0 pante aYO a l #1ems oukdaya NOSRAC !SHAK and eusandun a coeur RnO a ', ':06/00P NG p sepve']",[],?,?,,?,,?,,?,,,,['Viande hachée'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,566 g,['sous vide'],,,['France'],,,,
113,Épices couscous légumes - Sëlma - 70g,3765900784340,['Sëlma'],,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,70 g,"['Pot', 'Plastique']",,,,,,,
114,Fromage blanc battu,9918660000005,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 01.447.051 CE', 'Villereversure (Ain, France)']",,,,,,
115,SORBOLE sorbet à la mangue,8021995014089,,,['France'],[],[],?,105,439 kj(105 kcal),"0,5","0,1",24,24,"0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Lemongrass Paste - Asda,5052449167344,['Asda'],,['France'],[],[],?,80,335 kj(80 kcal),"4,3","0,1","7,5","6,2","0,5",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Cheddar With Chillies - Tesco,5057753197360,['Tesco'],,['France'],[],[],?,389,1628 kj(389 kcal),31,"17,5","4,1","0,1","23,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"Tablette à casser, riz souffle caramélisé",3655000000009,,,['France'],[],[],?,550,2301 kj(550 kcal),37,"19,8",43,40,"6,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Chirouble,3257650085681,,,['France'],[],[],?,?,,?,,?,,?,0,0,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Chiroubles']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,
120,"Crème glacée façon ""crème brûlée""",8718182281989,,,['France'],[],[],?,255,1067 kj(255 kcal),"15,4","7,9","24,8","21,3","4,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Synergie,5413900001728,,,['France'],[],[],?,260,1088 kj(260 kcal),7,4,43,2,12,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Salad Cream - Asda - 420g,5054070201664,['Asda'],,['France'],[],[],?,309,1293 kj(309 kcal),26,"2,1",18,15,"0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420 g,,,,,,,,
123,Millions BubbleGum,5017375762353,,,['France'],[],[],?,405,1695 kj(405 kcal),"4,4","4,4",91,69,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Chateau de l'engerra,3760029524204,,,['France'],[],[],?,?,,?,,?,,?,0,0,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,['France'],,,,
125,Duo merveilleux speculoos,3273440050035,,,['France'],[],[],?,278,1163 kj(278 kcal),"12,3",8,42,35,"1,65","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Presskopf,2637626021973,,,['France'],[],[],?,186,778 kj(186 kcal),"12,9","4,37","3,27",0,"14,1","1,91","0,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Loto Des Animaux 30 Pièces - Djeco,3070900081222,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,100,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Yaourt à boire goût banane,4740113093174,,,['France'],[],[],?,75,314 kj(75 kcal),"1,3","0,9","12,4",12,"3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Limonade bio - Lorina,3551720037113,['Lorina'],,['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,4","8,4",0,"0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0.01 g,en faible quantité,,+10%,+13%,-100%,-100%,+12%,+15%,-100%,-25%,-25%,11,+8%,E,+8%,,,,,,,,['Bio'],,,,,,,,,,,,
130,Rhum maracujá gingembre avec de la vanille,3250269401699,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Pave cereales bio,2020001956241,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
132,Vitamine C poudre - Nutrivita,00079,['Nutrivita'],,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Baguette du Meunier,3289667201907,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Tartelettes framboises,5208086427192,,,['France'],[],[],?,428,1791 kj(428 kcal),14,"9,2",72,33,4,"0,1","0,04",D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la framboise']",14 g,en quantité modérée,9.2 g,en quantité élevée,33 g,en quantité élevée,0.1 g,en faible quantité,,+20%,+19%,+7%,+34%,+32%,+11%,+2%,-56%,-56%,21,+33%,E,+33%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,
135,Just Dance,3307215968109,,,['France'],[],[],?,1,4 kj(1 kcal),25,5,44,15,28,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Relleno coulant - Nestlé,7613035829534,['Nestlé'],,['France'],[],[],?,504,2109 kj(504 kcal),"31,6","18,4",47,"42,1","4,9","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Les terrasses de la Négly,3760006532017,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Gocciolotti - Balocco - 37.5g,8001100067339,['Balocco'],,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5 g,,,,,,,,
139,Jeunes pousses d'epinards -  - 125g,3448020004504,,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Épinards', 'Épinards frais', 'en:raw-spinach-young-leaves']",,,,,,,,,,,,,,,,,,,,,,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,125 g,,,,,,,,
140,Coconut Water - Oshee,5908260256326,['Oshee'],,['France'],[],[],?,21,88 kj(21 kcal),0,0,"5,3","4,4",0,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Colorant alimentaire rose foncé - 10g,10153161,,,['France'],[],[],?,?,,?,,?,,?,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 g,,,,,,,,
142,HOLLANDAISE SAUCE,599542,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Guacamole aux avocats frais - Florette,3280220109654,['Florette'],,['France'],[],[],?,183,766 kj(183 kcal),"16,2","2,9","4,7",2,"2,4",1,"0,4",C,"['Epicerie', 'Sauces', 'Guacamoles']",16.2 g,en quantité modérée,2.9 g,en quantité modérée,2 g,en faible quantité,1 g,en quantité modérée,,+13%,+15%,+32%,+12%,-23%,-2%,+38%,-9%,-9%,7,+40%,C,+40%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,['Sans conservateurs'],,,,,,,,,,,,
144,"Passata, Passierte Tomaten, Bio, Eden",4005047063571,,,['France'],[],[],?,32,134 kj(32 kcal),"0,5","0,1","4,8","4,3","1,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
145,Mi Nata Montada Azucarada - Central Lechera Asturiana,8410297121142,['Central Lechera Asturiana'],,"['France', 'Espagne']",[],[],?,312,1305 kj(312 kcal),"28,3","18,5","11,9","11,9","2,4","0,16","0,064",C,"['Produits laitiers', 'Crèmes', 'Crèmes fouettées']",28.3 g,en quantité élevée,18.5 g,en quantité élevée,11.9 g,en quantité modérée,0.16 g,en faible quantité,,+9%,+10%,+7%,+1%,+21%,+24%,+2%,+55%,+55%,15,+3%,D,+3%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,
146,Dunx peanut butter jelly,5060426310492,,,['France'],[],"['Végétalien', 'Végétarien']",?,435,1820 kj(435 kcal),"20,3","8,6","47,4",21,"12,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,
147,Apelsinu Marmelādes skēlītes glazūrā,4750011814511,,,['France'],[],[],?,355,1485 kj(355 kcal),7,"4,1",72,64,"1,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Chocolat Gianduja aux noisettes,3421371509911,,,['France'],[],[],?,604,2527 kj(604 kcal),"43,7","18,2","42,4","38,6","8,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Sfizzi kamut,8011262002253,,,['France'],[],[],?,429,1795 kj(429 kcal),"7,3","1,2","75,5","1,1","13,3","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Bonbons miel & eucalyptus,3335440311407,,,['France'],[],[],?,393,1644 kj(393 kcal),"0,5","0,5",98,79,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Merguez forte,2676356025394,,,['France'],[],[],?,202,845 kj(202 kcal),15,"5,8",24,18,14,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Jambon vendee bio,2611508025846,,,['France'],[],[],?,215,900 kj(215 kcal),12,"4,4","0,6","0,5",25,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,"['FR 85.006.001 CE', 'Apremont (Vendée, France)']",,,,,,
153,Sirop Argousier,3760252545045,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
154,Tasse Gourmande,074001,,,['France'],[],[],?,562,2351 kj(562 kcal),40,11,34,31,12,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Ribs saveurs barbecue,2222590047564,,,['France'],[],[],?,213,891 kj(213 kcal),13,"5,2",2,2,22,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Smoked ham cheddar,00238519,,,['France'],[],[],?,241,1008 kj(241 kcal),"18,8","6,5","22,2",3,"13,2","1,07","0,428",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",18.8 g,en quantité modérée,6.5 g,en quantité élevée,3 g,en faible quantité,1.07 g,en quantité modérée,,-27%,-26%,-29%,-63%,+1735%,+304%,-35%,-18%,-18%,8,-42%,C,-42%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
157,truffes,5420066370049,,,['France'],[],[],?,562,2351 kj(562 kcal),38,"34,1","48,7","46,3","3,8","0,275","0,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Viande de boeuf,2120911012515,,,['France'],[],[],?,177,741 kj(177 kcal),"1,1","0,9","0,5","0,5",42,"5,4","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
159,Comte 6 mois,2095057046970,,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
160,Frites sans sel,8422915209644,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Lupins - 200g,0701197218048,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,
162,Brot GBSM Mai,0155000000007,,,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Marina cerise,3770011720019,,,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5","9,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Vouvray brut Cuvée Suprème de Jean Paul Couamais,3353480000174,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Grana parano aop,2441851029716,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Corne de boeuf Angus,2363006001869,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Saucisson cuit supérieur à l'ail,2995977009683,,,['France'],[],[],?,271,1134 kj(271 kcal),15,"5,7",1,"0,2",20,2,"0,8",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",15 g,en quantité modérée,5.7 g,en quantité élevée,0.2 g,en faible quantité,2 g,en quantité élevée,,-1%,-1%,-33%,-33%,-9%,-72%,+25%,-5%,-5%,16,-17%,D,-17%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,"[""Saucisson à l'ail""]",,,,,,,,,,,,
168,Vinaigre noix verte pulpe de figues,8000000004529,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans arômes artificiels']",,,,,,,,,,,,
169,Rubicon Spring Black Cherry Raspberry,5000382104384,['Rubicon'],,['France'],[],[],?,5,21 kj(5 kcal),0,0,"0,5","0,5",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['pet-bottle'],,,,,,,
170,Champignons de Paris (pieds et morceaux),18565959,,,['France'],[],[],?,19,79 kj(19 kcal),"0,4",0,"0,6",0,"2,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Poulet fermier blanc,0276348021841,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['IGP', 'Label Rouge']",,,,,,"['FR 53.014.002 CE', 'Azé (Mayenne, France)']",,,,,,
172,Chiffonade viande grisons,2256581049138,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Sirop de fraise - 70cl,8438001406422,,,['France'],[],[],?,335,1402 kj(335 kcal),"0,14",0,"63,04","63,04",0,"0,05","0,02",B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,,,,,+25%,+23%,+40%,-100%,-10%,-8%,-100%,+203%,+203%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,70 cl,,,,,,,,
174,Crémeux de canard,2350808151519,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Earl Grey,70177189358,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Sabor a españa Turron,2506002230011,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Salsa tomate - 170g,3760159100606,,,['France'],[],"['Végétalien', 'Végétarien']",?,129,540 kj(129 kcal),"10,04","1,22","7,29","5,07","1,39","1,93","0,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,170 g,,"['EMB 89257E', 'Migennes (Yonne, France)']",,,,,,
178,Chocolat 100% bio,2483518077401,,,['France'],[],[],?,549,2297 kj(549 kcal),40,27,49,37,8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
179,Tomate Basilic en Tartare,3760074793150,,,['France'],[],[],?,73,305 kj(73 kcal),"7,2","0,9","5,7",5,"1,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Confiture extra de Coing - Bahadourian,3500680010452,['Bahadourian'],,['France'],[],[],?,237,992 kj(237 kcal),"0,2","0,02","57,6","50,3","0,2","0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de coings']",0.2 g,en faible quantité,0.02 g,en faible quantité,50.3 g,en quantité élevée,0.02 g,en faible quantité,,+7%,+7%,-10%,-51%,+6%,-3%,-17%,-17%,-17%,11,+9%,D,+9%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
181,Sterobalance,5400433166994,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Petit bonhomme de Noël à la cannelle et au chocolat au lait,3552085009708,,,['France'],[],[],?,520,2176 kj(520 kcal),"25,1","17,1","64,6","28,3","7,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Muffin fruits rouges,3740767863421,,,['France'],[],[],?,577,2414 kj(577 kcal),18,"2,4",48,28,"4,5","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Emmental se Savoie IGP,2456313024208,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Epaule ou jambon de porc séchés,2440555018507,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Giuseppe Cocco Teigwaren Aus Hartweizengriess,8011322311806,,,['France'],[],[],?,360,1506 kj(360 kcal),"1,5","0,3","70,2","3,4",13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Huile d'omive aoc,3760187510354,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ediblesugarcraft,5026281425443,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Jambon fin - Terrasuisse,2183879002301,['Terrasuisse'],['Migros'],['France'],[],[],?,270,1130 kj(270 kcal),24,9,"1,5",1,12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,,,
190,Pois chiches et thon a la Tunisienne,3399130020826,,,['France'],[],[],?,99,414 kj(99 kcal),"4,9","0,7","7,2","1,7","5,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
