,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
66,Terrine De Lapin Au Thym Et Serpolet - Pierre Champion,3529670501497,['France'],[],[],?,?,?,?,?,D,,['Pierre Champion'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,,,,,,,,,,,,
67,Les Gésier de Canard Confits - Pierre Champion,3529670503972,['France'],[],[],?,?,?,?,?,,,['Pierre Champion'],"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Galettes cocktail sarrasin - 160g,3531151111323,['France'],[],[],?,198,"7,6",23,"6,8",,160 g,,,,,,,,,,,,,,,828 kj(198 kcal),,,"1,1",,,5,,,"1,3",,"0,52",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,
69,Confiture Framboise,3536210000051,['France'],[],[],?,?,?,?,?,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,,,,
70,Jus de pomme,3545420233005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,,
71,Ciboulette Rondelle,3547400001918,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,,
72,Boulette Boeuf 200G - Surgeles - SFPA,3548870002016,['France'],[],[],?,?,?,?,?,,,['SFPA'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Chaource artisanal - 250g,3554190000014,['France'],[],[],?,?,?,?,?,D,250 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Chaource']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
74,3555180033166,3555180033166,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Pains pita - X6,3556071235355,"['Belgique', 'France']",[],[],?,265,"1,8","52,1","8,8",B,X6,['Pita'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pains Pita']",,,1.8 g,en faible quantité,0.21 g,en faible quantité,2.5 g,en faible quantité,1.32 g,en quantité modérée,,+6%,1109 kj(265 kcal),+5%,+20%,"0,21",-7%,+6%,"2,5",-4%,+6%,"1,32",+22%,"0,528",+22%,3,+226%,C,+226%,49.6%,26.4%,15.7%,7.2%,1.0%,0.0%,95,,['Delhaize'],,['Fabriqué en France'],,,,,,,,,
76,sirop peche abricot provence - reflets de france - 70cl,3560071008178,['France'],"['sucre de canne', 'eau', 'jus de fruits a base de concentré 15% ', 'peche de provence 8%', 'et abricot de provence 7%', ' ', 'acidifiant : acide citrique', 'aromes naturels', 'stabilisants: esters glyceriqueq de résine de bois', 'extrait de carthame', 'colorant: anthocyanes']",[],?,318,?,78,?,,70cl,['reflets de france'],['Sirops'],,4,,,,,78 g,en quantité élevée,,,,+24%,1331 kj(318 kcal),+21%,,,,+19%,78,+27%,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E163 - Anthocyanes']",,,,
77,Aromate Bonne Humeur - Aromandise - 25g,3560467790175,['France'],[],[],?,?,?,?,?,,25g,['Aromandise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AT-BIO-301', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,
78,Aromandise,3560467790373,['France'],[],[],?,?,?,?,?,,,['Aromandise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CZ-BIO-002', 'Agriculture UE/Non UE']",,,,,,,,,
79,Café moulu arabica doux - Plantation - 2x 250g,3564700065907,['France'],[],[],?,?,?,?,?,,2 x 250 g,"['Plantation', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,
80,Bordeaux rouge AOC - 3l,3564700302880,['France'],['Contient des sulfites'],[],?,?,?,?,?,C,3 l,"['Bordeaux', 'Marque Repère', 'Chantet Blanet']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Leclerc'],['France'],,,,,,,,,,
81,crème anglaise - tablier blanc - 1,3564700518298,['France'],[],[],?,?,?,?,?,,1,['tablier blanc'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts lactés à la vanille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,
82,Persil - Marque Repère - 11g,3564700611081,['France'],[],[],1426,?,"5,6","45,6",22,B,11 g,"['Marque Repère', 'Rustica']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Persil']",,,5.6 g,en quantité modérée,0.6 g,en faible quantité,0 g,en faible quantité,1.35 g,en quantité modérée,,,1426 kj(341 kcal),+269%,+176%,"0,6",+69%,+347%,0,-100%,+175%,"1,35",+321%,"0,54",+321%,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,['Leclerc'],,,,,,,,,,,
83,Crémant de Loire Brut A.O.C. - Marque Repère - 75cl,3564700631775,['France'],['Contient des sulfites'],[],?,?,?,?,?,C,75 cl,"['Marque Repère', 'Les Caractères']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Crémant de Loire']",['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,['Leclerc'],['France'],,,,,,,,,,
84,Entre-Deux-Mers A.O.C. - Bag-in-Box® - Marque Repère - 3l,3564700681121,['France'],['Contient des sulfites'],[],?,?,?,?,?,,3 l,"['Marque Repère', 'Chantet Blanet']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,
85,Igp mediterranee bib - Marque Repère - 5l,3564700834077,['France'],['Contient des sulfites'],[],?,?,?,?,?,D,5 l,"['Marque Repère', 'Terres Ocrées']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",['Anhydride sulfureux et sulfites'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,['Cubi'],['Leclerc'],,,,,,,,,,,
86,Assortiment surprise risky mix - Marque Repère - 225g,3564700999387,['France'],"['Sirop de glucose ', ' sucre ', ' gélatine de porc ', ' farine de blé ', ' acidifiant : acide citrique ', "" correcteur d'acidité : E331 "", ' graisse végétale de palme ', ' amidon modifié de maïs ', ' poudre de lait entier ', ' arômes naturels ', "" arôme naturel d'orange "", ' arôme naturel de piment de Cayenne ', ' arôme naturel de citron avec autres arômes naturels ', ' arômes naturels de pomme avec autres arômes naturels ', ' colorants : curcumine', 'chlorophylles', 'complexe cuivre-chlorophylles et cuivre-chlorophyllines', 'caramel ordinaire', 'extrait de paprika', 'anthocyanes ', ' sel ', ' huile végétale ', 'coprah', 'colza', ' ', "" agent d'enrobage : cire de carnauba "", ' amidon de blé']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1446,?,"1,3",78,"4,2",,225 g,"['Marque Repère', 'Copains Copines']",,['Gluten'],4,,,,,,,,,,,1446 kj(346 kcal),,,"0,7",,,60,,,0,,0,,,,,,,,,,,,,,['Leclerc'],,,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E14XX - Amidons modifiés', 'E100 - Curcumine', 'E140i - Chlorophylles', 'E141i - Complexes cuivriques de chlorophylles', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E150a - Caramel E150a', 'E160c - Extrait de paprika', 'E163 - Anthocyanes', 'E903 - Cire de carnauba']",['Huile de palme'],,,
87,Cuisses de poulet surgelees - Argel,3565270003139,['France'],[],[],?,180,12,0,18,D,,['Argel'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,12 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,,-6%,753 kj(180 kcal),-6%,-3%,"3,3",-1%,-100%,0,-100%,-2%,"0,2",-74%,"0,08",-74%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,"['EMB 85084A', 'Essarts (Vendée, France)']",,,,,,
88,Thé Yunnan - Les Jardins de Gaïa,3582810240229,['France'],[],[],?,?,?,?,?,B,,['Les Jardins de Gaïa'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
89,Chocolat noir - Weiss - 900g,3595181903020,['France'],"['Fèves de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja sans OGM et vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,E,900 g,['Weiss'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['Aucun'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Sachet', 'Plastique']",,,,,,,,['E322i - Lécithine'],,,,
90,Père Dodu,3596690111555,['France'],[],[],?,?,?,?,?,,,['Père Dodu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Auchan - 65g,3596710336555,['France'],[],[],?,495,"20,8","60,3","15,1",,65 g,['Auchan'],,,,,,,,,,,,,,2071 kj(495 kcal),,,"11,2",,,3,,,"1,9",,"0,76",,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
92,Chocolat cookies - Auchan,3596710444823,['France'],"['Eau', 'sucre', 'graisse végétale ', 'noix de coco', 'chocolat en poudre ', 'sucre', 'cacao', ' 6,6%', 'pâte de cacao', 'beurre de cacao', 'lactose ', 'contient lait', ' et protéines de lait', 'sirop de glucose', 'lait écrémé en poudre ', 'origine UE', 'farine de blé ', 'contient gluten', 'matière grasse du lait', 'chocolat noir en poudre 0,9%', ""cacao en poudre émulsifiants : mono - et diglycérides d'acides gras"", 'lécithine de soja', 'polyricinoléate de polyglycérol ', ' stabilisants farine de graines de caroube', 'gomme guar ', ' oeufs entiers réhydratés', 'arôme naturel de vanille', 'colorant : charbon végétal', 'sel', 'arôme', 'poudre à lever carbonates de sodium', ' Traces éventuelles de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,320,19,32,"3,6",,,['Auchan'],,"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,1339 kj(320 kcal),,,14,,,27,,,"0,2",,"0,08",,,,,,,,,,,,,,['Auchan'],,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E153 - Charbon végétal médicinal', 'E500 - Carbonates de sodium']",,,,
93,CROISSANTS X 4 PAIN AU CHOCOLAT X 4 PUR BEURRE - Leader Price - 460g pour les 8,06047979,['France'],['farine de blé - beurre fin 23% - eau-sirop de sucre inverti - levure - oeufs - sel - gluten de blé - agent de traitement de la farine - E300 - enzymes - dorure oeufs-eau'],['Non végétalien'],?,?,?,?,?,C,460g pour les 8,['Leader Price'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']","['Œufs', 'Gluten']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,['barquette plastique transparent'],['Leader Price'],,,,,,,['E300 - Acide ascorbique'],,,,
94,Les marinades du chef - Persillade,3598560034872,['France'],[],['Sans huile de palme'],?,740,"77,4","8,5","1,4",,,,,,,,,,,,,,,,,3096 kj(740 kcal),,,"12,8",,,"1,8",,,"9,6",,"3,84",,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,
95,Compote Pomme Nature Sans Sucres Ajoutés - Andros - 800g (8 * 100g),3608580793168,['France'],"['Pommes ', 'purée et purée concentrée', ' 99,9 %', ""jus concentré d'acérola""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",216,?,"0,2",11,"0,3",B,800 g (8 * 100 g),['Andros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",,1,0.2 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,-19%,,216 kj(52 kcal),-19%,-32%,0,-100%,-23%,11,-17%,+2%,0,-100%,0,-100%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Carton', 'Plastique']",,,"['Sans sucre ajouté', 'Sans arômes ajoutés', 'Sans conservateurs']",,,,,,,,,
96,Confiture orange intense - Bonne Maman,3608580925514,['France'],[],[],?,697,"0,2",39,"0,7",,,['Bonne Maman'],,,,,,,,,,,,,,2916 kj(697 kcal),,,0,,,39,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
97,Chocolat au lait praliné - Van Houten since 1828 - 1,3660146500863,"['France', 'Martinique']",[],[],?,404,9,65,13,,1,['Van Houten since 1828'],,,,,,,,,,,,,,1690 kj(404 kcal),,,8,,,63,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
98,Benedicta,3660603006037,['France'],[],[],?,?,?,?,?,,,['Benedicta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,3660989199187,3660989199187,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,
100,3660989199187,3660989199187,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['IGP'],,,,,,,,,
101,Jus d'ananas - Solal,3661974000259,['France'],[],[],?,55,"0,3","12,9","0,5",D,,['Solal'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,0.3 g,en faible quantité,0.1 g,en faible quantité,11.6 g,en quantité élevée,0.1 g,en faible quantité,,+12%,230 kj(55 kcal),+12%,+66%,"0,1",+240%,+10%,"11,6",+4%,+41%,"0,1",+1388%,"0,04",+1388%,6,+17%,D,+17%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
102,WHEY ARKENS - black protein - 750g,3662072014995,['France'],[],[],?,373,1,"2,8",88,,750g,['black protein'],,,,,,,,,,,,,,1561 kj(373 kcal),,,"0,5",,,"1,5",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
103,Punch au rhum - Guiose - 70cl,3683080096636,['France'],['Rhum blancSirop de canneAnanas VictoriaGousse de vanille'],[],?,?,?,?,?,,70 cl,['Guiose'],"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,
104,Muscatu frizzante - Casanova,3700013100434,['France'],[],[],?,?,?,?,?,,,['Casanova'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Racines,3700019518783,['France'],[],[],?,?,?,?,?,,,['Racines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Eau aromatisée florale de fleur d'oranger - Sofram - 100cl,3700066103420,['France'],[],[],?,?,?,?,?,,100cl,['Sofram'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"Tisane Gourmande Pomme Amour - Destination Premium - 30grammes (20sachets x 1,5g)",3700111086869,['France'],[],[],?,?,?,?,?,,"30grammes (20sachets x 1,5g)",['Destination Premium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,
108,hibiscus - Fleurance nature - 30g,3700211111447,['France'],"[""Fleurs d'hibiscus* 30 g ! *100% des ingrédients d'origine agricole sont obtenus selon le mode de production biologique""]",[],?,?,?,?,?,B,30g,['Fleurance nature'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Carton', 'plastique']",['Fleurance nature'],['France'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],['CA/1447/A 1235963'],,,,,,
109,Pépins de pamplemousse - 100ml,3700216206810,['France'],"['Extrait de pépins de pamplemousse bio* 800mg/100m flavonoides', 'eau', ""sirop d'agave bio""]",[],?,?,?,?,?,,100ml,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
110,Contrôle de poids - déstocker - premium CLA+ - STC Nutrition - 90capsules,3700225600135,['France'],[],[],?,?,?,?,?,,90 capsules,['STC Nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Fabriqué en France']",,,,,,,,,
111,3700225604300,3700225604300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,
112,riz au lait - mont blanc - 510g,3700279303044,['France'],[],[],?,?,?,?,?,B,510g,['mont blanc'],"['Desserts', 'Puddings', 'Riz au lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,['Lidl'],,['Sans conservateurs'],,,,,,,,,
113,Framboises -,3700344604113,['France'],[],[],?,?,?,?,?,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Framboises', 'Framboises fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,,,,,,,,
114,Bière blonde - Jenlain - Pack de 6x25cl,3271913006251,['France'],[],[],?,?,?,?,?,C,Pack de 6x25 cl,['Jenlain'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,
115,Tomates cerise bio - Craké Bio - 250g,3700465201345,['France'],[],[],?,?,?,?,?,B,250 g,['Craké Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,['Espagne'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,
116,steak haché - la belle nature - 200g,3700502706697,['France'],[],[],?,?,?,?,?,E,200 g,['la belle nature'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,"['Viande Française', 'Sans colorants', 'Sans conservateurs', 'Viande-bovine-francaise']",,,"['FR 13.097.003 CE', 'Saint-Martin-de-Crau (Bouches-du-Rhône, France)']",,,,,,
117,Pain tranche Boule Belledone 400g Bio - Botanic,3700531263284,['France'],[],[],?,?,?,?,?,,400g,['Botanic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,
118,Miel de fleurs d’été - Coopérative apicole des Charentes et du Poitou - 500g,3700816706321,['France'],[],[],?,?,?,?,?,B,500g,['Coopérative apicole des Charentes et du Poitou'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
119,Brandade parmentière - Raymond Geoffroy,3700858201327,['France'],[],[],?,184,13,"6,5","9,1",,,['Raymond Geoffroy'],,,,,,,,,,,,,,770 kj(184 kcal),,,"1,9",,,"1,9",,,"1,1",,"0,44",,,,,,,,,,,,,,,,['Point Vert'],,,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",,,,,,
120,Oeuf ppa - L’œuf de nos villages - 12,3700864001126,['France'],[],[],?,?,?,?,?,,12,['L’œuf de nos villages'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Confiture Fraise Menthe - La chambre aux confitures - 200g,3700910200978,['France'],[],[],?,210,0,51,?,D,200g,['La chambre aux confitures'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0.02 g,en faible quantité,,-3%,879 kj(210 kcal),-4%,-100%,0,-100%,-4%,50,-1%,,"0,02",-12%,"0,008",-12%,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
122,Écrasé de pommes de terre - Le comptoir de Martine - 90g,3700961303277,"['Belgique', 'France']",[],[],?,?,?,?,?,,90 g,['Le comptoir de Martine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Fruit sec,3700970100942,['France'],[],[],?,489,"10,5","1,48","29,3",,,,,,,,,,,,,,,,,2046 kj(489 kcal),,,"8,19",,,1,,,30,,12,,,,,,,,,,,,,,,,,,,,,,,,,
124,avocat hass - lilot fruit - 2,3750016047502,['France'],[],[],?,?,?,?,?,D,2,['lilot fruit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Avocats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4%,0.0%,0.0%,8.7%,3.8%,3.1%,50,['2'],,['Pérou'],,,,,,,,,,
125,Soja texture - Bio Pays - 300g,3760002455297,['France'],[],[],?,345,7,10,50,,300 g,['Bio Pays'],,,,,,,,,,,,,,1443 kj(345 kcal),,,1,,,10,,,0,,0,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,
126,Coulis de chocolat - Ile de Ré Chocolats,3760008562548,['France'],[],[],?,363,12,59,"3,3",D,,['Ile de Ré Chocolats'],"['Epicerie', 'Sauces', 'Sauces dessert', 'Sauce au chocolat']",,,12 g,en quantité modérée,8 g,en quantité élevée,48 g,en quantité élevée,0.38 g,en quantité modérée,,+24%,1519 kj(363 kcal),+25%,+94%,8,+107%,+11%,48,+9%,+31%,"0,38",+62%,"0,152",+62%,22,+45%,E,+45%,75.2%,16.7%,3.8%,3.4%,0.9%,0.0%,49,,,,,,,,,,,,,
