,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
46,Herbalife Formula 1 bisquit - 550gr,4710088412539,['Herbalife'],"['Epicerie', 'Plats préparés', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'en:Supplement']",['https://stefania.goherbalife.com/Catalog/Home/Index/es-US/'],"['France', 'Italie', 'Swaziland', 'Suisse', 'en:Argentina - Español', 'en:Armenia - Pyсский', 'en:Aruba - Español', 'en:Asia Pacific', 'en:Australia - English', 'en:Austria - Deutsch', 'en:Azerbaijan - Русский', 'en:Belarus - Pyсский', 'en:Belgium - Français', 'en:Belgium - Nederlands', 'en:Bolivia - Español', 'en:Bosnia i Hercegovina - Bosnian', 'en:Botswana - English', 'en:Brazil - Português', 'en:Bulgaria - български', 'en:Cambodia - English', 'en:Cambodia - ភាសាខ្មែរ', 'en:Canada - English', 'en:Canada - Français', 'en:Chile - Español', 'en:China - 中文', 'en:Colombia - Español', 'en:Costa Rica - Español', 'en:Croatia - Hrvatski', 'en:Cyprus - Ελληνικά', 'en:Czech Republic - Čeština', 'en:Denmark - Dansk', 'en:Ecuador - Español', 'en:El Salvador - Español', 'en:Estonia - Eesti', 'en:Europe', 'en:Finland - Suomi', 'en:France - Français', 'en:Georgia - ქართული', 'en:Germany - Deutsch', 'en:Ghana - English', 'en:Greece - Ελληνικά', 'en:Guatemala - Español', 'en:Honduras - Español', 'en:Hong Kong - 粵語', 'en:Hungary - Magyar', 'en:Iceland - Íslenska', 'en:India - English', 'en:Indonesia - Bahasa Indonesia', 'en:Ireland - English', 'en:Israel - עברית', 'en:Italy - Italiano', 'en:Jamaica - English', 'en:Japan - 日本語', 'en:Kazakhstan - Pyсский', 'en:Korea - 한국어', 'en:Kyrgyzstan - Русский', 'en:Latvia - Latviešu', 'en:Lebanon - English', 'en:Lesotho - English', 'en:Lithuania - lietuvių', 'en:Macau - 中文', 'en:Malaysia - Bahasa Melayu', 'en:Malaysia - English', 'en:Malaysia - 中文', 'en:Mexico - Español', 'en:Middle East & Africa', 'en:Moldova - Român', 'en:Mongolia - Монгол хэл', 'en:Namibia - English', 'en:Netherlands - Nederlands', 'en:New Zealand - English', 'en:Nicaragua - Español', 'en:North Macedonia - македонски јазик', 'en:Norway - Norsk', 'en:Panamá - Español', 'en:Paraguay - Español', 'en:Perú - Español', 'en:Philippines - English', 'en:Poland - Polski', 'en:Portugal - Português', 'en:Puerto Rico - Español', 'en:República Dominicana - Español', 'en:Romania - Română', 'en:Russia - Русский', 'en:Serbia - Srpski', 'en:Singapore - English', 'en:Slovak Republic - Slovenčina', 'en:Slovenia - Slovene', 'en:South Africa -English', 'en:Spain - Español', 'en:Swaziland - English', 'en:Sweden - Svenska', 'en:Switzerland - Deutsch', 'en:Switzerland - Français', 'en:Taiwan - 中文', 'en:Thailand - ไทย', 'en:Trinidad & Tobago - English', 'en:Turkey - Türkçe', 'en:Ukraine - Yкраї́нська', 'en:United Kingdom - English', 'en:United States - English', 'en:United States - Español', 'en:Uruguay - Español', 'en:Venezuela - Español', 'en:Vietnam - Tiếng Việt', 'en:Zambia - English']",[],,"['Lait', 'Soja']",[],,9 g,en quantité modérée,2 g,en quantité modérée,9.4 g,en quantité modérée,1.9 g,en quantité élevée,?,,354,+8%,1481 kj(354 kcal),+2%,9,+12%,2,+24%,20,-29%,"9,4",-49%,39,+32%,"1,9",+70%,"0,76",+70%,15,+36%,D,+36%,550 gr,['CE'],,,['Barattolo'],,,,,,,,,"['Italia', 'AUSTRIA', 'FRANCE', 'Stati uniti']",,https://supplements-online.ecwid.com/United-States-English-Instructions-for-discounts-on-herbalife-products-p210923881,,,,
47,Saucisse viennoise - Böklunder,27067307,['Böklunder'],,,['France'],[],,,[],,,,,,,,,,?,,540,,2259 kj(540 kcal),,46,,18,,1,,1,,30,,4,,"1,6",,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,
48,Éclats de soja,3760286310138,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,347,,1452 kj(347 kcal),,"7,3",,"1,2",,"12,7",,"6,7",,"48,5",,"0,05",,"0,02",,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,
49,Coconut milk et matcha tea -,4260183212287,,,,['France'],"['jus de noix de coco à base de concentré de jus de coco"" ', '50%', 'lalt de coco légere"" ', '41%', 'eau', 'thé vert matcha""', ""régulateur d'acidité carbonate de calcium"", 'sel de mer', 'épaississant: pectine', 'xanthane', ' ""IssUs de l\'agriculture biologique']","['E170i - Carbonate de calcium', 'E440 - Pectines', 'E415 - Gomme xanthane']",,"['Végétalien', 'Végétarien']",4,,,,,,,,,?,,32,,134 kj(32 kcal),,"2,2",,2,,"2,3",,"1,4",,"0,6",,"0,22",,"0,088",,,,,,,,,,['Tetra Pak'],"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,
50,Blanquette de volaille et riz carottes - Qilibri - 280g,0660989030667,['Qilibri'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés à réchauffer au micro-ondes', 'Blanquette de volaille']",,['France'],"['Mélange riz et carotte 41% [riz précuit ', 'eau', 'riz long étuvé', 'huile de colza', 'carotte]', 'poulet précuit 26,8% ', 'filet de poulet origine UE et hors UE', 'eau', 'carotte 4,8%', 'crème fraîche épaisse ', 'lactose', ' 3,2%', 'champignon de Paris 2,6%', 'oignon 1,6%', 'épaississant : amidon modifié de maïs', 'arôme naturel', 'extrait de vin blanc [maltodextrine', 'extrait de vin blanc ', 'sulfites', ']', 'sel']",['E14XX - Amidons modifiés'],"['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,2.3 g,en faible quantité,0.9 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,436,-21%,104.2,-22%,436 kj(104 kcal),-21%,"2,3",-58%,"0,9",-56%,"13,3",+3%,"0,7",-60%,"7,3",+9%,"0,8",+3%,"0,32",+3%,0,-100%,B,-100%,280 g,"['EMB 86252', 'Sammarçolles (Vienne, France)']",,,"['Carton', 'Plastique']","['Cuisiné en France', 'Riche en protéines', 'Faible en matières grasses', ""Moins d'1\xa0% de sel""]",,,,,,,,['France'],,https://qilibri.fr/contents/blanquette-de-volaille-et-riz-carottes,,,,
51,Confiture a l Ancienne Citr. ..,3760097540205,,,,['France'],[],,,[],,,,,,,,,,?,,257,,1075 kj(257 kcal),,"0,2",,"0,1",,"63,3",,63,,"0,5",,0,,0,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,
52,Fuet extra de sanglier - Sanfel d'or - 15g,8414384510536,"[""Sanfel d'or""]","['Viandes', 'Charcuteries', 'Saucisses', 'Saucissons', 'Saucisses françaises', 'Saucisses espagnoles', 'Saucissons secs', 'Fouets catalans']",,['France'],"['Carne y grasa de cerdo', 'sal', 'LACTOSA', 'proteinas de la LECHE', 'anboxidantes ', 'lactato potásico', 'ascorbato sódico', 'citrato sódico', 'azúcar', 'dextrina', 'especias', 'dextrosa', 'conservador ', 'nitnlo sódico', 'nitrato polássico', 'colorante ', 'cochinilla', ' Tripa natural de cerdo']",,,[],,36 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,?,,468,+6%,1958 kj(468 kcal),+6%,36,+2%,13,-1%,"9,9",+187%,0,-100%,26,-3%,4,-2%,"1,6",-2%,25,0%,E,0%,15g,,,D,['Plastique'],['en:gluten-free'],79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
53,Tapenade - nyonsolive - 180g,3261414755147,['Nyonsolive'],['Épicerie salée'],['g detou'],['France'],"[""pulpe d'olives noires de Nyons A"", 'O', 'P 95%', 'câpres ', 'câpres', 'eau', 'sel', ' 3%', 'aromates de provence', ""pâte d'anchois "", 'anchois', ""huile d'olive"", 'vinaigre', 'sel', 'épices', ' 0,7%']",,['Poisson'],"['Non végétalien', 'Non végétarien']",3,26.1 g,en quantité élevée,2.91 g,en quantité modérée,0 g,en faible quantité,3.55 g,en quantité élevée,?,,269,,1125 kj(269 kcal),,"26,1",,"2,91",,0,,0,,"2,1",,"3,55",,"1,42",,15,,D,,180g,['84044'],,,['bocal en verre'],['AOP'],,,,,,,,['Nyons'],['Nyons'],http://www.vignolis.fr,,,,
54,Arachides rôties au miel,0058500000549,,,,['France'],[],,,[],,,,,,,,,,?,,540,,2259 kj(540 kcal),,32,,6,,50,,30,,16,,0,,0,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,
55,Moutarde truffe noire et poivre noir - Comtesse du Barry,3660806509311,['Comtesse du Barry'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],[],,,[],,13 g,en quantité modérée,1.1 g,en faible quantité,6.5 g,en quantité modérée,5.1 g,en quantité élevée,?,,184,+8%,770 kj(184 kcal),+8%,13,+20%,"1,1",+34%,"11,7",+70%,"6,5",+68%,7,+7%,"5,1",+8%,"2,04",+8%,14,+21%,D,+21%,,,,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
56,Asperges vertes moyennes cueillies main - Monoprix - 185g,3350031660375,"['Monoprix', 'Monoprix Exploitation']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Asperges', 'Asperges en conserve', 'Asperges vertes en conserve']",['Monoprix'],['France'],['asperges vertes eau sel acidifiant : acide citrique'],['E330 - Acide citrique'],,[],1,0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.9 g,en quantité modérée,?,,16,-24%,67 kj(16 kcal),-20%,0,-100%,0,-100%,"1,6",-11%,"1,2",+25%,"1,7",-20%,"0,9",+11%,"0,36",+11%,-4,,A,,185g,,,C,['bocal verre'],,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,
57,Chocolat framboise - Valrhona,3395328245422,['Valrhona'],,,['France'],[],,,[],,,,,,,,,,?,,571,,2389 kj(571 kcal),,37,,22,,56,,56,,"1,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
58,Caramels Trefin Orfina - 20x 175g,5410381002749,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],[],,,[],,17 g,en quantité modérée,15 g,en quantité élevée,56 g,en quantité élevée,0.9 g,en quantité modérée,?,,443,+8%,1854 kj(443 kcal),+8%,17,+24%,15,+68%,70,+3%,56,+11%,"1,9",-19%,"0,9",-7%,"0,36",-7%,28,+13%,E,+13%,20 x 175 g,,,,,,,,,,,,,,,,,,,
59,Aceite de oliva virgen extra arbequina - Almaoliva,8423397141101,['Almaoliva'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],,,[],,100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+5%,888,+3%,3700 kj(888 kcal),+3%,100,+5%,17,+21%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,,,,D,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
60,bloc du foie gras du sud ouest - La Truffe,3515816007893,['La Truffe'],,,['France'],[],,,[],,,,,,,,,,?,,471,,1971 kj(471 kcal),,"48,8",,18,,2,,"1,5",,"5,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
61,Les dragées - Jeff de Bruges,3660523327502,['Jeff de Bruges'],,,['France'],[],,,[],,,,,,,,,,?,,454,,1900 kj(454 kcal),,"14,4",,"8,8",,76,,"65,3",,"4,9",,0,,0,,,,,,,"['EMB 45145A', 'Ferrières-en-Gâtinais (Loiret, France)']",,,,,,,,,,,,,,,,,,
62,"Püree de mandarine, 100% Fruit, Ponthier",3228170859410,['Ponthier'],,,['France'],[],,,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,0,,0,,"6,3",,"5,3",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
63,Filets de Poulet Surgelés,5904170003876,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,,[],,1.3 g,en faible quantité,0.5 g,en faible quantité,0.04 g,en faible quantité,1.3 g,en quantité modérée,?,,85,-35%,356 kj(85 kcal),-34%,"1,3",-55%,"0,5",-33%,"0,53",+11%,"0,04",-84%,18,-21%,"1,3",+73%,"0,52",+73%,1,,B,,,,,D,,['Halal'],83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
64,"6 galettes fabriqués en Bretagne - L'authentik - 450g , 6x 75g",3760205550003,"[""L'authentik""]","['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,['France'],"['eau', 'farine de blé noir 56%', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.2 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,?,,195,+10%,816 kj(195 kcal),+10%,"1,2",-69%,"0,2",-87%,38,+39%,0,-100%,"6,4",-6%,"1,1",-17%,"0,44",-17%,1,-81%,B,-81%,"450 g , 6x 75g",,,A,['film plastique jetable'],['100\xa0% blé noir français'],31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,['france Bretagne 22000 saint Brieuc'],['France'],,,,,
65,Tatcan,3780000370002,,,,['France'],[],,,[],,,,,,,,,,?,,899,,3761 kj(899 kcal),,"85,2",,11,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
66,Limonade artisanale nature,3760229200014,,,,['France'],[],,,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,9,,9,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
67,Fourme d'Ambert AOP lait cru 30%mg - U Saveurs - 125g,3368952552006,"['U Saveurs', 'U']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",['Magasins U'],['France'],['Fromage au lait cru de vache'],,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,1570,+11%,380,+11%,1570 kj(380 kcal),+10%,30,+6%,20,+1%,"0,1",-90%,0,-100%,22,+9%,"2,5",+13%,1,+13%,19,+6%,E,+6%,125 g,,,D,['Frais'],['AOP'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
68,Noix de coco en poudre - Delhaize - 150g,5400112508848,['Delhaize'],,['Delhaize'],"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,633,,2648 kj(633 kcal),,62,,"53,4",,"6,4",,"6,4",,"5,6",,"0,1",,"0,04",,,,,,150 g,,,,['Barquette'],,,,,,,,,,,,,,,
69,Jus de Pomme-Framboise,3423182962411,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité élevée,0 g,en faible quantité,?,,46,0%,192 kj(46 kcal),0%,0,-100%,0,-100%,"11,3",+7%,"11,3",+16%,"0,1",-74%,0,-100%,0,-100%,5,+32%,C,+32%,,,,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
70,Horchata de chufa - Milsani,24003599,['Milsani'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de souchet', 'Horchatas de chufa']",,"['France', 'Espagne']",[],,,[],,2.5 g,en quantité modérée,1 g,en quantité modérée,10.8 g,en quantité élevée,0.06 g,en faible quantité,?,,70,-9%,293 kj(70 kcal),-9%,"2,5",+3%,1,+89%,"11,2",-14%,"10,8",+1%,"0,7",+17%,"0,06",-28%,"0,024",-28%,2,-11%,B,-11%,,,,,,,,,,,,,,,,,,,,
71,Pâte de Curry Vert Thaï,3265960410246,,"['Epicerie', 'Sauces', 'Pâtes de curry']",,['France'],[],,,[],,21 g,en quantité élevée,0.4 g,en faible quantité,6.9 g,en quantité modérée,4.7 g,en quantité élevée,?,,256,+33%,1071 kj(256 kcal),+34%,21,+71%,"0,4",-80%,14,+9%,"6,9",+30%,"1,9",-42%,"4,7",-32%,"1,88",-32%,14,+12%,D,+12%,,,,,,,,,,,,,,,,,,,,
72,Lentilles,8436549529696,,,,['France'],[],,,[],,,,,,,,,,?,,74,,310 kj(74 kcal),,"0,2",,0,,11,,"0,7",,"6,3",,"1,11",,"0,444",,,,,,,,,,,,,,,,,,,,,,,,,
73,Maquereaux grillés herbes de Provence - Le Trésor des Dieux,3188720004373,['Le Trésor des Dieux'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,['France'],[],,,[],,12.6 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,203,-9%,849 kj(203 kcal),-8%,"12,6",-23%,"3,2",-13%,"0,6",-44%,"0,5",-6%,"21,9",+34%,"0,5",-55%,"0,2",-55%,2,-68%,B,-68%,,,,C,,"['Pêche durable', 'Pêche durable MSC']",39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,
74,Me up - Andros,3608580007586,['Andros'],,,['France'],[],,,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"0,28",,0,,11,,11,,"0,3",,0,,0,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,
75,Vinegar - Durra Dates 500ML - 500ml,6210242611191,['Durra'],['Vinaigres'],,['France'],"['Vinaigre extrait de dattes naturelles ', 'Acidité 2 ', '5%']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,21,-75%,88 kj(21 kcal),-75%,0,-100%,0,-100%,1,-94%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,500 ml,,,B,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Jordanie'],,,,,,
76,Gelée extra de cassis -,3665001370018,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de cassis']",,['France'],[],,,[],,0.3 g,en faible quantité,0.06 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,271,+8%,1134 kj(271 kcal),+8%,"0,3",+7%,"0,06",+50%,63,+3%,60,+2%,"0,54",+49%,0,-100%,0,-100%,11,-4%,D,-4%,,,,D,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
77,Multi vitamin bonbons - 125g,4020400893060,,,,['France'],[],,,[],,,,,,,,,,?,,241,,1008 kj(241 kcal),,0,,0,,"97,7",,"0,2",,"0,1",,0,,0,,,,,,125 g,,,,,,,,,,,,,,,,,,,
78,Lentilles aux légumes - You - 600g,7613312162446,['You'],,['Migros'],['France'],[],,,[],,,,,,,,,,?,,93,,389 kj(93 kcal),,2,,"0,7",,12,,2,,"5,5",,"0,64",,"0,256",,,,,,600g,,,,,,,,,,,,,,,,,,,
79,Le spécialiste verrine saumon - Auchan,3596710465996,['Auchan'],,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,212,,887 kj(212 kcal),,13,,"1,8",,"0,5",,"0,5",,23,,"2,5",,1,,,,,,,"['EMB 44109', 'Nantes (Loire-Atlantique, France)', 'FR 44.109.008 CE', 'Nantes (Loire-Atlantique, France)']",,,"['Pot en plastique', 'Opercule en plastique', 'Etui en carton']","['Produit en braille', 'Nutriscore']",,,,,,,,,,,,,,
80,Frugi,3760050489008,,,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"8,9",,"7,9",,"0,1",,0,,0,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
81,Véritables knacks d Alsace - Auchan,3596710384907,['Auchan'],,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,294,,1230 kj(294 kcal),,27,,"9,3",,"1,2",,"1,2",,12,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,
82,Yaourt yoplait,0056920060686,['Yoplait'],,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,5,,3,,4,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
83,Raisin golden choice -,3760023451667,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,['France'],"['raisin', 'huile de tournesol', 'conservateur: anhydride sulfureux', "" Traces possibles d'arachides"", 'de sésame', 'gluten', 'soja et autres fruits à coques']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,59.2 g,en quantité élevée,0.03 g,en faible quantité,?,,344,+9%,1439 kj(344 kcal),+9%,"0,5",-14%,"0,1",-29%,"79,5",+10%,"59,2",-5%,"3,4",+20%,"0,03",-45%,"0,012",-45%,7,+24%,C,+24%,,,,D,,,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,
84,Ifruit Citronnade - Ifri,6130093062976,['Ifri'],,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,"8,2",,"8,1",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
85,Farine de pois chiche -,4260593954548,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de pois chiche']",,['France'],[],,,[],,5.9 g,en quantité modérée,1.1 g,en faible quantité,2.4 g,en faible quantité,0.06 g,en faible quantité,?,,338,-2%,1414 kj(338 kcal),-2%,"5,9",+4%,"1,1",+39%,44,-9%,"2,4",-46%,19,-6%,"0,06",-31%,"0,024",-31%,0,,B,,,,,B,,['en:gluten-free'],54.5%,2.0%,12.2%,26.4%,4.9%,0.0%,94,,,,,,,
86,Palmeritas de hojaldre - mamma miga,8410564031310,['mamma miga'],['es:Pasteleria'],,"['France', 'Espagne']",[],,,[],,32 g,en quantité élevée,15 g,en quantité élevée,20 g,en quantité élevée,0.8 g,en quantité modérée,?,,22,,92 kj(22 kcal),,32,,15,,60,,20,,"4,8",,"0,8",,"0,32",,17,,D,,,,,,,,,,,,,,,,,,,,,
87,Low fat greek style yogurt - Tesco,5054402252203,['Tesco'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts à la grecque', 'Yaourts à la grecque nature']",,['France'],[],,,[],,2.8 g,en faible quantité,1.8 g,en quantité modérée,5.6 g,en quantité modérée,0.2 g,en faible quantité,?,,69,-27%,289 kj(69 kcal),-27%,"2,8",-49%,"1,8",-52%,"5,6",+34%,"5,6",+43%,"5,2",-15%,"0,2",+18%,"0,08",+18%,-1,-207%,A,-207%,,,,B,,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,
88,Maxi plateau asiatique - Auchan,3254560308329,['Auchan'],,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,208,,870 kj(208 kcal),,"9,1",,"1,3",,23,,"3,8",,8,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
89,Jambon de Bayonne,3289480000039,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne', 'en:raw-cured-ham']",,['France'],[],,,[],,15.3 g,en quantité modérée,6.8 g,en quantité élevée,0.5 g,en faible quantité,4.5 g,en quantité élevée,?,,254,+4%,1063 kj(254 kcal),+3%,"15,3",+9%,"6,8",+14%,"0,5",-21%,"0,5",+8%,"28,5",-3%,"4,5",-6%,"1,8",-6%,19,+6%,E,+6%,,,,E,,,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,
90,Figue Miel - Perl'Amande,3267110002998,"[""Perl'Amande""]",,,['France'],[],,,[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,5,,"2,5",,"51,6",,"51,6",,"9,3",,"0,02",,"0,008",,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
91,Bifteck - Charal,0292472036933,['Charal'],,,['France'],[],,,[],,,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,
92,Saucisse à croquer,4010931255635,,,,['France'],[],,,[],,,,,,,,,,?,,411,,1720 kj(411 kcal),,36,,13,,"1,8",,"0,5",,20,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,
93,Active02 iced berry,4005906404569,,,,['France'],[],,,[],,,,,,,,,,?,,14,,59 kj(14 kcal),,"0,5",,"0,1",,"3,2",,"3,2",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
94,Soupe de courgette -,3760248987545,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes aux courgettes']",,['France'],[],,,[],,32 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en faible quantité,0.8 g,en quantité modérée,?,,41,+8%,172 kj(41 kcal),+9%,32,+1484%,"0,5",-29%,"1,9",-35%,"1,4",+23%,"0,8",-6%,"0,8",+43%,"0,32",+43%,3,+46%,C,+46%,,,,B,,"['Bio', 'Bio européen', 'FR-BIO-15']",25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,
95,Le fouet - Oberti,3349010001131,['Oberti'],,,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,26,,9,,"1,7",,1,,5,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,
