,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
1043,Bio aux herbes - tranches - Violife,5202390019333,['France'],[],"['Végétalien', 'Végétarien']",?,284,22,20,"1,2",,,['Violife'],,,,,,,,,,,,,,,1188 kj(284 kcal),20,1,"2,2","0,88","['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Sauce creole,3262720555162,['France'],[],[],?,95,5,11,"0,9",,,,,,,,,,,,,,,,,,397 kj(95 kcal),"0,6",6,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,p'tit ami - marque repère - 10L,3601020271059,['France'],[],[],?,?,?,?,?,,10 L,['marque repère'],,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Biscottes,12678503,['France'],[],[],?,402,"5,1",75,12,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",,,+2%,-24%,+10%,+2%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,1682 kj(402 kcal),"0,6","7,3",0,0,,5.1 g,en quantité modérée,0.6 g,en faible quantité,7.3 g,en quantité modérée,0 g,en faible quantité,+2%,-67%,+25%,-100%,-100%,1,-84%,B,-84%,,,,,,,,,,,,,
1047,Kroketten fest - McCain - 600g,8710438012880,"['France', 'Allemagne']",[],[],?,181,7,25,3,,600 g,['McCain'],,,,,,,,,,,,,,,757 kj(181 kcal),"0,8",1,"0,9","0,36",,,,,,,,,,,,,,,,,,,['Packung(en)'],,,,,,,,,,,,
1048,Rösti au lardons - Volg - 500g,7610198001746,"['France', 'Suisse']",[],[],490,?,6,12,"2,7",B,500 g,['Volg'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Rostis', 'Röstis de pommes de terre surgelés', 'Rösti aux lardons']",,-20%,,-18%,-38%,-14%,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,490 kj(117 kcal),"1,4","0,2","0,8","0,32",,6 g,en quantité modérée,1.4 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en quantité modérée,-28%,+5%,-75%,-19%,-19%,4,+17%,C,+17%,,,,,,,,,,,,,
1049,Pain d'épices aux noix & raisins - Larnaudie - 120g,3113010136625,['France'],"['sirop de sucre inverti', 'farine de seigle ', 'gluten', 'miel ', '20%', 'œufs entiers', 'farine de froment ', 'gluten', 'noix ', '5%', 'raisins secs ', '5%', ""jaunes d'oeufs"", 'épices 0,5% ', 'canelle', 'anis', 'poivre', 'poudre à lever ', 'carbonates de sodium', 'sel', ' Fabriqué dans un atelier qui utilise du lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,354,"6,2",69,"5,2",B,120 g,['Larnaudie'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,+5%,+78%,-3%,+20%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1481 kj(354 kcal),"0,6",47,"0,38","0,152",,6.2 g,en quantité modérée,0.6 g,en faible quantité,47 g,en quantité élevée,0.38 g,en quantité modérée,+4%,-52%,+16%,-13%,-13%,15,+6%,D,+6%,,4,,,['E500 - Carbonates de sodium'],"['Œufs', 'Gluten', 'Fruits à coque']",,,,,,,
1050,Cafė soluble - Belle France - 100g,3258561030609,['France'],['100% café soluble'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,E,100 g,['Belle France'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1051,Snus menthe,7350049924014,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Veggie,3263858558216,['France'],[],[],?,254,"13,1",19,"13,8",,,,,,,,,,,,,,,,,,1063 kj(254 kcal),"1,5",3,"1,58","0,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Huile d'olive vierge extra - Cauvin,3336590080052,['France'],[],[],?,?,?,?,?,D,,['Cauvin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Cabillaud sauce tomatée et riz basmati - Monique Ranou,3250392723736,['France'],[],[],?,108,"3,9","12,8","4,7",,,['Monique Ranou'],,,,,,,,,,,,,,,452 kj(108 kcal),1,"1,9","0,8","0,32","['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Cornichons pasteurisés au vinaigre - La Colombe - 4100g (2210g égoutté),3025051000141,['France'],"['Cornichons 53,9 %', 'eau', 'vinaigre', 'sel', 'aromates ', 'oignons', 'graines de moutarde jaunes et noires', 'coriandre', 'poivre noir']",[],70,?,"0,2","2,8","0,9",,4100 g (2210 g égoutté),['La Colombe'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,+3%,,-32%,+43%,-17%,,,,,,,,70 kj(17 kcal),"< 0,1","0,6","1,8","0,72",,0.2 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,1.8 g,en quantité élevée,-11%,+78%,-51%,0%,0%,6,+194%,C,+194%,['Conserve'],3,,,,['Moutarde'],['Inde'],,,,,,
1056,Café - Cafés Méo,3261342003747,['France'],[],[],?,?,?,?,?,,,"['Cafés Méo', 'Méo']",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Melange Tonus - JusteBio - 50g,3700146205785,['France'],[],[],?,470,27,42,12,,50 g,['JusteBio'],,,,,,,,,,,,,,,1966 kj(470 kcal),"3,2",31,"0,04","0,016","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Peanut Bar,8718858932917,"['France', 'Pays-Bas']",[],[],?,532,"32,2","39,6","18,1",,,,,,,,,,,,,,,,,,2226 kj(532 kcal),"5,5","32,6",0,0,['Bio'],,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,
1059,Mousse au chocolat - DR.Oetker - 190g,5410231001021,"['Belgique', 'France']",[],[],?,212,11,22,"5,7",D,190g,['DR.Oetker'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,,-23%,-33%,0%,-4%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,887 kj(212 kcal),"7,2",19,"0,36","0,144",,11 g,en quantité modérée,7.2 g,en quantité élevée,19 g,en quantité élevée,0.36 g,en quantité modérée,-22%,-29%,-5%,+64%,+64%,14,+6%,D,+6%,,,,,,,,,,,,,
1060,Façon fraisier - sorbet et sauce fraise intense - - Nestlé - 495g,3274664099107,['France'],"['eau', 'purée de fraise 20,5%', 'sucre', 'sirop de glucose-fructose', 'sirop de glucose', 'lait écrémé reconstitué', 'crème 5,2%', 'lactose et protéines de lait dextrose', 'huile végétale ', 'tournesol', 'farine de blé', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", 'lécithines ', 'soja', 'polyricinoléate de polyglycérol""', 'gélifiants ', 'farine de graines de caroube', 'gomme guar', 'gomme xanthane', 'pectines', 'gomme Tara', ""jaune d'ceuf en poudre"", 'lait écrémé en poudre', 'beurre de cacao', 'beurre acidifiant ', 'acide citrique', 'arôme naturel de fraise', 'colorants ', 'rouge de betterave', 'curcumine', 'rocou', 'lait entier en poudre', 'amidon modifié de mais', 'jus de citron concentré', 'protéines de pois hydrolysées', 'concentré de cassis', 'extrait de vanille', 'jus concentré de fraise 0,03%', 'beurre concentré', 'jus concentré de sureau matière grasse laitière anhydre', 'gousses de vanille épuisées broyées', 'arôme naturel de fraise avec autres arômes naturels', 'arôme naturel de vanille', 'sel', ""poudre d'euf entier"", ""malt d'orge"", 'concentré de betterave', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', ""carbonates d'ammonium"", 'arôme naturel', 'concentré végétal de carthame', 'poudre de cacao maigre 0,001%', 'cannelle en poudre', ' Peut contenir: arachides et fruits à coque', ' ""d\'origine végétale']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,168,"3,9","31,7",1,D,495 g,['Nestlé'],"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,,-16%,-52%,+11%,-57%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,703 kj(168 kcal),2,"26,6","0,08","0,032",['Sans colorants'],3.9 g,en quantité modérée,2 g,en quantité modérée,26.6 g,en quantité élevée,0.08 g,en faible quantité,-15%,-63%,+8%,-35%,-35%,8,-29%,C,-29%,['Boîte plastique'],4,,Buche Nestlé Signature,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E440 - Pectines', 'E417 - Gomme tara', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E100 - Curcumine', 'E160b - Rocou', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait', 'Soja']",,,,,,,
1061,Glace - Pilpa,3274664099213,['France'],[],[],?,75,"0,1",18,"0,2",D,,['Pilpa'],"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bûches de Noël', 'Bûches glacées']",,,-62%,-99%,-37%,-91%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,314 kj(75 kcal),0,16,"0,06","0,024",['Fabriqué en France'],0.1 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.06 g,en faible quantité,-62%,-100%,-35%,-52%,-52%,3,-73%,C,-73%,"['surgelé', 'Carton']",,"['EMB 29181', 'Plouédern (Finistère, France)']",,,,,['France'],,,,,
1062,Kinder Mix Weihnachts-minis,4008400316529,['France'],[],[],?,575,"37,3","49,5","8,6",,,['Kinder'],,,,,,,,,,,,,,,2406 kj(575 kcal),"17,3","41,2","0,272","0,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Poêlée festive de champignons français,3293026000407,['France'],[],[],?,78,"5,5","4,2","2,1",,,,,,,,,,,,,,,,,,326 kj(78 kcal),2,"2,6","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,San Benedetto Sparkling Mineral Water,80021926,['France'],[],[],?,?,?,?,?,,,['San Benedetto'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,pulco citron - 70cl,02617107,['France'],"['eau', 'jus citron concentré et jus reconstitué', ' pulpe de citron', 'acidifiant']",[],?,?,?,?,?,D,70cl,['Pulco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],1,,,,,,,,,,,
1066,Saucisson sec nature,3760195250457,['France'],[],[],?,233,"17,3",0,"19,3",D,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,-42%,-45%,-100%,-30%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,975 kj(233 kcal),"6,5",0,"0,1","0,04",,17.3 g,en quantité modérée,6.5 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,-42%,-47%,-100%,-98%,-98%,3,-88%,C,-88%,,,,,,,,,,,,,
1067,Caviar d'Aquitaine - Auchan,3254560354760,['France'],[],[],?,256,16,"1,5",26,,,['Auchan'],,['Auchan'],,,,,,,,,,,,,1071 kj(256 kcal),"3,7","0,7","3,3","1,32",['Nutriscore'],,,,,,,,,,,,,,,,,,,,"['FR 17.331.003 CE', 'Saint-Genis-de-Saintonge (Charente-Maritime, France)']",,,,,,,,,,
1068,Chocolat blanc duo de caramel - Le Comptoir de Mathilde,3700961306353,['France'],[],[],?,566,35,57,"5,2",,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,2368 kj(566 kcal),21,53,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Chewin Gum,0012546012560,"['France', 'États-Unis']","['Sorbitol', 'gum base', 'xylitol', 'glycerin', 'natural and artificial flavor', ' less than 2% of: acesulfame potassium', 'aspartame', 'bht ', 'to maintain freshness', 'mannitol', 'red 40 lake', 'soy lecithin', 'sucralose', 'yellow 5 lake', 'phenylketonurics: contains phenylalanine']",[],?,263,0,"52,63",0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,-37%,-100%,-21%,-100%,,,,,,,,1100 kj(263 kcal),0,0,0,0,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-38%,-100%,-100%,-100%,-100%,3,-84%,C,-84%,"['paper-box', 'foil-unknown']",4,,,"['E420 - Sorbitol', 'E967 - Xylitol', 'E422 - Glycérol', 'E950 - Acésulfame K', 'E951 - Aspartame', 'E321 - Butylhydroxytoluène', 'E421 - Mannitol', 'E129 - Rouge allura AC', 'E322i - Lécithine', 'E955 - Sucralose']",['Soja'],,,,,,,Mondelez Int. US (0074819091009)
1070,Sauce madère,3700238319000,['France'],[],[],?,41,"1,1","6,9","0,8",D,,,"['Epicerie', 'Sauces', 'Sauces Madère']",,,-83%,-94%,-30%,-70%,83.3%,7.0%,3.9%,3.0%,1.7%,1.2%,50,172 kj(41 kcal),"0,5","1,7","1,15","0,46",,1.1 g,en faible quantité,0.5 g,en faible quantité,1.7 g,en faible quantité,1.15 g,en quantité modérée,-83%,-77%,-74%,-52%,-52%,5,-57%,C,-57%,,,,,,,,,,,,,
1071,Sirop D'érable Grade a Bio - 250ML - Naturata,4024297349129,['France'],[],[],?,?,?,?,?,,,['Naturata'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Geo Organ Curry Paste Korma - 180g,5060005460495,"['France', 'Pays-Bas']",[],"['Végétalien', 'Végétarien']",?,175,"14,3","11,5","2,72",,180 g,,,['Ekoplaza'],,,,,,,,,,,,,732 kj(175 kcal),"1,5","2,8","1,5","0,6","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Pilons de Poulet - La Nouvelle Agriculture,0213328018101,['France'],[],[],?,134,"6,9",0,18,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,-25%,-26%,-100%,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,561 kj(134 kcal),"1,8",0,"0,25","0,1",['Bleu Blanc Cœur'],6.9 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-25%,-31%,-100%,-72%,-72%,-2,-159%,A,-159%,,,,,,,,,,,,,
1074,Bifi hur zatitxoekin - Kaiku,8410981040148,['France'],[],[],?,97,"2,8",0,4,,,['Kaiku'],,,,,,,,,,,,,,,406 kj(97 kcal),"1,4",0,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,thon - Jacques Gonidec - 95g,3365620120024,['France'],[],[],?,380,33,"< 0,5",?,C,95g,['Jacques Gonidec'],"['Produits de la mer', 'Poissons', 'Thons']",,,+108%,+232%,-41%,,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,1590 kj(380 kcal),,"< 0,5","0,4","0,16","['Bio', 'Bio européen', 'FR-BIO-10']",33 g,en quantité élevée,,,0.5 g,en faible quantité,0.4 g,en quantité modérée,+109%,,+18%,-61%,-61%,,,,,['bocal verre'],,,,,,,['Concarneau Bretagne'],,,,,
1076,DELI Brotaufstrich ungesalzen - 250g,4026400206367,"['France', 'Allemagne']",[],[],?,?,?,?,?,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Cheetos puffs,5000328514024,['France'],"['maize', 'rapeseed oil', 'cheese flavour [dried cheese ', 'from milk', ' ', '7%', 'milk lactose', 'flavour enhancer ', ""disudium 5'-ribonucleotide"", 'acid ', 'lactic acid', 'colours ', 'paprika extract', 'annatto', 'natura flavourings', 'salt', 'potassium chloride],']",['Non végétalien'],?,546,33,56,"5,5",B,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés']",,,+11%,+38%,-6%,-26%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,2284 kj(546 kcal),4,"6,6","1,96","0,784",,33 g,en quantité élevée,4 g,en quantité modérée,6.6 g,en quantité modérée,1.96 g,en quantité élevée,+11%,+27%,+94%,-2%,-2%,18,+22%,D,+22%,,4,,,"['E270 - Acide lactique', 'E160c - Extrait de paprika', 'E160b - Rocou']",,,,,,,,
1078,Gourmet - Bloc de foie gras de canard du Sud-Ouest avec morceaux - Monoprix Gourmet - 300g,3350031988981,['France'],['foie gras de canard du Sud-Ouest - morceaux de foie gras de canard du Sud-Ouest 30% - eau - sel - Porto - Armagnac - poivre - sucre - antioxydant: ascorbate de sodium - conservateur: nitrite de sodium'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1996,484,50,2,"6,6",B,300 g,"['Monoprix Gourmet', 'Monoprix']","['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",['Monoprix'],-2%,-2%,-2%,-10%,+4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,1996 kj(484 kcal),22,"1,2","1,5","0,6",,50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,-3%,0%,-5%,+20%,+20%,21,+2%,E,+2%,"['barquette plastique', 'opercule', 'à jeter', 'étui carton', 'à recycler']",3,"['EMB 40281A', 'Saint-Pierre-du-Mont (Landes, France)', 'FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,
1079,Tomates Grappe Barquette -,3504181520151,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Chocolate a la taza - Reny Picot,8410379940012,"['France', 'Espagne']","['Leche entera', 'azúcar', 'jarabe de glucosa-fructosa', 'cacao ', '4%', 'almidón modificado de tapioca', 'extracto de cacao', 'estabilizantes ', 'E 407', 'E 331iii', ' y aroma de vainilla']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,125,"3,4",20,3,D,,['Reny Picot'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']",,,+71%,+100%,+82%,-7%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,523 kj(125 kcal),"2,2",17,"0,12","0,048",['Sans gluten'],3.4 g,en quantité modérée,2.2 g,en quantité modérée,17 g,en quantité élevée,0.12 g,en faible quantité,+69%,+98%,+63%,-6%,-6%,22,+77%,E,+77%,,4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331iii - Citrate trisodique']",,,,,,,,
1081,Sauge Feuilles Bio - Pochette Vrac 40 g - Bio,3374010110392,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Cochonaille de St Yrieix -,3432770043876,['France'],"['viande de porc', 'foie de porc', 'lardons fumés 8', '9%', 'eau', 'vin rouge Bordeaux supérieur', 'oignons émincés', 'cèpes 2', '5%', 'moutarde', 'sel', 'oeuf', 'arômes naturels', ' Viande de porc: origine France', ' sans colorant ni conservateur St Yrieix Cèpes']","['Non végétalien', 'Non végétarien']",?,200,15,"1,2",15,,,,,,,,,,,,,,,,,,837 kj(200 kcal),"5,7",0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,4,"['EMB 87187C', 'Saint-Yrieix-la-Perche (Haute-Vienne, France)']",,,"['Œufs', 'Moutarde']",,,,,,,
1083,Homard canadien cuit,0060886404859,"['Belgique', 'France']",[],[],?,89,"0,86","0,6",19,,,,,,,,,,,,,,,,,,372 kj(89 kcal),"0,2",0,"1,21","0,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Epicerie / Huiles Alimentaires Bio / Huiles De Tournesol Bio,3329489000149,['France'],[],[],?,900,100,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,,+3%,+3%,-100%,-100%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,3766 kj(900 kcal),"12,5",0,0,0,,100 g,en quantité élevée,12.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+18%,-100%,-100%,-100%,11,0%,D,0%,,,,,,,,,,,,,
1085,Veloute de legumes - Éric Bur,3144550016337,['France'],[],[],?,38,"1,7","4,9","0,86",B,,['Éric Bur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,-3%,+10%,+3%,+1%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,159 kj(38 kcal),0,"1,5","0,3","0,12","['Sans colorants', 'Sans conservateurs']",1.7 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.3 g,en quantité modérée,-2%,-100%,-19%,-53%,-53%,1,-25%,B,-25%,,,,,,,,,,,,,
1086,Dentelle et chocolats - Maison Guinguet,3760052691096,['France'],[],[],?,537,"32,1","53,9","5,94",,,['Maison Guinguet'],,,,,,,,,,,,,,,2247 kj(537 kcal),"19,6","47,9","0,041","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Haricots noir,3276350022680,['France'],[],[],?,297,"1,2","41,3","21,2",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots noirs']",,,+76%,+32%,+88%,+89%,,,,,,,,1243 kj(297 kcal),"0,3","2,3","0,05","0,02","['Bio', 'Bio européen', 'AB Agriculture Biologique']",1.2 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en faible quantité,0.05 g,en faible quantité,+74%,+79%,+102%,-87%,-87%,-2,,A,,,,,,,,,,,,,,
1088,U,3256225038336,['France'],[],[],?,?,?,?,?,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Cafe Honduras Moulu,3483981000776,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Chaussons aux pommes,2090000175226,['France'],[],[],?,?,?,?,?,B,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,3760100682755,3760100682755,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Quinoa Rouge - Saldac - 425g,7753228000538,['France'],"[""Quinoa rouge* *Produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1560,369,"6,6","64,8","12,6",B,425g,['Saldac'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa', 'Quinoa rouge']",,,+2%,+14%,+9%,-5%,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,1560 kj(369 kcal),"0,7","1,9","0,02","0,008","['Bio', 'Bio européen', 'en:gluten-free', 'en:PE-BIO-141']",6.6 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en faible quantité,0.02 g,en faible quantité,+3%,+2%,-14%,-59%,-59%,-1,,A,,['Sachet'],1,,Quinoa Rouge,,,['Pérou'],,,,,,
