,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,packaging,categories,ingredients_origins,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,allergens,nova_score,labels,producer_info,traceability_code,additives,link,generic_name,palm_ingredients,origin_detail,brand_owner
52,Candy Planet Fun Box - Shneider's,8389480028370,"[""Shneider's""]",['France'],"['Sucre', 'sirop de glucose', 'eau', 'gélatine de poisson', 'amidon', 'acidifiants : acide citrique', 'acide malique', ""correcteur d'acidité : malates de sodium"", 'arômes', 'colorants : E100', 'E133', 'E160c', 'E163', ' Amidon de blé']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1457,348,1457 kj(348 kcal),"0,5","0,1",81,73,4,"0,071","0,028",,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,73 g,en quantité élevée,0.071 g,en faible quantité,+0%,+1%,+0%,+3%,-58%,0%,+21%,+22%,-63%,-63%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Poisson', 'Gluten']",4,"['Kascher', 'Kascher pareve']",,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E350 - Malates de sodium', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika', 'E163 - Anthocyanes']",,Confiserie gélifiée aromatisée,,,
53,boule de campagne,3250392270544,,['France'],[],[],?,1107,4632 kj(1107 kcal),"1,3","0,4","50,2","1,41","9,7","1,4","0,56",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,1.3 g,en faible quantité,0.4 g,en faible quantité,1.41 g,en faible quantité,1.4 g,en quantité modérée,,+238%,+236%,-79%,-66%,-8%,-64%,+2%,+9%,+9%,16,+214%,D,+214%,,,,,,,,,,,,,,,,,,,
54,Sandwich jambon beurre,3323790304743,,['France'],[],[],?,264,1105 kj(264 kcal),12,"6,1",28,"2,9","9,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Bohnen. Wachsbrechbohnen . Beste Ernte - 360g,4316268517898,['Beste Ernte'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,360 g,,['Produkt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Jaouda Cremy Yaourt - Yougart With Strawberries - 105g,6111242100299,['Jaouda'],['France'],[],[],?,109,456 kj(109 kcal),3,1,"16,9",1,"3,6",0,0,105 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Girolles,3434410071751,,['France'],[],[],?,20,84 kj(20 kcal),"0,5",0,"0,2","0,1","1,6","0,01","0,004",,,['Girolles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Conchiglie sauce crémeuse aux champignons - Casino - 270g,3222477003071,"['Casino', 'Casino Délices']",['France'],"['Pâtes alimentaires conchiglie cuites 40% ', 'eau - semoule de blé dur de qualité supérieure', "" - eau - crème 13% - pleurotes 11% - féve de soja 7,4% - cèpes 3,7% - arôme naturel - parmesan 1,5% - ail - huile d'olive - concentré de vin blanc - sel - farine de blé - amidon de maïs - beurre - poivre - curcuma"", "" traces d'œufs"", 'mollusques', 'poissons', 'crustacés', 'arachides', 'moutarde', 'fruits à coque', 'graines de sésame', 'céleri']",['Non végétalien'],659,158,659 kj(158 kcal),"7,1","4,7",17,"0,7","5,3","0,72","0,288",270 g,,,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés à réchauffer au micro-ondes']",,,7.1 g,en quantité modérée,4.7 g,en quantité modérée,0.7 g,en faible quantité,0.72 g,en quantité modérée,+19%,+19%,+19%,+31%,+128%,+32%,-60%,-21%,-7%,-7%,3,+113%,C,+113%,,,,,,,,['Casino'],"['Gluten', 'Lait', 'Soja']",4,,,,,,"Plat préparé à base de pâtes alimentaires conchiglie, de crème, de champignons et de parmesan",,,
59,Les cerealiaires au fromage brebis et piment - La Vie Claire - 2x 90g,3266191059297,['La Vie Claire'],['France'],"['Flocons de blé complet hydratés 41,1 g', 'riz complet cuit 32,1 g', ""flocons d'avoine complète hydratés 20,5 g"", 'poivrons rouges 17,9 g', 'fromage de brebis 10,7 g', 'farine de blé complet 10,7 g', 'coulis de tomates ', ""tomates'"", 'sel de mer', 'huile de tournesol ', 'désodorisée', 'sel de mer', 'poudre de tomates', ""piment d'Espelette"", 'herbes de Provence', ' Quantités mises en oeuvre pour 100 g de galette', ' Peut contenir des traces de céleri', 'fruits à coque', 'moutarde', 'oeuf', 'sésame et soja', "" *Ingrédients agricoles issus de l'Agriculture Biologique""]",['Non végétalien'],?,198,828 kj(198 kcal),4,"1,4",32,"0,9","6,2","1,2","0,48",2 x 90 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande']",,,4 g,en quantité modérée,1.4 g,en faible quantité,0.9 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+3%,-54%,+4%,+208%,-44%,-56%,+11%,+11%,0,-100%,B,-100%,,,,,,,,['La Vie Claire'],['Gluten'],3,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",,,,,,,,
60,Biscottes d'epeautre - Naturata - 150g,4024297006503,['Naturata'],"['France', 'Allemagne']",[],[],?,427,1787 kj(427 kcal),"10,1","2,3","68,7","0,9",13,"1,4","0,56",150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio-dynamie', 'Demeter']",,,,,,,,
61,"Boulgour, légumes et boulettes au boeuf - Monique Ranou",3250392723767,['Monique Ranou'],['France'],[],[],?,134,561 kj(134 kcal),"6,1",2,11,"0,9","7,5","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,
62,3600522892472,3600522892472,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pois chiches,3760239181396,,['France'],[],[],?,124,519 kj(124 kcal),"2,5","0,3","17,1","0,4",6,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,,,
64,Queso curado - Entrepinares - 325g,2350295002714,['Entrepinares'],"['France', 'Espagne']","['Leche pasteurizada de vaca ', 'mín', ' 50% ', 'mín', ' 20%', ' y cabra ', 'mín', ' 15%', 'sal', 'cuajo y fermentos lácticos', ' SIN GLUTEN', 'SIN HUEVON Corteza plástica no comestible: contiene conservadores ', 'E-202', 'E-235', ' y colorante ', 'E-172']",['Non végétalien'],?,431,1803 kj(431 kcal),36,25,"1,8","0,6",25,"1,8","0,72",325 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['Sans gluten', 'Point Vert']",,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E235 - Natamycine', 'E172 - Oxyde et hydroxyde de fer']",,,,,
65,Chair de tomates - Naturéo - 400g,3701091764297,['Naturéo'],"['Belgique', 'France']","['Pulpe de tomate* 99,4%', 'sel marin', "" Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,33,138 kj(33 kcal),"0,3","0,09","4,8","4,8","1,5","0,5","0,2",400 g,A,['Bocal en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Sauces', 'Tomates', 'Tomates en conserve', 'Sauces tomate', 'Tomates pelées', 'Purées de tomates', 'Chair de tomates']",['France'],['Monteux Vaucluse'],0.3 g,en faible quantité,0.09 g,en faible quantité,4.8 g,en faible quantité,0.5 g,en quantité modérée,,-21%,-10%,-38%,-4%,-14%,+3%,+13%,-4%,-4%,-2,,A,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,['naturéo'],,3,"['Bio', 'Point Vert']",,['84080B'],,,,,,
66,Crème d'olive à la tomate séchée,3328200000291,,['France'],[],[],?,202,845 kj(202 kcal),"18,8","2,4","4,1","3,9","2,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Pain semi complet bio -,3276168523003,,['France'],"['farine de blé*', 'eau', 'levain naturel*', ' sel de Guérande', "" Issus de l'agriculture biologique""]",['Sans huile de palme'],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],3,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,
68,Huile d'olive vierge extra - Cauvin,3336599880714,['Cauvin'],['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,['Point Vert'],,,,,,,,
69,Biscuits au miel - Fontaneda,7622210880796,['Fontaneda'],['France'],[],[],?,454,1900 kj(454 kcal),15,"1,8",72,22,"6,7","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Harina de trigo integral - 500g,20880408,,"['France', 'Espagne']",[],[],?,366,1531 kj(366 kcal),"1,6","0,3",73,"1,5",10,"0,03","0,012",500 g,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,1.6 g,en faible quantité,0.3 g,en faible quantité,1.5 g,en faible quantité,0.03 g,en faible quantité,,+6%,+6%,+19%,+28%,+5%,-2%,-8%,+26%,+26%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,
71,Chili sin carne - Leaderprice,3263859978914,['Leaderprice'],['France'],[],[],?,108,452 kj(108 kcal),"2,3","0,3","16,1","2,1","4,7","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Kub Or - Maggi - 128g,7170210650470,['Maggi'],['France'],"['Sel', 'sirop de glucose', 'arômes ', 'blé,céleri', 'exhausteurs de goût ', 'glutamate monosodique E621', 'guanylate et inosinate disodiques', 'huile de palme non hydrogénée', 'sucre', 'oignon', 'huile de tournesol', 'acidifiant ', 'acide citrique', 'ail', 'sucre caramélisé', 'graines de coriandre', 'extraits naturels de poivre et de céleri', ' Peut contenir: lait', 'œuf', 'moutarde']",['Huile de palme'],?,?,,?,,?,,?,,,128g,,['Cube'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons cubes']",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Glutamate monosodique']",4,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,Bouillon déshydraté,['Huile de palme'],,
73,Sirop de fructose - delisucre - 660g,3770008573215,['Delisucre'],['France'],['Sirop de fructose'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,280,1172 kj(280 kcal),"0,1",0,70,0,"0,5","0,004","0,002",660g,B,,"['Édulcorants', 'Sucres']",['France'],['bagnols sur cèze'],0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.004 g,en faible quantité,,-28%,-28%,+13%,-100%,-28%,-100%,+149%,-87%,-87%,3,-79%,C,-79%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,2,['Fabriqué en France'],,,,,,,,
74,La Galette sensation Caramel au beurre salé - Brioche Pasquier - 400g,3256540002692,['Brioche Pasquier'],['France'],"['Fourrage caramel 37 % [sucre', 'farine de blé', 'caramel au beurre salé 5,8 % ', 'sirop de glucose-fructose', 'sucre', 'crème', 'lait concentré sucré', 'beurre', 'eau', 'beurre à la fleur de sel de Guérande', 'sel de Guérande', 'stabilisant : pectine', 'gluten de blé', 'beurre pâtissier 5,8 %', 'oeufs frais entiers', 'semoule de blé dur', 'sel', 'arôme naturel', 'poudre à lever : diphosphates et carbonates de sodium]', 'farine de blé', 'beurre pâtissier', 'eau', 'lactosérum et protéines de lait en poudre', 'oeufs frais - sel - Agent de traitement de la farine : L-cystéine']",['Non végétalien'],?,461,1929 kj(461 kcal),26,19,51,15,"6,1","1,2","0,48",400 g,D,['Carton'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,['France'],26 g,en quantité élevée,19 g,en quantité élevée,15 g,en quantité élevée,1.2 g,en quantité modérée,,+9%,+10%,-2%,+28%,+32%,+16%,-4%,+72%,+72%,23,+20%,E,+20%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,"['Œufs', 'Gluten', 'Lait']",4,"['Fabriqué en France', 'Sans conservateurs']",,,"['E440 - Pectines', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E920 - L-Cystéine et ses chlorhydrates']",,,,,
75,Foie gras de canard entier du Sud-Ouest - Maison Montfort,3104544072176,['Maison Montfort'],['France'],"['Foie gras de canard ', 'origine France', 'sel', 'poivres', 'sucre', 'conservateur nitrite de sodium', ' Bouillon de cuisson eau', 'fond de volaille ', 'carcasses de volailles', 'eau', 'carotte', 'oignon', 'poivre noir', 'girofle', 'thym', 'sel', 'purée de tomate', ""extrait d'oignon"", 'extrait de carotte', 'thym']","['Non végétalien', 'Non végétarien']",?,503,2105 kj(503 kcal),51,22,3,1,"7,6","1,2","0,48",,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",['France'],,51 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,,-5%,-5%,-6%,-5%,+24%,-26%,+1%,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,3,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,
76,Krombacher Pils Botella,4008287058222,['Krombacher'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,
77,Offre gourmande fêtes - Saint Agur,3341504005427,"['Saint Agur', 'Savencia']",['France'],"['lait pasteurisé', 'sel', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,361,1510 kj(361 kcal),33,23,"0,5","0,5",16,"2,2","0,88",,D,['Frais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français']",,,33 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,,+1%,+1%,+8%,+8%,-33%,+146%,-18%,-23%,-23%,18,-3%,D,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Lait'],3,"['Concours général agricole', 'Sans lactose', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2018""]",,,,,,,,
78,Spelzmiel - Biog,5450252001082,['Biog'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'LU-BIO-04']",,,,,,,,
79,Etonnante coco chocolat,3274664099169,,['France'],[],[],?,241,1008 kj(241 kcal),"13,5",11,"26,5","21,6","2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Yerba - playadito - 1000g,7793704000225,['Playadito'],"['Argentine', 'France', 'Espagne']",[],[],?,9,38 kj(9 kcal),0,0,"0,68","0,68","0,182","0,001",0,1000 g,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'es:Yerba mate']",,,0 g,en faible quantité,0 g,en faible quantité,0.68 g,en faible quantité,0.001 g,en faible quantité,,+29%,+58%,-100%,-100%,-8%,+52%,+2%,-82%,-82%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
81,Saumon fumé Grandes Origines - Labeyrie - 210g,3033610076407,['Labeyrie'],['France'],"['SAUMON ATLANTIQUE BIO ', 'SALMO SALAR', 'SEL']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",210 g,C,"['Frais', 'Sous vide']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",['Norvège'],['France'],12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+4%,+4%,+8%,+16%,+21%,+69%,-0%,+0%,+0%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,"['Bio', 'Bio européen', 'FR-BIO-10', 'Décongelé', 'AB Agriculture Biologique']",,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,,
82,Bebida de avena con calcio (Lait d'avoine) - soria natural,8422947900120,['soria natural'],"['France', 'Espagne']",[],[],?,39,163 kj(39 kcal),"0,95","0,13","6,27",4,"1,05","0,325","0,13",,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales']",,,0.95 g,en faible quantité,0.13 g,en faible quantité,4 g,en quantité modérée,0.325 g,en quantité modérée,,-46%,-45%,-79%,-95%,+9%,+8%,-22%,+278%,+278%,1,-48%,B,-48%,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-016-CL', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
83,Eiweiss Brot - Spar,9100000831671,['Spar'],['France'],[],[],?,24,100 kj(24 kcal),13,"1,4","7,5","0,9",22,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,
84,excellence foie gras entier - Maison Montfort,3104544070233,['Maison Montfort'],['France'],[],[],?,528,2209 kj(528 kcal),54,23,"2,7","0,9","7,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Pomme mangue - Materne - 400g (4X100g),3021760291122,['Materne'],['France'],"['Pomme 74', '7%', 'purée et purée concentré', 'mangue 25%', 'concentré ', 'carotte et pomme', 'arôme naturel', 'jus citron concentré', 'antioxydant :acide ascorbique']",[],?,61,255 kj(61 kcal),"0,5","0,2",12,12,"0,5",0,0,400g (4X100g),B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes mangue']",,,0.5 g,en faible quantité,0.2 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,,0%,-2%,+48%,+82%,-12%,-2%,+28%,-100%,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,4,"['Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,,['E300 - Acide ascorbique'],,,,,
86,Benecol boisson au yaourt aux stanols ajoutés et avec des sucres - 70gr,5055940100490,['Benecol'],"['Belgique', 'France']","['Yaourt ', '77%', ' ', 'lait écrémé', 'cultures de yaourt', 'Sucre', 'Eau', 'Ester de stanol végétal ', 'stanols végétaux 3%', 'Jus de citron', 'Stabilisant ', 'pectine', 'Vitamine B1']",['Non végétalien'],?,82,343 kj(82 kcal),2,"0,2",14,14,"2,6","0,08","0,032",70gr,E,['pack de 8'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,['Grande Bretagne'],2 g,en quantité modérée,0.2 g,en faible quantité,14 g,en quantité élevée,0.08 g,en faible quantité,,+14%,+13%,+32%,-79%,+24%,+31%,-10%,-25%,-25%,20,+25%,E,+25%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['Delhaize'],['Lait'],4,,,,['E440 - Pectines'],http://www.benecol.be,Spécialité laitière fermentée nature à boire enrichie en phytostérol (stanol),,,
87,Lasagnes à la bolognaise - Monoprix - 1kg,3350030162399,['Monoprix'],['France'],[],[],?,?,,?,,?,,?,,,1 kg,D,,"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,,,,,,,,,,,,,,,,,,,,,,,,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,['Monoprix'],,,,,,,,,,,
88,La Goudale Ambrée,3261570004189,['La Goudale Ambrée'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Crêpe dentelle - Gavottes,3535800172789,['Gavottes'],['France'],[],[],?,486,2033 kj(486 kcal),21,13,67,48,"5,4","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Brie de Meaux AOP,0219741021254,,['France'],[],[],?,271,1134 kj(271 kcal),21,16,"0,5","0,5",20,2,"0,8",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,21 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,-3%,-3%,-3%,+5%,+5%,+98%,-3%,+12%,+12%,16,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,
91,16 Mini Blinis,3353820013246,,['France'],[],[],?,239,1000 kj(239 kcal),"8,1","1,2",33,5,"7,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 93.047.034 CE', 'Montfermeil (Seine-Saint-Denis, France)']",,,,,,
92,Foie gras de canard entier du Sud-Ouest - Fauchon - 180g,3067163638751,['Fauchon'],['France'],"['Foie gras de canard du Sud-Ouest ', 'Origine France', 'sel', 'poivre', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2241,544,2241 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",180 g,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+2%,+3%,+1%,+3%,+4%,-9%,-33%,-1%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,3,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,
93,Allinson Easy Bake Yeast Tin 100G,5010067373417,['Allinson'],['France'],"['Yeast ', 'Saccharomyces Cerevisiael Emulsifier: Sorbitan Monostearate', 'Flour Treatment Agent: Ascorbic Acid ', 'Vitamin C', 'Suitable for Vegetarians']",['Végétarien'],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,100g,,['aluminium-can'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Asda'],,4,['Végétarien'],,,"['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,,
94,Miel de lavandes,3760258410132,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
95,Riz pour Risotto,3760275571021,,['France'],[],[],?,354,1481 kj(354 kcal),"1,8","0,2",75,"0,4","7,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
96,Sacrément bon bolognaise aux champignons - Heinz,3660603080716,['Heinz'],['France'],[],[],?,83,347 kj(83 kcal),"4,6","1,1","5,3","4,1",4,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Baume karité argan - Emma Noel - 140g,3291960011763,['Emma Noel'],['France'],"['BUTYROSPERMUM PARKII BUTTER* ** ARGANIA SPINOSA KERNEL OIL* ** PARFUM*', 'CITRAL LIMONENE', 'LINALOOL', 'BENZYL BENZOATE', 'GERANIOL', 'BENZYL SALICYLATE FARNESOL,CITRONELLOL', ""EUGENOL\r* ingredients issus de l'agriculture biologique / Ingredients from organic farming\r**Ingredients issus du commerce équitable/ Ingredients from fair trade""]",[],?,?,,?,,?,,?,,,140 g,,,"['Non alimentaire', 'Open Beauty Facts', 'Cosmétiques']","['Mali', 'Maroc']",['France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Ecologia'],,,"['Ecocert', 'Commerce équitable', 'Biopartenaire', 'Cosmebio']",,,,http://www.emmanoel.fr,,,,
