,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,ingredients_origins,manufacturing,link,allergens,nova_score,generic_name,origin_detail,brand_owner,palm_ingredients,producer_info
72,Calin - Yoplait,3329770076471,['France'],[],[],?,82,343 kj(82 kcal),"3,2","2,2","6,6","6,6","5,7","0,13","0,052","['Yoplait', 'Calin']",,C,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",3.2 g,en quantité modérée,2.2 g,en quantité modérée,6.6 g,en quantité modérée,0.13 g,en faible quantité,,-10%,-9%,-21%,-16%,+1%,+9%,-12%,+21%,+21%,1,+248%,B,+248%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,
73,Magret de Canard,2167995005026,['France'],[],[],?,363,1519 kj(363 kcal),33,11,"0,6","0,6",16,"0,1","0,04",,,D,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+7%,+7%,+13%,+10%,-52%,-10%,-11%,-94%,-94%,14,-24%,D,-24%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,['Film en plastique'],,,,,,,,,,,,,
74,Fraise pastèque pomme menthe,5038862433099,['France'],[],[],?,37,155 kj(37 kcal),"0,5","0,1","9,3","8,6","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Quatre-quarts - Ker Cadélac,3259426469855,['France'],[],[],?,434,1816 kj(434 kcal),24,16,48,27,6,"1,4","0,56",['Ker Cadélac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sève de bouleau fraîche,3534770000191,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Cafe decafeine torrefie en grains,3376221122614,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café', 'Cafés décaféinés', 'Café décaféiné en grain']",,,,,,,,,,,,,,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,
78,Dos de cabillaud,2869992038372,['France'],[],[],?,?,,?,,?,,?,,,,,E,,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,,,,,,,,,,,,,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,
79,BIO PINGOUIN CHOCOLAT AU LAIT,3266052543118,['France'],[],[],?,583,2439 kj(583 kcal),40,25,48,48,"6,8","0,2","0,08",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Magret de canard du Sud-Ouest,2415930060617,['France'],[],[],?,?,,?,,?,,?,,,,,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
81,Sirop d’agave - Auchan,3596710496822,['France'],[],[],?,?,,?,0,?,0,?,,,['Auchan'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Sauvignon,3760056650099,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Saint-Émilion grand cru,3303293006269,['France'],[],[],?,?,,?,,?,,?,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Saint-émilion', 'Saint-émilion grand cru']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,
84,Bordeaux superieur,3760184680777,['France'],[],[],?,?,,?,0,?,0,?,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Bordeaux supérieur']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,
85,Infusion d'écorce de cacao et Rooibos bio,3770009530187,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Moulin à vent 2019,3760230040067,['France'],[],[],?,?,,?,,?,,?,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Glasd'],,,,['France'],,,,,,,,,
87,Coffret bordeaux paques - 8 madeleines choco-noisette - Biscuiterie Jeannette - 200g,3701005303086,['France'],[],[],1907,455.8,1907 kj(455 kcal),28,18,48,23,7,"1,3","0,52","['Biscuiterie Jeannette', 'Jeannette']",,D,200 g,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",28 g,en quantité élevée,18 g,en quantité élevée,23 g,en quantité élevée,1.3 g,en quantité modérée,+2%,+2%,+2%,+19%,+170%,-8%,-19%,+23%,+71%,+71%,25,+36%,E,+36%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,Coffret bordeaux paques - 8 madeleines choco-noisette,,,,
88,Miel de châtaignier,,['France'],[],[],?,365,1527 kj(365 kcal),12,"5,4",6,"2,5","6,3",,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",12 g,en quantité modérée,5.4 g,en quantité élevée,2.5 g,en faible quantité,,,,+35%,+35%,+9349%,+12257%,-91%,-96%,+1833%,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
89,Bio bonta di frutta ciliegie,8051770852285,['France'],[],[],?,171,715 kj(171 kcal),0,0,41,40,"0,7",,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Friture en chocolat,3421372518127,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Lemon,6130743004264,['France'],[],[],?,25,105 kj(25 kcal),0,0,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Calin - Yoplait,3329770076495,['France'],[],[],?,82,343 kj(82 kcal),"3,2","2,2","6,6","6,6","5,7","0,13","0,052",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Torsades au chocolat - E.Leclerc,47070196,['France'],[],[],?,?,,?,,?,,?,,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Confiture extra rhubarbe,3760121215932,['France'],[],[],?,231,967 kj(231 kcal),"0,1","0,1",56,55,"0,4",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Câlin extra 0% - Yoplait,3329770076488,['France'],[],[],?,62,259 kj(62 kcal),"0,1","0,1","7,8","7,8","6,5","0,13","0,052",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Café bio classique arabica moulu,3329489901217,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Coeurs de palmier bio,61668324,['France'],[],[],?,20,84 kj(20 kcal),0,0,3,1,2,"0,54","0,216",,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier']",0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.54 g,en quantité modérée,,-31%,-31%,-100%,-100%,-1%,+36%,-13%,-29%,-29%,1,+7%,B,+7%,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,,,,,,,,,,,,,
98,Soba - Hakubaku,83732800002,['France'],[],[],?,?,,?,,?,,?,,,['Hakubaku'],"['Bio', 'Bio européen', 'en:AU-BIO-107']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,roti filet de porc,2167400006785,['France'],[],[],?,124,519 kj(124 kcal),"3,5","1,3","0,5","0,5",23,"0,15","0,06",,,E,,"['Viandes', 'Porc', 'Rôtis de porc']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,0.15 g,en faible quantité,,-14%,-13%,-30%,-38%,-39%,-20%,+3%,-91%,-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['FR 14.762.106 CE', 'Vire (Calvados, France)']",,,,,,,,,,,,
100,BFF Borchers Bio Premium Kokosblüten Zucker,4260175670729,['France'],[],[],?,383,1602 kj(383 kcal),"0,5","0,2",94,90,"1,3","0,41","0,164",,"['Bio', 'Bio européen', 'DE-ÖKO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Collagene marin,3760085790421,['France'],[],[],?,367,1536 kj(367 kcal),0,0,"7,3","2,2","84,5","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Huile de nigelle bio -,3701341101018,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Tomato Ketchup zéro sel ajouté.  70% moins de sucres - HEINZ - 425grammes,19831022,['France'],[],[],?,?,,?,,?,,?,,,['HEINZ'],,B,425 grammes,"['Epicerie', 'Condiments', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,,,,,,,,,,,,,,,,,,,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['Plastique'],,,,,,,,,,,,,
104,Cancoillotte,3760091000361,['France'],[],[],?,169,707 kj(169 kcal),12,"7,5","0,8","0,8",15,"0,9","0,36",,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",12 g,en quantité modérée,7.5 g,en quantité élevée,0.8 g,en faible quantité,0.9 g,en quantité modérée,,+11%,+12%,+19%,+13%,+15%,+129%,+3%,-35%,-35%,7,-11%,C,-11%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,,,,,,,,,,,,,
105,Crozets nature,3508760496349,['France'],[],[],?,0.1,0 kj(0 kcal),"1,3","0,1",66,"1,8","11,5",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,The vert slender,3398984300122,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Muscat Sèvre et Maine sur lie 2019 - Pierre Chanau - 75cl,3254560041066,['France'],[],[],?,?,,?,,?,,?,,,['Pierre Chanau'],"[""Appellation d'origine"", 'AOP']",B,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Verre'],,['Auchan'],,['France'],['La Chapelle Heulin F49400 Saint Hilaire Saint Florent'],,,,,,,,
108,Magret de canard,2272048086782,['France'],[],[],?,?,,?,,?,,?,,,,,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
109,Le séché au piment d’espelette magret de canard,3332270002437,['France'],[],[],?,394,1648 kj(394 kcal),38,13,1,"0,5",11,"2,3","0,92",,,E,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",38 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,2.3 g,en quantité élevée,,+16%,+16%,+30%,+30%,-20%,-25%,-39%,+39%,+39%,24,+30%,E,+30%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
110,Les grandes galettes - Ker Cadélac,3259426041372,['France'],[],[],?,494,2067 kj(494 kcal),24,15,63,27,"6,8","1,2","0,48",['Ker Cadélac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Yop - Yoplait,3291330010907,['France'],[],[],?,94,393 kj(94 kcal),"1,9","1,2",15,14,"3,4","0,1","0,04",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Confiture de lait de chèvre vanille Bourbon - fr:Confiture de lait,3770010862123,['France'],[],[],?,282,1180 kj(282 kcal),"2,1","1,4",63,63,"2,1",,,['Confiture de lait'],,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",2.1 g,en faible quantité,1.4 g,en faible quantité,63 g,en quantité élevée,,,,-5%,-5%,-62%,-57%,+14%,+24%,-68%,,,,,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,,,,,,
113,Daily Tomate,3701299455041,['France'],[],[],?,89,372 kj(89 kcal),3,"0,6","10,6","1,9","4,3","0,2","0,08",,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Spaghetti,5391506803048,['France'],[],[],?,353,1477 kj(353 kcal),1,"0,4","72,4",2,"12,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Cerneaux de noix - 400g,3325350106408,['France'],[],[],?,698,2920 kj(698 kcal),65,"6,1","8,6","2,9",14,0,0,,,D,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",65 g,en quantité élevée,6.1 g,en quantité élevée,2.9 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+1%,+3%,-12%,-9%,-7%,-100%,-100%,4,+55%,C,+55%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,['Cerneaux de noix'],,,,,,,,,,,,,
116,Calin - Yoplait,3329770076501,['France'],[],[],?,82,343 kj(82 kcal),"2,2","2,2","6,6","5,7","6,6","0,13","0,052",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Pastabox,3242272270256,['France'],[],[],?,166,695 kj(166 kcal),"7,6","3,7",17,"1,9","7,1","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Le Supérieur - à l'Etouffée - BIO - Fleury Michon - 120g,3302740047442,['France'],"['Jambon de porc* ', 'origine France', 'sel', 'bouillon ', 'eau', ""jus concentré d'oignon* et de carotte*"", 'ail*', 'épices*', 'plantes aromatiques*', 'sucre de canne*', 'arôme naturel ', 'présence naturelle de polyphénols', 'antioxydant : acide ascorbique', "" *Ingrédients issus de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",?,118,494 kj(118 kcal),"3,5","1,3","0,7","0,7",21,"1,8","0,72",['Fleury Michon'],"['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-01', 'Viande Porcine Française', 'AB Agriculture Biologique']",,120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']","['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,['E300 - Acide ascorbique'],,,,,4,,,,,
119,Savane chocolat noir,3660140954501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,tisane saveur lunaire - 16h24 - 50g,0140,['France'],"['INGRÉDIENTS 100% NATURELS POMME', 'ROOIBOS VERT', 'VERVEINE""', 'ARÓME NATUREL', ""ÉCORCES D'ORANGE"", 'FLEURS DE SOUCI""', 'VERVEINE ENTIÈRE*', 'FEUILLES DE MURE""', 'FRAMBOISE', 'PASSIFLORE""', ' CASSIS']",[],?,?,,?,,?,,?,,,['16h24'],"['Bio', 'Bio européen', 'Agriculture non UE', '1% pour la planète', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",A,50 g,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Carton'],,['Leave and clouds'],,,['France'],http://www.16h24.fr,,4,,,,,
121,2 Entrecôtes - Charal,0292464091186,['France'],[],[],?,229,958 kj(229 kcal),17,"7,8",0,0,19,"0,15","0,06",['Charal'],"['Nutriscore', 'Nutriscore C']",E,,"['Viandes', 'Bœuf', 'Entrecôte de boeuf']",17 g,en quantité modérée,7.8 g,en quantité élevée,0 g,en faible quantité,0.15 g,en faible quantité,,+10%,+9%,+15%,+19%,-100%,-100%,-2%,-0%,-0%,4,+31%,C,+31%,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,,,,,,,,,,,,,,
122,Jambon a l’ancienne cuit avec couenne,2252519038441,['France'],[],[],?,122,510 kj(122 kcal),"3,1","1,4","0,5","0,5",23,,,,,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit avec couenne']",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,,,,-8%,-7%,-35%,-24%,-25%,-16%,+9%,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
123,Camembert fermier au lait cru,3760280880095,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.231.069 CE', 'Rouairoux (Tarn, France)']",,,,,,,,,,,,
124,Parmentier de canard confit,3382563159836,['France'],[],[],?,162,678 kj(162 kcal),10,"5,4","9,1","9,1",8,"0,8","0,32",,,D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",10 g,en quantité modérée,5.4 g,en quantité élevée,9.1 g,en quantité modérée,0.8 g,en quantité modérée,,+15%,+15%,+30%,+48%,-5%,+465%,+12%,+3%,+3%,12,+307%,D,+307%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,,,,,,,,,,,,,,
125,Mes aperitines,3770002841068,['France'],[],[],?,356,1490 kj(356 kcal),"0,8","0,2","77,7","1,6","7,6",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Yaos - Nestlé,3023290038123,['France'],[],[],?,124,519 kj(124 kcal),"6,8","4,5","13,4","12,7","2,4","0,1","0,04",['Nestlé'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque', 'Yaourts vanille']",6.8 g,en quantité modérée,4.5 g,en quantité modérée,12.7 g,en quantité élevée,0.1 g,en faible quantité,,+28%,+28%,+94%,+100%,+13%,+14%,-37%,-7%,-7%,6,+123%,C,+123%,,,,,,,,,,,,,,,,,,,,,
127,Trio apero,4008164732290,['France'],[],[],?,390,1632 kj(390 kcal),37,"3,4","7,6","3,8","5,3","1,7","0,68",,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Celeri remoulade,0219034019487,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,,,,,,,,,,,,,,,,,,,,,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,,,,,
129,Apéro vache - Ferme de l’espoir,0154118800011,['France'],[],[],?,?,,?,,?,,?,,,['Ferme de l’espoir'],"['Bio', 'Bio européen', 'FR-BIO-15']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Kachir - Isla delice - 1000g,3512690005069,['France'],"['Viande séparée mécaniquement de dinde halal ', 'origine UE', ' 51%', 'eau', 'amidon', 'olives vertes 3,7%', 'viande de dinde ', 'origine UE', 'viande de poulet ', 'origine UE', 'sel', 'arômes', 'stabilisants ', 'E451', 'E450', 'dextrose', 'fécule de pomme de terre', 'sirop de glucose', 'protéines de SOJA', ""épices et extrait d'épices"", 'exhausteur de goût ', 'E621', 'conservateurs ', 'E250', 'E262', 'antioxydants ', 'E300', 'E301', 'E316', 'E331', 'colorant ', 'caramel E150a', 'Traces éventuelles de produits laitiers', 'fruits à coques', '""']","['Non végétalien', 'Non végétarien']",748,179,748 kj(179 kcal),"11,9","4,1",9,"0,5","9,1","2,4","0,96",['Isla delice'],,,1000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E331 - Citrates de sodium', 'E150a - Caramel E150a']",,,,['Soja'],4,Id saveurdelice gout boeuf olives 500g lot de 2 - 2eme 50% oft,,,,
131,Cheesecake à la confiture de lait,3260890004954,['France'],[],[],?,238,996 kj(238 kcal),"6,9","3,9",36,24,"7,8","0,18","0,072",,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Crème de piments anciens,3701303900178,['France'],[],[],?,253,1059 kj(253 kcal),25,3,5,4,0,1,"0,4",,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Granola Curry 200g BIO - Natifood - 200g,3770013545566,['France'],"[""Flocons d'avoine*"", 'purée de patate douce*', 'amandes*', ""sirop d'agave*"", 'huile de colza*', 'curry* 2% ', 'curcuma*', 'coriandre*', 'gingembre*', 'cannelle*', 'fenugrec*', 'oignon*', 'poivre noir*', 'girofle*', 'muscade*', 'sel', ""*Ingrédients issus de l'agriculture biologique ECOCERT FR-BIO-01Les allergènes sont indiqués en gras"", ' Peut contenir des traces de lait', ""d'œuf"", 'de gluten', ""d'autres fruits à coques et de graines de sésame""]",[],1924,460,1924 kj(460 kcal),18,"2,3",54,"7,8",14,"1,4","0,56",['Natifood'],"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-10', 'Riche en fibres', 'Riche en protéines', 'Sans additifs', 'Sans huile de palme', 'Sans conservateurs', 'AB Agriculture Biologique', 'Végé-friendly']",,200 g,['Granola salé'],18 g,en quantité modérée,2.3 g,en quantité modérée,7.8 g,en quantité modérée,1.4 g,en quantité modérée,,,,,,,,,,,9,,C,,,,,,,,,"['Carton-recyclable', 'sachet-plastique']",,,,,['Ile de France'],,['Fruits à coque'],3,,,,,
134,Les classiques - Senseo,1128178065290,['France'],[],[],?,?,,?,,?,,?,,,['Senseo'],"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Simplement BIO - Le supérieur - Conservation sans nitrite - Fleury Michon - 60g,3302740050237,['France'],"['Jambon de porc*', 'sel', 'bouillon ', 'eau', ""jus concentré de carotte* et d'oignon*"", 'ail*', 'épices*', 'plantes aromatiques*', 'sucre de canne*', 'arôme naturel ', 'présence naturelle de polyphénols', 'antioxydant\xa0: acide ascorbique', "" *Ingrédients issus de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",498,?,498 kj(119 kcal),"3,5","1,3","0,7","0,7",21,"1,8","0,72",['Fleury Michon'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",D,60 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit supérieur découenné']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en faible quantité,1.8 g,en quantité élevée,+2%,,+2%,+19%,+20%,+20%,+22%,-2%,+3%,+3%,4,+27%,C,+27%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Barquette', 'Film en plastique']","['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",['Carrefour'],['E300 - Acide ascorbique'],['Union européenne'],['France'],,,4,,,,,
