,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,additives,generic_name,link,palm_ingredients,origin_detail
1617,Sardine pesto d’algued Bio,3760148295702,['France'],[],[],?,278,"22,4","0,5","19,1",1163 kj(278 kcal),"5,1","0,5","0,8","0,32",,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Biftek - Charal,0292471016202,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,8",0,"0,17","0,068",,,,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Original bloc,0628250985825,['France'],[],[],?,281,21,23,"0,44",1176 kj(281 kcal),"18,4","4,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Quart de jambon sec,0264579064225,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Pate a tartiner chocolat lait noisette speculoos,3770014600202,['France'],[],[],?,563,36,50,"8,4",2356 kj(563 kcal),"2,7","42,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Vanille de madagascar,3760266120405,['France'],[],[],?,181,13,15,1,757 kj(181 kcal),12,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Petite pizza poulet poivron,3760325840206,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Huile de Noix,3462670000105,['France'],[],[],?,900,10,0,0,3766 kj(900 kcal),10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Chili din carne,3422440008953,['France'],[],[],?,420,"3,8",12,"3,1",1757 kj(420 kcal),"0,5","3,6","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Trenette,8012666028580,['France'],[],[],?,353,"1,5",71,13,1477 kj(353 kcal),"0,3","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Émerge balls - Overstims,3700153141434,['France'],[],[],?,314,"2,2",75,"3,6",1314 kj(314 kcal),,,,,,,,,,['Overstims'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,3059942031983,3059942031983,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Insalata russa con tonno take away,8003815006344,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Cantal AOP,0202080012205,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,12274697,12274697,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Abricots moelleux,3449710000011,['France'],[],[],?,225,"0,5","50,2","2,8",941 kj(225 kcal),"0,01","30,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,3770019374009,3770019374009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,La madeleine,3178530420821,['France'],[],[],?,418,24,44,"5,9",1749 kj(418 kcal),15,24,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Petit pain rond intermarhe,0260603006568,['France'],[],[],?,272,?,?,?,1138 kj(272 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,La palette de porc,2211322045855,['France'],[],[],?,190,14,"0,9",15,795 kj(190 kcal),"5,7","0,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Parole Gourmande,3574310207147,['France'],[],[],?,?,?,?,?,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Whole Black Peppercorn Grinder,0052100017037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Tartelette aux abricots,0205853010064,['France'],[],[],?,263,12,31,"3,2",1100 kj(263 kcal),"3,8",30,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,061288,061288,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Boule de campagne,0200515010505,['France'],[],[],?,266,"1,4",63,"9,1",1113 kj(266 kcal),"0,4","1,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Tanoshi,15607867,['France'],[],[],?,77,"2,8",11,"1,8",322 kj(77 kcal),"1,7","1,9","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Préparation genoise alice delice bio,3760305042231,['France'],[],[],?,344,"4,5",66,"7,2",1439 kj(344 kcal),"1,6",37,"0,17","0,068",,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Pâte aromatisante pistache,8718531932654,['France'],[],[],?,709,"71,1","3,1",12,2966 kj(709 kcal),27,"1,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Hot dog,3029330031390,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Weizen quinoa,8008703001982,['France'],[],[],?,147,"1,7",25,"5,8",615 kj(147 kcal),"0,3","0,4","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Veggy market,0194961000350,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Crevettes,3256228948472,['France'],[],[],?,95,"0,9","0,6",21,397 kj(95 kcal),"0,3","0,6","2,1","0,84",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Mozzarella,3410280139630,['France'],[],[],?,237,"18,4","1,1","16,9",992 kj(237 kcal),"12,1","1,1","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Les folie de moumise,3770020439063,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Granite di ghiaccio tritato gusto limone,8004362000502,['France'],[],[],?,103,0,26,0,431 kj(103 kcal),0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Frutta secca mandorle pelate biologiche,8003100897237,['France'],[],[],?,613,"52,5","8,8","21,4",2565 kj(613 kcal),4,"4,6",,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Caramelle,8003363015010,['France'],[],[],?,396,0,99,0,1657 kj(396 kcal),0,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,L’incontournable salade au poulet - Seazon,3701456311937,['France'],[],[],?,129,5,12,8,540 kj(129 kcal),1,1,1,"0,4",,,,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Saumon fume bio d ‘ ecosse,3770016433488,['France'],[],[],?,167,8,"1,2","23,8",699 kj(167 kcal),"1,2",0,"2,51","1,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Creme de caramel fleur de sel de guerande,3470410030008,['France'],[],[],?,431,21,59,"0,9",1803 kj(431 kcal),"5,3",53,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Lime drink,3770002675120,['France'],[],[],?,1,0,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Epice Agneau,3760303500054,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Caramel banane flambé,3700796303558,['France'],[],[],?,436.39999389648,49,"54,6","0,8",1826 kj(436 kcal),16,"54,29","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Cold infuse,8711327491861,['France'],[],[],?,4,"0,5","0,5","0,5",17 kj(4 kcal),"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,"Captains Tea, Kirsche Joghurt",4316268174787,['France'],[],[],?,0,0,"0,6",0,0 kj(0 kcal),0,"0,2",0,0,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Ulker cikolatah cofret,8690504136378,['France'],[],[],?,544,31,58,"6,5",2276 kj(544 kcal),15,38,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Sorbet citron basilic,3760124194746,['France'],[],[],?,114,"0,1",28,"0,2",477 kj(114 kcal),0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,mélange exotique,2600129017323,['France'],[],[],?,387,11,"69,8","1,9",1619 kj(387 kcal),"10,1","57,2","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Poulet noir fermier,2220500111640,['France'],[],[],?,?,?,?,?,,,,,,"['FR 86.223.001 CE', 'Saint-Germain (Vienne, France)']",,D,,,,"['Viandes', 'Volailles', 'Poulets']",,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,
1666,mélange baila,2600712038506,['France'],[],[],?,497,33,26,20,2079 kj(497 kcal),"5,1",15,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Kellogg's Coco Pops,5050083559761,['France'],[],[],?,377,"2,5",75,9,1577 kj(377 kcal),"0,9",27,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,abricot sec,2609842032675,['France'],[],[],?,283,"0,5","62,6","3,4",1184 kj(283 kcal),"0,02","53,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Torcettini,8002033500115,['France'],[],[],?,503,24,"64,2","6,32",2105 kj(503 kcal),"16,6","22,91",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,7071848007387,7071848007387,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Creatine PH-X,5999076217861,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Tout petit bio,3256228588371,['France'],[],[],?,72,"1,9",10,"2,4",301 kj(72 kcal),"0,7","3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Pain au noix,0209461009182,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Creme fraiche d’isigny,926802,['France'],[],[],?,132,35,"2,8","2,3",552 kj(132 kcal),25,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Baies Roses,3760138820044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,['Baies Roses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Treccia con crema pasticcera e uvetta,8004640077219,['France'],[],[],?,375,14,55,"6,9",1569 kj(375 kcal),9,28,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Thé rouge,3401548524732,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Puszta Salat,4388860415599,['France'],[],[],?,151,"0,1","6,6","0,7",632 kj(151 kcal),"0,1","6,5","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Palets camembert,3596710491803,['France'],[],[],?,289,16,22,13,1209 kj(289 kcal),"7,2","1,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Ananas EXTRA-SWEET,2868500015157,['France'],[],[],?,42,"0,5",9,"0,7",176 kj(42 kcal),"0,01","7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Vitamine d3,8435472601035,['France'],[],[],?,?,?,?,?,,,,,,['RSPO-0081683'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,3700502704297,3700502704297,['France'],[],[],?,?,?,?,?,,,,,,"['FR 13.097.003 CE', 'Saint-Martin-de-Crau (Bouches-du-Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Panda vita,3760293230498,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Croissants - Les 3 meuniers - 400g (10croissants),0205163022962,['France'],"['Farine ', 'BLÉ ', ' BLÉ malté', ' ', ' beurre ', 'LAIT', ' ', '24,5%', ' ', ' eau ', ' sucre ', ' levure ', ' GLUTEN de BLÉ ', ' ŒUF ', ' sel ', ' poudre de LAIT entier ', "" levain de BLÉ d'ÉPEAUTRE séché "", "" extrait de malt d'ORGE "", ' lactosérum en poudre ', 'LAIT', ' ', ' agent de traitement de la farine ', 'acide ascorbique', ' ', ' enzymes ', 'xylanase', ' ', 'dont BLÉ', ' Dorure : ŒUF frais']",['Non végétalien'],2269,544,34,49,"8,9",2269 kj(544 kcal),18,22,1,"0,4",,,C,400 g (10 croissants),"['Barquette', 'Plastique']",['Les 3 meuniers'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,['Leclerc'],4,34 g,en quantité élevée,1 g,en quantité modérée,+40%,+42%,+57%,+20%,+19%,+1%,+1%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,18 g,en quantité élevée,22 g,en quantité élevée,+40%,+27%,+212%,24,+28%,E,+28%,"['Œufs', 'Gluten', 'Lait']",['E300 - Acide ascorbique'],Croissants,,,
1685,Brume parfumer,8719238024673,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Chips,8690624304824,['France'],[],[],?,128,"24,7","66,5","4,8",536 kj(128 kcal),"2,3","13,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,"Galettes, palets",3260260062201,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Lapins Chocolat,3257986843344,['France'],[],[],?,422,"4,5",13,"1,6",1766 kj(422 kcal),"0,8",7,"0,21","0,084",,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Yop,3329776564019,['France'],[],[],?,65,"0,8","10,6",3,272 kj(65 kcal),"0,5","10,5","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,"Huile d’olive, thym, romarin",3021885006076,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),"11,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,cerneaux de noix,2609928044677,['France'],[],[],?,688,"63,8","10,8","14,7",2879 kj(688 kcal),"5,7",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Sorbet mangue passion fr,3428420012187,['France'],[],[],?,145,"0,5",34,"1,8",607 kj(145 kcal),"0,1","1,8",0,0,,,C,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",,,,,0.5 g,en faible quantité,0 g,en faible quantité,,+19%,+75%,+19%,+296%,-100%,-100%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,0.1 g,en faible quantité,1.8 g,en faible quantité,+19%,+8%,-93%,0,-100%,B,-100%,,,,,,
1693,Cochin Chai,4032108116600,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Mandu korean BBQ Beef & Pork,4016337902401,['France'],[],[],?,222,"10,8","20,7","10,5",929 kj(222 kcal),"4,5","1,9","1,19","0,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,De Santis Olio Ex. v. 100% Italiano ML5000,8009113015064,['France'],[],[],?,822,"91,3",0,0,3439 kj(822 kcal),"13,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Melange tokyo,2600803019612,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Lentilles - Celorrio,8411916307008,['France'],[],[],?,74,"0,2",7,11,310 kj(74 kcal),0,1,"1,11","0,444",,,B,,,['Celorrio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,,,,0.2 g,en faible quantité,1.11 g,en quantité modérée,,-70%,-86%,-79%,-38%,+284%,+284%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,0 g,en faible quantité,1 g,en faible quantité,-70%,-100%,-19%,-1,,A,,,,,,,
1698,Slow cooked Chunky British Beef Chilli,00315821,['France'],[],[],?,108,"3,1","3,6","15,3",452 kj(108 kcal),"0,8","1,7","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Filet de Poulet,2633297022967,['France'],[],[],?,484,"2,5","0,5",23,2025 kj(484 kcal),"0,8","0,5",,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Sablés a la carotte,3760270472279,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Abricots Secs,2600110021124,['France'],[],[],?,283,"0,5","62,6","3,4",1184 kj(283 kcal),"0,02","53,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Truite fumée de France,3092780002647,['France'],[],[],?,155,"7,3","0,5",22,649 kj(155 kcal),"1,2","0,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Café saveur Bredele,3149330005310,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Côte de veau,0247519051233,['France'],[],[],?,190,"12,9","0,1","18,3",795 kj(190 kcal),"4,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Muscat de noël,3760145230973,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,coeur de boule brownie,3770008009202,['France'],[],[],?,468,24,47,11,1958 kj(468 kcal),"6,2",39,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Jus de raisin muscat,3760145230195,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Herr’s Honey Cheese,0072600062849,['France'],[],[],?,535.71428571429,"35,714","57,143","3,571",2241 kj(535 kcal),"10,714","10,714","2,411","0,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Saussice de veau,2334296006445,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,gaufrettes au caramel buerre salé,3760287010105,['France'],[],[],?,471,"17,5","73,5","0,9",1971 kj(471 kcal),"8,7","65,6","17,5",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Bouillon bio de légumes sans sel,8314380071706,['France'],[],[],?,515,"31,1",49,"6,6",2155 kj(515 kcal),"14,4","21,1","0,3","0,12",,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Tache langue,8413178306799,['France'],[],[],?,332,"0,6",80,0,1389 kj(332 kcal),"0,1",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Ketchup,5285001290505,['France'],[],[],?,23,0,6,2,96 kj(23 kcal),0,5,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Abricot sec,2609842027169,['France'],[],[],?,283,"0,5","62,6","3,4",1184 kj(283 kcal),"0,2","53,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Tenerotti chicche fresche dIGPatate,8003039014699,['France'],[],[],?,169,"0,4",38,"2,4",707 kj(169 kcal),"0,3","12,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Chinois suisse auc chocolat,3243768005277,['France'],[],[],?,282,"8,5",44,"6,2",1180 kj(282 kcal),"2,5",18,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Saucisson sec Artisanal nature Hallal,3760246260121,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Tomette des volcans bio pf - L'éleveur Occitan,3770002816912,['France'],"['Lait de vache pasteurisé issu de agriculture biologique', 'ferments lactiques', 'présure', 'sel']",[],1300,313,26,"0,7",19,1300 kj(313 kcal),20,0,"2,2","0,88","['FR 15.079.003 CE', 'Jaleyrac (Cantal, France)']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",C,,['Fresh'],"[""L'éleveur Occitan""]","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Produits de montagne', 'Fromages de montagne', 'Fromages pasteurisés', 'Tommes', 'Tomme du Massif central']",,,,3,26 g,en quantité élevée,2.2 g,en quantité élevée,-13%,-13%,-12%,-41%,-16%,+36%,+36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,20 g,en quantité élevée,0 g,en faible quantité,-14%,-1%,-100%,17,+10%,D,+10%,['Lait'],,,,,
1719,Cantal entre deux aop,2189676001882,['France'],[],[],?,376,30,"1,5",25,1573 kj(376 kcal),22,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Bonbons stick fraise,84944603,['France'],[],[],?,2.2999999523163,"2,3",81,"2,7",10 kj(2 kcal),"1,3",60,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Rice cakes,0815871011884,['France'],[],[],?,140,6,18,2,586 kj(140 kcal),"3,5",11,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Tartinette au foie,9190250044839,['France'],[],[],?,321,29,"5,1",10,1343 kj(321 kcal),13,"2,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Pago pamplemousse rose,9002515601230,['France'],[],[],?,50,"0,5",11,"0,5",209 kj(50 kcal),"0,1",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Lardons de poulet,3512690005106,['France'],[],[],?,166,"9,99","1,79","17,59",695 kj(166 kcal),3,"1,29","2,69","1,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,The protein deal crispy cookie treat,8007640885112,['France'],[],[],?,?,?,?,?,,,,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Cottage Cheese Svalia Full Fat 15% 250G 1 / 6,4770265046643,['France'],[],[],?,205,15,"3,6",14,858 kj(205 kcal),9,"2,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,8019745000307,8019745000307,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Chicken & Bacon Caesar Wrap,4088600063539,['France'],[],[],?,227,"8,5",25,12,950 kj(227 kcal),"2,8","2,3","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
