,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,markets,additives,allergens,nova_score,palm_ingredients,link,producer_info
22,Soufflés Croustillants Goût Fromage 140g - Netto - 90g,3250391120796,B,90 g,['Netto'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de maïs', 'Biscuits apéritif soufflés au fromage']",['France'],"['Semoule de maïs 63%', 'matière grasse végétale ', 'palme', ' raffinée', 'assaisonnement [poudre de lactosérum ', 'lait', 'poudre de fromages 3', '3% ', 'dont emmental 2', '9%', 'arôme ', 'dont œuf et lait', ""exhausteurs de goût : glutamate monosodique - 5' ribonucléotide de sodium"", 'sel]', ' % exprimés sur le produit fini']",['Non végétalien'],29.8 g,en quantité élevée,13 g,en quantité élevée,4.4 g,en faible quantité,2.3 g,en quantité élevée,2261,+10%,530,+4%,2261 kj(530 kcal),+7%,"29,8",+9%,13,+189%,"57,4",-2%,"4,4",+5%,"6,9",+12%,"2,3",+13%,"0,92",+13%,24,+45%,E,+45%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,"['Sachet', 'Plastique']",,['France'],,,['Netto'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique""]","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Arachides']",4,,,
23,Champignons a la grec - Netto - 300g,3250391121533,,300g,['Netto'],"['Plats préparés', 'Entrées', 'Entrées froides']",['France'],"['adieu', ' Champignons de Paris entiers cuits ', 'France', 'sauce à la grecque 38% ', 'eau', 'concentré de tomate', 'oignons', ' poivrons rouges', ' huile de colza', "" vinaigve d'alcool"", 'sel', 'naturel', 'amidon modifié de mais', 'carottes', 'épaississant gomme xanthane', ' persil', 'conservateur : sorbate de potassium poivre', ' de poissons', 'mollusques', 'soja', 'lait', 'céleri', 'moutarde']","['Non végétalien', 'Non végétarien']",3.5 g,en quantité modérée,0.2 g,en faible quantité,3 g,en faible quantité,1.17 g,en quantité modérée,?,,59,-49%,247 kj(59 kcal),-50%,"3,5",-51%,"0,2",-75%,"4,4",-42%,3,+26%,"1,9",-46%,"1,17",+30%,"0,468",+30%,4,+217%,C,+217%,,,,,,,,,,,['France'],['Croisilles'],"['61138B', 'EMB 61181D', 'Gacé (Orne, France)']",['Netto'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Céleri', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Soja']",4,,,
24,Nectar d’orange - Solal,3250391122455,D,,['Solal'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",['France'],[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,8.5 g,en quantité élevée,0.1 g,en faible quantité,163,+3%,38,-3%,163 kj(38 kcal),0%,"0,3",+76%,"0,1",+320%,"8,5",-6%,"8,5",-0%,"0,5",+37%,"0,1",+785%,"0,04",+785%,12,+19%,E,+19%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
25,Netto Nappage Framboise Liquide,3250391123698,,,['Netto'],"['Aides culinaires', 'Nappages']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,76.5 g,en quantité élevée,0.03 g,en faible quantité,?,,322,+16%,1347 kj(322 kcal),+12%,"0,5",-81%,"0,1",-93%,"80,4",+28%,"76,5",+51%,"0,5",-57%,"0,03",-76%,"0,012",-76%,14,+5%,D,+5%,,,,,,,,,,,,,,['Netto'],,,,,,
26,Jambon Superieur - Monique Ranou - 200g (160g + 40g gratuits),3250391132607,C,200 g (160 g + 40 g gratuits),['Monique Ranou'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],"['Jambon de porc', 'sel', 'dextrose', 'conservateurs : chlorure de potassium', 'ascorbate de sodium', 'nitrite de sodium', ' bouillon ', 'arômes naturels', 'oignon', 'carotte', 'poireau']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2.3 g,en faible quantité,0.9 g,en faible quantité,0.7 g,en faible quantité,1.39 g,en quantité modérée,?,,109,-17%,456 kj(109 kcal),-17%,"2,3",-52%,"0,9",-51%,"0,7",+5%,"0,7",+18%,"21,5",+2%,"1,39",-26%,"0,556",-26%,2,-72%,B,-72%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,Jambon cuit de qualité supérieure,"['Barquette', 'Plastique']","['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Moins 25% de sel', 'Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise', ""Cuit à l'étouffée"", 'Désossage manuel']","['France', 'Porc']","[""Société Charcutière de l'Odet - SCO [Filiale ITM Entreprises (Groupement Les Mousquetaires)] - ZA de Troyalac'h - Route de Rosporden - 29170 Saint-\x90Évarzec"", 'Finistère', 'Bretagne', 'France']","['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",['Intermarché'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,
27,Soupe Chinoise à la poule - Netto - 60g,3250391132737,,60 g,['Netto'],"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",['France'],"['Pâtes alimentaires 55% ', 'farine de blé ', 'contient du gluten', 'albumen', 'émulsifiant : E471', 'légumes 6,5% ', 'petits pois', 'carottes', 'haricots verts', 'oignon', 'sel', 'fécule de pommes de terre', 'exhausteur de goût : glutamate monosodique', 'viande de poule 4%', 'champignons noirs 3,3%', 'graisse de poule 2%', 'maltodextrine', 'extrait de levure', 'arômes', 'protéines végétales hydrolysées', 'coriandre', 'persil', 'cannelle', 'curcuma', 'anis']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,1429,+89%,338,+150%,1429 kj(338 kcal),+147%,"3,6",+45%,0,-100%,59,+171%,"0,35",-91%,"15,9",+316%,1,-67%,"0,4",-67%,,,,,,,,,,,,Soupe déshydratée,"['Sachet', 'Plastique']",,,"['Muggio 20053', 'Lombardie', 'Italie']",,['Netto'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,
28,Kit Pour Fajitas - Netto,3250391135448,,,['Netto'],,['France'],"['Tortillas de blé ', '320 g', ' : Farine de blé 67%', 'eau', 'huile de colza', 'stabilisant : E422', 'dextrose', ' acidifiant : E296', 'poudre à lever : E500', 'sel', 'extrait de riz', 'conservateur : E282']",['Sans huile de palme'],,,,,,,,,?,,248,,1038 kj(248 kcal),,6,,"0,8",,"40,8",,"3,2",,"6,9",,"1,81",,"0,724",,,,,,,,,,,,,,,,,,,['Netto'],"['E422 - Glycérol', 'E296 - Acide malique', 'E500 - Carbonates de sodium', 'E282 - Propionate de calcium']",['Gluten'],4,,,
29,Tartiflette - Netto,3250391136162,,,['Netto'],,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,"4,2",,"2,1",,"9,4",,1,,3,,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,['Netto'],,,,,,
30,Netto Chips Tortilla Roulees Hot & Spicy,3250391136179,B,,['Netto'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['France'],[],[],29.5 g,en quantité élevée,2.4 g,en quantité modérée,1.3 g,en faible quantité,1.58 g,en quantité élevée,?,,529,+9%,2213 kj(529 kcal),+10%,"29,5",+30%,"2,4",-18%,"59,2",-2%,"1,3",-31%,"5,4",-16%,"1,58",+35%,"0,632",+35%,15,+55%,D,+55%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,['Netto'],,,,,,
31,Haricots blancs - Netto - 400g,3250391138425,,400 g,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",['France'],"['Eau', 'haricots blancs secs trempés', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.8 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.88 g,en quantité modérée,344,-31%,?,,344 kj(82 kcal),-42%,"0,8",-22%,"0,2",-17%,"9,1",-47%,"0,5",-58%,"5,8",-36%,"0,88",+46%,"0,352",+46%,-4,,A,,,,,,,,,,,,,,,['Netto'],,,4,,,
32,Terrine De Campagne Aux Cepes,3250391138890,,,,['Terrine de campagne aux cèpes'],['France'],[],[],32.1 g,en quantité élevée,12.5 g,en quantité élevée,0.5 g,en faible quantité,1.62 g,en quantité élevée,?,,354,+14%,1481 kj(354 kcal),+14%,"32,1",+18%,"12,5",+26%,"4,6",+106%,"0,5",-19%,"11,2",-14%,"1,62",-1%,"0,648",-1%,21,+10%,E,+10%,,,,,,,,,,,,,,,,,,,,
33,Crème aux oeufs à la noix de coco. - Netto - 400g,3250391149544,,400 g,['Netto'],,['France'],"['Lait entier - sucre - crème ', '11,7%', ' - oeufs entiers extra frais ', '10%', ' - noix de coco râpée ', '2,2 %', ' - poudre de lait écrémé - amidon modifié de maïs - amidon de riz - arôme noix de coco - épaississant : gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,669,,?,,669 kj(160 kcal),,"7,5",,"4,8",,"18,8",,"16,5",,"4,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,['Netto'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Lait']",4,,,
34,"Mélange Pour Tajine, Le Sachet De 22g - Cigalou - 18g",3250391150465,,18 g,['Cigalou'],"['Epicerie', 'Condiments', 'Assaisonnements']",['France'],"['Oignon déshydraté', 'farine de blé', 'cumin', 'ail déshydraté', 'sel', 'arôme naturel de citron', 'piment', 'coriandre', 'saccharose', 'cannelle', 'persil', 'thym', 'tomate en poudre', 'poivre', 'gingembre', 'moutarde']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",3.5 g,en quantité modérée,0.4 g,en faible quantité,15.3 g,en quantité élevée,8.4 g,en quantité élevée,?,,285,+40%,1192 kj(285 kcal),+32%,"3,5",-62%,"0,4",-69%,"40,5",+91%,"15,3",+63%,"9,7",+132%,"8,4",-11%,"3,36",-11%,16,+44%,D,+44%,,,,,,,,,"['Sachet', 'Plastique']","['Labels de distributeurs', 'Sélection Intermarché']",,,,['Intermarché'],,"['Gluten', 'Moutarde']",4,,,
35,Abricots dénoyautés - Netto - 250g,3250391151097,D,250 g,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['France'],"['Abricots', 'conservateur : anhydride sulfureux ', ' _sulfites']",['Sans huile de palme'],0.9 g,en faible quantité,0.1 g,en faible quantité,45 g,en quantité élevée,0.08 g,en faible quantité,1170,+15%,272,+3%,1170 kj(272 kcal),+6%,"0,9",+86%,"0,1",+65%,59,+2%,45,-1%,"3,5",+13%,"0,08",+127%,"0,032",+127%,0,-100%,B,-100%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,['Netto'],"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],3,,,
36,Pignons de pin - Netto - 125g,3250391151233,D,125 g,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pignons de pin']",['France'],['Pignons de pin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",55.7 g,en quantité élevée,4.2 g,en quantité modérée,4.7 g,en faible quantité,0.04 g,en faible quantité,2657,-5%,?,,2657 kj(635 kcal),-6%,"55,7",-11%,"4,2",-21%,"5,8",-37%,"4,7",+26%,"25,4",+45%,"0,04",+167%,"0,016",+167%,12,+17%,D,+17%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,['Netto'],,"['Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Arachides']",1,,,
37,Boisson à l'eau de source aromatisée fraise - Netto - 50cl,3250391151523,,50 cl,['Netto'],"['Boissons', 'Eaux', 'Eaux aromatisées', 'Boissons avec sucre ajouté']",['France'],"['Eau de source Saint-Benoit 95,5%', 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique', 'arôme', 'conservateurs : E211-E242']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.05 g,en faible quantité,0.05 g,en faible quantité,4 g,en quantité modérée,0.005 g,en faible quantité,?,,16,+78%,67 kj(16 kcal),+81%,"< 0,05",-49%,"< 0,05",+473%,4,+88%,4,+102%,"< 0,05",-56%,"< 0,005",-61%,"0,002",-61%,6,+77%,D,+77%,,,,,,,,Eau aromatisée goût fraise,"['Bouteille', 'Plastique']",,,"[""St Martin d'abbat"", 'France']","['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",['Netto'],"['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E242 - Dicarbonate de diméthyle']",,4,,,
38,Poulet à la Crème et son Riz - Netto - 300g (1Pers.),3250391153152,D,300 g (1 Pers.),['Netto'],"['Plats préparés', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés frais', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",['France'],"['Riz blanc cuit 30 % ', 'riz blanc', 'eau', 'viande de poulet cuite traitée en salaison 22,3 % ', 'viande de poulet', 'eau', 'amidon de manioc', 'dextrose', 'sel', 'eau', 'crème fraîche 11 % ', 'lait', 'oignons', 'carottes 4,7 %', 'courgettes 4,7 % ', ' épaississants : amidons transformés de maïs et de pommes de terre', 'gomme xanthane ', ' arôme', 'farine de blé', 'sel', 'colorant: caramel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3.4 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,0.63 g,en quantité modérée,425,-43%,?,,425 kj(102 kcal),-44%,"3,4",-59%,"2,3",-9%,10,-40%,"< 0,5",-78%,"7,1",-5%,"0,63",-38%,"0,252",-38%,1,-76%,B,-76%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,Riz et poulet à la crème,"['Frais', 'Sachet plastique à jeter', 'Barquette et étui carton à recycler']",['Info-Tri Point Vert'],,"['Sveltic (Filiale du Groupement Les Mousquetaires) - ZI Bout de Lande - 35890 Laillé', 'Ille-et-Vilaine', 'Bretagne', 'France']","['FR 35.139.001 CE', 'Laillé (Ille-et-Vilaine, France)', 'EMB 35139A', 'Laillé (Ille-et-Vilaine, France)']",['Netto'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E150 - Caramel']","['Gluten', 'Lait']",4,,,
39,Yaourt Ananas Passion au lait entier - Pâturages - 2 * 150g,3250391156962,B,2 * 150 g,['Pâturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sucrés']",['France'],"['Lait entier', 'sucre 11,4% ananas 9,9%', 'jus de fruit de la passion 6%', 'lactose et protéine de lait', 'amidon modifié', 'épaississants : pectine et carraghénanes', 'arômes', 'conservateur du fruit:  sorbate de potassium', 'ferments lactiques', 'colorants : lutéine et extrait de paprika']",['Non végétalien'],2.6 g,en faible quantité,1.6 g,en quantité modérée,15.3 g,en quantité élevée,0.0762 g,en faible quantité,418,+4%,99,+3%,418 kj(99 kcal),+3%,"2,6",-16%,"1,6",-20%,"15,6",+21%,"15,3",+24%,"3,2",-10%,"0,076",-33%,"0,03",-33%,4,+37%,C,+37%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,yaourt sucré aux fruits,"['Pots', 'Frais', 'Carton']",,,['Slovaquie'],['SK 4-6-9 ES'],['intermarché'],"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika']",['Lait'],4,,,
40,Pain viennois jambon & crudité emmental - Monique Ranou - 185g,3250391158232,C,185 g,"['Monique Ranou', 'Intermarché']","['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', 'Sandwich baguette', 'Sandwichs Jambon Fromage', 'en:raw-vegetable-sandwiches', 'en:sandwich-made-with-french-bread-ham-and-emmental-cheese']",['France'],"['Garniture 56,8% jambon cuit standard 38,1% ', 'jambon de porc origine France', 'eau', 'dextrose', 'plasma de porc', 'sel', 'stabilisants : E450', 'E451', 'conservateurs : E316', 'E250', 'arômes', 'crudités 23,8% ', 'tomates', 'salade', 'emmental ', 'dont lait', ' 19,1%', 'mayonnaise allégée ', 'eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur : E222', 'sucre', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidons modifiés', 'sel', 'épaississant : E415', ' Pourcentages exprimés sur la garniture', '\rPain viennois 43,2% : farine de blé ', 'farine de blé', 'gluten de blé', 'farine de blé malté', 'agent de traitement : E300', 'eau', 'huile de colza', 'sucre', 'gluten de blé', 'levure', 'sel', 'fibres de blé', 'émulsifiant : E471', 'antioxydant : E300', 'farine de blé malté', ' Produit doré à la protéine de lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",10.1 g,en quantité modérée,3.7 g,en quantité modérée,4.7 g,en faible quantité,1.67 g,en quantité élevée,?,,237,-6%,992 kj(237 kcal),-6%,"10,1",-7%,"3,7",-11%,"24,5",-5%,"4,7",+46%,"10,6",-5%,"1,67",+11%,"0,668",+11%,13,+19%,D,+19%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,"Sandwich au pain viennois garni de jambon cuit standard, crudités et emmental","['Sachet plastique 4 g', 'Conditionné sous atmosphère protectrice', 'décongelé']","['Viande Française', 'Viande Porcine Française', 'Décongelé']",['France'],"['France', 'Theix']","['EMB 56251C', 'Theix (Morbihan, France)']",['Intermarché'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait', 'Moutarde']",4,,,
41,Baguette Viennoise Thon-tomates-oeuf - Monique Ranou,3250391158263,,,['Monique Ranou'],['Sandwichs'],['France'],"['PAIN 54,3% mayon""naïse allégée ', 'eau', 'huile de colza', 'Dijon ', 'eau', ""graines de —Q-ugtd'vinaigre dralcool"", 'sel', 'conservat ur E222', ""sucre' Vinaigre dtalCOC"", 'l', ""jaune d'oevf' amidons modifiés"", 'sel', 'épaississant • ', '1 % ', 'thon* ', 'salade', 'tor tes eau', 'sel', 'geuf 3,7% ', 'oeufsïacidifiants : E330', ""5260,' sel"", ' Pourcentages exprimés sur la garpLture', ' Pain viennois* * 45,7 % de blé', 'gluten de blé', 'farine/e blé malté', 'agent de trél""rnent : de colza', 'sucres', 'glyten de blé/llevufe sel', 'fibres de blé', 'eu émulsifrant antioxydani : E300', ""farine dé H' manté"", ' Produit dordél la protéine ', '„rngredients déco e ', 'ne pas co nge produit', 'Trac ', ' crustacés', 'gr nes de', "" 'snrne"", ' mel Osques', 'IFOR : à conserv et A consommer im apru%puverture', ' Produit cc afmc onère rotectrice']","['Non végétalien', 'Non végétarien']",9.8 g,en quantité modérée,0.9 g,en faible quantité,4.9 g,en faible quantité,1.18 g,en quantité modérée,?,,232,-4%,971 kj(232 kcal),-4%,"9,8",-6%,"0,9",-74%,26,+4%,"4,9",+50%,"8,9",-16%,"1,18",-11%,"0,472",-11%,3,-61%,C,-61%,,,,,,,,,,,,,,['Intermarché'],"['E330 - Acide citrique', 'E300 - Acide ascorbique']","['Crustacés', 'Poisson', 'Gluten']",4,,,
42,Dés d'Épaule - Netto - 500g,3250391160846,C,500 g,['Netto'],"['Viandes', 'Charcuteries', 'Jambons', 'Dés de jambon']",['France'],"['Épaule de porc 65 %', 'eau', 'couenne', 'plasma de porc', 'dextrose', 'sel', 'stabilisants : polyphosphates', 'acidifiant : acétate de sodium', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",6.8 g,en quantité modérée,2.5 g,en quantité modérée,2.6 g,en faible quantité,2.61 g,en quantité élevée,?,,132,-1%,552 kj(132 kcal),+0%,"6,8",+32%,"2,5",+27%,"2,6",+95%,"2,6",+117%,"15,1",-20%,"2,61",+25%,"1,044",+25%,13,+62%,D,+62%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['Frais', 'Plastique']","['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France']",['France'],"['France', 'Bretagne', 'Quimper']","['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",['Netto'],"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,
