,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,labels,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,brand_owner,additives,allergens,nova_score,generic_name,ingredients_origins,manufacturing,link
91,Pate à pizza,0218596004924,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Écrasé de pommes de terre & patate douce,3492500051588,['France'],[],[],?,143,598 kj(143 kcal),"9,2","4,4","12,6","2,9","1,4","0,69","0,276",,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Sour Cream - Morrisons,09015197,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,['Morrisons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,,
94,Calippo fresa lima,8722700149767,['France'],[],[],?,90,377 kj(90 kcal),"0,5","0,5",21,17,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Gaufres moelleuses,29939893,['France'],[],[],?,453,1895 kj(453 kcal),24,14,53,31,"5,7","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Café Jamaïsue Blue Mountain,3434380000720,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Faux filet viande bovine,0262407059566,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 86.293.001 CE', 'Vivonne (Vienne, France)']",,,,,,,,
98,"Saumon salé & Haddock, sauce et croustillant - Delpierre - 150g",3038685290215,['France'],"['Eglefin fumé 40% [', 'Melanogrammus aeglefinus pêché en atlantique Nord Est ', 'FAO 27', ' au chalut ou aux filets maillants et similaires', 'ou à la ligne et hameçons', ',Sel', 'colorant naturel E160b]', 'Saumon salé 26', '7% ', 'Saumon atlantique - Salmo salar – élevé en Norvège', 'sel 3%', 'sucres', 'vinaigre', 'poivre', 'Sauce végan 20% [ huile végétale ', 'colza et/ou tournesol', 'eau', 'jus de citron ', '4%', 'aneth ', '2%', 'sucre', 'sel', 'amidon modifié', 'poivre blanc ]', 'mélange de graines et de pépites de graines toastées 13', '3% [ pépites de courge toastées ', '80%', 'sarrasin toasté ', '20%', ']']","['Non végétalien', 'Non végétarien']",1161,281,1161 kj(281 kcal),22,"2,3",3,1,17,2,"0,8",,150 g,['Delpierre'],"['Produits de la mer', 'Poissons']",['Élevé en Norvège'],,22 g,en quantité élevée,2.3 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,+53%,+47%,+46%,+95%,-3%,+44%,+74%,-7%,+31%,+31%,13,+89%,D,+89%,,,,,,,,"['Frais', 'Sous atmosphère protectrice']",,,"['E160b - Rocou', 'E14XX - Amidons modifiés']",['Poisson'],4,Dés de saumon salé et haddock salé et fumé - Sauce Citron Aneth - Mélange de graines courges et de sarrasin toastées,"['Norvège', 'Océan atlantique Nord-Est']",['France'],
99,Blueberry Artificially Flavored,4895138304610,['France'],[],[],?,63,264 kj(63 kcal),0,0,66,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Blueberry Artificially Flavored,4895138304610,['France'],[],[],?,63,264 kj(63 kcal),0,0,66,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mimolette jeune,0212442010176,['France'],[],[],?,321,1343 kj(321 kcal),"23,7","16,1","0,5","0,5","26,1","2,6","1,04",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",,,23.7 g,en quantité élevée,16.1 g,en quantité élevée,0.5 g,en faible quantité,2.6 g,en quantité élevée,,0%,+0%,-2%,-2%,+56%,+59%,+1%,+2%,+2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
102,Bloody eyes,8413178321853,['France'],[],[],?,333,1393 kj(333 kcal),"0,2","0,2",77,58,"4,2","0,11","0,044",,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Petit bâtonnet,3770008444591,['France'],[],[],?,105,439 kj(105 kcal),"0,1","0,1","26,1",21,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Lait chocolat,2743530303033,['France'],[],['Sans huile de palme'],?,462,1933 kj(462 kcal),19,"3,2",62,25,"9,2","0,75","0,3",,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Croroc raisin sec,3770012880040,['France'],[],[],?,511,2138 kj(511 kcal),"28,1","3,6","47,7","32,6","17,4","0,047","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Pains au chocolat et croissants,0260198019684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pinko stix,4250129860108,['France'],[],[],?,363,1519 kj(363 kcal),"3,88","1,65","75,7","53,7","1,53","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Viande hachée fraiche,3760282980090,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FR 2A.004.003 CE'],,,,,,,,
109,Saucisson de dinde,2808360011357,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Platatinos maduros,8437002942236,['France'],[],[],?,500,2092 kj(500 kcal),"22,6","8,8","70,3","1,6","3,4",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Smooth Banana - 750ml,5011475847132,['France'],[],[],?,21,88 kj(21 kcal),0,0,"4,85","4,85",0,0,0,,750 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"Mousse de foie super]:euro,3kg",0260944009846,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pain complet 300gr,0215205009189,['France'],[],[],?,246,1029 kj(246 kcal),"1,5","0,3",48,"1,3","9,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Lasagnes aux œufs frais,3760275810854,['France'],[],[],?,296,1238 kj(296 kcal),"2,62","0,77","55,8","1,49","10,83","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ayrani - 250ml,5425024870012,['France'],[],[],?,34,142 kj(34 kcal),2,"1,3","2,3","2,3","1,8","0,75","0,3",,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Paillasson de legumes - 400g,3492500051786,['France'],[],[],?,85,356 kj(85 kcal),"4,83","1,6","7,33","2,4","2,06","0,76","0,304",,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Cantal jeune - Cantorel,0206625021257,['France'],[],[],?,372,1556 kj(372 kcal),30,22,"1,5",0,24,"1,9","0,76",D,,"['Cantorel', 'Sodiaal']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal']",,,30 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+1%,+1%,+2%,+7%,+11%,-100%,-2%,-3%,-3%,17,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
118,prefou chorizo - Paso,990530101003369519,['France'],[],[],?,341,1427 kj(341 kcal),"18,3","8,2","35,5","1,5","7,6","2,3","0,92",,,['Paso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Scrumpy Jack,5035766043812,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Coop soup,5000128688727,['France'],[],[],?,48,201 kj(48 kcal),"1,1","0,5","4,6","2,2","3,9","0,56","0,224",,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Fouet au piment d'espelette,2265462032671,['France'],[],[],?,404,1690 kj(404 kcal),"28,6","9,7","8,6","7,8","28,6","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 09.289.002 CE', 'Lorp-Sentaraille (Ariège, France)']",,,,,,,,
122,Bizcocho Vegano Cake Marmolado Natudul (mesa15),8437010614088,['France'],[],"['Végétalien', 'Végétarien']",?,419,1753 kj(419 kcal),"19,6",0,"55,2",0,"4,1","0,35","0,14",,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Lamelles kebab surgelées,3230890758645,['France'],[],[],?,170,711 kj(170 kcal),"8,8","2,5","5,8",0,17,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Tomato ketchup - Heinz,7715362093913,['France'],[],[],?,64,268 kj(64 kcal),"0,1",0,12,11,"1,4","0,9","0,36",,,['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Cookie triple chocolat,0202641019025,['France'],[],[],?,477,1996 kj(477 kcal),25,16,58,39,"5,1","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Petit pois,0203530010109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sorbet Litchi,3475882007107,['France'],[],[],?,230,962 kj(230 kcal),"1,1","0,45","16,3","11,8","1,03","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,,,
128,Légumes corail,2653004012814,['France'],[],[],?,231,967 kj(231 kcal),10,"2,7",23,"1,9","9,6","0,82","0,328",,,,,['Sans arômes artificiels'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Mayonnaise - Top Budget,3410280010281,['France'],[],[],?,643,2690 kj(643 kcal),70,"5,2","3,9","0,5",1,"1,2","0,48",D,,['Top Budget'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,70 g,en quantité élevée,5.2 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+5%,+5%,+6%,-16%,+45%,-66%,-19%,-10%,-10%,18,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
130,Ecorce cedrat confit demis,3612646051017,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Limonade artisanale - Elixia,3760045170317,['France'],[],[],?,27,113 kj(27 kcal),"0,1","0,1","6,2","6,2","0,2","0,002","0,001",,,['Elixia'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Piment Naga,3760063334876,['France'],[],[],?,324,1356 kj(324 kcal),0,0,"69,86",0,"10,58",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Watermelon Prism,22000116024,['France'],[],[],?,185,774 kj(185 kcal),0,0,74,74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Saveur grill porc aux herbes,2663283040286,['France'],[],[],?,267,1117 kj(267 kcal),"21,9","8,5","2,3","2,3","15,1","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Girolles séchées,3760130217378,['France'],[],[],?,168,703 kj(168 kcal),"5,9","0,8","11,3","0,5","17,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Girolles'],,,,,,,,,
136,CroqAlpes - 500g,3501560101123,['France'],[],[],?,398,1665 kj(398 kcal),"13,9","5,7","61,7","33,5","4,9","0,3","0,12",,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Limonade biologique et authentique,3770010824114,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5",9,0,0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Gros manseng,3399511000072,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Filet mignon fumé,2224507027942,['France'],[],[],?,121,506 kj(121 kcal),2,1,1,1,26,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Goiabana,7896963402301,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Basilic - 30g,3000052030281,['France'],[],[],?,?,,?,,?,,?,,,,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Taboulé oriental,3479960007645,['France'],[],[],?,203,849 kj(203 kcal),"8,7","1,6",26,"4,1","4,5","1,1","0,44",B,,,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",,,8.7 g,en quantité modérée,1.6 g,en quantité modérée,4.1 g,en faible quantité,1.1 g,en quantité modérée,,+15%,+14%,+28%,+126%,+11%,+1%,+5%,+16%,+16%,5,+87%,C,+87%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,"['EMB 02215', 'Corbeny (Aisne, France)']",,,,,,,,
143,Les chocolats de l'oncle Hansi,3290470156261,['France'],[],[],?,553,2314 kj(553 kcal),34,20,56,55,5,"0,1","0,04",,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Baguette  bio céréales,0207266006566,['France'],[],[],?,283,1184 kj(283 kcal),"1,8","0,3",56,"1,6","9,3",0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Super smoothie energise,0207912013092,['France'],[],[],?,60,251 kj(60 kcal),"0,9","0,1",12,10,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Merguez fortes à la marocaine,2039054303070,['France'],[],[],?,287,1201 kj(287 kcal),25,10,"2,9",2,12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Cantal vieux,0255056022968,['France'],[],[],?,371,1552 kj(371 kcal),"30,3",19,"0,18","0,01","24,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Crème de caramel au beurre salé,3770013276248,['France'],[],[],?,400,1674 kj(400 kcal),21,14,52,52,"0,9","0,42","0,168",,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Crème de caramel au beurre salé']","['Sans colorants', 'Sans conservateurs']",,21 g,en quantité élevée,14 g,en quantité élevée,52 g,en quantité élevée,0.42 g,en quantité modérée,,-5%,-5%,+8%,+18%,-12%,+9%,-50%,-31%,-31%,25,+2%,E,+2%,,,,,,,,,,,,,,,,,
149,Tuiles au chocolat au lait saveur caramel - Chevaliers d'Argouges,3421371519521,['France'],[],[],?,568,2377 kj(568 kcal),35,20,57,55,"6,1","0,4","0,16",,,"[""Chevaliers d'Argouges""]",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Bonbon sucre d'érable,0770451003072,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Porto,5601144373842,['France'],[],[],?,?,,?,,?,,?,0,0,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins portugais', 'Porto']",,,,,,,,,,,,,,,,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,,,,,,,,
152,Arachide wasabi - Carrefour,0207091009770,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour'],,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Confit de tomates sèchées - Puget,3265477558547,['France'],[],[],?,246,1029 kj(246 kcal),20,"2,4",12,"7,8","2,7","1,8","0,72",,,['Puget'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Pom'de lisbeth,7333363956565,['France'],[],[],?,24,100 kj(24 kcal),0,0,6,"5,6","0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2609839027356,2609839027356,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Pain au chocolat,0206132011482,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Confiture de mure,3770007759184,['France'],[],[],?,246,1029 kj(246 kcal),"0,36",0,"60,6","60,6","0,3","0,01","0,004",D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",,,0.36 g,en faible quantité,0 g,en faible quantité,60.6 g,en quantité élevée,0.01 g,en faible quantité,,+6%,+6%,+28%,-100%,+10%,+15%,-50%,-71%,-71%,12,+21%,D,+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
158,Pur jus orange/ kiwi 1L,2203716025581,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Huile d'olive et Thym,3760187510637,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Torsades au chocolat,2635136017714,['France'],[],[],?,390,1632 kj(390 kcal),17,11,50,20,"7,1","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Sport Water Build,7640145040481,['France'],[],[],?,19,79 kj(19 kcal),0,0,"0,1","0,1","4,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Farine D'epeautre Demeter 100% (1 KG),5425006848664,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Crunchy aux superfruits,4008164728156,['France'],[],[],?,411,1720 kj(411 kcal),10,"1,8","67,9","27,9","9,1","0,04","0,016",,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Berlingots - 145g,3502793917178,['France'],[],[],?,389,1628 kj(389 kcal),"0,1","0,1","95,6","68,6","0,1","0,1","0,04",,145 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Pieds cuits vinaigrette,2473711038446,['France'],[],[],?,102,427 kj(102 kcal),6,"1,7","0,6","0,6",11,"3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Huile de cameline,3770001383026,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Slimatee: Slimatee - 20 Bag,5021031006002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Navarin agneau printanier - Carrefour,2471750019945,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour'],,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Poitrine de porc à l espagnole,2676382023425,['France'],[],[],?,300,1255 kj(300 kcal),"24,9","9,71",1,1,"19,4",17,"6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Earl Grey Tea Truffles,5060047373739,['France'],[],[],?,523,2188 kj(523 kcal),23,14,53,49,"4,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Emincés de saumon aux 5 baies - Delpierre - 120g,3038680053174,['France'],"['Saumon salé 99% ', 'saumon Atlantique - Salmo salar-élevé en Norvège', 'sel [39% en moyenne]', 'sucres', 'conservateurs: E326', 'E262', 'poivre', 'mélange 5 baies 1% ', 'poivre noir', 'poivre blanc', 'poivre vert', 'coriandre', 'baies roses', ' Contient: poisson']","['Non végétalien', 'Non végétarien']",843,?,843 kj(201 kcal),15,"2,9","0,9","0,9",18,3,"1,2",D,120g,['Delpierre'],"['Produits de la mer', 'Poissons', 'Saumons', 'Emincés saumon']",['Point Vert'],,15 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,3 g,en quantité élevée,+10%,,+9%,+43%,+42%,+75%,+183%,-17%,+24%,+24%,14,+27%,D,+27%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"['Barquette', 'Sous atmosphère protectrice']","['FR 76.240.003 CE', 'Épreville (Seine-Maritime, France)']",,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium']",['Poisson'],3,,['Norvège'],['France'],
172,Chouquettes - Carrefour - 80g,0201097006566,['France'],[],[],?,?,,?,,?,,?,,,C,80 g,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chouquettes']",,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,77.4%,13.4%,5.7%,3.0%,0.4%,0.0%,72,,,,,,,,,,
173,Brownie pepites de chocolat,3368390001166,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,,,,,,,,,,,,,,,,,,,,,,,,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,,,,
174,Vinaigre de vin de Bordeaux au jus de framboise,3270190143048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Saucisse de Viande,3237550022580,['France'],[],[],?,284,1188 kj(284 kcal),26,10,"0,6","0,6",12,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Oignons surgelés en dés,39387057277,['France'],[],[],?,33,138 kj(33 kcal),"0,3","0,1","5,4","5,2","1,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Fromage fondu - Auchan,3506719433186,['France'],[],[],?,240,1004 kj(240 kcal),20,20,20,"8,5",7,"7,5",3,D,,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",['Fabriqué en France'],['Auchan'],20 g,en quantité modérée,20 g,en quantité élevée,8.5 g,en quantité modérée,7.5 g,en quantité élevée,,-6%,-5%,-1%,+49%,+269%,+111%,-40%,+277%,+277%,19,+23%,E,+23%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,"['EMB 39300F', 'Lons-le-Saunier (Jura, France)']",,,,,,,,
178,Beignet legumes - Carrefiur,1560477074748,['France'],[],[],?,173,727 kj(173 kcal),?,,?,,"10,3",,,,,['Carrefiur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Flavour dropps,4260426834610,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Coq Aile Mexicaine,0209618025782,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Riz tomates et huile d'olive,2487464310018,['France'],[],[],?,187,782 kj(187 kcal),"5,4","1,6",30,"2,3","3,8","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Chapelure dorée,3760133676707,['France'],[],[],?,389,1628 kj(389 kcal),"6,6",1,"70,6","5,9","11,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Rôti de porc cuit supérieur,2471248022303,['France'],[],[],?,139,582 kj(139 kcal),"5,2","2,1","0,9","0,8","22,2","1,98","0,792",E,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,5.2 g,en quantité modérée,2.1 g,en quantité modérée,0.8 g,en faible quantité,1.98 g,en quantité élevée,,-3%,-2%,+3%,+0%,+10%,+28%,-1%,+15%,+15%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,
184,Mini toile d'araignée - Delhaize,5400112180778,['France'],[],[],?,203,849 kj(203 kcal),"3,3","1,7",39,28,"3,6","0,37","0,148",,,['Delhaize'],,,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Jus d'abricot - Granini,3503780004192,['France'],[],[],?,?,,?,,?,,?,,,,,['Granini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
