,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,markets,manufacturing,generic_name,additives,link,origin_detail
100,Chausson pomme,83712555,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,,,,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,,,,,
101,Lait demi-écrémé,3262970302721,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2 cuisses poulet plein champ,2245336017515,,['France'],[],[],?,138,"5,7","1,1",20,577 kj(138 kcal),"1,8",0,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Confiserie,3700345930532,,['France'],[],[],?,332,0,78,"5,4",1389 kj(332 kcal),0,63,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Latte fresco intero,8002011000750,,['France'],[],[],?,65,"3,6","4,8","3,3",272 kj(65 kcal),"2,6","4,8","0,13","0,052",,,D,"['Produits laitiers', 'Laits', 'Laits entiers']",3.6 g,en quantité modérée,2.6 g,en quantité modérée,4.8 g,en faible quantité,,-2%,-3%,-3%,+10%,+0%,+1%,0%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,0.13 g,en faible quantité,+11%,+11%,1,-37%,B,-37%,,,,,,,
105,Marinade du soleil - Picard,3270160863907,,['France'],[],[],?,334,36,"1,1","0,9",1397 kj(334 kcal),"5,8","0,8","0,94","0,376",['Picard'],"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Betterave rouge,3760128510061,,['France'],[],[],?,43.4,0,"7,17","2,3",182 kj(43 kcal),0,"6,68",0,0,,['Point Vert'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",0 g,en faible quantité,0 g,en faible quantité,6.68 g,en quantité modérée,,,-4%,-100%,-100%,-10%,-6%,+42%,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,0 g,en faible quantité,-100%,-100%,-5,,A,,,,,,,,
107,Champignons émincés,3700552800536,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons']",,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,,,,,,,,,
108,Tortellini alla carne,8000889100039,,['France'],[],[],?,296,"5,4","48,5","12,8",1238 kj(296 kcal),"2,4","1,2","0,8","0,32",,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini à la viande']",5.4 g,en quantité modérée,2.4 g,en quantité modérée,1.2 g,en faible quantité,,+6%,+9%,-24%,-12%,+21%,-47%,+16%,,,,,,,,,,,,0.8 g,en quantité modérée,-35%,-35%,3,-53%,C,-53%,,,,,,,
109,Stevia,83426001,,['France'],[],[],?,0,0,"99,5",0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,fraise seché,0208621015353,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Bon Gelati,4056489375135,,['France'],[],[],?,346,"21,7","31,6","5,3",1448 kj(346 kcal),"13,5","29,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Ruster,79893282,,['France'],[],[],?,443,15,69,"7,4",1854 kj(443 kcal),"7,7",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Ail confit,3770014209160,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail']",,,,,,,,,,,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,,,,,,,,
114,Frit-up,8710438040036,,['France'],[],[],?,248,"7,5",40,3,1038 kj(248 kcal),"0,9","1,2","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Bacon roti en miettes surgelé,3351700067983,,['France'],[],[],?,486,35,"0,5",40,2033 kj(486 kcal),14,"0,5",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sablés pur beurre aux pommes,3250841798575,,['France'],[],[],?,495,23,"65,8",5,2071 kj(495 kcal),"15,9","31,3","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Vegan protein powder,000128144,,['France'],[],[],?,357.14285714286,6,"10,286","65,714",1494 kj(357 kcal),"1,429","1,429","1,314","0,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Saucisse fumée réunionnaise,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Poulet fermier,0217230056282,,['France'],[],[],?,138,"5,9",0,20,577 kj(138 kcal),"1,7",0,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,
120,Dattes dénoyautées,3770018722054,,['France'],[],[],?,275.10000610352,"0,5","61,1","1,8",1151 kj(275 kcal),"0,1",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Blended Pomace Oil Pet,5052909065272,,['France'],[],[],?,818,"90,9",0,0,3423 kj(818 kcal),"8,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Dattes Medjoul Large,0599599661209,,['France'],[],[],?,322,"0,5",75,"1,8",1347 kj(322 kcal),0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Noix de cajou,0205017017328,,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,
124,Ciselés à l'huile d'olive,3760183041937,,['France'],[],[],?,431,"11,7",70,10,1803 kj(431 kcal),2,"2,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Framboise de proust,3700693900614,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,dark dog cramberry,3244851005709,,['France'],[],[],?,10,0,"2,3",0,42 kj(10 kcal),0,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Salade piémontaise,2057795019487,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,La Classique nature - Vico,6346921402023,,['France'],[],[],?,?,?,?,?,,,,,,['Vico'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Pois chiches,8033028915324,,['France'],[],[],?,121,"2,2",15,"7,1",506 kj(121 kcal),"0,3",0,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Noix de cajou Thym Romarin,2600735031881,,['France'],[],[],?,610,47,26,20,2552 kj(610 kcal),"9,1","6,2","0,8","0,32",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",47 g,en quantité élevée,9.1 g,en quantité élevée,6.2 g,en quantité modérée,,+2%,+2%,+2%,+7%,+2%,-4%,+7%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,0.8 g,en quantité modérée,+28%,+28%,10,+32%,C,+32%,,,,,,,
131,Biscuit chocolat noisette bio,3770016266444,,['France'],[],[],?,580,39,49,6,2427 kj(580 kcal),27,20,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Noix de Saint- Jacques,3222477642997,['ASC-C-00806'],['France'],[],[],?,90,"0,8","4,7",16,377 kj(90 kcal),"0,4","0,9","0,41","0,164",,"['Nutriscore', 'Nutriscore A']",,"['Produits de la mer', 'Mollusques', 'Noix de Saint-Jacques']",0.8 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,,+2%,-1%,-53%,-47%,+64%,+43%,+2%,,,,,,,,,,,,0.41 g,en quantité modérée,-25%,-25%,-3,,A,,,,,,,,
133,Cumin pois chiche,3760272820443,,['France'],[],[],?,389,14,54,10,1628 kj(389 kcal),"1,5","1,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Soupe de carottes curcuma,3770005941093,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Beignets fraise,3187670006789,,['France'],[],[],?,266,"7,4",37,10,1113 kj(266 kcal),"3,3","2,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Ratatouille les mijotés,2422434006836,,['France'],[],[],?,75,"5,4","4,5","1,1",314 kj(75 kcal),"0,6","2,9","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Sangria rosé,8410261151328,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Pain de campagne,2644680008864,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Storage,8718964084319,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Jelly candies,4820218090497,,['France'],[],[],?,425,0,"81,2",0,1778 kj(425 kcal),0,"68,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Caramelle Herbamelle eucalipto,8053904880133,,['France'],[],[],?,236,0,"98,2",0,987 kj(236 kcal),0,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Poulet,2600362042519,,['France'],[],[],?,200,12,"0,5",23,837 kj(200 kcal),"3,4","0,5","0,79","0,316",,,D,"['Viandes', 'Volailles', 'Poulets']",12 g,en quantité modérée,3.4 g,en quantité modérée,0.5 g,en faible quantité,,+32%,+33%,+106%,+127%,-75%,+14%,+13%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,0.79 g,en quantité modérée,-8%,-8%,3,+113%,C,+113%,,,,,,,
143,Quinoa aux 3 legumineuses et jus de citron vert,4056489195153,,['France'],[],[],?,141,"5,7","16,2","4,2",590 kj(141 kcal),"0,4","1,3","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Queijo curado mistura,20369101,,['France'],[],[],?,342,28,"2,5",20,1431 kj(342 kcal),18,"0,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Tisane defenses naturelles,3042062012109,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Compote de pommes en gourde,3770003257943,,['France'],[],[],?,53,"0,5",11,"0,5",222 kj(53 kcal),"0,1",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Gésiers de canard confits émincés - Maistres Occitans,3443705047609,,['France'],[],[],?,152,"2,5","0,5",32,636 kj(152 kcal),"0,9","0,5","1,9","0,76",['Maistres Occitans'],,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",2.5 g,en faible quantité,0.9 g,en faible quantité,0.5 g,en faible quantité,,-18%,-18%,-60%,-56%,+97%,+186%,+11%,,,,,,,,,,,,1.9 g,en quantité élevée,+31%,+31%,4,-35%,C,-35%,,,,,,,
148,Champignons,80414414,,['France'],[],[],?,43,3,0,"2,8",180 kj(43 kcal),"0,4",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Chips crevette,8936183450771,,['France'],[],[],?,365,"1,16",83,6,1527 kj(365 kcal),"0,63",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Crevettes entière et cuites -,3664335051648,,['France'],[],[],?,95,"0,5","0,5",22,397 kj(95 kcal),"0,5",0,"2,1","0,84",,,D,"['Produits de la mer', 'Crustacés', 'Crevettes']",0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,-10%,-10%,-77%,+9%,-54%,-100%,+21%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,2.1 g,en quantité élevée,+43%,+43%,5,+101%,C,+101%,,,,,,,
151,Sodarosa,8056736060919,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Tomette au piment - Ferme de kervihan,3760206788139,"['FR 56.119.527 CE', 'Locoal-Mendon (Morbihan, France)']",['France'],[],[],?,407,"33,4","0,5","26,4",1703 kj(407 kcal),23,,,,['Ferme de kervihan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Saucisse cuite pur porc,20239435,,['France'],[],[],?,232,19,1,14,971 kj(232 kcal),"7,6",1,"1,9","0,76",,,,"['Viandes', 'Charcuteries', 'Saucisses']",19 g,en quantité modérée,7.6 g,en quantité élevée,1 g,en faible quantité,,-9%,-9%,-9%,-4%,-30%,+33%,-7%,,,,,,,,,,,,1.9 g,en quantité élevée,-3%,-3%,17,-3%,D,-3%,,,,,,,
154,Macédoine de légumes -,3760049550221,,['France'],[],[],?,43,"0,4","4,9","2,7",180 kj(43 kcal),"0,1",1,"0,27","0,108",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes préparés', 'Entrées', 'Macédoines de légumes en conserve', 'Entrées froides', 'Macédoines de légumes']",0.4 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,,-53%,-54%,-93%,-80%,-16%,-38%,+15%,24.4%,36.8%,17.2%,8.6%,7.9%,5.0%,89,,,,,0.27 g,en faible quantité,-65%,-65%,-5,-2373%,A,-2373%,,,,,,,
155,Mulberries - Moulin des moines - 100g,3347430018982,,['France'],['mûres blanches'],[],?,259,2,49,7,1084 kj(259 kcal),0,40,"0,13","0,052",['Moulin des moines'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",2 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,,-23%,-23%,-71%,-100%,-16%,-8%,+70%,,,,,,,,100 g,['sachet en plastique'],,,0.13 g,en faible quantité,+48%,+48%,-3,-163%,A,-163%,,,,Mulberries,,,
156,Bicarbonate of soda (cooking &Baking),5029788152850,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Crevettes marinees citron et thym,3336374404661,,['France'],[],[],?,77,"0,8","2,8",15,322 kj(77 kcal),"0,1","0,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Olio di oliva - Selex,8003100878984,,['France'],[],[],?,822,91,0,0,3439 kj(822 kcal),15,0,0,0,['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Olives vertes a la farce d’anchois,3450120013287,,['France'],[],[],?,155,16,0,"1,3",649 kj(155 kcal),3,0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Nona,5430001512045,,['France'],[],[],?,19,0,"4,9",0,79 kj(19 kcal),0,"4,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Crème fraîche épaisse - Le bon Normand - 50cl 490g,1700894441604,"['FR 14. 371.001', 'Livarot (Calvados, France)']",['France'],"['Crème ', 'lait', ' et ferments lactiques - Lait origine France ', 'Normandie', ' • Valeurs nutritionnelles']",['Non végétalien'],?,?,?,?,?,,,,,,['Le bon Normand'],,C,"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,50cl 490g,['Plastique'],['Lait'],3,,,,,,,,,,,['Livarot'],,,,
162,Magret de canard du sud-ouest - Maison Montfort,3104544074651,,['France'],[],[],?,371,34,"1,1",23,1552 kj(371 kcal),12,"0,8","3,1","1,24",['Maison Montfort'],,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",34 g,en quantité élevée,12 g,en quantité élevée,0.8 g,en faible quantité,,+9%,+9%,+16%,+20%,-12%,+19%,+28%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,3.1 g,en quantité élevée,+88%,+88%,24,+30%,E,+30%,,,,,,,
163,Satted caramel,8719992250745,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Maxi grill,2409283119450,,['France'],[],[],?,287,25,1,14,1201 kj(287 kcal),"9,1",1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Marinade thym citron,3485071052641,"['EMB 76600C', 'Saint-Léonard (Seine-Maritime, France)']",['France'],[],[],?,678,66,20,"1,5",2837 kj(678 kcal),"5,6",7,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Gaspacho verde,3274935300147,,['France'],[],[],?,26,"1,5","1,9","0,7",109 kj(26 kcal),"0,3","1,4","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Roti cuit superieur,0208746021192,,['France'],[],[],?,126,"3,1",0,24,527 kj(126 kcal),"1,2",0,19,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Biere,3700693900928,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Sweet mango Chilli,8436567130843,,['France'],[],[],?,160.19999694824,0,"39,4","0,3",670 kj(160 kcal),0,"36,4","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Focaccia artigianale,3760077537690,,['France'],[],[],?,404,11,65,10,1690 kj(404 kcal),"1,6","1,7","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Glace artisanale ferme de la gautraie,3700344300084,"['FR 37.249.001 CE', 'Sonzay (Indre-et-Loire, France)']",['France'],[],[],?,165,"4,4","27,5","3,3",690 kj(165 kcal),"3,4","23,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Thym Entier,3102870065817,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Saumon fumé écosse,0206963097211,,['France'],[],[],?,195,12,"1,6",20,816 kj(195 kcal),"2,4",1,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Extra - Westmalle - 33CL,5412343001890,,['France'],['Contient: orges maltées'],[],?,?,?,?,?,,,,,,['Westmalle'],['Produit trappiste authentique'],C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bière trappiste']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33CL,['Verre'],,,,,,,,,,,,['Une petite mousse'],"['Malle', 'Belgique']",,,,
175,nuggets pâte a beignet,3760258225316,,['France'],[],[],?,220,"9,3",21,13,920 kj(220 kcal),"1,5","0,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,financiers,6162695,,['France'],[],[],?,533,39,35,10,2230 kj(533 kcal),19,27,"0,28","0,112",,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Cornets gaufrette chocolat et noisettes,4007843052261,,['France'],[],[],?,502,"24,3",63,"7,8",2100 kj(502 kcal),"12,3","32,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3152210226750,3152210226750,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Château Bel-Air  sec bergerac 2010,3505541210002,,['France'],[],[],?,?,?,?,?,,,,,,['Château Bel-Air'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,La belle escalope de poulet,2276754015289,,['France'],[],[],?,107,"1,3",0,23,448 kj(107 kcal),"0,4",0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Les recettes de l’atelier caramel aux amandes & noisettes,7613287055972,,['France'],[],[],?,548,33,"51,9","9,2",2293 kj(548 kcal),"15,6","50,2","0,15","0,06",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Pasta pot,5026489505510,,['France'],[],[],?,111,"1,5","21,7","2,2",464 kj(111 kcal),1,2,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Biscuit au romarin,3346040145309,,['France'],[],[],?,439,27,44,"7,2",1837 kj(439 kcal),13,"9,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Sticks d'épeautre,31612319,,['France'],[],[],?,384,"2,6","76,2","12,3",1607 kj(384 kcal),"0,6","1,4","2,8","1,12",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Torta dolce,4030957781178,,['France'],[],[],?,395,"5,8",78,"6,5",1653 kj(395 kcal),"1,9",44,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Boudins chataignes,0201009014764,,['France'],[],[],?,184,12,5,14,770 kj(184 kcal),"6,7","1,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Filet de Poulet - 25%de sel,3154230800330,,['France'],[],[],?,110,2,"0,9",22,460 kj(110 kcal),"0,8","0,5","1,3","0,52",,"['Nutriscore', 'Nutriscore B']",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2 g,en faible quantité,0.8 g,en faible quantité,0.5 g,en faible quantité,,-16%,-15%,-31%,+7%,+88%,+106%,-4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,1.3 g,en quantité modérée,+73%,+73%,1,,B,,,,,,,,
188,Radiatori,3770019512029,,['France'],[],[],?,355,2,68,14,1485 kj(355 kcal),"0,4",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Saumon et cabillaud facon tartare,3272640000819,,['France'],[],[],?,180,"12,6","2,5","13,6",753 kj(180 kcal),"6,1","1,2","1,58","0,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Gingembre Poudre,3770000505337,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Maquereau fumé,2051588033780,"['FR 29.052.500 CE', 'Esquibien (Finistère, France)']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Cibre,3548020000015,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Yaourt étuve de brebis,3701002405578,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Torta albicocca,8001543001150,,['France'],[],[],?,413,16,62,"5,1",1728 kj(413 kcal),"7,6",31,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Clowns souris,3273440002102,,['France'],[],[],?,267,14,21,4,1117 kj(267 kcal),8,10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Bille Apéritives,3760228212025,"['FR 16.292.066 CE', 'Ruffec (Charente, France)']",['France'],[],[],?,205,16,"4,8",10,858 kj(205 kcal),11,"3,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Poulet fermier bio,0226997039292,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Kefruit,3760192492041,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
